@relation data

@attribute id string
@attribute 9365 numeric
@attribute 26281 numeric
@attribute 10818 numeric
@attribute 2254 numeric
@attribute 2253 numeric
@attribute 867 numeric
@attribute 2252 numeric
@attribute 2251 numeric
@attribute 2250 numeric
@attribute 8074 numeric
@attribute 8817 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 27006 numeric
@attribute 2263 numeric
@attribute 2264 numeric
@attribute 2261 numeric
@attribute 2260 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 2255 numeric
@attribute 2885 numeric
@attribute 6383 numeric
@attribute 10817 numeric
@attribute 9965 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0631,-0.0925,0.7602,-0.0176,-0.2539,1.4582,-0.1489,-0.0194,0.0335,-0.1294,-0.0363,-0.1916,-9e-04,-0.142,-0.0751,-0.2964,-0.0363,-0.1482,-0.1727,0.1561,0.0876,-0.0602,-0.0892,1.6544,-0.1042,0.0743,-0.0596,Control
A02,-0.1179,-0.1277,0.4847,-0.0337,-0.2151,1.3316,-0.123,-0.0469,0.0727,0.0177,0.064,-0.2785,0.0578,-0.043,-0.0359,-0.0828,-0.0706,0.0076,-0.0012,-0.0042,0.1307,-0.0972,-0.0499,1.493,0.02,0.1421,-0.0795,Control
A03,-0.0132,-0.1541,0.6865,-0.1192,-0.2094,1.4099,-0.1817,-0.0903,-0.0046,-0.1108,0.0714,-0.1371,-0.0294,-0.0482,0.0299,-0.1581,-0.0543,-0.0233,-0.0248,0.0806,0.2158,-0.0211,-0.0103,1.7906,-0.0822,0.1106,-0.0431,Control
A04,0.016,-0.0494,0.5587,-0.0441,-0.1767,1.2936,-0.0825,0.028,-0.0328,-0.06,0.032,-0.0581,0.116,-0.0635,0.0066,0.0813,-0.0652,-0.0239,0.0423,-0.0124,0.1587,-0.0686,-0.039,1.4914,0.0289,0.1315,-0.034,Control
A05,0.076,0.0968,0.6241,-0.0029,-0.1192,1.5036,-0.0983,-0.0164,-0.0464,-0.0661,-0.0306,-0.0339,0.212,-0.0968,0.0878,-0.0898,-0.0728,-0.0219,0.028,0.0489,0.0963,-0.0557,-0.0048,1.8851,0.0127,0.0984,-0.0026,Control
A06,0.1415,-0.2284,0.5326,-0.097,-0.2022,1.388,-0.1253,-0.0319,0.0428,-0.0331,0.0397,-0.206,0.0243,-0.0979,-0.1139,-0.159,-0.0831,-0.076,-0.1591,0.07,0.1422,-0.0186,0.0305,1.5864,0.0297,0.0848,-0.1438,Control
A07,-0.0649,-0.2135,0.7815,-0.0915,-0.2385,1.5655,-0.1697,-0.0829,0.0571,-0.09,0.0345,-0.199,0.0248,-0.0962,0.0147,-0.2046,-0.1065,0.0638,0.0113,0.0486,0.1971,-0.0544,-0.0304,1.89,-0.0248,0.0889,-0.1505,Control
A08,-0.1207,-0.234,0.8484,-0.0015,-0.2202,1.5588,-0.1581,-0.0591,-0.0259,-0.1339,-0.0037,-0.2027,-0.0644,-0.1471,-0.1897,-0.1841,-0.0787,-0.1589,-0.1846,0.0876,0.1078,-0.1042,-0.0615,1.7425,-0.1234,-0.0078,-0.0831,Control
A09,-0.0981,-0.136,0.6699,-0.07,-0.2474,1.511,-0.1072,0.0211,0.1327,-0.0892,0.041,-0.217,0.0175,-0.073,0.0385,-0.0828,-0.0571,-0.0085,-0.0305,0.0256,0.0621,-0.0451,-0.0209,1.8554,0.0374,0.0788,-0.1558,Control
A10,-0.0685,-0.1033,0.7409,0.0171,-0.1368,1.4699,-0.1087,-0.0594,0.0673,-0.0263,0.0052,-0.0459,0.0973,-0.1267,0.0415,-0.1262,-0.0754,-0.0608,-0.0435,0.0455,0.038,-0.0968,-0.0545,1.8284,-0.0151,0.0868,-0.1168,Control
