@relation data

@attribute id string
@attribute 3725 numeric
@attribute 2056 numeric
@attribute 4846 numeric
@attribute 2033 numeric
@attribute 3091 numeric
@attribute 7428 numeric
@attribute 1385 numeric
@attribute 5034 numeric
@attribute 10987 numeric
@attribute 1906 numeric
@attribute 444 numeric
@attribute 3939 numeric
@attribute 7422 numeric
@attribute 405 numeric
@attribute 3320 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.3192,0.0686,0.1146,1.911,2.0667,1.4313,1.8416,1.6337,1.121,-0.0413,0.3946,1.0717,0.2977,1.2878,0.7784,Control
A02,0.8029,0.0237,0.1074,1.6897,1.4499,1.5019,1.5349,1.643,0.874,0.1158,0.1907,0.9878,0.3654,1.1395,0.7066,Control
A03,1.2073,0.0497,0.1508,1.9277,2.0353,1.4166,1.7089,1.762,0.9806,0.0984,0.235,1.2745,0.5188,1.3177,0.9237,Control
A04,1.3091,0.113,0.1494,1.63,1.8126,1.3578,1.6942,1.7937,0.7914,0.0409,0.2232,1.2288,0.3696,1.194,0.7921,Control
A05,1.2428,0.1129,0.1132,1.9476,1.9725,1.5969,1.7835,1.9008,0.9275,-0.0422,0.3311,1.2768,0.4999,1.4602,0.7053,Control
A06,0.8136,8e-04,0.0799,1.8282,2.1659,1.3643,1.6261,1.8343,0.9155,0.0077,0.2679,1.159,0.5412,1.3124,0.6908,Control
A07,1.2402,-0.0484,0.123,1.9341,2.0901,1.5195,1.8447,1.7142,1.0292,0.1204,0.4228,0.9534,0.5401,1.3597,0.585,Control
A08,0.8862,0.1021,0.0875,2.0256,2.1071,1.2364,1.9244,1.4449,0.872,0.0105,0.408,0.8911,0.2175,1.3957,0.7253,Control
A09,0.9959,0.1204,0.1392,1.9246,2.3031,1.345,1.7073,1.6826,0.873,0.053,0.3638,1.0955,0.431,1.2304,0.6044,Control
A10,1.3751,0.0478,0.0739,1.9583,2.1053,1.3247,1.9621,1.7191,0.9905,-0.1575,0.4714,1.0124,0.3441,1.3755,0.625,Control
A11,1.0715,0.0117,0.0464,1.7813,1.8418,1.2192,1.3787,1.7013,0.8321,-0.0261,0.2225,0.8445,0.2034,0.999,0.6483,Control
A12,0.7127,-0.0507,0.1124,0.9995,1.1006,0.9309,1.2041,1.3466,0.7722,0.0708,0.0604,0.6527,0.4068,0.7999,0.5301,Control
B01,0.9621,-0.291,0.0037,1.7081,2.2481,1.3368,1.6376,1.2383,1.0331,-0.0066,0.2704,0.8877,0.3362,1.119,0.7649,Control
B02,1.3562,0.0017,0.1197,1.7695,1.9969,1.7385,1.7428,1.7818,1.0685,0.0405,0.2622,1.2584,0.4853,1.2818,0.9047,Control
B03,1.1569,-0.0913,0.0658,1.7464,2.144,1.5461,1.7274,1.5811,0.9946,-0.0128,0.3049,1.2019,0.353,1.2619,0.9581,BRCACancer
B04,0.8223,-0.161,0.1109,1.9242,1.5762,1.3327,1.7233,1.3682,0.7061,-0.0875,0.3681,0.7475,0.312,1.2976,0.6354,BRCACancer
B05,0.6881,-0.0483,0.1015,1.758,1.6461,1.252,1.3547,1.5812,1.0087,-0.0353,0.1631,0.9952,0.1772,1.001,0.7922,BRCACancer
B06,0.3086,-0.3347,-0.1315,1.3232,1.6484,1.0832,1.416,1.0869,0.811,-0.0819,0.216,0.5631,0.231,0.9827,0.6655,BRCACancer
