@relation data

@attribute id string
@attribute 5728 numeric
@attribute 5164 numeric
@attribute 5579 numeric
@attribute 1432 numeric
@attribute 5578 numeric
@attribute 5170 numeric
@attribute 2690 numeric
@attribute 8672 numeric
@attribute 207 numeric
@attribute 2475 numeric
@attribute 5290 numeric
@attribute 1982 numeric
@attribute 8569 numeric
@attribute 6198 numeric
@attribute 1981 numeric
@attribute 1973 numeric
@attribute 1974 numeric
@attribute 3667 numeric
@attribute 1977 numeric
@attribute 5595 numeric
@attribute 1978 numeric
@attribute 5295 numeric
@attribute 26986 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.243,0.6185,1.0332,1.4426,0.5523,0.7691,-0.0978,0.7768,0.6045,1.0269,1.6169,2.5392,0.7724,1.1287,1.4818,1.8574,2.1257,0.254,0.572,1.0783,0.1884,1.4782,2.3623,1.7309,Control
A02,0.647,0.4477,0.6697,1.1508,0.1715,0.6471,0.0055,0.687,0.5571,0.7955,1.3286,2.5755,0.5977,0.926,1.3412,1.7453,1.8208,0.2228,0.4218,1.0214,0.1762,1.1561,1.9458,1.6299,Control
A03,0.9196,0.6223,0.9489,1.3711,0.1678,0.777,-0.0557,0.8374,0.6699,0.9929,1.4291,2.6668,0.8032,1.0404,1.4796,2.2392,2.1684,0.1815,0.532,1.0584,0.2996,1.3011,2.4069,1.8758,Control
A04,0.7631,0.6195,0.7891,1.2559,0.2858,0.7264,-0.0357,0.7584,0.6114,0.9414,1.383,2.8087,0.6665,0.9026,1.4786,1.8439,2.1161,0.1153,0.4744,1.0435,0.3003,1.4673,2.2228,1.7145,Control
A05,0.9399,0.7211,0.9233,1.5137,0.2856,0.8704,-0.0239,0.9111,0.7362,1.0446,1.5208,2.5943,0.7315,1.0434,1.7398,1.771,1.8672,0.2302,0.4719,1.1978,0.3478,1.3057,2.1204,1.9408,Control
A06,0.8375,0.5885,0.8755,1.2007,0.2749,0.7642,-0.0502,0.8183,0.6349,0.9339,1.4163,2.5959,0.7041,1.015,1.5228,2.0301,1.9166,0.1823,0.385,0.9874,0.2752,1.3466,2.2403,1.8446,Control
A07,1.3109,0.5503,1.2903,1.592,0.5058,0.7972,-0.0479,0.9025,0.5857,0.9705,1.6368,2.7144,0.7993,1.1072,1.4733,1.6889,1.7788,0.1599,0.6208,0.9702,0.2857,1.6128,2.3216,1.882,Control
A08,1.5,0.4798,1.3963,1.6309,0.8574,0.8157,-0.0961,0.9327,0.5257,1.0481,1.8021,2.5193,0.7671,1.1764,1.3466,1.8784,1.9239,0.0951,0.6957,0.9939,0.2152,1.7107,2.4787,1.9122,Control
A09,1.3575,0.6205,1.2298,1.435,0.5722,0.8094,-0.0678,0.804,0.5517,0.8703,1.4941,2.6319,0.6377,1.066,1.3748,1.8666,1.7455,0.1435,0.563,0.99,0.2487,1.5301,2.3149,1.8315,Control
A10,1.3359,0.5382,1.2971,1.7367,0.3634,0.8424,-0.0915,1.1136,0.5517,1.0041,1.743,2.6937,0.7839,1.0883,1.4837,1.8809,1.8789,0.155,0.5259,0.9237,0.1804,1.6455,2.2018,1.9225,Control
A11,0.9869,0.4418,0.9582,1.1233,0.3076,0.7155,-0.084,0.6372,0.5283,0.6508,1.2242,2.4469,0.4552,1.015,1.1197,1.6151,1.4254,0.1501,0.3468,0.9765,0.1182,1.2045,1.851,1.8048,Control
A12,0.3517,0.3908,0.4893,0.8493,0.0835,0.4748,0.0097,0.5959,0.3826,0.6145,0.9277,2.2425,0.4899,0.6513,1.0201,1.1572,1.3872,0.1526,0.2636,0.6537,0.0267,0.9724,1.2938,1.2884,Control
B01,1.0963,0.3534,0.9193,1.2183,0.5853,0.5275,0.013,0.6624,0.3787,0.8735,1.4936,2.6289,0.739,1.0517,1.1974,2.0927,2.2008,0.1695,0.5552,0.7649,0.1042,1.579,2.7529,1.5393,Control
B02,0.8395,0.6199,0.7534,1.3113,0.32,0.7129,-0.0666,0.7271,0.6586,0.9577,1.4558,2.8565,0.775,1.2088,1.5649,2.4227,2.413,0.0848,0.5042,1.0793,0.2616,1.7588,2.7836,1.7139,Control
B03,1.0159,0.4991,0.8807,1.2964,0.377,0.7586,-0.0718,0.6735,0.5588,0.8905,1.5497,2.7878,0.7227,1.0655,1.3982,2.2278,2.3358,0.0753,0.4785,0.9322,0.156,1.9606,2.8192,1.7231,BRCACancer
B04,1.5005,0.4076,1.5724,1.5574,0.646,0.8105,-0.0088,1.1167,0.5084,1.0211,1.609,2.3392,0.9331,1.107,1.2814,1.8338,1.6851,0.237,0.6533,0.7103,0.0577,1.5843,2.1322,1.892,BRCACancer
B05,0.7646,0.4549,0.8302,1.0531,0.1593,0.6977,-0.0354,0.6459,0.4305,0.7963,1.1758,2.5958,0.6631,0.9788,1.2332,2.0742,1.7333,0.1117,0.4763,0.8091,0.1951,1.6637,2.5962,1.7712,BRCACancer
B06,0.7277,0.1232,0.6881,1.0091,0.1613,0.358,0.0356,0.5469,0.1636,0.6837,1.137,2.3076,0.6747,0.8575,0.935,1.7161,2.0415,0.1387,0.4834,0.5053,-0.0568,1.3797,2.1684,1.2783,BRCACancer
B07,1.0106,0.5302,0.9103,1.4636,0.2287,0.7416,-0.0193,0.8764,0.6203,0.9581,1.5902,2.7189,0.932,1.177,1.5009,2.2319,2.2227,0.1864,0.6448,1.0321,0.1512,1.5748,2.5409,1.792,BRCACancer
B08,0.7915,0.5639,0.6713,1.2368,0.2168,0.7226,-0.0702,0.7129,0.6297,0.6954,1.3514,2.7228,0.5301,1.007,1.3215,1.6394,1.6201,0.1724,0.4036,1.0572,0.1545,1.132,1.9936,1.6981,Control
B09,1.4496,0.2247,1.5246,1.3351,0.6846,0.7318,-0.0544,0.9245,0.4484,0.8142,1.4071,2.5966,0.5874,0.9742,1.0805,2.274,1.9985,0.1595,0.6301,0.6103,0.0797,1.491,2.729,1.8255,Control
B10,1.0408,0.2781,1.0926,1.3763,0.3924,0.6439,-0.0611,0.8166,0.3712,0.7702,1.4557,2.5844,0.5716,0.8469,1.2437,1.5197,1.5905,0.0836,0.4406,0.6316,0.0422,1.4619,1.9195,1.7394,Control
B11,0.8756,0.4576,0.9291,1.35,0.2925,0.7083,-0.0584,0.7907,0.4509,0.798,1.4217,2.5888,0.5767,0.9909,1.4846,1.6561,1.4616,0.2195,0.3572,0.9134,0.3278,1.24,1.8837,1.6375,Control
B12,1.193,0.1813,1.3595,1.113,0.6586,0.6225,-0.0844,0.6576,0.3638,0.673,1.1501,2.0301,0.6549,0.8328,0.8002,1.9836,1.3972,0.1607,0.4847,0.4982,0.1108,1.1456,2.1451,1.4211,Control
C01,1.2209,0.6369,1.2075,1.4476,0.3456,0.7609,-0.0437,0.8506,0.6847,0.9638,1.3664,2.6234,0.8149,1.0064,1.5806,1.7844,1.5298,0.2353,0.5352,1.0379,0.3383,1.2568,2.2131,1.903,BRCACancer
C02,0.7437,0.6409,0.6748,1.1796,0.2186,0.6836,-0.0405,0.7816,0.7019,0.9303,1.4157,2.6647,0.6921,0.9107,1.6007,1.5355,1.7625,0.271,0.4474,1.072,0.2827,1.2932,2.0117,1.6208,BRCACancer
C03,0.8609,0.7639,0.8136,1.3531,0.2433,0.7401,-0.0512,0.8136,0.9231,1.043,1.5104,2.6352,0.825,1.0733,1.6657,1.9793,1.9373,0.2068,0.5075,1.1353,0.3148,1.2173,2.137,1.816,BRCACancer
C04,0.5582,0.4649,0.502,0.6519,0.174,0.5423,-0.0556,0.5148,0.5682,0.4922,0.7955,2.682,0.3891,0.6162,1.0363,1.5838,1.2246,0.1286,0.3117,0.963,0.145,0.7671,1.8227,1.4351,Control
C05,0.5088,0.4203,0.4343,0.7781,0.1022,0.5665,-0.0129,0.4444,0.5706,0.6016,0.937,2.625,0.3961,0.6148,1.2366,0.9694,1.2421,0.0683,0.2919,0.8555,0.1913,0.8638,1.5392,1.4746,BRCACancer
C06,0.2868,0.0379,0.3943,0.2166,-0.0098,0.225,-0.0494,0.1362,0.25,0.1529,0.2206,0.9038,0.1573,0.3111,0.4131,0.8122,0.5507,0.1675,0.1481,0.3,-0.0546,0.3392,1.1311,0.6234,Control
C07,0.5416,0.4879,0.5835,0.915,0.1355,0.5542,-0.026,0.7043,0.551,0.7405,1.1736,2.612,0.456,0.6929,1.3447,1.1682,1.3589,0.1282,0.3345,0.7808,0.1928,1.0366,1.5298,1.5948,Control
C08,0.6051,0.6999,0.6781,1.0007,0.2511,0.6328,-0.0703,0.6712,0.6146,0.8707,1.2968,2.5794,0.4676,0.8692,1.4463,1.2798,1.4098,0.2303,0.3792,0.9573,0.2255,1.1417,1.7571,1.5956,Control
C09,0.506,0.4688,0.5262,0.9402,0.1133,0.6346,-0.0158,0.5928,0.5812,0.7329,1.1689,2.6792,0.5413,0.6937,1.4032,1.1211,1.4167,0.1827,0.2963,0.8657,0.0883,1.0607,1.5153,1.4942,Control
C10,0.4842,0.4634,0.4866,1.0072,0.11,0.547,-0.0443,0.7443,0.5856,0.7871,1.2759,2.6851,0.541,0.6537,1.552,1.1626,1.4273,0.1483,0.3199,0.8389,0.2264,1.0398,1.4886,1.5345,BRCACancer
C11,0.6124,0.6371,0.7819,1.0238,0.2776,0.7405,-0.016,0.6787,0.699,0.8165,1.2004,2.6742,0.5361,0.9035,1.4843,1.5915,1.4973,0.1599,0.3805,1.0236,0.2762,1.0752,1.9664,1.6696,Control
C12,0.4542,0.4092,0.523,0.5781,0.1127,0.5107,-0.0347,0.5132,0.5121,0.4115,0.7596,2.6177,0.2878,0.6083,1.0733,1.0647,1.0507,0.1517,0.1955,0.8239,0.1098,0.6171,1.4739,1.3945,BRCACancer
D01,1.5094,0.3692,1.743,1.4599,0.8469,0.781,-0.1248,0.6801,0.5906,0.8428,1.312,2.1728,0.7307,0.9689,1.0828,1.8363,1.6882,0.1619,0.562,0.7443,0.067,1.3663,2.3054,1.6488,BRCACancer
