@relation data

@attribute id string
@attribute 1 numeric
@attribute 10000 numeric
@attribute 1029 numeric
@attribute 10971 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 27071 numeric
@attribute 2810 numeric
@attribute 2885 numeric
@attribute 2931 numeric
@attribute 2932 numeric
@attribute 3376 numeric
@attribute 3484 numeric
@attribute 3635 numeric
@attribute 5290 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 695 numeric
@attribute 7006 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0011,0.6002,0.1299,0.6465,0.6045,0.8246,0.2889,1.5007,0.2229,1.6544,1.0356,0.6542,1.6965,0.1607,1.2646,1.6169,0.2521,1.243,0.9065,0.1026,1.8816,1.1287,0.75,1.1294,1.3492,1.5056,0.5735,2.4348,0.8922,0.5516,1.2277,1.1647,Control
Utah__A02,-0.0284,0.3429,0.071,0.5456,0.5571,0.607,0.157,1.263,0.2013,1.493,1.0351,0.4588,1.3304,0.2453,1.2681,1.3286,0.1564,0.647,0.9246,0.1045,1.6266,0.926,0.7973,0.9018,1.1968,1.5412,0.3588,2.3385,0.6711,0.473,1.4211,0.8276,Control
Utah__A03,-0.0236,0.3568,0.182,0.8411,0.6699,0.7634,0.1734,1.3798,0.264,1.7906,1.1356,0.6001,1.4931,0.1633,1.4447,1.4291,0.1963,0.9196,1.0222,0.1148,1.8238,1.0404,0.7917,1.1313,1.3816,1.6737,0.4922,2.5751,0.6993,0.7107,1.4184,1.1861,Control
Utah__A04,0.0383,0.4955,0.0708,0.6594,0.6114,0.6935,0.1491,1.3449,0.3624,1.4914,0.963,0.4958,1.3235,0.2859,1.3759,1.383,0.2622,0.7631,1.0052,0.112,1.7883,0.9026,0.7946,1.0307,1.2135,1.424,0.3784,2.4407,0.6209,0.5483,1.3701,0.9775,Control
Utah__A05,0.0379,0.4795,0.1632,0.6798,0.7362,0.7698,0.2166,1.7524,0.3421,1.8851,1.254,0.5918,1.3898,0.2368,1.4136,1.5208,0.324,0.9399,1.1126,0.1047,1.7933,1.0434,0.89,1.0492,1.3778,1.7819,0.5765,2.4214,0.7758,0.6188,1.6673,1.0647,Control
Utah__A06,-0.0774,0.4153,-0.0228,0.5847,0.6349,0.7165,0.187,1.1683,0.1842,1.5864,1.03,0.5257,1.4129,0.1779,1.3554,1.4163,0.24,0.8375,0.9801,0.1159,1.6432,1.015,0.7604,0.8863,1.3318,1.6045,0.425,2.4879,0.6018,0.6162,1.1575,0.9127,Control
Utah__A07,-0.0286,0.7253,0.0382,0.8093,0.5857,0.7237,0.1717,1.5859,0.3296,1.89,1.0649,0.8174,1.4684,0.2864,1.4305,1.6368,0.246,1.3109,0.9852,0.1706,1.9955,1.1072,0.7917,1.1809,1.4952,1.6179,0.5761,2.4863,0.8008,0.6272,1.5147,1.2483,Control
Utah__A08,-0.0117,1.0592,0.0746,0.8785,0.5257,0.7148,0.2488,1.3542,0.2191,1.7425,0.9159,1.0598,1.6095,0.1959,1.5328,1.8021,0.0928,1.5,0.8456,0.1698,1.9428,1.1764,0.777,1.4746,1.4347,1.3452,0.514,2.3514,0.8209,0.7054,1.0448,1.2519,Control
Utah__A09,-0.0859,0.7398,0.1023,0.6657,0.5517,0.6732,0.1773,1.391,0.309,1.8554,0.9837,0.707,1.6337,0.2402,1.3605,1.4941,0.2173,1.3575,0.827,0.1382,1.9167,1.066,0.7709,1.0011,1.3189,1.5507,0.4555,2.6039,0.6467,0.5319,1.4074,1.198,Control
Utah__A10,-0.0447,0.7924,0.1162,0.8362,0.5517,0.7126,0.2169,1.8414,0.2345,1.8284,1.0466,0.907,1.5001,0.1804,1.547,1.743,0.2166,1.3359,0.9676,0.0611,1.7865,1.0883,0.7829,1.3376,1.3751,1.4132,0.6201,2.4635,0.7723,0.6954,1.5129,1.3063,Control
Utah__A11,0.0687,0.5406,0.0575,0.6325,0.5283,0.6608,0.1098,0.853,0.1211,1.5674,0.8863,0.4751,1.5342,0.1647,1.1425,1.2242,0.1606,0.9869,0.7337,0.04,1.6868,1.015,0.5757,0.7411,1.1911,1.335,0.3272,2.4022,0.6726,0.3116,1.3334,1.0061,Control
Utah__A12,-0.0835,0.3543,-0.0947,0.3424,0.3826,0.4377,0.0628,0.9062,0.228,1.1338,0.5291,0.3882,0.9682,0.4781,1.0352,0.9277,0.0686,0.3517,0.6804,0.1467,1.2042,0.6513,0.5602,0.5264,0.746,1.0715,0.3109,1.7834,0.4501,0.439,1.1176,0.3716,Control
Utah__B01,-0.2353,0.6849,-0.1728,0.6318,0.3787,0.5976,0.1738,1.1859,-0.0642,1.513,0.7147,0.6682,1.5553,0.155,1.1946,1.4936,-0.025,1.0963,0.6135,0.1028,1.6935,1.0517,0.5727,0.9155,1.2677,1.2596,0.6182,2.4564,0.7235,0.5288,0.9992,1.0766,Control
Utah__B02,-0.0302,0.4887,0.0663,0.7383,0.6586,0.816,0.1811,1.4083,0.2189,1.6209,1.0367,0.5401,1.6176,0.1913,1.4018,1.4558,0.2649,0.8395,0.9415,0.1062,1.7893,1.2088,0.8993,0.8818,1.2043,1.4705,0.4581,2.6982,0.7183,0.6927,1.2788,1.1539,Control
Utah__B03,-0.0832,0.618,-0.0109,0.6303,0.5588,0.6437,0.1966,1.1219,0.1337,1.5833,0.8915,0.647,1.5217,0.2503,1.3328,1.5497,0.1564,1.0159,0.8717,0.0777,1.7773,1.0655,0.7096,0.9292,1.2156,1.3073,0.5159,2.6786,0.6356,0.5766,1.0836,1.0814,BRCACancer
Utah__B04,-0.0201,1.0125,0.0486,0.953,0.5084,0.6265,0.1864,1.2724,0.1347,1.6575,0.789,1.0867,1.2217,0.1895,1.6247,1.609,0.0836,1.5005,0.8704,0.1477,1.7897,1.107,0.7034,1.4407,1.2674,1.0734,0.6743,2.053,0.7935,0.7461,1.0923,1.1508,BRCACancer
Utah__B05,-0.0528,0.5078,-0.0172,0.6076,0.4305,0.6992,0.1422,0.7451,0.2607,1.5074,0.961,0.5288,1.2731,0.3336,1.4358,1.1758,0.134,0.7646,0.7804,0.1613,1.5845,0.9788,0.7378,0.7814,1.2093,1.2851,0.2841,2.5809,0.6106,0.5105,1.1314,1.0027,BRCACancer
Utah__B06,-0.2144,0.4508,-0.1965,0.4242,0.1636,0.3683,0.0145,0.9864,-0.1319,1.1253,0.4884,0.4849,1.1713,0.0951,1.0167,1.137,-0.0858,0.7277,0.4476,0.0056,1.3938,0.8575,0.4776,0.7812,0.9821,1.086,0.5297,2.1886,0.4492,0.2334,0.8639,0.64,BRCACancer
Utah__B07,0.0242,0.6026,0.0954,0.8514,0.6203,0.7663,0.2039,1.422,0.2934,1.6451,1.0274,0.6284,1.6762,0.2683,1.4224,1.5902,0.203,1.0106,0.9039,0.0924,1.8335,1.177,0.879,1.1794,1.3289,1.5172,0.5052,2.5831,0.7835,0.5841,1.2898,1.2474,BRCACancer
Utah__B08,0.096,0.3104,0.0885,0.5538,0.6297,0.7068,0.1515,1.3782,0.2161,1.6528,1.073,0.4248,1.386,0.1873,1.1446,1.3514,0.2826,0.7915,0.827,0.0338,1.7098,1.007,0.7952,0.7595,1.3009,1.7027,0.4488,2.5998,0.8018,0.3549,1.734,1.0174,Control
Utah__B09,-0.0234,1.0313,0.0903,0.7161,0.4484,0.6215,0.1924,1.111,0.0856,1.6703,0.7073,0.8415,1.1477,0.0453,1.4435,1.4071,0.0768,1.4496,0.6669,0.0856,1.727,0.9742,0.6547,1.2234,1.2638,1.1446,0.6185,2.1615,0.8023,0.6393,1.1407,1.2908,Control
Utah__B10,0.0187,0.7046,0.0408,0.6444,0.3712,0.4803,0.1071,1.0424,0.2311,1.5222,0.7617,0.846,1.1307,0.2663,1.4225,1.4557,0.0931,1.0408,0.774,0.1302,1.5017,0.8469,0.7099,1.057,1.1026,0.9995,0.4674,2.0657,0.6367,0.5327,1.0671,0.9707,Control
Utah__B11,-0.0203,0.4604,0.1032,0.5188,0.4509,0.6847,0.1603,1.2252,0.1974,1.7628,1.0527,0.622,1.22,0.2941,1.2831,1.4217,0.2148,0.8756,0.8229,0.0903,1.558,0.9909,0.7097,0.9509,1.2622,1.2664,0.398,2.3984,0.7199,0.491,1.4782,0.9314,Control
Utah__B12,-0.0749,0.8008,0.0163,0.5905,0.3638,0.5036,0.1431,0.8128,0.0684,1.3374,0.4048,0.7691,0.668,0.2425,1.3225,1.1501,0.0569,1.193,0.5307,0.074,1.3388,0.8328,0.5071,1.0116,0.8093,0.7485,0.3082,1.8274,0.6234,0.4932,0.8331,0.8597,Control
Utah__C01,-0.0027,0.4944,0.0899,0.6853,0.6847,0.8,0.2258,1.2806,0.3056,1.8228,1.1279,0.6705,1.3701,0.1999,1.5603,1.3664,0.2317,1.2209,1.0105,0.1335,1.6252,1.0064,0.7971,1.0359,1.3698,1.6349,0.5739,2.4782,0.9006,0.7926,1.2764,1.111,BRCACancer
Utah__C02,-0.0064,0.4671,0.0295,0.5064,0.7019,0.7799,0.2274,1.3541,0.347,1.5148,1.13,0.4598,1.3984,0.2481,1.4184,1.4157,0.2893,0.7437,1.0832,0.1241,1.5747,0.9107,0.8402,0.9083,1.1809,1.4237,0.5441,2.3894,0.7823,0.5677,1.3314,0.9294,BRCACancer
Utah__C03,-0.005,0.458,0.139,0.8077,0.9231,0.9758,0.2999,1.2068,0.3706,1.5281,1.2612,0.5712,1.4683,0.2647,1.5638,1.5104,0.3753,0.8609,1.1488,0.1377,1.6109,1.0733,0.9851,1.1329,1.3061,1.3882,0.3738,2.4479,0.8025,0.6632,1.2403,1.1491,BRCACancer
Utah__C04,0.1843,0.2442,0.1067,0.4868,0.5682,0.6323,0.0842,0.8659,0.2444,1.2653,0.8765,0.2874,0.8703,0.3173,1.0989,0.7955,0.2509,0.5582,0.7381,0.0527,1.1806,0.6162,0.5596,0.4567,0.8775,1.0224,0.2104,2.157,0.5422,0.4138,1.4739,0.6347,Control
Utah__C05,0.0659,0.2222,0.0181,0.4275,0.5706,0.5801,0.1491,0.7107,0.1833,1.157,0.939,0.2348,0.8057,0.2668,1.1344,0.937,0.089,0.5088,0.9079,0.0514,1.0666,0.6148,0.641,0.4931,0.9549,1.0171,0.1471,2.1878,0.4556,0.4295,1.0156,0.6278,BRCACancer
Utah__C06,-0.0177,0.0362,-0.0135,0.1339,0.25,0.2288,0.0783,0.2287,0.1897,0.5373,0.2641,0.1177,0.1469,0.2628,0.534,0.2206,0.1103,0.2868,0.3739,0.0322,0.2922,0.3111,0.1502,0.0625,0.1375,0.1699,0.1131,0.7662,0.4238,0.2139,0.3401,0.2935,Control
Utah__C07,0.0471,0.3665,0.0911,0.5006,0.551,0.6551,0.1887,1.0272,0.2052,1.2729,0.9183,0.3741,1.0643,0.3669,1.1912,1.1736,0.2273,0.5416,0.865,0.0562,1.3248,0.6929,0.6527,0.6257,1.0207,1.0801,0.3182,2.2772,0.505,0.559,1.1891,0.689,Control
Utah__C08,-0.0149,0.3599,0.0211,0.4811,0.6146,0.7092,0.178,1.1595,0.2365,1.422,1.1026,0.4146,1.3238,0.2565,1.2452,1.2968,0.194,0.6051,0.8782,0.0918,1.5351,0.8692,0.7215,0.8111,1.2186,1.5003,0.3884,2.3396,0.7695,0.4795,1.3648,0.7824,Control
Utah__C09,0.0548,0.293,0.0891,0.4735,0.5812,0.6399,0.1841,0.9138,0.1983,1.2543,0.9485,0.2952,0.9625,0.1769,1.2934,1.1689,0.1551,0.506,0.8696,0.0469,1.2381,0.6937,0.7537,0.6941,0.94,1.0634,0.3134,2.2225,0.4689,0.4898,1.2523,0.6685,Control
