@relation data

@attribute id string
@attribute 10005 numeric
@attribute 10455 numeric
@attribute 10478 numeric
@attribute 10654 numeric
@attribute 11001 numeric
@attribute 11264 numeric
@attribute 1384 numeric
@attribute 1610 numeric
@attribute 189 numeric
@attribute 1891 numeric
@attribute 1962 numeric
@attribute 196743 numeric
@attribute 2053 numeric
@attribute 215 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 225 numeric
@attribute 23305 numeric
@attribute 23417 numeric
@attribute 23600 numeric
@attribute 255027 numeric
@attribute 25824 numeric
@attribute 26061 numeric
@attribute 26063 numeric
@attribute 30 numeric
@attribute 3155 numeric
@attribute 3295 numeric
@attribute 3417 numeric
@attribute 3418 numeric
@attribute 373156 numeric
@attribute 390916 numeric
@attribute 4358 numeric
@attribute 4598 numeric
@attribute 4843 numeric
@attribute 5052 numeric
@attribute 51 numeric
@attribute 51179 numeric
@attribute 51268 numeric
@attribute 51703 numeric
@attribute 5189 numeric
@attribute 5190 numeric
@attribute 5191 numeric
@attribute 5192 numeric
@attribute 5193 numeric
@attribute 5194 numeric
@attribute 5195 numeric
@attribute 5264 numeric
@attribute 54363 numeric
@attribute 54677 numeric
@attribute 55670 numeric
@attribute 55711 numeric
@attribute 55825 numeric
@attribute 570 numeric
@attribute 5824 numeric
@attribute 5825 numeric
@attribute 5826 numeric
@attribute 5827 numeric
@attribute 5828 numeric
@attribute 5830 numeric
@attribute 6342 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 7498 numeric
@attribute 8309 numeric
@attribute 8310 numeric
@attribute 83594 numeric
@attribute 84188 numeric
@attribute 8443 numeric
@attribute 847 numeric
@attribute 8504 numeric
@attribute 8528 numeric
@attribute 8540 numeric
@attribute 8799 numeric
@attribute 8800 numeric
@attribute 92960 numeric
@attribute 9409 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6627,0.9564,0.5553,0.4663,0.1734,0.4183,0.4944,0.0222,-0.0466,1.0699,0.135,0.1496,0.9304,0.3379,1.6643,1.0651,1.0963,2.1511,0.2825,0.7194,0.4933,-0.1722,0.9389,1.2694,0.1313,0.8276,0.8873,1.1886,0.5949,0.7744,2.1449,0.7063,0.8845,0.2221,-0.0259,1.1855,1.1311,-0.0677,0.1263,1.542,0.8771,0.4805,0.3902,0.0705,0.5405,0.9008,0.411,0.5305,-0.1707,0.9777,0.6235,0.5203,0.8502,-0.0916,1.2934,0.9201,0.5745,0.2939,0.8099,0.6665,1.0529,0.9827,2.2301,-0.0963,-0.0678,0.4076,0.45,1.6273,1.0821,1.2514,1.1007,0.1657,1.4548,1.0748,0.3331,0.1406,0.5132,Control
Utah__A02,0.4737,0.6822,0.3605,0.4105,-0.0302,0.2345,0.4331,-0.0034,0.1389,0.9267,0.0579,0.1095,0.4627,0.2666,1.3972,0.8227,0.839,1.4403,0.2456,0.3971,0.4223,-0.1533,0.8861,1.0813,0.1385,0.8058,0.8022,0.9592,0.4896,0.642,1.8978,0.5854,0.7518,0.1524,0.0262,1.1614,0.8866,-0.0158,0.0612,1.5211,0.6179,0.3601,0.3068,0.0549,0.5094,0.7008,0.2834,0.3642,-0.1716,0.7103,0.5241,0.2853,0.492,-0.082,0.9935,0.7283,0.3225,0.1953,0.4362,0.4521,1.1818,0.6462,2.289,-0.0684,-0.028,0.3229,0.063,1.376,0.8213,1.1282,0.7532,0.2293,1.2903,0.9825,0.1624,0.2401,0.3767,Control
Utah__A03,0.7061,0.7804,0.4387,0.5622,0.2889,0.3268,0.625,-0.0635,0.1035,1.0534,0.1521,0.195,0.2261,0.3238,1.8388,0.9808,1.1687,1.7294,0.2047,0.5589,0.5042,-0.1622,0.9719,1.1653,0.1535,0.9301,0.9252,1.0125,0.6229,0.8787,1.9057,0.7883,0.8302,0.2828,-0.0157,1.2338,1.0101,-0.0552,0.0487,1.7457,0.7057,0.4535,0.3451,0.1223,0.3922,0.7487,0.4095,0.4582,-0.2057,0.7529,0.6795,0.5908,0.504,-0.1226,1.1267,0.8883,0.4538,0.2884,0.7653,0.5281,1.2645,0.7672,2.354,-0.1061,-0.0398,0.4091,0.1221,1.6926,0.9703,1.1845,0.8284,0.1672,1.5516,1.0191,0.0577,0.2111,0.4899,Control
Utah__A04,0.5311,0.7537,0.2852,0.5474,-0.0346,0.2491,0.5555,-0.0505,0.1451,1.1017,0.1165,0.2315,0.4721,0.2619,1.5272,0.8288,0.8156,1.3137,0.2914,0.4721,0.4245,-0.1551,0.9279,1.2119,0.1049,0.8529,0.7824,1.0185,0.4124,0.6078,2.1287,0.7018,0.8656,0.1789,-0.0312,1.2391,0.7678,-0.0259,0.0402,1.4343,0.6272,0.3555,0.2941,0.173,0.2522,0.7542,0.317,0.3047,-0.1278,0.7233,0.6334,0.3103,0.4741,-0.0407,1.1713,0.749,0.3771,0.2929,0.5833,0.5073,0.9542,0.7414,2.51,-0.0975,0.0027,0.351,0.0785,1.1858,0.8804,1.1934,0.8013,0.1103,1.3155,1.0787,0.1887,0.2953,0.4598,Control
Utah__A05,0.6882,0.8766,0.3474,0.6482,0.0335,0.3654,0.9131,-0.0619,0.1089,1.1702,0.1434,0.2861,0.3992,0.3394,1.8088,1.0686,1.1295,1.1001,0.1854,0.6947,0.6038,-0.0906,1.1197,1.1765,0.2276,1.0181,0.9728,1.2546,0.7589,0.888,2.0327,0.8418,0.9472,0.3287,0.0095,1.2495,1.219,-0.0916,0.0831,1.52,0.6235,0.4972,0.4284,0.2032,0.5207,0.7495,0.3823,0.5114,-0.1205,0.6575,0.7115,0.6081,0.5852,-0.0359,1.2792,0.9997,0.4663,0.3053,0.7077,0.5876,0.9216,0.7189,2.4864,-0.0754,-0.032,0.398,0.232,1.5844,1.0687,1.3169,0.8018,0.1686,1.5979,1.2062,0.0759,0.2965,0.523,Control
Utah__A06,0.5413,0.72,0.3126,0.3415,-0.0271,0.3377,0.5639,-0.0499,0.0444,1.0777,0.141,0.102,0.4472,0.2841,1.8226,0.9261,1.0251,0.9027,0.233,0.52,0.6005,-0.0509,0.9632,1.0246,0.1339,0.8911,0.8055,1.1178,0.5444,0.7151,1.6954,0.6007,0.8614,0.1988,-0.0124,1.1231,1.1067,-0.0558,0.1744,1.4624,0.625,0.3947,0.3588,0.0917,0.3811,0.7352,0.3881,0.3969,-0.147,0.645,0.536,0.4533,0.5346,-0.0494,1.2121,0.8183,0.421,0.1813,0.626,0.5273,1.0022,0.6333,2.3059,-0.1012,-0.0344,0.3789,0.0782,1.4613,0.9083,1.2934,0.7341,0.1678,1.413,0.9673,0.0789,0.1049,0.4057,Control
Utah__A07,0.6027,0.7943,0.3901,0.5888,-0.0345,0.3218,0.5589,-0.1142,0.1331,1.1038,0.1306,0.1563,0.5536,0.233,1.6679,1.0057,1.1521,1.3504,0.248,0.6664,0.607,-0.092,0.9315,1.1824,0.1556,0.9778,0.9512,1.2869,0.6188,0.7484,1.962,0.6896,0.9116,0.2653,-0.0549,1.2942,1.1348,-0.07,-0.0056,1.5768,0.7153,0.5048,0.5029,0.1208,0.5647,0.8559,0.4841,0.4128,-0.1906,0.7924,0.5915,0.5288,0.7219,-0.1307,1.1896,0.9069,0.463,0.1907,0.8387,0.5593,0.7758,0.7512,2.3407,-0.0816,-0.0162,0.4339,0.2733,1.9116,1.0729,1.4067,0.9457,0.1864,1.5728,1.0927,0.2622,0.1869,0.4797,Control
Utah__A08,0.6063,0.9526,0.4634,0.4002,-0.051,0.2181,0.4286,-0.0327,0.0483,0.8493,0.0589,0.1252,0.7623,0.2174,1.444,1.1438,1.172,1.5372,0.2129,0.7207,0.5203,-0.1974,0.9549,1.2004,0.1345,0.7452,0.8162,1.1131,0.5186,0.599,1.9159,0.536,0.7685,0.25,0.0149,0.9843,0.9998,-0.1051,0.1027,1.4426,0.89,0.5141,0.4656,0.009,0.34,0.7445,0.6052,0.3671,-0.1544,0.8698,0.4803,0.5111,0.7019,-0.0919,1.0962,0.952,0.5623,0.1295,0.8289,0.5045,1.1978,0.6524,1.9268,-0.1039,-0.0873,0.4412,0.2966,1.8168,1.0884,1.2435,1.0784,0.225,1.6057,0.9321,0.1916,0.1473,0.3356,Control
Utah__A09,0.5174,0.7316,0.333,0.459,0.0269,0.3011,0.5453,-0.0341,0.0595,1.0277,0.1017,0.1204,0.5844,0.2756,1.5262,0.8763,1.1282,1.8922,0.2366,0.6426,0.5629,-0.1647,0.9244,1.0491,0.0978,0.7409,0.818,1.0317,0.441,0.7086,1.8842,0.6502,0.7591,0.2145,0.045,1.0917,0.975,-0.0745,0.0892,1.4954,0.6544,0.4858,0.3,0.1566,0.4334,0.7324,0.3804,0.371,-0.1681,0.6294,0.5701,0.5014,0.4621,-0.0474,1.1074,0.7818,0.4333,0.2245,0.7161,0.4523,0.8556,0.7104,2.18,-0.0513,0.0128,0.4065,0.047,1.6911,0.8502,1.2532,0.8948,0.0519,1.5037,0.9324,0.1368,0.1331,0.4428,Control
Utah__A10,0.6168,0.8797,0.4217,0.463,-0.0125,0.3789,0.6711,-0.009,0.0922,0.9634,0.1243,0.2019,0.3395,0.2709,1.9929,1.1117,1.2189,1.532,0.1925,0.6361,0.4923,-0.1954,0.9894,1.262,0.1447,0.8436,0.8318,1.2933,0.5542,0.737,1.841,0.7276,0.82,0.1917,0.0022,1.1972,1.0746,-0.1025,0.0266,1.653,0.7433,0.3983,0.4144,0.135,0.4857,0.838,0.4271,0.3826,-0.1134,0.8868,0.5803,0.6147,0.6162,-0.0523,1.2834,0.9131,0.4363,0.2098,0.8123,0.4886,1.247,0.6723,2.5407,-0.0984,-0.0487,0.3562,0.0997,1.841,1.0797,1.2948,0.9582,0.1655,1.6303,1.0881,0.1291,0.252,0.4446,Control
