@relation data

@attribute id string
@attribute 11181 numeric
@attribute 3098 numeric
@attribute 3795 numeric
@attribute 3938 numeric
@attribute 4351 numeric
@attribute 5236 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 7167 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.0038,0.5646,0.0244,-0.034,0.7928,0.4521,1.4412,0.3022,0.0434,Control
Utah__A02,-0.0116,0.5452,0.1221,0.0034,0.3605,0.3841,1.4179,0.1399,-0.0629,Control
Utah__A03,-0.05,0.6117,0.1129,-0.0136,0.379,0.527,1.5151,0.1234,0.0409,Control
Utah__A04,-0.0551,0.5447,0.0835,-0.0286,0.5653,0.4171,1.2964,0.1051,0.1444,Control
Utah__A05,-0.12,0.6485,0.1082,-0.0432,0.5854,0.5451,1.7523,0.1385,0.0923,Control
Utah__A06,-0.0418,0.5774,0.0151,-0.0299,0.3729,0.459,1.6228,0.0786,0.0288,Control
Utah__A07,-0.1092,0.588,0.126,-0.0105,0.4911,0.4877,1.5252,0.2063,-0.0221,Control
Utah__A08,-0.0216,0.5819,-0.0075,-0.0272,0.5883,0.5337,1.1233,0.1952,-0.0816,Control
Utah__A09,-0.0399,0.5461,0.0296,-0.067,0.5185,0.4402,1.4085,0.174,0.0231,Control
Utah__A10,-0.059,0.5709,-0.014,-0.0381,0.4614,0.5985,1.6545,0.1454,0.0509,Control
Utah__A11,-0.0208,0.4796,0.0498,-0.1421,0.4675,0.2925,1.3409,0.0832,-0.1353,Control
Utah__A12,0.0605,0.3259,0.0957,0.0472,0.196,0.4684,1.0478,0.0818,-0.3626,Control
Utah__B01,0.1724,0.4444,0.0201,0.0358,0.5069,0.4445,1.1,0.1786,-0.306,Control
Utah__B02,0.0063,0.5424,0.0169,-0.0013,0.6699,0.5199,1.3462,0.1904,0.0502,Control
Utah__B03,0.0414,0.5497,-0.0092,-0.0121,0.5263,0.4759,1.2286,0.189,-0.071,BRCACancer
Utah__B04,-0.1288,0.5174,-0.0241,-0.0241,0.2746,0.5181,0.9472,0.1594,-0.1278,BRCACancer
Utah__B05,-0.0093,0.3784,0.1403,0.0303,0.3269,0.4129,0.7465,0.0517,-0.0812,BRCACancer
