@relation data

@attribute id string
@attribute 10479 numeric
@attribute 10568 numeric
@attribute 10723 numeric
@attribute 10861 numeric
@attribute 10991 numeric
@attribute 11136 numeric
@attribute 11254 numeric
@attribute 115019 numeric
@attribute 115111 numeric
@attribute 117247 numeric
@attribute 121260 numeric
@attribute 123041 numeric
@attribute 124935 numeric
@attribute 140679 numeric
@attribute 142680 numeric
@attribute 153201 numeric
@attribute 160728 numeric
@attribute 1811 numeric
@attribute 1836 numeric
@attribute 206358 numeric
@attribute 23315 numeric
@attribute 23428 numeric
@attribute 23657 numeric
@attribute 246213 numeric
@attribute 25769 numeric
@attribute 26503 numeric
@attribute 283652 numeric
@attribute 285195 numeric
@attribute 340024 numeric
@attribute 348932 numeric
@attribute 389015 numeric
@attribute 51296 numeric
@attribute 5172 numeric
@attribute 54407 numeric
@attribute 54716 numeric
@attribute 55117 numeric
@attribute 56301 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 57282 numeric
@attribute 57419 numeric
@attribute 57468 numeric
@attribute 57835 numeric
@attribute 65010 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6508 numeric
@attribute 6509 numeric
@attribute 6510 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6521 numeric
@attribute 6522 numeric
@attribute 6528 numeric
@attribute 6533 numeric
@attribute 6539 numeric
@attribute 6541 numeric
@attribute 6542 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 6548 numeric
@attribute 6549 numeric
@attribute 6550 numeric
@attribute 6553 numeric
@attribute 6557 numeric
@attribute 6558 numeric
@attribute 6559 numeric
@attribute 6560 numeric
@attribute 6564 numeric
@attribute 6565 numeric
@attribute 6568 numeric
@attribute 6569 numeric
@attribute 6574 numeric
@attribute 6575 numeric
@attribute 80024 numeric
@attribute 8140 numeric
@attribute 81539 numeric
@attribute 83697 numeric
@attribute 84679 numeric
@attribute 84889 numeric
@attribute 8501 numeric
@attribute 8671 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 9187 numeric
@attribute 92745 numeric
@attribute 9497 numeric
@attribute 9498 numeric
@attribute 9990 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.3981,0.0025,0.398,0.0819,-0.0731,0.0015,-0.1962,-0.1304,-0.1611,0.3229,1.1594,0.3871,0.6823,-0.1506,0.0618,-0.0735,-0.0912,-0.0761,0.8348,0.4704,0.7977,-0.0399,0.0124,-0.1667,-0.064,1.0396,-0.0442,0.3378,0.0734,0.0742,-0.0576,1.2143,-0.0458,2.9633,0.0479,-0.1501,0.216,-0.0341,-0.1103,0.1223,0.0397,-0.0775,0.2178,0.4785,-0.0697,-0.1005,-0.0087,-0.0245,0.2317,0.7314,-0.0264,0.0983,0.0143,1.0877,0.1252,0.3646,0.0199,0.6423,0.2536,0.4476,-0.0524,-0.0169,0.4815,-0.0684,0.4474,-0.2028,-0.0692,0.0978,-0.1366,0.7572,0.0967,0.593,-0.1202,0.901,-0.1221,0.0392,1.7869,0.6131,1.0828,0.4864,2.1429,-0.082,0.4873,-0.1063,0.2806,-0.0223,1.9124,1.5659,0.2078,0.5408,1.3929,0.1822,1.5429,Control
Utah__A02,1.137,0.053,0.4807,0.1245,0.0215,-0.1137,-0.2202,-0.0964,-0.1544,0.1858,1.0679,0.2112,0.5918,0.0567,0.2427,-0.0318,-0.1176,-0.0195,0.6565,0.3334,0.4645,-0.0097,0.0754,-0.1824,-0.0359,0.8896,0.0154,0.2363,0.1883,0.1453,0.0319,1.16,0.0823,2.9421,0.1952,-0.1496,0.2273,-0.0087,-0.1336,0.2554,-0.0222,-0.0934,0.1118,0.4139,-0.1784,-0.1086,0.0352,0.108,0.3008,0.7263,-0.0642,0.2204,0.0235,0.8543,1.2302,0.4389,-0.042,0.5646,0.3675,0.2163,-0.0406,-0.0822,0.417,-0.1549,0.4106,-0.0897,0.0681,0.0243,-0.1792,0.6397,-0.0191,0.4897,-0.1271,0.4639,-0.0586,0.1968,1.7743,0.3804,0.7668,0.4549,1.8124,0.0436,0.2658,-0.173,0.1182,0.0685,2.2385,1.0046,0.0062,0.3435,0.8832,0.0713,1.1746,Control
Utah__A03,1.2869,0.0123,0.7117,0.1434,-0.0044,-0.1028,-0.2809,-0.0745,-0.0995,0.1236,1.36,0.3437,0.8274,0.0629,0.1486,-0.0372,-0.0716,-0.026,0.7414,0.65,0.8384,-0.0573,0.1217,-0.1631,-0.1026,1.0099,-0.0588,0.3564,0.1623,0.1407,-0.0152,1.5037,0.0629,2.8901,0.1402,-0.1697,0.1943,0.0349,-0.0822,0.0153,-0.0269,-0.0972,0.0518,0.5902,-0.0799,-0.1414,0.0495,0.056,0.6484,1.1657,-0.1209,0.25,-0.077,1.1538,1.3749,0.4763,0.0047,0.8119,0.5635,0.3529,-0.072,0.0523,0.7169,-0.0911,0.5367,-0.1559,0.0397,0.0876,-0.1952,0.7327,0.086,0.6834,-0.158,0.6529,-0.1038,0.1808,2.1187,0.5399,0.9166,0.5808,1.7659,0.0359,0.2904,-0.1776,0.2774,0.0769,2.3129,1.0248,0.0629,0.5805,1.1964,0.2575,1.3348,Control
Utah__A04,1.2372,0.0033,0.3779,0.1835,0.0371,0.0127,-0.1139,-0.0625,-0.1344,0.2122,1.0495,0.2468,0.6351,-0.0385,0.3301,-0.0567,-0.0789,-0.0209,0.6352,0.3495,0.5676,-0.093,0.0885,-0.1715,-0.0691,0.9508,-0.024,0.2317,0.1236,0.1124,-0.0572,1.0461,0.0725,2.7847,0.1446,-0.0893,0.2825,-0.0176,-0.0972,0.0775,0.0022,-0.0477,0.1207,0.4251,-0.081,-0.1312,-0.0038,0.1451,0.2607,0.5907,-0.0384,0.1781,0.0046,1.1019,0.4054,0.4499,0.0198,0.5724,0.1372,0.3103,-0.0671,0.0488,0.3264,-0.0523,0.5068,-0.1264,0.1095,0.0518,-0.1451,0.6976,0.0675,0.4339,-0.0759,0.6167,-0.0674,0.1693,1.6593,0.4925,0.8321,0.496,1.9717,-0.0302,0.367,-0.141,0.2727,0.0761,1.9171,1.041,-0.015,0.3392,1.1852,0.0509,1.2165,Control
Utah__A05,1.3268,-0.0415,0.6747,0.1873,-0.0235,-0.0262,-0.1882,-0.1031,-0.1428,0.1393,1.2184,0.5128,0.9043,-0.0454,0.3155,-0.0944,-0.0762,-0.0636,0.8008,0.5292,0.7119,-0.0646,0.0258,-0.1,-0.0703,1.0774,-0.0604,0.3352,0.1381,0.0854,-0.0995,1.5993,0.049,2.7988,0.1163,-0.1097,0.2409,-0.0226,-0.07,0.0813,0.0649,-0.0769,0.0983,0.6192,-0.0793,-0.0524,-0.0172,0.0952,0.443,1.0996,-0.0153,0.1759,0.0417,1.3018,1.0706,0.5654,0.0118,0.7816,0.4431,0.3416,-0.0754,0.0254,0.6438,-0.0283,0.6361,-0.1434,0.0076,0.0091,-0.1444,0.7092,0.0789,0.61,-0.0973,0.6783,-0.1051,0.1174,1.8764,0.5007,1.0252,0.7043,1.7797,-0.0113,0.3855,-0.1603,0.288,0.0788,2.4356,1.1254,0.0919,0.4318,1.0992,0.2682,1.4908,Control
Utah__A06,1.2173,-0.0081,0.5257,0.0093,-0.0462,-0.1106,-0.1726,-0.1352,-0.1364,0.2139,1.1534,0.4575,0.7547,-0.1528,0.1154,-0.0783,-0.1145,-0.0647,0.7717,0.5734,0.5993,-0.0828,0.2243,-0.1708,-0.1063,0.8794,-0.0841,0.2821,0.0727,0.1041,0.0028,1.4288,0.0307,2.7658,0.1366,-0.1499,0.2133,-0.0686,-0.1048,0.2699,-7e-04,-0.0962,0.0809,0.5611,-0.0534,-0.1442,0.0011,0.0798,0.3573,0.7672,-0.0442,0.177,-0.0082,1.1407,0.0249,0.363,-0.0448,0.6516,0.3103,0.3531,0.0172,-0.0046,0.4011,-0.12,0.5193,-0.0922,-5e-04,-0.0341,-0.1601,0.6785,0.1161,0.5682,-0.1045,0.5778,-0.057,0.1633,1.6001,0.5009,0.9661,0.5473,1.8068,-0.0295,0.2807,-0.106,0.2232,0.0792,2.4512,1.1293,0.0975,0.3444,0.9304,0.135,1.3508,Control
Utah__A07,1.342,0.0021,0.6938,0.1209,0.0633,-0.0652,-0.215,-0.0719,-0.094,0.2951,1.3236,0.432,0.7965,-0.0796,0.2691,-0.0447,-0.0988,-0.0247,0.8232,0.7012,0.7087,0.0734,0.2036,-0.2383,-0.0744,0.9882,-0.09,0.5107,0.1489,0.1482,0.0061,1.3788,0.0357,3.1045,0.1427,-0.1925,0.1533,-0.0195,-0.128,0.1362,0.001,-0.1563,0.1783,0.4929,-0.1549,-0.1389,0.0546,0.1213,0.3309,0.8341,-0.0806,0.2238,0.0073,0.9897,0.0189,0.4444,-0.0122,0.8129,0.2191,0.2791,-0.0776,-0.0289,1.173,-0.1575,0.5127,-0.1025,0.0827,-0.0212,-0.2105,0.7385,0.1403,0.5089,-0.1419,0.8653,-0.0821,0.1296,2.0011,0.5376,1.026,0.4163,2.0943,0.009,0.364,-0.2211,0.2154,0.0803,2.2719,1.3103,0.1375,0.3852,1.2414,0.2855,1.5477,Control
Utah__A08,1.0907,-0.0644,0.3373,0.0412,-0.03,-0.0868,-0.2258,-0.1201,-0.109,0.4208,1.267,0.3686,0.6117,-0.04,0.0545,-0.1253,-0.0792,-0.0532,0.7476,0.6388,0.8812,-0.0541,0.0488,-0.1851,-0.0415,0.8608,-0.0248,0.5578,0.108,0.0609,-0.0295,1.0409,-0.0352,2.6622,0.0522,-0.1347,0.2034,-0.036,-0.1466,0.2025,-0.0367,-0.1069,0.2254,0.3781,0.0133,-0.1216,-0.0314,-0.0052,0.469,0.526,-0.0045,0.2041,-0.0422,0.7576,0.0828,0.2582,-0.0131,0.7858,0.1476,0.4343,-0.0684,-0.0429,1.2146,-0.086,0.4528,-0.1275,-0.0808,0.0212,-0.1532,0.8485,0.0692,0.5157,-0.1285,1.0511,-0.0961,0.0994,2.0051,0.6609,0.9849,0.332,2.2784,0.0102,0.407,-0.1698,0.203,0.0914,1.7691,1.4199,0.1723,0.2639,1.5,0.2747,1.5851,Control
Utah__A09,1.2809,0.0326,0.3391,0.1275,0.0757,-0.0802,-0.1656,-0.0564,-0.1094,0.1678,1.152,0.3872,0.5938,-0.1339,0.2965,-0.0668,-0.1038,-0.0919,0.7076,0.493,0.7727,-0.0655,0.1143,-0.1799,-0.0703,0.8417,-0.1026,0.4294,0.1987,0.1437,-0.0225,1.2262,0.0287,2.9798,0.1608,-0.1434,0.158,-0.009,-0.149,0.0013,0.0313,-0.1561,0.1156,0.4024,-0.0774,-0.1313,0.0156,0.0674,0.276,0.8111,-0.0869,0.178,-0.0064,0.8944,-0.0472,0.3508,0.0192,0.7231,0.1214,0.4325,-0.0992,-0.0245,1.0269,-0.0877,0.452,-0.1082,0.0235,-0.0042,-0.164,0.6798,0.0269,0.5215,-0.1499,0.784,-0.0917,0.1895,1.7521,0.5419,0.9857,0.414,2.1744,0.0022,0.3081,-0.1334,0.2353,0.0318,2.0197,1.3178,0.0655,0.3403,1.205,0.1791,1.4339,Control
Utah__A10,1.2272,-0.0614,0.2607,0.0671,-0.0301,-0.0826,-0.1633,-0.1303,-0.1104,0.0792,1.3031,0.5226,0.7225,-0.0619,0.215,-0.099,-0.0646,-0.0651,0.7976,0.6861,0.7407,-0.0694,0.0297,-0.1517,-0.0821,0.9972,-0.0628,0.5315,0.1044,0.0195,-0.073,1.2675,0.0163,2.7939,0.0689,-0.1109,0.2096,-0.0012,-0.0633,0.0432,0.0599,-0.1043,0.0484,0.4769,-0.044,-0.0947,0.0114,-0.0266,0.2913,0.6815,-0.0333,0.1387,0.0309,0.9632,-0.0194,0.4597,-0.0224,0.8217,0.3216,0.4223,-0.0939,-0.0218,1.1089,-0.0869,0.5594,-0.0991,-0.0159,0.0616,-0.1295,0.8064,-5e-04,0.4949,-0.1201,0.7416,-0.0791,0.0257,2.2806,0.5816,0.811,0.4677,2.1203,-0.0367,0.2099,-0.1504,0.228,0.1828,2.1926,1.0889,0.1634,0.3755,1.524,0.2139,1.4341,Control
