@relation data

@attribute id string
@attribute 10488 numeric
@attribute 11221 numeric
@attribute 1385 numeric
@attribute 1432 numeric
@attribute 1647 numeric
@attribute 1843 numeric
@attribute 1977 numeric
@attribute 2002 numeric
@attribute 207 numeric
@attribute 2872 numeric
@attribute 29904 numeric
@attribute 3315 numeric
@attribute 3554 numeric
@attribute 4216 numeric
@attribute 4217 numeric
@attribute 4294 numeric
@attribute 466 numeric
@attribute 4790 numeric
@attribute 50804 numeric
@attribute 5594 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 6722 numeric
@attribute 6885 numeric
@attribute 7182 numeric
@attribute 7189 numeric
@attribute 8550 numeric
@attribute 8569 numeric
@attribute 9261 numeric
@attribute 9586 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.0448,0.5524,1.8356,1.4449,0.4452,3.2542,0.5757,0.4506,0.6157,1.3577,0.3809,0.2558,0.2655,1.0188,0.9766,0.1465,1.4624,1.6981,0.7018,1.76,-0.0236,1.0042,0.7706,0.7145,-0.1579,0.7496,0.7962,1.4658,0.9178,0.8372,1.4218,0.7881,0.9459,0.1328,1.3548,Control
Utah__A02,0.8363,0.5265,1.527,1.1614,0.4498,2.361,0.4203,0.2934,0.5686,1.3007,0.1665,0.1638,0.0624,0.833,0.8038,0.0826,1.2554,1.2732,0.3493,1.6579,-0.0148,0.9425,0.751,0.296,-0.0901,0.4989,0.7836,1.1532,0.7402,0.7679,1.1405,0.6075,0.8406,0.1232,1.0825,Control
Utah__A03,1.0544,0.7251,1.7022,1.3753,0.523,3.3502,0.5343,0.364,0.6805,1.4179,0.34,0.247,0.0934,0.8862,1.0007,0.2011,1.265,1.4485,0.3707,1.9065,0.0233,0.9742,1.0109,0.4348,-0.0782,0.6475,0.8148,1.3103,0.8511,0.9336,1.3261,0.8199,1.1179,0.1941,1.3582,Control
Utah__A04,0.8539,0.4968,1.6873,1.2634,0.5048,2.7442,0.4748,0.3909,0.6225,1.4585,0.2249,0.2464,0.1894,0.9969,0.9294,0.2656,1.2082,1.4304,0.3044,1.7434,0.1349,1.0887,0.8035,0.3699,0.0243,0.518,0.7938,1.2639,0.7943,0.7944,1.1822,0.6786,0.9438,0.1031,1.2386,Control
Utah__A05,1.0706,0.7085,1.7772,1.514,0.6199,3.082,0.4721,0.4547,0.7463,1.5898,0.3622,0.4146,0.1604,0.9463,1.0396,0.2516,1.311,1.5181,0.326,1.9721,0.1042,0.9788,0.9784,0.5114,0.0052,0.6041,0.9131,1.3977,0.8865,0.8518,1.3004,0.7458,1.0178,0.2257,1.2977,Control
Utah__A06,0.9013,0.6084,1.6188,1.2099,0.3346,3.747,0.3823,0.4061,0.6458,1.308,0.2116,0.234,0.3054,0.8688,0.8535,0.0755,1.2611,1.3497,0.2317,1.8749,-0.086,0.8609,0.8378,0.62,-0.1294,0.5939,0.7337,1.2785,0.7805,0.7749,1.2588,0.7175,1.009,0.1602,1.1472,Control
Utah__A07,0.9521,0.8337,1.8387,1.5901,0.4976,3.3933,0.6261,0.3002,0.597,1.3477,0.2756,0.3459,0.3173,1.068,1.0896,0.1384,1.4361,1.6897,0.3981,1.9127,-0.0731,0.9428,0.7733,0.6062,-0.13,0.8022,0.7957,1.5067,0.9472,0.9329,1.3947,0.8159,1.0917,0.2664,1.571,Control
Utah__A08,0.8342,0.6067,1.919,1.6278,0.3118,2.7088,0.7036,0.3245,0.5375,1.1339,0.2929,0.0827,0.1554,1.1747,1.2317,0.1241,1.2025,1.8669,0.5747,1.9432,-0.0884,0.8045,0.7195,0.7395,-0.1106,0.9913,0.7172,1.6258,1.0744,0.8298,1.3888,0.7827,1.041,0.2043,1.6801,Control
Utah__A09,0.9755,0.5643,1.7005,1.4374,0.445,2.9482,0.5664,0.3747,0.5633,1.3102,0.2278,0.2177,0.1221,0.9661,1.0157,0.1074,1.3588,1.606,0.3242,1.8616,-0.0165,0.8572,0.8261,0.5541,-0.0919,0.7463,0.7288,1.3494,0.8206,0.7673,1.3381,0.6488,1.0265,0.2328,1.4154,Control
Utah__A10,0.9461,0.7872,1.9569,1.7306,0.4572,3.5726,0.528,0.3376,0.5633,1.3565,0.2724,0.2915,0.0648,1.0965,1.284,0.2172,1.3015,1.641,0.4529,1.9537,0.0023,1.0123,0.7781,0.6865,-0.0033,0.8644,0.8269,1.611,0.9595,0.9506,1.2783,0.8,1.0756,0.3279,1.5851,Control
Utah__A11,0.9237,0.4819,1.3699,1.1347,0.2244,2.8675,0.3428,0.3242,0.54,1.1767,0.2446,0.114,0.0599,0.7039,0.6963,0.1429,1.3266,1.1005,0.332,1.8347,-0.0585,0.8205,0.7193,0.5432,-0.1158,0.6276,0.5483,1.0642,0.6479,0.774,1.2301,0.4602,0.8157,0.1013,0.9881,Control
Utah__A12,0.62,0.322,1.1942,0.8684,0.348,2.4411,0.2567,0.1578,0.3955,0.7457,-0.0104,0.1785,0.1982,0.643,0.6283,-0.0893,0.9157,1.0527,0.0306,1.3126,-0.243,0.6982,0.7238,0.2172,-0.2151,0.2806,0.6808,0.8178,0.5656,0.4296,0.8956,0.4961,0.7856,0.1183,0.7081,Control
Utah__B01,0.7006,0.5911,1.6304,1.2269,0.1771,2.7456,0.5583,0.1905,0.3916,0.9575,0.1644,0.103,0.1034,0.8326,0.8685,-0.0897,1.1144,1.5169,0.445,1.5662,-0.3431,0.7305,0.6186,0.6547,-0.3703,0.611,0.5736,1.3503,0.8701,0.7244,1.3501,0.7536,1.0413,0.1476,1.4565,Control
Utah__B02,1.0441,0.6208,1.7362,1.3173,0.5796,3.6715,0.5056,0.411,0.6693,1.4043,0.4115,0.2175,0.1695,0.8882,0.855,0.2055,1.2544,1.4394,0.413,1.7427,0.0077,1.0395,0.8924,0.5326,-0.0355,0.5836,0.843,1.3441,0.9173,0.9004,1.383,0.7908,1.0584,0.0639,1.4297,Control
Utah__B03,0.88,0.5301,1.7208,1.3028,0.3944,3.4936,0.479,0.334,0.5703,1.2613,0.2471,0.1031,0.0641,0.9078,0.8719,0.1024,1.241,1.4822,0.4618,1.7521,-0.0871,0.9334,0.7386,0.6021,-0.1353,0.6389,0.6948,1.3782,0.8669,0.9167,1.348,0.7367,1.0032,0.1318,1.3839,BRCACancer
Utah__B04,0.6418,0.556,1.7166,1.5564,0.2823,1.9879,0.6598,0.2374,0.5203,0.967,0.247,0.1144,0.223,1.0835,1.2308,0.1176,0.9513,1.6554,0.4869,1.9229,-0.0864,0.8511,0.7718,0.6629,-0.0978,0.7718,0.6602,1.4211,1.1359,0.7801,1.2716,0.9542,1.2161,0.2232,1.7384,BRCACancer
Utah__B05,0.6726,0.4508,1.3458,1.0664,0.4643,3.4238,0.4768,0.2082,0.443,1.2204,0.1801,0.0899,0.0958,0.7094,0.6891,0.0443,0.9948,1.2575,0.3265,1.8007,-0.1091,0.6559,0.8588,0.2535,-0.157,0.5382,0.769,1.0368,0.7681,0.815,1.1717,0.6751,1.1653,0.1022,1.2603,BRCACancer
