@relation data

@attribute id string
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4207 numeric
@attribute 57172 numeric
@attribute 805 numeric
@attribute 4205 numeric
@attribute 1432 numeric
@attribute 801 numeric
@attribute 3479 numeric
@attribute 5533 numeric
@attribute 10014 numeric
@attribute 3480 numeric
@attribute 121916 numeric
@attribute 4654 numeric
@attribute 23523 numeric
@attribute 5608 numeric
@attribute 207 numeric
@attribute 5532 numeric
@attribute 5530 numeric
@attribute 5290 numeric
@attribute 7533 numeric
@attribute 808 numeric
@attribute 4773 numeric
@attribute 3643 numeric
@attribute 8536 numeric
@attribute 4772 numeric
@attribute 5598 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9973,0.8212,0.1258,0.0396,1.1595,1.0742,1.4426,2.3173,-0.0902,1.3861,0.7302,0.4787,-0.1374,-0.2475,0.5532,0.7028,0.6045,1.2834,0.7188,1.6169,1.2277,2.0808,0.566,0.1655,0.7481,0.4264,0.528,1.8391,1.4782,Control
A02,0.7343,0.7691,0.1086,0.0657,0.9813,0.7184,1.1508,2.331,-0.0978,1.0792,0.5719,0.1548,-0.0466,-0.2193,0.3142,0.2931,0.5571,0.9381,0.5951,1.3286,1.4211,2.1764,0.399,0.0826,0.7215,0.3561,0.3075,2.0614,1.1561,Control
A03,0.856,0.9618,0.0633,0.0639,1.2374,1.0479,1.3711,2.5215,-0.0914,1.1587,0.7312,0.1714,-0.0784,-0.2111,0.4822,0.429,0.6699,1.2109,0.7523,1.4291,1.4184,2.1323,0.6686,0.2047,0.9102,0.3954,0.5595,2.1951,1.3011,Control
A04,0.9735,0.8689,0.1499,-0.0138,1.0291,0.7307,1.2559,2.6061,-0.0829,1.2414,0.6701,0.2035,-0.1799,-0.0918,0.3648,0.3654,0.6114,0.9279,0.6673,1.383,1.3701,2.2841,0.4547,0.108,0.6687,0.4685,0.4448,2.1245,1.4673,Control
A05,1.0726,0.921,0.0982,-0.0097,0.994,0.9836,1.5137,2.2755,-0.0227,1.1595,0.8317,0.2874,-0.0516,-0.1132,0.4435,0.5039,0.7362,1.0818,0.7731,1.5208,1.6673,2.3856,0.4619,0.2633,1.0292,0.4397,0.5869,2.1197,1.3057,Control
A06,0.9088,0.9069,0.0956,0.0338,1.154,0.8948,1.2007,2.2293,-0.0934,0.9185,0.631,0.3073,-0.1283,-0.2228,0.3824,0.6103,0.6349,0.9413,0.6198,1.4163,1.1575,2.1384,0.425,0.207,0.7867,0.306,0.3949,1.9994,1.3466,Control
A07,1.2314,0.9507,0.0811,0.0264,1.4581,1.2678,1.592,2.2849,-0.063,1.183,0.6783,0.5026,-0.2206,-0.2351,0.495,0.5968,0.5857,1.3182,1.0264,1.6368,1.5147,2.178,0.6062,0.1543,0.8547,0.3424,0.4629,1.974,1.6128,Control
A08,1.1064,0.7973,0.0777,-0.0259,1.2592,1.4066,1.6309,2.199,-0.0671,1.5413,0.62,0.8634,-0.0587,-0.2584,0.5924,0.7273,0.5257,1.4563,1.1569,1.8021,1.0448,1.9223,0.8547,0.1697,0.7207,0.3838,0.3849,2.0798,1.7107,Control
A09,0.9636,0.7831,0.0631,0.0335,0.9544,1.189,1.435,2.2287,-0.0981,1.1713,0.6703,0.5725,-0.1353,-0.1736,0.4914,0.5458,0.5517,1.231,0.866,1.4941,1.4074,2.3056,0.5867,0.109,0.7426,0.3486,0.3622,1.9891,1.5301,Control
A10,1.1138,0.9169,0.1034,-0.024,1.2719,1.1955,1.7367,2.2654,-0.0628,1.4321,0.7036,0.3038,-0.1257,-0.141,0.5093,0.6755,0.5517,1.2426,1.0757,1.743,1.5129,2.2472,0.7044,0.1539,0.7489,0.3484,0.4236,2.143,1.6455,Control
A11,0.6111,0.73,0.057,0.0775,0.7597,0.9525,1.1233,2.2432,-0.0712,0.9854,0.6101,0.2811,-0.1231,-0.2476,0.4064,0.5351,0.5283,1.0314,0.6176,1.2242,1.3334,2.1929,0.596,0.1338,0.4728,0.3275,0.4872,1.5704,1.2045,Control
A12,0.4231,0.5218,-0.0558,0.1648,0.6016,0.4354,0.8493,1.7425,-0.1152,0.8336,0.4187,0.1116,-0.1667,-0.4057,0.1937,0.2159,0.3826,0.6565,0.4763,0.9277,1.1176,1.9669,0.3016,-0.0949,0.6301,0.2075,0.0668,1.6025,0.9724,Control
B01,0.7079,0.7767,-0.1438,0.0605,1.5624,1.0373,1.2183,2.4417,-0.0725,1.246,0.4566,0.5865,-0.1491,-0.6759,0.4197,0.6443,0.3787,1.1579,0.6832,1.4936,0.9992,1.8282,0.4488,0.0737,0.511,0.1484,0.22,1.9253,1.579,Control
B02,0.745,1.0253,0.0821,0.0409,1.4678,0.8533,1.3113,2.7387,-0.08,1.34,0.7214,0.3039,-0.013,-0.1985,0.4738,0.5247,0.6586,1.0794,0.6486,1.4558,1.2788,2.1911,0.4289,0.1509,0.8855,0.3875,0.509,2.0769,1.7588,Control
