@relation data

@attribute id string
@attribute 125 numeric
@attribute 126 numeric
@attribute 55902 numeric
@attribute 127 numeric
@attribute 216 numeric
@attribute 131 numeric
@attribute 84532 numeric
@attribute 130 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1225,-0.3161,0.488,-0.0909,1.0631,-0.1322,0.7971,-0.1644,Control
A02,-0.1407,-0.069,0.3176,0.0807,1.359,-0.0795,0.576,-0.1558,Control
A03,-0.049,-0.3161,0.4196,-0.0771,1.4425,-0.0216,0.8127,-0.1815,Control
A04,-0.1087,-0.0735,0.3058,-0.0306,0.8117,-0.1319,0.6599,-0.0939,Control
A05,-0.0859,-0.2627,0.5162,-0.049,1.5037,-0.1289,0.7395,-0.0775,Control
A06,-0.1302,-0.2259,0.4104,-0.0126,1.538,-0.0889,0.6386,-0.1286,Control
A07,-0.1117,-0.3183,0.4672,0.0456,1.3376,-0.0789,0.7203,-0.1117,Control
A08,-0.1294,-0.1831,0.4279,-0.052,0.7801,-0.0798,0.7039,-0.1574,Control
A09,-0.1342,-0.2127,0.3922,-0.0316,0.9458,-0.1516,0.635,-0.0911,Control
A10,-0.0931,-0.1429,0.419,-0.0035,1.2287,-0.1105,0.6856,-0.103,Control
A11,-0.1401,-0.313,0.3157,0.057,1.1388,-0.1469,0.5679,-0.1722,Control
A12,-0.0268,-0.3019,0.1233,0.052,0.6878,-0.0489,0.3907,-0.0592,Control
B01,-0.198,-0.4904,0.3565,0.042,0.854,-0.0598,0.6378,-0.1038,Control
B02,-0.0831,-0.2653,0.4183,-0.0551,1.1369,-0.1367,0.7854,-0.1071,Control
B03,-0.1003,-0.3802,0.362,0.0371,1.0444,-0.0841,0.7136,-0.1061,BRCACancer
B04,-0.1378,-0.3485,0.3345,-0.0211,0.314,-0.1607,0.5956,-0.1547,BRCACancer
B05,-0.0967,-0.4126,0.2241,0.1304,0.2743,-0.1004,0.5831,-0.1131,BRCACancer
B06,-0.068,-0.4695,0.2891,0.153,1.0274,-0.0332,0.3446,-0.0447,BRCACancer
B07,-0.1151,-0.318,0.4192,0.1234,0.9651,-0.0567,0.7361,-0.087,BRCACancer
B08,-0.1295,-0.2846,0.4358,0.0306,0.9921,-0.1151,0.6218,-0.1283,Control
B09,-0.0823,-0.3822,0.2496,-0.0388,0.4031,-0.2372,0.6534,-0.1258,Control
B10,-0.092,-0.2784,0.2711,0.096,0.4094,-0.1398,0.4643,-0.0958,Control
B11,-0.0541,-0.4222,0.3608,-0.0011,0.8609,-0.0304,0.6116,-0.0881,Control
B12,-0.1052,-0.4304,0.143,0.1383,0.3917,-0.1438,0.3567,-0.0991,Control
C01,-0.1285,-0.3319,0.4737,-0.1002,0.9153,-0.0935,0.7992,-0.0982,BRCACancer
C02,-0.0796,-0.272,0.3452,0.0201,1.1563,-0.1278,0.7343,-0.0759,BRCACancer
C03,-0.0638,-0.2828,0.424,-0.0298,1.2313,-0.0294,0.923,-0.0615,BRCACancer
C04,-0.1086,-0.2155,0.2606,0.039,0.7836,-0.0356,0.4934,-0.0322,Control
C05,-0.0753,-0.2405,0.2354,0.0305,0.6926,-0.0335,0.4653,-0.0948,BRCACancer
C06,-0.2881,-0.4351,0.0581,-0.0267,0.2601,0.0087,0.1317,-0.2255,Control
C07,-0.1145,-0.1052,0.2255,-0.0387,0.8468,-0.0905,0.5169,-0.0888,Control
C08,-0.249,-0.3735,0.3566,0.0339,1.1139,-0.0167,0.6341,-0.0269,Control
C09,-0.0888,-0.4114,0.2546,0.0764,0.6556,-0.1368,0.5864,-0.1226,Control
C10,-0.05,-0.1725,0.1691,-0.0221,0.909,-0.0718,0.5506,-0.0537,BRCACancer
C11,-0.0537,-0.1236,0.3771,-0.056,0.8106,-0.1342,0.7564,-0.1047,Control
C12,-0.1791,-0.2391,0.1872,0.0863,0.3579,-0.1133,0.4536,-0.1365,BRCACancer
