@relation data

@attribute id string
@attribute 5330 numeric
@attribute 114 numeric
@attribute 805 numeric
@attribute 23236 numeric
@attribute 115 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 5331 numeric
@attribute 801 numeric
@attribute 5577 numeric
@attribute 5332 numeric
@attribute 111 numeric
@attribute 59345 numeric
@attribute 156 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 55811 numeric
@attribute 5136 numeric
@attribute 94235 numeric
@attribute 5443 numeric
@attribute 5173 numeric
@attribute 5321 numeric
@attribute 3710 numeric
@attribute 1385 numeric
@attribute 196883 numeric
@attribute 346562 numeric
@attribute 5499 numeric
@attribute 51764 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5141 numeric
@attribute 3708 numeric
@attribute 5144 numeric
@attribute 2769 numeric
@attribute 3709 numeric
@attribute 2767 numeric
@attribute 2787 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 4988 numeric
@attribute 5516 numeric
@attribute 109 numeric
@attribute 5515 numeric
@attribute 108 numeric
@attribute 54331 numeric
@attribute 5518 numeric
@attribute 107 numeric
@attribute 55970 numeric
@attribute 5519 numeric
@attribute 5137 numeric
@attribute 84152 numeric
@attribute 9630 numeric
@attribute 5153 numeric
@attribute 814 numeric
@attribute 5566 numeric
@attribute 10681 numeric
@attribute 2776 numeric
@attribute 5567 numeric
@attribute 2779 numeric
@attribute 5568 numeric
@attribute 2773 numeric
@attribute 5532 numeric
@attribute 2775 numeric
@attribute 5530 numeric
@attribute 1020 numeric
@attribute 2780 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 5528 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.7231,-0.1515,1.1541,0.4579,0.2911,0.0494,1.7333,0.5973,2.327,1.0216,-0.0566,-0.0442,0.917,1.1867,1.379,1.3074,-0.1296,-0.0931,0.5015,0.2432,-0.19,0.523,0.8558,1.8356,0.1272,-0.1483,1.8182,0.0313,0.3796,-0.0464,0.6791,0.7579,0.1023,1.2797,0.8352,0.0521,1.0574,-0.0233,0.5434,-0.0578,0.1401,0.0531,0.7412,1.5828,-0.119,0.3293,-0.0608,0.8892,0.3687,1.7098,-0.0756,1.1149,1.3951,-0.0295,-0.0728,1.0472,-0.1267,-0.0634,-0.0927,0.3256,1.3209,0.945,0.5839,0.6485,1.1287,-0.0623,-0.1227,1.6225,1.2926,0.0528,0.7429,0.5311,-0.0577,0.5758,1.4299,1.0884,1.8555,1.1825,0.0687,2.0788,Control
A02,1.687,-0.1772,0.9777,0.2609,0.2222,-0.0038,1.5533,0.5059,2.3401,1.1411,-0.0793,0.0331,1.0017,1.05,1.0794,1.0986,-0.1032,-0.0624,0.2071,0.4134,-0.2053,0.4043,0.6946,1.527,0.0269,-0.0856,2.055,0.1333,0.2592,-0.0111,0.6452,0.5221,0.1172,1.2616,0.6307,-0.0126,0.7396,-0.0075,0.5823,0.0681,0.1733,0.0345,0.8012,1.3293,-0.0204,0.2552,-0.0817,0.6903,0.2795,1.5505,-0.0214,1.0578,1.195,0.0718,-0.0023,0.8042,-0.0426,-0.0313,-0.0986,0.2626,0.7169,0.8462,0.2715,0.2358,0.9806,-0.0444,-0.1089,1.6462,0.9495,-0.0301,0.6208,0.4824,-0.0824,0.5389,1.392,1.0223,1.8585,1.0744,0.0861,2.1743,Control
A03,2.0214,-0.1901,1.2312,0.3328,0.4127,0.0352,1.9885,0.7325,2.5223,1.0566,-0.1062,0.0413,1.1338,1.2579,1.157,1.2768,-0.0809,-0.1039,0.2784,0.3101,-0.2199,0.4922,0.7329,1.7022,0.1701,-0.1155,2.0834,0.1014,0.3434,-0.0024,0.8481,0.5995,0.1631,1.5122,0.8656,0.1317,1.1743,0.0291,0.7367,0.0188,0.281,0.0376,0.92,1.4961,-0.1335,0.7692,-0.104,0.9187,0.3236,1.7523,-0.0304,1.2897,1.3815,0.0628,-0.0344,0.9485,-0.0694,-0.0235,-0.1027,0.3779,0.7838,1.0405,0.3099,0.4627,0.9935,0.0056,-0.0955,1.7211,1.2205,0.0423,0.7759,0.7743,-0.0325,0.4988,1.4897,1.1628,1.9244,1.2517,0.0926,2.1303,Control
A04,1.6421,-0.1469,1.025,0.219,0.2531,0.0731,1.5892,0.5226,2.6032,1.3226,-0.07,-0.0013,0.9425,1.1386,1.2377,1.2271,-0.0584,-0.0579,0.353,0.43,-0.294,0.3103,0.7843,1.6873,0.0576,-0.1374,2.2124,0.1214,0.304,0.0699,0.6285,0.6647,0.1609,1.2302,0.6114,0.1109,0.8395,-0.0317,0.6755,0.0093,0.1461,0.0186,0.8901,1.4725,-0.0544,0.2128,-0.0824,0.6057,0.3505,1.7078,-0.0503,1.0142,1.4064,0.0443,-0.0544,0.6822,-0.1119,0.0371,-0.0731,0.1979,1.0123,0.8362,0.4148,0.3177,1.1638,-0.0164,-0.1322,1.769,0.9394,-0.0058,0.692,0.5908,-0.0326,0.6344,1.4717,1.0777,1.8452,1.2396,0.1265,2.2819,Control
A05,1.8765,-0.1504,0.9902,0.4891,0.3876,0.1343,1.91,0.8434,2.287,1.4163,-0.0587,-0.0265,1.2816,1.3225,1.1578,1.3083,-0.0717,-0.0631,0.502,0.2726,-0.1556,0.632,0.7231,1.7772,0.15,-0.1112,2.2298,0.1381,0.3239,0.0522,0.9118,0.6917,0.1165,1.8127,0.8284,0.1874,1.1311,-0.0315,0.7617,0.0142,0.1174,0.0445,1.0476,2.2365,-0.0887,0.5169,-0.1035,0.8883,0.3581,1.7874,-0.0387,1.1054,1.5397,0.0207,-0.0464,0.8529,-0.0847,0.0364,-0.0925,0.3546,0.8377,1.1378,0.4684,0.4844,1.0454,-0.071,-0.0826,1.7746,1.0923,-1e-04,0.7965,0.8706,0.0044,0.8382,1.5737,1.1295,1.9782,1.3175,0.1139,2.3833,Control
A06,1.7549,-0.2147,1.1486,0.3865,0.2854,0.0107,1.7796,0.6445,2.2428,1.0561,-0.0795,-0.0294,1.033,1.1441,0.9225,1.1683,-0.0503,-0.0849,0.2656,0.224,-0.1987,0.3969,0.679,1.6188,0.0781,-0.0982,1.9267,0.0547,0.3136,-0.0665,0.7972,0.6267,0.1423,1.4718,0.7511,0.0136,0.961,-0.0333,0.561,-0.0135,0.1159,0.0635,0.8391,1.2565,-0.116,0.4062,-0.0463,0.7009,0.241,1.5855,-0.0293,1.3159,1.375,0.0266,0.0072,0.757,-0.0994,-0.108,-0.1224,0.2215,0.8162,1.0087,0.3232,0.3651,0.8785,-0.1045,-0.1543,1.6716,0.9526,0.0225,0.6451,0.6335,-0.0078,0.5939,1.4137,0.9649,1.9638,1.1796,0.061,2.1363,Control
A07,1.796,-0.1782,1.4495,0.8525,0.3257,0.0219,1.8816,0.6633,2.296,1.1756,-0.0871,0.0295,1.1256,1.1623,1.1807,1.5577,-0.0411,-0.0597,0.2371,0.2571,-0.2197,0.5996,0.6968,1.8387,0.0587,-0.0866,2.0551,0.0316,0.4122,-0.0448,0.6857,0.8084,0.2533,1.4516,1.009,0.0426,0.9683,-0.021,0.6322,0.0051,0.0828,0.0356,0.9528,1.5907,-0.1604,0.5092,-0.0667,1.0068,0.3313,1.762,-0.0242,1.4391,1.4216,0.0569,0.0032,0.9246,-0.0792,-0.103,-0.1308,0.2168,1.2401,0.903,0.3603,0.8957,1.1356,-0.0807,-0.131,1.7793,1.3272,-0.0232,1.0466,0.675,0.0099,0.5566,1.5236,1.0159,2.0261,1.2869,0.1063,2.1759,Control
A08,1.7709,-0.1807,1.2527,0.6443,0.3097,0.0594,1.7361,0.4362,2.2139,0.8746,-0.0906,-0.0316,0.8725,1.0552,1.5305,1.735,-0.0854,-0.0764,0.5308,0.2277,-0.2084,0.4074,0.7065,1.919,0.1812,-0.2136,1.6567,0.1547,0.47,-0.0262,0.5878,0.9922,0.2351,1.0412,1.0928,0.0033,0.9523,-0.0323,0.4954,-0.0479,0.1265,-0.0088,0.8292,1.3649,-0.0941,0.443,-0.1006,0.767,0.2182,1.654,-0.0634,1.57,1.2584,-0.0018,-0.0697,1.0312,-0.1004,-0.1033,-0.0956,0.2971,1.6919,0.9887,0.4944,1.0393,1.1812,-0.0517,-0.03,1.4607,1.4644,-0.0041,1.1754,0.4113,-0.0803,0.3838,1.4965,0.9696,1.7243,1.1737,0.0189,1.9205,Control
A09,1.6671,-0.1889,0.951,0.7299,0.2174,0.0714,1.7364,0.6203,2.2423,1.1918,-0.0575,0.0355,0.9532,1.0908,1.1693,1.3777,-0.076,-0.0492,0.1876,0.1814,-0.1594,0.3952,0.6507,1.7005,0.1188,-0.1212,2.0501,-0.0234,0.3463,-0.0336,0.5597,0.7685,0.1473,1.2293,0.9804,-0.009,0.7273,-0.0661,0.5287,0.0307,0.2054,-0.0266,0.8156,1.8345,-0.1405,0.4885,-0.0669,0.7961,0.3049,1.6406,-0.0134,1.436,1.3688,0.0294,-0.0302,0.9102,-0.0735,-0.0293,-0.0912,0.318,1.2272,1.0256,0.5019,0.8753,1.096,-9e-04,-0.2464,1.6021,1.2405,-0.0036,0.8882,0.536,3e-04,0.7539,1.4111,0.9724,1.9258,1.1124,0.0974,2.3034,Control
A10,1.7443,-0.1492,1.2653,0.9457,0.3596,0.1067,1.7079,0.5606,2.2774,1.3995,-0.0546,-0.062,1.0893,1.1341,1.4239,1.6032,-0.0811,-0.057,0.1512,0.3385,-0.2517,0.6761,0.6346,1.9569,0.1176,-0.1029,1.979,0.0774,0.3463,0.0157,0.599,0.8089,0.174,1.2476,1.0339,0.1062,1.0513,-0.0687,0.5533,0.0022,0.1336,0.1115,0.853,2.065,-0.1499,0.5021,-0.0825,0.7449,0.272,1.7064,-0.0575,1.5133,1.331,-0.0156,-0.0338,0.9284,-0.0737,-0.0058,-0.0728,0.208,1.1449,0.9363,0.4699,0.8224,1.2467,-0.1016,-0.1022,1.722,1.2521,0.1605,1.0953,0.6306,-0.0105,0.7402,1.5165,0.9809,1.9263,1.2695,0.0576,2.2451,Control
A11,1.4793,-0.1336,0.7584,0.6393,0.4234,0.1431,1.647,0.5867,2.2562,0.9148,-0.0621,-0.0329,0.7087,0.9683,0.9878,1.0846,-0.0949,-0.0779,0.1365,0.2996,-0.1421,0.2053,0.4282,1.3699,0.1056,-0.119,2.0735,0.0476,0.2362,-0.0098,0.6488,0.5047,0.0925,1.2068,0.8112,-0.0695,0.6265,0.0107,0.3723,-0.0489,0.0339,-0.0464,0.5898,0.9685,-0.1745,0.454,-0.0884,0.8055,0.1771,1.4043,-0.0447,1.3549,1.3121,-0.0037,-0.0209,0.9195,-0.1353,0.0117,-0.0351,0.2333,0.7793,0.9115,0.3964,0.5344,0.9113,-0.0717,-0.0051,1.5047,1.0422,0.0806,0.643,0.4472,-0.0804,0.5108,1.2608,0.8453,1.7363,0.9531,0.0123,2.1908,Control
A12,0.8977,-0.1268,0.602,0.1726,0.0378,0.1753,0.9007,0.2473,1.7774,1.3159,-0.0411,0.106,0.6133,0.5711,0.8395,0.9252,-0.0249,0.0228,-0.0779,0.2857,-0.1847,0.2143,0.5382,1.1942,0.0937,-0.1123,1.6335,0.1566,0.2409,-0.0532,0.3364,0.458,0.1582,0.8677,0.3529,-0.0414,0.4115,0.0854,0.2616,0.1394,0.3757,-0.0219,0.5364,1.7903,-0.0473,0.1024,-0.0687,0.5922,0.2876,1.3673,0.0846,0.7516,0.7706,0.1315,0.095,0.4397,0.0072,-0.0207,-0.0202,0.0405,0.6168,0.786,0.2514,0.1356,0.9203,-0.017,-0.3279,1.3056,0.6696,0.0412,0.5035,0.2059,0.0914,0.5262,1.191,0.7982,1.3776,0.9027,0.1257,1.965,Control
B01,1.4475,-0.1404,1.5527,0.3587,0.1165,0.1403,1.2525,0.2449,2.4459,0.9602,-0.0318,0.0013,0.6775,0.9529,1.2423,1.3713,-0.0701,-0.0328,-0.1934,0.0269,-0.0288,0.2591,0.6486,1.6304,0.1035,-0.1659,1.2807,-0.12,0.3848,-0.2193,0.387,0.7067,0.1579,0.7913,0.7916,-0.0625,0.9723,-0.1128,0.2732,-0.0012,0.1499,0.1658,0.7127,1.146,-0.1225,0.2193,-0.0038,0.7636,0.25,1.712,0.0389,1.0452,1.1077,0.1108,0.0782,0.8732,-0.0885,-0.1936,-0.0206,0.2476,1.2952,0.7574,0.4829,0.5769,0.9718,-0.2196,-0.2682,1.4935,1.1678,-0.0075,0.7077,0.1365,0.1422,0.358,1.281,0.8396,1.8027,1.0473,-0.0505,1.8265,Control
B02,1.8017,-0.1385,1.4591,0.2607,0.3118,0.1148,1.7995,0.5812,2.7299,1.0651,-0.0654,-0.0035,1.0695,1.3142,1.3341,1.2918,-0.0721,-0.0804,0.2053,0.2748,-0.1553,0.3629,0.8422,1.7362,0.1452,-0.0902,2.0593,0.0257,0.3315,0.0146,0.7593,0.5934,0.1447,1.2331,0.6638,0.0707,1.1341,-0.0399,0.6816,8e-04,0.0361,0.0312,0.9572,1.4113,-0.1637,0.5787,-0.059,0.8265,0.2884,1.9033,-0.0187,1.0782,1.4914,0.0233,-0.0279,0.8907,-0.084,-0.0536,-0.0856,0.3429,1.0466,0.9736,0.4206,0.34,1.0268,-0.0918,-0.1548,1.7025,1.0899,0.0337,0.6735,0.6621,0.0464,0.5391,1.5051,1.1069,2.0535,1.2766,0.0887,2.189,Control
