@relation data

@attribute id string
@attribute 6812 numeric
@attribute 5330 numeric
@attribute 23236 numeric
@attribute 5578 numeric
@attribute 5331 numeric
@attribute 3708 numeric
@attribute 3710 numeric
@attribute 6804 numeric
@attribute 2769 numeric
@attribute 3709 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 6844 numeric
@attribute 2775 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 4082 numeric
@attribute 1131 numeric
@attribute 6861 numeric
@attribute 6616 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2393,1.7231,0.4579,0.5534,0.5973,0.7579,0.8558,0.1288,1.2797,0.8352,0.0521,0.6485,1.6468,0.0528,0.0531,0.7412,1.2885,-0.1009,0.013,-0.1866,-0.0927,Control
A02,0.0363,1.687,0.2609,0.2001,0.5059,0.5221,0.6946,0.1328,1.2616,0.6307,-0.0126,0.2358,1.5163,-0.0301,0.0345,0.8012,1.3608,-0.071,-0.0302,-0.2104,-0.0986,Control
A03,-0.0088,2.0214,0.3328,0.1966,0.7325,0.5995,0.7329,0.1501,1.5122,0.8656,0.1317,0.4627,1.6783,0.0423,0.0376,0.92,1.645,-0.0806,-0.0633,-0.1978,-0.1027,Control
A04,0.1393,1.6421,0.219,0.3061,0.5226,0.6647,0.7843,0.1791,1.2302,0.6114,0.1109,0.3177,1.6138,-0.0058,0.0186,0.8901,1.184,-0.0601,0.0887,-0.1371,-0.0731,Control
A05,0.2256,1.8765,0.4891,0.3059,0.8434,0.6917,0.7231,0.248,1.8127,0.8284,0.1874,0.4844,1.6052,-1e-04,0.0445,1.0476,1.7151,-0.0692,0.0895,-0.1701,-0.0925,Control
A06,0.0381,1.7549,0.3865,0.296,0.6445,0.6267,0.679,0.106,1.4718,0.7511,0.0136,0.3651,1.4958,0.0225,0.0635,0.8391,1.242,-0.112,-0.1076,-0.1542,-0.1224,Control
A07,0.0648,1.796,0.8525,0.5102,0.6633,0.8084,0.6968,0.1642,1.4516,1.009,0.0426,0.8957,1.3859,-0.0232,0.0356,0.9528,1.3336,-0.0728,-0.0328,-0.1742,-0.1308,Control
A08,0.1886,1.7709,0.6443,0.8364,0.4362,0.9922,0.7065,0.07,1.0412,1.0928,0.0033,1.0393,1.4104,-0.0041,-0.0088,0.8292,1.2096,-0.0608,-0.0026,-0.1325,-0.0956,Control
A09,0.111,1.6671,0.7299,0.5718,0.6203,0.7685,0.6507,0.1886,1.2293,0.9804,-0.009,0.8753,1.4981,-0.0036,-0.0266,0.8156,1.1899,-0.0407,-0.0367,-0.1538,-0.0912,Control
A10,0.1025,1.7443,0.9457,0.3781,0.5606,0.8089,0.6346,0.1582,1.2476,1.0339,0.1062,0.8224,1.5479,0.1605,0.1115,0.853,1.2848,-0.0694,-0.0078,-0.1619,-0.0728,Control
