@relation data

@attribute id string
@attribute 843 numeric
@attribute 4796 numeric
@attribute 5783 numeric
@attribute 841 numeric
@attribute 22974 numeric
@attribute 8771 numeric
@attribute 6416 numeric
@attribute 8772 numeric
@attribute 8737 numeric
@attribute 578 numeric
@attribute 2048 numeric
@attribute 3576 numeric
@attribute 5601 numeric
@attribute 4217 numeric
@attribute 6093 numeric
@attribute 5602 numeric
@attribute 4214 numeric
@attribute 7284 numeric
@attribute 581 numeric
@attribute 5609 numeric
@attribute 23542 numeric
@attribute 85365 numeric
@attribute 3552 numeric
@attribute 23162 numeric
@attribute 836 numeric
@attribute 1616 numeric
@attribute 6609 numeric
@attribute 162989 numeric
@attribute 10725 numeric
@attribute 4791 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 4792 numeric
@attribute 4795 numeric
@attribute 5216 numeric
@attribute 5594 numeric
@attribute 5217 numeric
@attribute 4794 numeric
@attribute 8099 numeric
@attribute 5599 numeric
@attribute 1452 numeric
@attribute 1956 numeric
@attribute 924 numeric
@attribute 3315 numeric
@attribute 9191 numeric
@attribute 56616 numeric
@attribute 7186 numeric
@attribute 23017 numeric
@attribute 9479 numeric
@attribute 4233 numeric
@attribute 9994 numeric
@attribute 695 numeric
@attribute 10928 numeric
@attribute 7157 numeric
@attribute 790 numeric
@attribute 1676 numeric
@attribute 8431 numeric
@attribute 51283 numeric
@attribute 11124 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1754,0.0664,0.315,1.4595,0.1947,-0.0769,0.7496,0.887,1.4118,0.8071,0.0816,2.1055,1.1297,0.9766,1.5435,-0.0399,2.265,1.0708,0.9097,0.6098,-0.0523,1.3949,-0.0078,0.6545,1.208,0.762,0.9998,1.0344,1.265,1.1558,1.6981,0.9055,2.2123,0.1903,1.3967,1.76,0.2002,0.719,0.7241,1.4087,1.5925,-0.0836,0.815,0.2558,1.0868,1.0338,0.2394,-0.0841,0.002,-0.0539,0.9723,1.4834,0.723,0.7493,0.8383,0.9683,0.0011,1.3124,0.3211,Control
A02,0.7931,0.0749,0.1703,1.188,0.0548,-0.0549,0.4989,0.7184,1.2609,0.9738,0.0841,0.5462,0.9926,0.8038,1.2563,0.0138,1.9132,0.9513,0.8576,0.5292,-0.0494,1.1485,0.1551,0.4922,1.1875,0.7013,0.7484,0.8548,0.9015,0.9284,1.2732,0.76,2.0603,0.2038,1.3442,1.6579,0.1422,0.7479,0.6371,0.986,1.2727,-0.0018,0.5859,0.1638,0.9508,0.7686,0.1809,-0.0585,0.032,0.1428,0.648,1.5178,0.5222,0.5887,0.5078,0.8495,0.0054,1.0082,0.1742,Control
A03,1.1336,0.094,0.334,1.4115,0.4219,-0.0488,0.6475,0.8106,1.4831,1.0501,0.1534,0.8951,1.1122,1.0007,1.5334,-0.02,2.1264,1.1015,1.0921,0.7023,-0.0322,1.3463,-0.0362,0.6261,1.3243,0.7294,0.9128,1.0922,1.1474,1.0624,1.4485,1.0903,2.7503,0.3145,1.6832,1.9065,0.0202,1.017,0.7536,1.223,1.4737,-0.0179,0.71,0.247,1.0548,1.0629,0.2439,-0.0466,4e-04,0.1217,0.7646,1.6458,0.6801,0.8079,0.6367,0.9197,0.0398,1.2021,0.2486,Control
A04,0.895,0.1652,0.2981,1.3025,0.0093,-0.0086,0.518,0.7485,1.3343,0.9745,0.0594,0.7625,1.0731,0.9294,1.1857,-0.0106,2.2551,0.972,0.896,0.6582,0.0372,1.1646,0.1356,0.5843,1.1111,0.6506,0.7598,1.0535,0.9037,1.0316,1.4304,0.8727,2.2761,0.1961,1.2385,1.7434,0.4156,0.6893,0.7788,0.9854,1.4132,-0.029,0.9413,0.2464,1.0258,0.8835,0.2334,-0.076,0.1159,0.0367,0.7295,1.4046,0.6186,0.5955,0.6678,0.8958,0.0118,1.0061,0.2449,Control
A05,1.167,0.1936,0.1585,1.3533,0.171,-0.0342,0.6041,0.9748,1.487,1.2351,0.1197,0.845,1.1431,1.0396,1.4238,-0.0216,2.4117,1.3323,1.0811,0.7209,0.0321,1.3632,0.1215,0.6644,1.4127,0.709,1.028,1.2229,1.1153,1.126,1.5181,1.1142,2.4615,0.3187,1.4906,1.9721,0.1504,1.0047,0.9782,1.1338,1.4668,-0.0454,0.9188,0.4146,1.2242,0.9967,0.2185,-0.0842,0.0505,0.0534,0.7597,1.7503,0.8011,0.7673,0.675,1.0382,-0.0066,1.2362,0.2861,Control
A06,1.1302,0.0623,0.1356,1.2424,0.1267,-0.0145,0.5939,0.8327,1.4109,0.9465,0.076,1.1656,1.0094,0.8535,1.3049,-0.032,2.0422,0.9722,0.8694,0.5599,-0.1045,1.4692,0.1733,0.5858,1.1328,0.6521,1.0363,0.9688,1.066,0.8596,1.3497,0.8971,2.472,0.2461,1.4311,1.8749,0.1067,0.6753,0.6365,1.1657,1.3612,-0.0159,0.8347,0.234,1.0326,0.8762,0.1498,-0.1217,-0.0181,0.0458,0.6429,1.579,0.6459,0.6036,0.6102,0.9035,0.0167,1.1321,0.2391,Control
A07,1.189,0.1276,0.2462,1.4468,0.1742,-0.1465,0.8022,0.929,1.4606,0.9882,0.1052,0.9473,1.1036,1.0896,1.5625,-0.0162,2.3762,1.0594,0.8894,0.5073,-0.0698,1.4498,0.0812,0.5711,1.3997,0.691,0.8962,1.0435,1.256,0.9967,1.6897,0.8526,1.9798,0.2749,1.3882,1.9127,0.2222,0.9462,0.7867,1.3766,1.6353,-0.019,0.7895,0.3459,1.0668,0.8745,0.2171,-0.0949,-0.0222,0.0411,0.8449,1.5919,0.6172,0.684,0.5913,0.9215,0.0284,1.2146,0.4198,Control
A08,1.3323,0.0928,0.3812,1.5231,0.0821,-0.1354,0.9913,0.577,1.4451,0.7329,0.0074,0.8182,1.2435,1.2317,1.5997,-0.0486,2.6059,0.7845,0.7309,0.4878,-0.0129,1.0816,0.0163,0.5681,1.0162,0.5872,0.8143,0.843,1.3488,0.8752,1.8669,0.7484,1.9095,0.2617,1.3241,1.9432,0.1785,0.6932,0.4825,1.5009,1.6719,-0.0439,0.7115,0.0827,0.887,0.7829,0.179,-0.1075,0.0493,-0.0034,0.9659,1.3284,0.6256,0.6482,0.6999,0.6569,0.0473,1.0473,0.6043,Control
A09,0.9539,0.0738,0.1724,1.2405,0.1288,-0.0145,0.7463,0.8045,1.3453,0.8097,0.0697,0.7737,1.0012,1.0157,1.5151,-0.0209,2.4502,1.0098,0.8938,0.5174,0.0024,1.2428,0.1002,0.5027,1.0099,0.6613,0.9554,1.0418,1.1755,0.9958,1.606,0.8347,2.1911,0.2682,1.3816,1.8616,0.1908,0.7026,0.7177,1.3752,1.448,-0.0328,0.793,0.2177,1.0456,0.9183,0.2167,-0.032,-0.0335,0.0382,0.6996,1.527,0.5744,0.5412,0.5591,0.8576,-0.0303,1.3028,0.3494,Control
A10,0.9211,0.1364,0.1376,1.377,0.0636,-0.0302,0.8644,0.7286,1.4193,1.007,0.053,1.0619,1.1969,1.284,1.483,-0.006,2.3575,0.9815,0.904,0.5698,-0.012,1.3168,-0.0061,0.5861,1.2126,0.6496,0.8204,0.9359,1.2398,0.983,1.641,0.8363,2.1251,0.1754,1.5144,1.9537,0.2572,0.8472,0.8597,1.2385,1.6292,-0.0615,0.6703,0.2915,1.0641,0.8733,0.2099,-0.056,0.0127,0.0124,0.8929,1.3942,0.6233,0.5878,0.5421,0.9305,-0.0338,1.1944,0.4311,Control
A11,0.682,0.0967,0.0583,1.0241,0.1267,-0.0965,0.6276,0.8209,1.1039,0.549,-0.0082,0.6078,0.9096,0.6963,1.2476,-0.012,1.776,0.9159,0.8391,0.4749,-0.0817,1.2537,0.105,0.4256,0.8471,0.5156,0.7153,0.9299,1.0294,0.8018,1.1005,0.6785,2.0611,0.0454,1.3163,1.8347,0.0783,0.5578,0.706,1.1692,1.1873,-0.018,0.6979,0.114,0.778,0.802,0.2112,-0.0514,0.0742,0.1217,0.5513,1.3186,0.5774,0.5349,0.4618,0.5846,-0.0337,1.177,0.1555,Control
A12,0.5009,-0.0719,0.0801,0.9702,0.0263,-0.1292,0.2806,0.3938,0.9329,0.6052,0.1598,0.7553,0.8992,0.6283,0.8386,-0.0032,1.3066,0.5848,0.5776,0.2151,-0.1691,1.0364,0.1801,0.3038,0.8752,0.4685,0.5162,0.5351,0.5391,0.544,1.0527,0.5195,1.6799,0.3308,1.1522,1.3126,0.1585,0.5451,0.5396,0.7211,0.9191,0.1048,0.3165,0.1785,0.709,0.3549,0.0257,0.0911,0.0527,0.1594,0.458,1.0641,0.2981,0.1924,0.3511,0.4109,0.0213,0.6343,0.0988,Control
B01,0.9862,-0.1828,0.1359,1.3464,0.0954,-0.343,0.611,0.462,1.2376,0.7838,0.0628,1.3925,1.1077,0.8685,1.4478,-0.027,2.2101,0.7507,0.5718,0.2922,-0.2254,1.3103,0.0182,0.4449,0.8695,0.5767,0.8084,0.6082,1.0776,0.7541,1.5169,0.5498,2.5332,0.1676,1.3139,1.5662,0.3154,0.7521,0.2641,1.4726,1.5559,0.0118,0.5502,0.103,0.8485,0.7557,-0.0187,-0.0421,-0.1176,-0.0141,0.8535,1.2458,0.3562,0.6532,0.5516,0.5758,0.0911,1.0663,0.299,Control
B02,0.9324,0.1131,0.1735,1.3633,0.1139,-0.0873,0.5836,0.9233,1.3566,1.1044,0.0915,1.4536,1.2259,0.855,1.3656,-0.0273,2.0489,1.1651,1.0516,0.648,-0.0453,1.552,0.1201,0.6666,1.1304,0.7028,1.1015,1.0669,1.0232,1.13,1.4394,1.023,3.0801,0.2853,1.6915,1.7427,0.3471,1.0167,0.6593,1.2781,1.603,-0.0267,0.8584,0.2175,1.1491,1.0021,0.2386,-0.0209,-0.0338,7e-04,0.8296,1.4495,0.5505,0.8116,0.6874,0.9058,-0.1041,1.2494,0.216,Control
