@relation data

@attribute id string
@attribute 10560 numeric
@attribute 113235 numeric
@attribute 113278 numeric
@attribute 151056 numeric
@attribute 158835 numeric
@attribute 2346 numeric
@attribute 25974 numeric
@attribute 2694 numeric
@attribute 335 numeric
@attribute 337 numeric
@attribute 338 numeric
@attribute 4363 numeric
@attribute 5406 numeric
@attribute 55788 numeric
@attribute 5948 numeric
@attribute 6573 numeric
@attribute 686 numeric
@attribute 6948 numeric
@attribute 8029 numeric
@attribute 80704 numeric
@attribute 8884 numeric
@attribute 9227 numeric
@attribute 949 numeric
@attribute 9963 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5987,0.1718,-0.1213,0.2158,-0.218,-0.1512,0.3951,-0.1953,0.0964,0.1021,-0.1029,1.0499,-0.0518,1.4471,-0.1016,0.5365,0.4383,0.3534,0.3521,-0.0988,0.5674,-0.1085,0.121,0.2107,Control
A02,0.3729,0.1404,-0.1587,0.1423,-0.1958,-0.1434,0.179,-0.0971,0.0586,0.079,-0.08,0.7466,-0.0057,1.2954,0.0876,0.3566,0.2735,0.1667,0.0051,-0.055,0.3866,-0.0094,-0.0073,0.2637,Control
A03,0.4448,0.1594,-0.1328,0.1647,-0.2568,-0.1511,0.2084,-0.1639,0.1275,0.0936,-0.0843,0.9584,-0.0393,1.3745,-0.0266,0.5444,0.3887,0.6121,8e-04,-0.0755,0.4611,-0.0633,0.2215,0.3125,Control
A04,0.4378,0.0523,-0.1444,0.1212,-0.1453,-0.0522,0.1919,-0.1079,0.2104,0.0865,-0.0693,0.8157,-0.031,1.4358,0.0315,0.3751,0.3616,0.12,0.1086,-0.0626,0.4995,-0.0139,0.0677,0.21,Control
A05,0.4176,0.1491,-0.1642,0.3002,-0.1514,-0.1009,0.2493,-0.1286,0.122,0.1039,-0.0691,0.9353,-0.0412,1.4762,-0.0417,0.6549,0.4077,0.6343,0.1603,-0.0623,0.5711,-0.0537,0.1882,0.2671,Control
A06,0.4388,0.1575,-0.0462,0.2204,-0.1693,-0.1732,0.3534,-0.0719,0.0561,9e-04,-0.0814,0.8571,-0.0571,1.3184,0.007,0.4935,0.3185,0.5698,0.1762,2e-04,0.4301,-0.0704,0.1632,0.2447,Control
A07,0.5245,0.1731,-0.1822,0.2709,-0.1796,-0.1747,0.2668,-0.1247,0.083,0.0501,-0.0949,0.9141,-0.0684,1.5032,0.0109,0.5094,0.4093,0.4066,0.2239,-0.0463,0.4362,-0.0185,0.1128,0.251,Control
A08,0.4372,0.1266,-0.1192,0.1642,-0.2,-0.1745,0.2449,-0.1689,0.0481,-0.0121,-0.1047,0.9858,-0.0674,1.5622,-0.1,0.3698,0.4007,0.2091,0.5914,-0.0809,0.4308,-0.0576,0.0223,0.2486,Control
A09,0.41,0.1492,-0.1899,0.2433,-0.2096,-0.1615,0.2124,-0.1095,0.1125,0.1161,-0.0756,0.9302,-0.032,1.3803,0.0649,0.4301,0.3214,0.2827,0.2674,-0.0196,0.4226,-0.0378,0.0548,0.2803,Control
A10,0.528,0.0698,-0.1163,0.2174,-0.1411,-0.1187,0.2058,-0.11,0.1061,0.0322,-0.0817,0.8824,-0.0453,1.4536,-0.0528,0.5109,0.432,0.227,0.1297,-0.0536,0.4883,-0.0915,0.1011,0.2045,Control
A11,0.3481,0.0601,-0.1846,0.1164,-0.1882,-0.1884,0.2248,-0.0942,0.0487,0.0682,-0.1035,0.7372,-0.0421,1.2051,-0.0034,0.386,0.3114,0.2744,0.1276,-0.1072,0.2471,-0.0748,0.0938,0.0779,Control
A12,0.2203,0.0754,-0.0266,0.2372,-0.051,-0.1184,0.1668,-0.1286,0.0177,-0.0549,-0.0093,0.4973,-0.0747,1.1362,0.0537,0.2536,0.2868,-0.0258,-0.0127,0.0995,0.3549,0.0404,-0.0072,0.4644,Control
B01,0.4372,0.033,-0.251,0.2232,-0.0735,-0.2992,0.3047,-0.1101,-0.0306,-0.1508,-0.0579,0.8047,-0.105,1.3999,0.0804,0.171,0.249,0.2067,0.3714,0.0144,0.4378,-0.1413,0.0323,0.2281,Control
B02,0.4489,0.1133,-0.1563,0.2347,-0.0878,-0.1516,0.3025,-0.0901,0.1321,0.0168,-0.0462,0.8586,-0.0831,1.2885,-0.0461,0.418,0.37,0.3978,0.2392,-0.024,0.6674,-0.0979,0.1657,0.2592,Control
B03,0.3962,0.1224,-0.0974,0.2334,-0.0328,-0.1599,0.2166,-0.0991,0.1085,0.0603,-0.0609,0.8425,-0.0649,1.3783,-0.0225,0.3622,0.3442,0.2684,0.1625,-0.0493,0.5031,-0.1296,0.0559,0.2056,BRCACancer
B04,0.4785,0.1028,-0.0415,0.1944,-0.1767,-0.2395,0.1924,-0.1938,0.1125,-0.0033,-0.0954,0.9366,-0.0751,1.3978,-0.0724,0.4499,0.223,0.0989,0.3689,-0.0713,0.3414,-0.0763,0.2317,0.2279,BRCACancer
B05,0.3638,0.0948,-0.123,0.159,-0.2333,-0.2287,0.1179,-0.1266,0.106,0.041,-0.0101,0.7611,-0.1285,1.2448,0.1021,0.3453,0.2584,0.0441,0.0776,-0.0494,0.4528,-0.0349,0.0553,0.2859,BRCACancer
