@relation data

@attribute id string
@attribute 5330 numeric
@attribute 1741 numeric
@attribute 23236 numeric
@attribute 805 numeric
@attribute 1742 numeric
@attribute 5331 numeric
@attribute 801 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2897 numeric
@attribute 2791 numeric
@attribute 2898 numeric
@attribute 2792 numeric
@attribute 2899 numeric
@attribute 2793 numeric
@attribute 83988 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 2901 numeric
@attribute 10681 numeric
@attribute 2900 numeric
@attribute 1739 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute 808 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.7231,0.3118,0.4579,1.1541,0.4022,0.5973,2.327,1.0574,0.917,-0.0233,0.5434,-0.0578,0.1401,-0.1339,1.5828,-0.1407,-0.119,-0.0352,0.3293,0.2497,1.1149,-0.0728,0.5015,0.0422,0.5839,-0.0597,0.7041,1.4299,0.0313,2.0788,Control
A02,1.687,0.2446,0.2609,0.9777,0.2515,0.5059,2.3401,0.7396,1.0017,-0.0075,0.5823,0.0681,0.1733,-0.124,1.3293,-0.0447,-0.0204,0.0042,0.2552,0.1536,1.0578,-0.0023,0.2071,0.0563,0.2715,-0.0835,0.4667,1.392,0.1333,2.1743,Control
A03,2.0214,0.3103,0.3328,1.2312,0.4125,0.7325,2.5223,1.1743,1.1338,0.0291,0.7367,0.0188,0.281,-0.1464,1.4961,-0.0555,-0.1335,-0.0083,0.7692,0.3299,1.2897,-0.0344,0.2784,0.0286,0.3099,-0.0272,0.5798,1.4897,0.1014,2.1303,Control
A04,1.6421,0.1961,0.219,1.025,0.3283,0.5226,2.6032,0.8395,0.9425,-0.0317,0.6755,0.0093,0.1461,-0.1066,1.4725,-0.0463,-0.0544,-0.0311,0.2128,0.1729,1.0142,-0.0544,0.353,0.1253,0.4148,-0.0209,0.5594,1.4717,0.1214,2.2819,Control
A05,1.8765,0.1996,0.4891,0.9902,0.4891,0.8434,2.287,1.1311,1.2816,-0.0315,0.7617,0.0142,0.1174,-0.1198,2.2365,-0.0881,-0.0887,-0.0608,0.5169,0.2348,1.1054,-0.0464,0.502,0.0649,0.4684,0.0048,0.5875,1.5737,0.1381,2.3833,Control
A06,1.7549,0.1836,0.3865,1.1486,0.3335,0.6445,2.2428,0.961,1.033,-0.0333,0.561,-0.0135,0.1159,-0.1428,1.2565,-0.0939,-0.116,0.0157,0.4062,0.2378,1.3159,0.0072,0.2656,6e-04,0.3232,-0.1218,0.5196,1.4137,0.0547,2.1363,Control
A07,1.796,0.2011,0.8525,1.4495,0.3991,0.6633,2.296,0.9683,1.1256,-0.021,0.6322,0.0051,0.0828,-0.1348,1.5907,-0.0981,-0.1604,-0.0239,0.5092,0.336,1.4391,0.0032,0.2371,0.0457,0.3603,-0.0645,0.7014,1.5236,0.0316,2.1759,Control
A08,1.7709,0.2848,0.6443,1.2527,0.2459,0.4362,2.2139,0.9523,0.8725,-0.0323,0.4954,-0.0479,0.1265,-0.1344,1.3649,-0.1321,-0.0941,-0.0593,0.443,0.5011,1.57,-0.0697,0.5308,0.0028,0.4944,-0.0885,0.9296,1.4965,0.1547,1.9205,Control
A09,1.6671,0.247,0.7299,0.951,0.3004,0.6203,2.2423,0.7273,0.9532,-0.0661,0.5287,0.0307,0.2054,-0.1224,1.8345,-0.0863,-0.1405,-0.0048,0.4885,0.3123,1.436,-0.0302,0.1876,0.0353,0.5019,-0.0849,0.6366,1.4111,-0.0234,2.3034,Control
A10,1.7443,0.3223,0.9457,1.2653,0.3417,0.5606,2.2774,1.0513,1.0893,-0.0687,0.5533,0.0022,0.1336,-0.1079,2.065,-0.0926,-0.1499,-0.0563,0.5021,0.5417,1.5133,-0.0338,0.1512,0.0413,0.4699,-0.0694,0.7837,1.5165,0.0774,2.2451,Control
