@relation data

@attribute id string
@attribute 10979 numeric
@attribute 2316 numeric
@attribute 2318 numeric
@attribute 29780 numeric
@attribute 3611 numeric
@attribute 3688 numeric
@attribute 3987 numeric
@attribute 54751 numeric
@attribute 55679 numeric
@attribute 55742 numeric
@attribute 5829 numeric
@attribute 6251 numeric
@attribute 7016 numeric
@attribute 7408 numeric
@attribute 87 numeric
@attribute 9459 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0638,2.4384,-0.0399,0.2565,1.5602,2.4273,0.6195,-0.1101,0.1138,-0.0715,1.0183,0.4255,0.7384,0.5994,0.9778,1.5416,Control
Utah__A02,-0.1543,2.5757,0.0991,0.144,1.5947,2.1759,0.4646,0.0141,0.1726,-0.1064,0.8499,0.199,0.7521,0.5869,0.7549,1.3465,Control
Utah__A03,-0.148,2.7583,0.0793,0.2892,1.7237,2.3183,0.5201,-0.0057,0.2063,-0.1118,1.0969,0.3832,0.8087,0.8624,0.7257,1.5563,Control
Utah__A04,-0.0653,2.8139,0.0604,0.2355,1.475,2.3751,0.4134,0.0182,0.1804,-0.1125,0.9327,0.2649,0.7292,0.615,0.8075,1.4426,Control
Utah__A05,-0.0847,2.8814,0.0415,0.3365,1.9049,2.221,0.4399,0.0382,0.1057,-0.1017,1.1784,0.351,0.8158,0.9001,0.9804,1.5753,Control
Utah__A06,-0.1419,2.661,0.0274,0.2117,1.5765,2.0446,0.4408,-0.0365,0.1745,-0.1013,0.9658,0.2935,0.6727,0.6251,0.8408,1.4881,Control
Utah__A07,-0.1143,2.6318,0.0525,0.2255,1.6132,2.4763,0.8039,0.0361,0.1698,-0.1128,1.0181,0.531,0.7402,0.7812,0.8292,1.6218,Control
Utah__A08,-0.0917,2.3761,-0.0241,0.2257,1.2902,2.328,0.8648,-0.057,0.0863,-0.0569,1.0077,0.7075,0.6229,0.558,0.8176,1.6025,Control
Utah__A09,-0.1115,2.7147,0.0803,0.2412,1.5787,2.5756,0.6533,0.0501,0.2285,-0.0891,0.9398,0.4886,0.6854,0.5905,0.8598,1.6562,Control
Utah__A10,-0.0756,2.7854,-0.005,0.2225,1.7299,2.7093,0.8275,-0.0389,0.1151,-0.0721,1.0533,0.5228,0.7313,0.7254,0.9482,1.6396,Control
Utah__A11,-0.1752,2.624,-0.02,0.1745,1.4545,2.4404,0.4174,-0.0729,0.0584,-0.077,0.8852,0.4081,0.682,0.4994,0.7463,1.4393,Control
Utah__A12,-0.1577,2.1784,0.1615,0.114,1.2408,1.8741,0.3537,0.0492,0.2653,-0.1329,0.5455,0.2107,0.3815,0.1787,0.6893,1.0363,Control
Utah__B01,-0.129,2.0233,-0.1408,0.1598,1.3972,2.1261,0.5552,-0.0191,-0.0176,-0.0217,0.7121,0.3544,0.411,0.3037,0.8482,1.4129,Control
Utah__B02,-0.0709,2.6686,0.0109,0.206,1.6042,2.3064,0.4857,-0.0079,0.1544,-0.0755,1.0823,0.24,0.6945,0.7049,0.8374,1.4995,Control
Utah__B03,-0.0963,2.4174,-0.0672,0.1528,1.4093,2.352,0.5461,-0.0669,-0.0329,-0.0154,0.9734,0.3193,0.6353,0.5345,0.6979,1.4927,BRCACancer
Utah__B04,-0.1877,2.4018,0.0157,0.2629,1.3662,2.5848,0.97,-0.0543,0.1128,-0.1088,1.1086,0.6874,0.6102,0.4283,0.8435,1.3674,BRCACancer
Utah__B05,-0.1189,2.5189,0.057,0.0982,1.3554,2.25,0.3526,-0.0325,0.1853,-0.1406,0.9358,0.2668,0.6411,0.4374,0.5293,1.2676,BRCACancer
Utah__B06,-0.1766,1.8696,-0.1415,-0.0956,1.1549,2.1238,0.5178,-0.0718,-0.0504,0.0228,0.5497,0.3287,0.3285,0.1066,0.5186,1.1956,BRCACancer
Utah__B07,-0.0892,2.6514,0.0204,0.1512,1.7019,2.5678,0.4761,0.0151,0.1575,-0.16,1.2014,0.3193,0.7944,0.5646,0.7512,1.606,BRCACancer
Utah__B08,-0.0586,2.6964,0.0134,0.2178,1.8558,2.3017,0.4906,-0.0336,0.1255,-0.0533,0.9332,0.3414,0.7917,0.7435,1.0328,1.4707,Control
Utah__B09,-0.125,2.3802,-0.0207,0.324,1.4419,2.7756,0.6819,-0.0769,0.0505,-0.1184,1.0677,0.572,0.5346,0.4505,0.7526,1.3556,Control
Utah__B10,-0.0586,2.4442,0.0083,0.1328,1.2563,2.375,0.6334,-0.0258,0.0958,-0.0541,0.8067,0.4038,0.4767,0.4305,0.6166,1.3477,Control
Utah__B11,-0.0774,2.633,0.0269,0.2391,1.6545,2.2158,0.4849,-0.0128,0.1028,-0.1212,0.9209,0.3481,0.7468,0.5174,0.927,1.3906,Control
Utah__B12,-0.0929,2.0174,-0.0592,0.1573,1.0693,2.3939,0.7382,-0.0692,0.1421,-0.1354,0.8303,0.4378,0.5192,0.1587,0.6008,1.1889,Control
Utah__C01,-0.1343,2.7518,0.0699,0.2294,1.7115,2.1644,0.7163,-0.0118,0.1404,-0.1281,1.2162,0.3915,0.8144,0.8553,0.8417,1.4843,BRCACancer
Utah__C02,-0.0791,2.809,0.0935,0.1738,1.7104,2.1843,0.4694,0.0647,0.2412,-0.0891,1.1312,0.2479,0.8557,0.7593,0.8841,1.4139,BRCACancer
Utah__C03,-0.1332,3.0801,0.0645,0.2353,1.8691,2.4996,0.4181,0.0323,0.1467,-0.1306,1.4511,0.3023,1.0916,0.8636,0.782,1.4045,BRCACancer
Utah__C04,-0.0897,2.9623,0.0382,0.2881,1.6359,2.1766,0.3368,0.0249,0.2232,-0.0829,0.8995,0.2805,0.6158,0.555,1.0154,1.1357,Control
Utah__C05,-0.0651,2.7638,0.0786,0.1427,1.3864,1.7247,0.3209,0.0895,0.1537,-0.1331,0.9033,0.205,0.6219,0.481,0.6776,1.1111,BRCACancer
Utah__C06,-0.0755,1.2979,0.0248,0.1672,0.6202,0.7491,0.1255,-0.029,0.0658,-0.1563,0.3833,0.163,0.3342,0.1583,0.3821,0.3023,Control
Utah__C07,-0.0968,2.9804,0.0557,0.1185,1.4767,2.1035,0.3215,0.0765,0.1415,-0.0519,0.9288,0.2077,0.7154,0.4987,0.8035,1.1755,Control
Utah__C08,-0.1161,2.689,0.0535,0.1725,1.5967,1.9631,0.3163,0.0251,0.1608,-0.1205,1.0036,0.2588,0.7589,0.6343,0.9065,1.4507,Control
Utah__C09,-0.0815,2.78,0.0534,0.231,1.5224,2.0022,0.3909,0.0214,0.1165,-0.0821,0.9436,0.218,0.7081,0.558,0.7819,1.0803,Control
