@relation data

@attribute id string
@attribute 5437 numeric
@attribute 8968 numeric
@attribute 128312 numeric
@attribute 10919 numeric
@attribute 51082 numeric
@attribute 8360 numeric
@attribute 3012 numeric
@attribute 8361 numeric
@attribute 84172 numeric
@attribute 8364 numeric
@attribute 5440 numeric
@attribute 8366 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8367 numeric
@attribute 8970 numeric
@attribute 8349 numeric
@attribute 8932 numeric
@attribute 7343 numeric
@attribute 25885 numeric
@attribute 9015 numeric
@attribute 8355 numeric
@attribute 5595 numeric
@attribute 8294 numeric
@attribute 9014 numeric
@attribute 8354 numeric
@attribute 9013 numeric
@attribute 8353 numeric
@attribute 8352 numeric
@attribute 8356 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 2068 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 8345 numeric
@attribute 7270 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 54700 numeric
@attribute 8850 numeric
@attribute 3018 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 2965 numeric
@attribute 3021 numeric
@attribute 1022 numeric
@attribute 3020 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 8330 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1046,0.5026,0.3336,0.8678,1.0883,0.8173,1.707,1.8054,0.8599,2.5084,1.1193,0.6549,1.0554,0.7959,1.3988,0.1066,1.5645,0.9475,1.3373,0.8265,0.7998,0.7006,1.0952,0.7266,0.4975,3.1201,0.7442,0.5445,0.5186,-0.0231,0.3161,0.9293,1.697,1.1455,0.9639,0.8001,0.3536,0.5138,0.5766,0.6741,0.9503,-0.1922,1.4236,0.971,1.0292,1.5869,1.5138,-0.1269,0.2021,1.2212,0.3473,0.9361,2.0924,0.5741,2.064,0.4625,0.3425,3.6471,0.3109,1.626,1.2861,1.2507,Control
A02,0.9106,0.4353,0.3868,0.6844,0.8464,0.346,1.6214,1.6951,0.6334,2.2703,0.925,0.2795,1.2781,0.4692,1.1118,0.1124,1.8488,0.7345,1.0754,0.6078,0.4615,0.2591,1.0379,0.5437,0.4353,2.6148,0.5096,0.4366,0.0661,-0.075,0.1346,0.6739,1.2977,1.0584,0.7176,0.5142,0.2581,0.1027,0.3323,0.5489,0.6443,-0.0101,1.1077,1.0263,0.8363,1.4105,1.3559,0.1126,0.0874,0.8154,0.1614,0.5947,1.8121,0.3587,1.7336,0.2058,0.1352,3.8631,0.1316,1.2003,1.0686,0.9149,Control
A03,0.9876,0.7144,0.389,0.7688,1.0564,0.7944,1.6253,1.7496,0.7524,2.6228,1.1115,0.543,1.0781,0.8861,1.3457,0.1008,1.3201,1.076,1.1818,0.821,0.5634,1.1062,1.0752,0.787,0.5644,3.2911,0.6636,0.4793,0.6794,0.3868,0.2105,0.8102,1.8089,1.0217,0.9385,0.6716,0.3958,0.2317,0.6612,0.6323,0.7751,-0.0098,0.9916,1.589,1.3422,1.5715,1.5245,0.3132,0.2605,1.1427,0.2077,0.7758,1.9854,0.5493,2.2032,0.7494,0.2223,3.5946,0.235,1.5333,1.2737,1.0688,Control
A04,1.0146,0.5229,0.4331,0.8005,1.0144,0.5067,2.0986,2.0942,0.7349,3.1305,1.1223,0.8808,1.1413,0.9573,1.5993,0.4352,1.8957,0.7489,1.2973,0.7204,0.4654,0.4692,1.0602,0.8107,0.3706,3.9613,0.6267,0.3621,0.618,0.1563,0.1798,0.7649,1.919,1.1916,0.7658,0.4821,0.3302,0.2759,0.6623,0.78,0.528,0.0522,1.2798,1.2474,1.1942,1.2254,1.4194,0.149,0.2177,1.0283,0.3596,0.5436,2.0844,0.5533,1.9716,0.4258,0.2629,4.3005,0.2444,1.4337,1.4227,0.8439,Control
A05,1.0117,0.8982,0.4426,0.8763,1.0559,0.9974,2.0925,2.0708,0.8091,3.0414,1.0206,0.8108,1.6644,0.777,1.6554,0.3671,2.0857,0.9594,1.3319,0.8708,0.4537,0.9541,1.2157,1.1858,0.5021,3.4123,0.683,0.5024,0.8381,0.2447,0.1989,0.8199,2.1027,1.8138,0.8599,0.7011,0.4459,0.4497,0.8395,1.0781,0.7056,0.2447,1.4666,1.5091,1.404,1.5228,1.3851,0.1865,0.4553,0.9409,0.5331,0.6282,2.2303,0.5475,1.9398,0.7186,0.3513,4.4252,0.3158,1.4419,1.5657,1.0253,Control
A06,0.9888,0.4862,0.2387,0.7204,1.0462,0.3729,1.5298,1.5723,0.7198,1.9739,0.9865,0.2807,0.7799,0.433,1.1263,0.0371,1.6338,0.8759,1.1603,0.6874,0.4674,0.3196,1.0037,0.5281,0.3044,2.9902,0.5112,0.418,0.2113,-0.1771,0.1536,0.7414,1.4691,0.7416,0.7976,0.6448,0.301,0.1148,0.359,0.4455,0.6363,-0.0445,1.1492,0.8475,1.051,1.3868,1.2545,-0.1366,0.1552,0.977,0.1882,0.6772,2.042,0.4938,1.9491,0.4515,0.2529,3.5705,0.2892,1.421,1.0972,1.0165,Control
A07,1.0136,0.6144,0.4424,0.7696,1.1751,0.5159,1.5418,1.8541,0.7167,2.5556,0.932,0.606,0.9163,0.6625,1.2088,0.1908,1.4975,1.1511,1.1689,0.776,0.6934,0.8429,0.9863,0.6485,0.4635,3.1531,0.5858,0.5847,0.6399,0.2435,0.3843,0.9467,1.4069,0.8402,0.8856,0.7426,0.3376,0.1972,0.621,0.4552,0.7458,-0.0321,1.1515,1.3151,1.1654,1.5289,1.5198,-0.0183,0.2895,0.92,0.21,0.8017,1.8633,0.5297,1.945,0.7658,0.2074,3.8522,0.2985,1.7099,0.9923,1.0785,Control
A08,0.8421,0.5072,0.2732,0.7055,1.1845,0.3204,1.4646,1.8147,0.7515,2.1799,0.9012,0.3564,0.7308,0.6549,0.848,0.0024,1.5791,1.1835,1.1505,0.795,0.754,0.5395,1.0102,0.3032,0.5991,2.7288,0.5996,0.3745,0.1671,-0.0735,0.5743,0.7719,1.2519,0.9182,0.9227,0.8079,0.2761,0.1059,0.4237,0.6947,0.7374,7e-04,1.0978,0.6845,0.762,1.4076,1.8134,-0.2439,0.0179,0.929,0.2098,0.7686,1.6879,0.5947,2.0062,0.4301,0.1089,3.5159,0.1543,1.8094,1.1969,0.9915,Control
A09,0.9198,0.6848,0.2496,0.7434,1.0302,0.4139,1.5003,1.7634,0.5525,2.4726,0.8544,0.5898,0.8842,0.3255,1.2111,0.1273,1.4027,1.174,1.2922,0.6391,0.5095,0.5217,1.0062,0.5142,0.3828,2.7993,0.5513,0.3566,0.1967,-0.1557,0.3797,0.727,1.16,0.8195,0.8179,0.7302,0.2396,0.3697,0.5147,0.7849,0.8032,-0.0929,1.2182,1.1614,1.0633,1.3642,1.3653,-0.0388,0.2331,0.952,0.2984,0.634,1.8974,0.5279,1.8686,0.2705,0.2007,3.7646,0.1649,1.6033,0.993,1.139,Control
A10,0.9751,0.5415,0.4045,0.7738,1.1538,0.6664,1.7565,1.9088,0.7711,3.2976,1.0208,0.7929,1.255,0.6369,1.3806,0.2764,1.7834,1.1093,1.197,0.7934,0.7291,0.4299,0.9394,0.6684,0.5861,2.885,0.5505,0.2156,0.371,-0.0651,0.3731,0.8537,1.4494,1.1224,0.9627,0.7594,0.331,0.2267,0.6585,0.7275,0.6936,-0.0413,1.272,0.898,1.0785,1.452,1.7318,0.136,0.2241,0.8181,0.3277,0.6367,1.7793,0.6165,1.9047,0.3962,0.2143,4.1893,0.1928,1.8899,1.4227,0.9752,Control
