@relation data

@attribute id string
@attribute 3597 numeric
@attribute 6655 numeric
@attribute 6464 numeric
@attribute 3561 numeric
@attribute 7297 numeric
@attribute 1154 numeric
@attribute 5267 numeric
@attribute 3635 numeric
@attribute 5266 numeric
@attribute 6714 numeric
@attribute 3716 numeric
@attribute 3376 numeric
@attribute 207 numeric
@attribute 23368 numeric
@attribute 208 numeric
@attribute 3718 numeric
@attribute 3717 numeric
@attribute 5290 numeric
@attribute 6198 numeric
@attribute 10000 numeric
@attribute 2885 numeric
@attribute 8431 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 6778 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0832,1.3471,0.7565,2.5582,1.1125,1.2154,0.078,1.2791,0.0128,0.3755,1.8794,1.5829,0.6157,0.3037,0.8453,1.7342,1.1912,1.5746,1.1348,0.6233,1.6355,0.0011,-0.2431,1.4241,2.362,1.1256,Control
A02,0.9841,1.2046,0.8046,2.4587,0.9142,0.823,0.1192,1.2825,-0.0923,0.3775,1.6629,1.2825,0.5686,0.1694,0.6275,1.3696,1.0674,1.3014,0.9374,0.3831,1.481,0.0054,-0.2105,1.0483,2.3107,0.9005,Control
A03,1.0406,1.3774,0.7989,2.5504,1.189,0.7127,0.0775,1.4534,-0.3505,0.6195,1.8002,1.416,0.6805,0.186,0.7841,1.5721,1.4901,1.3967,1.0488,0.396,1.7658,0.0398,-0.2256,1.06,2.3941,1.1275,Control
A04,0.7863,1.2203,0.8019,2.5504,1.0194,0.6301,-0.0109,1.3869,-0.3227,0.414,1.964,1.2768,0.6225,0.1613,0.7141,1.63,0.865,1.353,0.9145,0.5255,1.4795,0.0118,0.002,1.4196,2.3202,1.028,Control
A05,1.1744,1.3739,0.8988,2.2802,1.1783,0.7665,0.0347,1.4233,-0.1387,0.6469,1.8971,1.3313,0.7463,0.23,0.7904,1.5472,1.3068,1.4836,1.0517,0.5106,1.8562,-0.0066,-0.1394,1.3259,2.5513,1.0464,Control
A06,1.1424,1.3309,0.7671,2.1881,1.0991,0.6313,0.1357,1.367,-0.4097,0.4253,1.8036,1.3502,0.6458,0.1999,0.7372,1.2322,1.0847,1.3845,1.024,0.4506,1.5705,0.0167,-0.1429,0.9369,2.4537,0.8852,Control
A07,1.1847,1.4837,0.7989,2.3519,1.1048,0.7435,-0.0245,1.4397,-0.3828,0.359,2.0093,1.3957,0.597,0.1843,0.7443,1.3739,1.4226,1.5934,1.1139,0.74,1.8609,0.0284,-0.0564,1.0401,2.4066,1.1765,Control
A08,0.8999,1.4271,0.784,2.2568,0.9992,0.9433,0.1286,1.5388,-0.1799,0.3481,2.2698,1.5116,0.5375,0.2629,0.7355,1.2857,1.4684,1.7501,1.1814,1.0516,1.7198,0.0473,-0.1643,1.0889,2.0624,1.467,Control
A09,0.9243,1.3188,0.7778,2.5254,0.9788,0.9081,0.0633,1.372,-0.3301,0.4569,1.9491,1.5314,0.5633,0.19,0.6938,1.4313,1.3695,1.4582,1.0737,0.7535,1.8278,-0.0303,-0.2088,0.9966,2.4285,0.9988,Control
A10,0.9968,1.3713,0.79,2.5165,1.0936,0.6922,0.0049,1.5525,-0.1559,0.4388,2.0508,1.4218,0.5633,0.2304,0.7332,1.4774,1.4291,1.6941,1.0955,0.8026,1.802,-0.0338,-0.1703,0.949,2.2558,1.3316,Control
A11,1.0981,1.1993,0.5794,2.3725,0.9351,0.6314,0.0854,1.1609,0.0083,0.2186,1.6694,1.4498,0.54,0.1213,0.6814,1.2358,0.976,1.2025,1.0241,0.5676,1.5523,-0.0337,-0.199,0.8248,2.2062,0.7415,Control
A12,0.7777,0.783,0.5636,2.0609,0.4673,0.5154,0.2576,1.057,-0.3076,0.1258,1.4495,0.9852,0.3955,0.0735,0.4581,0.6995,0.4637,0.9215,0.6697,0.3938,1.1373,0.0213,-0.1645,0.7045,1.6087,0.5292,Control
B01,0.8773,1.2709,0.5764,2.4128,0.8065,0.3518,0.3271,1.2114,-0.2414,0.1574,1.7935,1.4671,0.3916,0.1864,0.6181,1.2483,0.9815,1.4577,1.0598,0.7023,1.5002,0.0911,-0.2119,1.0941,1.9583,0.9141,Control
B02,0.9273,1.2116,0.9083,2.6486,1.2025,0.2966,0.1589,1.4119,-0.2995,0.4168,1.861,1.5182,0.6693,0.1939,0.8367,1.7178,0.9702,1.4219,1.2129,0.5192,1.6034,-0.1041,-0.1484,1.0566,2.5226,0.8807,Control
B03,0.9069,1.2222,0.7155,2.5241,1.0036,0.5458,0.2209,1.3451,-0.3012,0.269,1.8576,1.4395,0.5703,0.2097,0.6643,1.4462,1.0222,1.5109,1.0733,0.6398,1.5674,-0.0583,-0.2217,1.0492,2.2404,0.9276,BRCACancer
