@relation data

@attribute id string
@attribute 1437 numeric
@attribute 290 numeric
@attribute 3456 numeric
@attribute 3458 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3596 numeric
@attribute 3687 numeric
@attribute 51284 numeric
@attribute 54106 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 914 numeric
@attribute 921 numeric
@attribute 924 numeric
@attribute 945 numeric
@attribute 958 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1205,1.3019,-0.059,0.7042,-0.1424,-0.2431,-0.0358,0.0038,0.0145,-0.0544,-0.1205,1.6127,0.7452,0.2772,1.955,2.4861,2.0014,1.8666,0.815,1.084,0.7441,Control
Utah__A02,0.1793,1.4996,-0.1975,1.5545,-0.0817,-0.2105,-0.0625,-0.0899,-0.0023,-0.0555,-0.1479,1.6806,0.5732,0.2553,1.5869,2.5076,1.641,1.488,0.5859,1.0623,0.6453,Control
Utah__A03,0.2377,1.4298,-0.2531,2.0921,-0.0695,-0.2256,-0.0242,0.1344,0.0158,0.0503,-0.1156,1.9154,0.994,0.3281,1.9871,2.8343,1.8159,1.6015,0.71,1.2468,0.6315,Control
Utah__A04,0.1648,1.5524,-0.1922,0.6554,-0.1333,0.002,-0.1614,-0.0683,0.1344,-0.0732,-0.142,1.3829,0.2436,0.2202,1.4777,2.3176,2.0346,1.732,0.9413,0.7617,0.67,Control
Utah__A05,0.1998,2.049,-0.0891,0.6132,-0.0485,-0.1394,0.0742,0.0238,0.0536,-0.0426,-0.1454,1.861,0.7153,0.2503,2.1026,2.9955,1.5363,1.5333,0.9188,1.4328,0.8111,Control
Utah__A06,0.1793,1.3535,-0.1403,0.085,-0.0812,-0.1429,-0.0316,-0.0026,0.0214,-0.0077,-0.139,1.7958,0.5329,0.3273,1.8873,3.0912,1.4548,1.2533,0.8347,1.3446,0.4565,Control
Utah__A07,0.2155,1.3241,-0.0051,0.9455,0.0013,-0.0564,-0.003,0.038,-0.0315,-0.0394,-0.1652,1.7278,0.7045,0.3887,2.2473,2.7151,1.7113,1.5041,0.7895,1.3934,0.5399,Control
Utah__A08,0.1379,1.0842,-0.2383,0.7944,-0.0984,-0.1643,-0.1885,-0.0136,-0.0265,-0.0424,-0.0693,1.6851,0.4773,0.391,1.7824,2.1575,1.6289,1.6364,0.7115,0.9667,0.5853,Control
Utah__A09,0.1946,1.5813,-0.0413,0.7784,-0.0996,-0.2088,0.082,0.1078,0.0975,-0.0724,-0.0714,1.7858,0.7329,0.2857,1.9054,2.5755,1.8626,1.7269,0.793,1.0352,0.3447,Control
Utah__A10,0.1786,1.4906,-0.0587,1.5207,-0.1502,-0.1703,-0.1082,0.1019,-0.0062,-0.064,-0.2099,1.6612,0.662,0.2612,2.523,2.8245,2.0948,1.5873,0.6703,1.3073,0.5378,Control
Utah__A11,0.0359,0.9067,-0.1461,1.6963,-0.0569,-0.199,-0.1365,-0.1162,-0.1018,0.0292,-0.3023,1.4829,0.4716,0.2797,1.4151,2.5597,1.8534,1.3622,0.6979,0.9855,0.333,Control
Utah__A12,0.3136,0.8219,-0.3253,0.6982,0.1603,-0.1645,0.0434,0.1121,-0.0274,0.0923,-0.0789,0.937,0.145,0.3109,0.8916,1.583,1.9226,1.2002,0.3165,0.7536,0.2438,Control
Utah__B01,0.1805,0.6699,0.1146,0.1725,0.0829,-0.2119,-0.3013,0.082,-0.179,0.067,-0.2019,1.3801,0.4401,0.3659,1.5859,1.955,1.6406,1.7083,0.5502,0.7631,0.5042,Control
Utah__B02,0.1719,1.0833,-0.1293,0.8176,0.0143,-0.1484,-0.0576,0.0766,-5e-04,-0.1004,-0.0658,1.8565,0.4907,0.2618,1.9248,2.4527,2.1013,2.0064,0.8584,1.1665,0.4015,Control
