@relation data

@attribute id string
@attribute 8517 numeric
@attribute 4049 numeric
@attribute 1147 numeric
@attribute 8518 numeric
@attribute 4214 numeric
@attribute 5970 numeric
@attribute 3551 numeric
@attribute 1843 numeric
@attribute 7187 numeric
@attribute 7186 numeric
@attribute 10010 numeric
@attribute 8737 numeric
@attribute 7128 numeric
@attribute 9020 numeric
@attribute 4790 numeric
@attribute 7185 numeric
@attribute 4792 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.3604,0.3202,1.5171,1.4811,2.265,1.4383,1.1591,3.2542,0.943,0.2394,1.1835,1.4118,2.1134,0.7681,1.6981,1.2176,2.2123,Control
A02,0.3492,0.0918,1.302,1.0744,1.9132,1.258,0.9319,2.361,0.6226,0.1809,0.863,1.2609,1.8554,0.528,1.2732,0.7498,2.0603,Control
A03,0.3742,0.0438,1.5398,1.2998,2.1264,1.4813,1.0697,3.3502,0.8936,0.2439,1.1246,1.4831,2.6801,0.7605,1.4485,1.0452,2.7503,Control
A04,0.3772,0.2642,1.079,1.175,2.2551,1.484,0.9555,2.7442,0.6908,0.2334,0.8768,1.3343,2.4188,0.6381,1.4304,0.9705,2.2761,Control
A05,0.6097,0.1092,1.4435,1.1985,2.4117,1.5368,1.0728,3.082,0.8034,0.2185,1.0563,1.487,2.07,0.6988,1.5181,0.847,2.4615,Control
A06,0.3246,0.1703,1.3907,1.2249,2.0422,1.338,0.9844,3.747,0.6317,0.1498,0.8459,1.4109,2.1097,0.6021,1.3497,0.7226,2.472,Control
A07,0.3276,0.1088,1.4674,1.3247,2.3762,1.2584,1.1473,3.3933,0.9329,0.2171,1.3809,1.4606,1.9812,0.7746,1.6897,0.9747,1.9798,Control
A08,0.1674,0.1707,1.3187,1.3328,2.6059,1.2448,1.198,2.7088,1.0623,0.179,1.5179,1.4451,1.9463,0.7477,1.8669,1.0076,1.9095,Control
A09,0.2539,0.1548,1.4072,1.2709,2.4502,1.3302,1.047,2.9482,0.984,0.2167,1.1401,1.3453,1.9863,0.6974,1.606,0.978,2.1911,Control
A10,0.3962,0.1285,1.4266,1.2603,2.3575,1.3233,1.1476,3.5726,0.9471,0.2099,1.456,1.4193,1.9703,0.73,1.641,1.0269,2.1251,Control
A11,0.326,-0.1751,1.3304,1.2309,1.776,1.2245,0.7748,2.8675,0.7472,0.2112,0.7789,1.1039,1.6235,0.6114,1.1005,0.8005,2.0611,Control
A12,0.1215,0.0651,0.8268,0.7979,1.3066,0.8238,0.759,2.4411,0.3997,0.0257,0.4266,0.9329,1.6691,0.2742,1.0527,0.5465,1.6799,Control
B01,0.0231,0.2014,1.2599,1.3866,2.2101,1.2082,0.984,2.7456,0.8519,-0.0187,1.1476,1.2376,2.4411,0.5932,1.5169,0.9698,2.5332,Control
B02,0.3715,0.0909,1.2798,1.3727,2.0489,1.5865,1.1073,3.6715,0.7576,0.2386,0.9837,1.3566,3.1566,0.7361,1.4394,1.104,3.0801,Control
B03,0.1943,-0.0155,1.2715,1.3304,2.2094,1.4088,1.0527,3.4936,0.8528,0.1446,1.1253,1.3666,2.9131,0.6405,1.4822,1.0898,2.6611,BRCACancer
B04,0.1092,-0.0417,1.0648,1.1572,2.5339,1.1378,1.3054,1.9879,1.0175,0.1822,1.4323,1.2819,1.9661,0.7497,1.6554,0.89,1.6784,BRCACancer
B05,0.0503,0.137,1.014,1.1151,1.8667,1.3013,0.875,3.4238,0.6848,0.118,0.8321,1.1517,2.8823,0.5483,1.2575,0.7448,2.6321,BRCACancer
B06,-0.1238,-0.0346,1.0869,1.1464,1.7181,0.8403,0.8773,1.8901,0.437,-0.1504,0.9229,1.0414,2.1554,0.3404,1.1971,0.7023,1.5065,BRCACancer
B07,0.2316,0.1096,1.466,1.4721,2.0706,1.4289,1.23,2.3538,0.8357,0.2491,1.2244,1.5139,2.3958,0.7812,1.4782,1.1619,2.1472,BRCACancer
B08,0.408,0.0257,1.4125,1.1718,1.8635,1.2913,0.8827,2.4257,0.6783,0.2142,0.6888,1.2054,1.6203,0.629,1.1937,0.8739,1.9421,Control
B09,0.1209,-0.1346,0.9264,1.1055,2.5792,1.1066,1.0353,2.3892,0.9805,0.1327,1.2408,1.1835,1.9574,0.6486,1.3948,1.056,2.0058,Control
B10,0.1869,0.1269,1.0238,1.0226,2.4684,0.9814,0.9748,2.7317,0.6974,0.1016,1.1482,1.2488,1.6531,0.4556,1.4899,0.659,1.5834,Control
B11,0.1841,0.2985,1.1915,0.9842,2.0871,1.2399,0.8859,2.7891,0.7164,0.1283,0.9357,1.192,1.6392,0.5473,1.3346,0.6233,1.9234,Control
B12,0.0387,-0.0104,0.5364,0.8329,2.5139,0.8164,1.0454,2.0359,0.8611,0.1273,1.0552,0.7991,1.2067,0.4887,1.2785,0.7129,1.6026,Control
C01,0.4122,0.2021,1.3655,1.246,2.1947,1.4533,1.169,2.6503,0.9703,0.2246,1.0586,1.3997,1.8919,0.7953,1.4469,1.0256,1.9244,BRCACancer
C02,0.4796,0.3087,1.2167,1.0907,1.9275,1.5348,1.047,2.573,0.6181,0.2841,0.7678,1.399,1.8334,0.6337,1.3929,0.9596,2.0396,BRCACancer
C03,0.5733,0.2388,1.3615,1.3648,2.0283,1.7061,1.1645,2.5247,0.7511,0.3286,0.9636,1.5349,2.3041,0.8489,1.3899,1.2372,2.1689,BRCACancer
C04,0.3737,0.0201,0.7516,0.812,1.2702,1.2407,0.6266,2.882,0.47,0.177,0.4131,0.7189,1.5452,0.4211,0.8832,0.5569,2.1508,Control
C05,0.153,-0.135,0.7983,0.8735,1.597,1.1552,0.6928,2.4938,0.4084,0.2101,0.5246,0.8602,1.4661,0.4646,1.0739,0.613,1.6729,BRCACancer
C06,0.0221,-0.1916,0.1771,0.3392,0.3522,0.5912,0.3259,1.0873,0.2754,0.0578,0.155,0.3055,0.8,0.1749,0.3822,0.5499,0.8963,Control
C07,0.2331,-0.0089,0.972,0.9568,1.5039,1.2031,0.7662,2.174,0.4732,0.1335,0.5074,1.1427,1.6098,0.4372,1.1209,0.6656,1.6637,Control
C08,0.3751,0.252,1.195,1.1783,1.7148,1.4,0.8504,2.6956,0.6296,0.1945,0.5549,1.2888,1.9026,0.5739,1.2493,0.8579,1.9033,Control
C09,0.3247,0.1209,0.9379,0.9004,1.6979,1.278,0.8242,3.352,0.5753,0.242,0.5228,1.2188,1.6769,0.4887,1.196,0.7391,1.946,Control
C10,0.2655,0.2333,0.8374,0.8825,1.7154,1.2172,0.8353,3.1446,0.5822,0.1395,0.5401,1.2409,1.9331,0.4347,1.3181,0.5008,2.007,BRCACancer
C11,0.4903,0.2494,1.1954,1.2128,1.6869,1.5603,0.8964,2.5143,0.6669,0.2427,0.5648,1.3211,2.006,0.6199,1.2045,1.1381,1.9605,Control
C12,0.2021,-0.0091,0.6328,0.7356,1.3805,1.1479,0.5623,1.752,0.4567,0.1688,0.3595,0.7801,1.2008,0.3423,0.8912,0.6378,1.4375,BRCACancer
D01,0.1174,-0.0894,0.9758,1.1628,2.7613,1.2261,1.2541,1.6548,1.145,0.2017,1.1772,1.2199,1.4897,0.7199,1.5223,1.3924,1.6606,BRCACancer
D02,0.3654,0.2234,0.9709,0.9157,2.0025,1.4141,0.8039,2.3666,0.5922,0.2114,0.5426,1.1322,1.6162,0.6241,1.2184,0.76,1.8134,BRCACancer
D03,0.3056,0.0854,0.8277,0.8775,1.9059,1.2419,0.8155,2.0047,0.5632,0.175,0.6107,0.9273,1.6434,0.4838,1.0942,0.6332,1.6918,BRCACancer
D04,0.1994,0.136,1.0682,0.9297,2.0988,1.3386,0.894,2.3981,0.6487,0.2013,0.675,1.0755,1.7536,0.5369,1.2616,0.8159,1.9513,BRCACancer
D05,0.3744,0.0786,1.0563,0.9133,1.8024,1.3071,0.9202,3.5015,0.5857,0.1817,0.6286,1.1811,1.7847,0.5172,1.219,0.6771,2.198,BRCACancer
D06,0.4206,0.113,1.2845,1.2111,2.005,1.468,1.0235,2.7256,0.7031,0.248,0.7096,1.3461,1.8251,0.6774,1.3989,1.0719,2.086,BRCACancer
D07,0.5088,0.1083,1.1579,1.1221,1.7326,1.4913,0.9081,2.6984,0.4874,0.2007,0.562,1.3063,2.4051,0.5672,1.1585,0.8634,1.9997,Control
D08,0.2535,-0.0604,0.9017,0.8273,1.534,1.1777,0.7363,2.6132,0.4203,0.1065,0.4798,0.9809,1.6021,0.4401,1.0411,0.7306,1.7568,Control
D09,0.2596,0.1542,1.0917,1.0398,1.8582,1.3852,0.882,2.2505,0.505,0.168,0.575,1.2095,1.6971,0.597,1.256,0.9625,2.0723,Control
D10,0.2504,0.0297,1.1025,0.9905,1.513,1.2282,0.6619,2.0246,0.5492,0.166,0.4065,0.9573,1.3176,0.4402,0.9598,0.6365,1.7488,Control
D11,0.0597,-0.1829,0.3623,0.4993,0.9506,0.8611,0.4698,1.297,0.3801,0.0669,0.201,0.5137,0.7849,0.2323,0.6449,0.6721,1.1938,Control
D12,0.0974,-0.172,0.9289,0.8589,1.4426,1.3548,0.5645,1.8935,0.49,0.1477,0.362,0.8326,1.288,0.373,0.9431,0.7048,1.7741,Control
E01,0.1733,0.0908,0.8615,0.904,1.6468,1.2735,0.7001,3.6973,0.5325,0.0977,0.4576,1.0197,2.0358,0.4467,1.0068,0.7019,2.1796,BRCACancer
E02,0.3291,0.1435,1.1221,1.088,1.8813,1.3912,0.8895,2.4136,0.6417,0.2352,0.7102,1.3922,1.9767,0.5547,1.3706,0.8679,2.0506,Control
E03,0.3907,0.1404,1.1822,0.9825,1.6891,1.5076,0.7661,2.8229,0.634,0.2433,0.5564,1.2395,1.6252,0.5466,1.1428,0.6859,2.16,Control
E04,0.4656,0.3216,1.0777,1.232,1.8013,1.6955,1.0548,2.9488,0.6579,0.2843,0.6591,1.4161,2.0713,0.6343,1.3337,1.0907,2.2546,Control
E05,0.1775,0.2314,0.9936,1.017,1.7991,1.2875,0.8801,1.9521,0.5203,0.1013,0.6467,1.2325,1.7667,0.3856,1.3495,0.7847,1.567,Control
E06,-1e-04,-0.0191,0.8472,0.7898,1.7651,0.9001,0.7814,3.9005,0.5488,-0.0316,0.7146,1.0276,1.6812,0.3523,1.0716,0.5533,1.6602,BRCACancer
E07,0.4233,-0.0244,1.0818,1.0205,1.8776,1.4829,0.9383,3.1897,0.61,0.2304,0.6362,1.2041,1.7792,0.5164,1.2172,0.8983,2.1813,BRCACancer
E08,0.3686,0.2737,1.2624,1.1592,1.9019,1.4912,0.8851,3.4666,0.5897,0.2306,0.6982,1.4126,1.9446,0.6018,1.3232,0.9379,2.1859,Control
E09,0.3825,0.1665,1.0022,0.9814,1.7189,1.4,0.7655,2.4319,0.6586,0.2516,0.5714,1.167,1.7067,0.554,1.1578,0.7548,2.0634,BRCACancer
E10,0.2686,0.1478,1.3073,1.1543,2.0115,1.366,1.0087,2.9176,0.7652,0.1484,0.9915,1.4495,1.8092,0.6949,1.4907,0.754,2.0758,BRCACancer
E11,0.2381,0.2517,1.0224,0.958,1.5598,1.3399,0.7261,1.8808,0.5012,0.1464,0.4408,1.1616,1.5435,0.4062,1.0414,0.6219,1.7666,Control
E12,0.1177,-0.0247,0.889,0.741,1.4693,1.0812,0.5921,2.4959,0.3488,0.0925,0.3392,0.9621,1.4041,0.3196,0.8968,0.437,1.7294,BRCACancer
F01,0.3478,0.4816,1.2517,1.2881,2.136,1.5474,1.0426,3.2318,0.8471,0.2304,0.8309,1.3392,2.0538,0.8286,1.5031,1.2702,2.2189,Control
F02,0.4177,0.2463,1.2665,1.2369,1.9913,1.5494,1.0751,2.6145,0.7051,0.3089,0.8256,1.4829,2.1133,0.753,1.5101,1.2033,2.1054,Control
F03,0.3473,0.1978,1.1803,1.0103,1.6675,1.454,0.8896,2.8032,0.5412,0.1524,0.6054,1.2568,1.9446,0.489,1.0619,0.8363,1.9609,Control
F04,0.2265,0.05,1.3316,1.1737,1.9897,1.3218,1.0323,2.2355,0.7884,0.1898,0.931,1.2728,1.8131,0.716,1.4054,1.1929,1.8628,Control
F05,0.3296,0.1101,1.2004,1.1347,1.8371,1.3947,0.93,2.6141,0.5978,0.2332,0.6193,1.3855,2.0235,0.5834,1.3073,0.8471,2.2765,Control
F06,0.4244,0.0728,1.0639,0.7954,1.6138,1.1519,0.7377,2.8017,0.546,0.0823,0.5515,1.0243,1.491,0.4198,1.1361,0.3682,1.9825,Control
F07,0.3623,0.186,1.1147,1.1759,2.2564,1.4312,1.091,2.4925,0.8382,0.3114,0.9682,1.3442,1.9107,0.6726,1.634,1.0326,1.9604,Control
