@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1605 numeric
@attribute 1813 numeric
@attribute 1956 numeric
@attribute 2048 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23236 numeric
@attribute 2885 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 3762 numeric
@attribute 3765 numeric
@attribute 427 numeric
@attribute 5266 numeric
@attribute 5291 numeric
@attribute 5308 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54386 numeric
@attribute 5594 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 8601 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6002,0.4027,-0.0716,-0.0786,0.0845,0.6045,0.8246,0.4303,1.6544,-0.2728,1.0966,0.7493,0.8186,0.8509,-0.1306,-0.0094,-0.0597,1.8216,0.0336,1.5303,-0.0998,1.7084,0.577,-0.0589,1.8985,1.7309,1.7847,0.75,1.1294,1.3492,0.3629,0.5902,1.4485,-0.1358,Control
Utah__A02,0.3429,0.3437,-0.0425,0.0036,0.0871,0.5571,0.607,0.2262,1.493,-0.2148,0.6518,0.5121,0.6118,0.687,-0.0301,0.033,-0.0433,1.952,-0.072,1.3861,-0.0396,1.6702,0.4872,-0.0815,1.5709,1.6299,1.5429,0.7973,0.9018,1.1968,0.3648,0.4558,1.3068,-0.015,Control
Utah__A03,0.3568,0.3991,-0.1353,-0.0126,0.1584,0.6699,0.7634,0.3007,1.7906,-0.2764,0.7324,0.59,0.8493,0.726,-0.0968,0.0899,-0.134,2.1669,-0.3315,1.4305,-0.0855,2.0238,0.7102,-0.1083,1.9093,1.8758,1.7349,0.7917,1.1313,1.3816,0.5956,0.5095,1.4789,-0.0565,Control
Utah__A04,0.4955,0.3502,-0.0381,-0.0237,0.0617,0.6114,0.6935,0.1828,1.4914,-0.0499,0.7982,0.6555,0.5923,0.7783,-0.1388,0.0486,-0.0339,1.8624,-0.3036,1.3728,0.045,1.6228,0.5036,-0.0722,1.7856,1.7145,1.6725,0.7946,1.0307,1.2135,0.3996,0.5557,1.39,-0.0146,Control
Utah__A05,0.4795,0.53,-0.0513,-0.0402,0.1237,0.7362,0.7698,0.4625,1.8851,-0.0961,0.8411,0.6827,0.8117,0.716,-0.0604,0.0423,-0.0344,2.1879,-0.1186,1.8135,-0.0048,1.8707,0.8193,-0.0609,1.8523,1.9408,1.808,0.89,1.0492,1.3778,0.6218,0.6029,1.4436,-0.0521,Control
Utah__A06,0.4153,0.3291,-0.0561,-0.0106,0.0788,0.6349,0.7165,0.3563,1.5864,-0.274,0.7714,0.6173,0.7335,0.6711,-0.0742,0.0502,-0.1235,2.2086,-0.391,1.4187,-0.0639,1.742,0.6236,-0.0817,1.7223,1.8446,1.7489,0.7604,0.8863,1.3318,0.4104,0.4936,1.3629,-0.0756,Control
Utah__A07,0.7253,0.3756,-0.1329,-0.0137,0.1088,0.5857,0.7237,0.8391,1.89,-0.1231,1.2065,0.8001,0.9943,0.6893,-0.0905,-0.0358,-0.0768,2.2054,-0.3639,1.5148,-0.0571,1.7855,0.642,-0.0893,1.7594,1.882,1.7704,0.7917,1.1809,1.4952,0.3471,0.6968,1.417,-0.0287,Control
Utah__A08,1.0592,0.2695,-0.0834,-0.0387,0.0082,0.5257,0.7148,0.6234,1.7425,-0.2966,1.3348,0.9849,1.0792,0.6991,-0.1399,0.078,-0.129,1.9503,-0.16,1.5358,-0.1168,1.7589,0.4185,-0.0928,1.6963,1.9122,1.7386,0.777,1.4746,1.4347,0.3367,0.8646,1.3521,-0.0871,Control
Utah__A09,0.7398,0.3212,-0.0685,-0.0275,0.0723,0.5517,0.6732,0.7121,1.8554,-0.1635,1.0956,0.7599,0.9655,0.6424,-0.1584,0.1148,-0.0256,2.1515,-0.311,1.4418,-0.036,1.6492,0.5998,-0.0597,1.833,1.8315,1.6393,0.7709,1.0011,1.3189,0.4405,0.677,1.3322,-0.0741,Control
Utah__A10,0.7924,0.3419,-0.0094,-0.0564,0.0552,0.5517,0.7126,0.9357,1.8284,-0.1121,1.0771,0.8006,1.0196,0.626,-0.0704,0.0972,-0.096,2.0336,-0.1359,1.7142,-0.0616,1.7309,0.5409,-0.0569,1.7627,1.9225,1.7838,0.7829,1.3376,1.3751,0.4233,0.7838,1.454,-0.0722,Control
Utah__A11,0.5406,0.1877,-0.0401,-0.0127,-0.0078,0.5283,0.6608,0.6182,1.5674,-0.2273,0.6849,0.4946,0.7943,0.4163,-0.1201,0.1112,-0.1167,1.838,0.0291,1.0238,-0.1797,1.4507,0.5666,-0.0643,1.7239,1.8048,1.2871,0.5757,0.7411,1.1911,0.2131,0.4684,1.2256,-0.0977,Control
Utah__A12,0.3543,0.1687,-0.1589,0.1107,0.1648,0.3826,0.4377,0.1347,1.1338,-0.3233,0.5386,0.4476,0.3308,0.5281,-0.0602,0.2039,-0.0427,1.6622,-0.2884,1.0841,-0.1138,0.8356,0.2326,-0.0433,1.2389,1.2884,1.1725,0.5602,0.5264,0.746,0.1246,0.3617,0.92,-0.0987,Control
Utah__B01,0.6849,0.2563,-0.0379,0.0172,0.0652,0.3787,0.5976,0.3275,1.513,-0.5937,0.9971,0.6977,0.7744,0.6403,-0.1562,0.0747,-0.2303,1.876,-0.2218,1.2976,-0.3188,1.417,0.2302,-0.034,1.7535,1.5393,1.6457,0.5727,0.9155,1.2677,0.1548,0.5194,1.2138,-0.2202,Control
Utah__B02,0.4887,0.3809,-0.0714,-0.0214,0.0947,0.6586,0.816,0.226,1.6209,-0.1361,1.0117,0.5838,0.6452,0.837,-0.128,0.0587,-0.0772,2.1795,-0.2802,1.3956,-0.0959,1.7916,0.5612,-0.0676,2.0338,1.7139,1.8628,0.8993,0.8818,1.2043,0.4023,0.503,1.4263,-0.086,Control
Utah__B03,0.618,0.289,-0.0704,-0.0516,0.0702,0.5588,0.6437,0.3352,1.5833,-0.2422,0.9534,0.6546,0.6863,0.7144,-0.1183,0.1321,-0.2043,2.1116,-0.2819,1.2952,-0.1864,1.5811,0.4548,-0.0389,1.958,1.7231,1.7257,0.7096,0.9292,1.2156,0.2613,0.5507,1.3449,-0.1793,BRCACancer
Utah__B04,1.0125,0.3739,-0.111,-0.018,0.0316,0.5084,0.6265,0.8077,1.6575,-0.3251,1.3396,0.9247,1.0079,0.7904,-0.1025,0.059,-0.1938,1.6998,-0.3159,1.4994,-0.0978,1.6792,0.3945,-0.1163,1.4245,1.892,1.725,0.7034,1.4407,1.2674,0.3358,0.8243,1.3225,-0.1335,BRCACancer
Utah__B05,0.5078,0.2038,-0.0494,0.0442,0.0769,0.4305,0.6992,0.1257,1.5074,-0.3028,0.7066,0.5067,0.6011,0.5639,-0.1441,0.0995,-0.0148,2.1978,-0.3159,1.1414,-0.1143,1.66,0.4028,-0.1141,1.6606,1.7712,1.4207,0.7378,0.7814,1.2093,0.2762,0.4555,1.2257,-0.042,BRCACancer
Utah__B06,0.4508,0.1592,-0.1536,-0.005,0.0091,0.1636,0.3683,0.2674,1.1253,-0.5867,0.5947,0.6137,0.5348,0.4722,-0.0977,-0.0493,-0.3125,1.7149,-0.1846,1.0547,-0.3725,1.3543,0.1037,0.006,1.389,1.2783,1.4508,0.4776,0.7812,0.9821,-0.0629,0.3236,1.0757,-0.2071,BRCACancer
Utah__B07,0.6026,0.3271,-0.1347,-0.0147,0.1066,0.6203,0.7663,0.3003,1.6451,-0.1681,0.9043,0.7463,0.7778,0.9134,-0.1039,0.0442,-0.0588,1.9314,-0.2918,1.4427,-0.0334,1.8749,0.5483,-0.0771,2.0332,1.792,1.951,0.879,1.1794,1.3289,0.3509,0.5811,1.4321,-0.036,BRCACancer
Utah__B08,0.3104,0.2654,-0.0539,-0.0666,0.0727,0.6297,0.7068,0.2454,1.6528,-0.1113,0.6699,0.4203,0.6194,0.5477,-0.1219,0.1163,-0.0434,2.0258,-0.0728,1.5826,-0.0718,1.7077,0.6819,-0.0253,1.8257,1.6981,1.5728,0.7952,0.7595,1.3009,0.5257,0.3902,1.2814,-0.0474,Control
Utah__B09,1.0313,0.2145,-0.1313,-0.04,0.0241,0.4484,0.6215,0.7187,1.6703,-0.299,1.0904,0.8693,0.9703,0.6135,-0.1515,0.1108,-0.1274,1.8435,-0.2316,1.3856,-0.1271,1.5313,0.3094,-0.0516,1.6138,1.8255,1.5204,0.6547,1.2234,1.2638,0.3141,0.7376,1.2619,-0.0746,Control
Utah__B10,0.7046,0.251,-0.1041,-2e-04,0.0589,0.3712,0.4803,0.5557,1.5222,-0.1943,0.9431,0.6854,0.7128,0.5737,-0.1599,0.0993,-0.0736,1.7474,-0.3251,1.2765,-0.0538,1.4806,0.2826,-0.0925,1.3618,1.7394,1.466,0.7099,1.057,1.1026,0.2267,0.6824,1.1455,-0.1593,Control
Utah__B11,0.4604,0.2981,-0.1026,-0.0171,0.0798,0.4509,0.6847,0.4208,1.7628,-0.1707,0.755,0.56,0.7806,0.5078,-0.0654,0.1207,-0.0536,1.8749,-0.1219,1.3764,-0.0925,1.6798,0.6189,-0.0352,1.499,1.6375,1.3773,0.7097,0.9509,1.2622,0.4117,0.5422,1.2212,-0.0234,Control
Utah__B12,0.8008,0.1557,-0.076,-0.0579,0.0366,0.3638,0.5036,0.3939,1.3374,-0.1882,1.0554,0.684,0.6317,0.5176,-0.0904,0.1924,-0.0713,1.3081,-0.3571,1.1129,-0.1642,1.3869,0.235,-0.1122,1.1212,1.4211,1.2915,0.5071,1.0116,0.8093,0.208,0.6069,1.0188,-0.0653,Control
Utah__C01,0.4944,0.3682,-0.1392,-0.0121,0.13,0.6847,0.8,0.6284,1.8228,-0.255,0.9844,0.6934,0.7896,0.7432,-0.1137,0.1353,-0.0856,2.0197,-0.2984,1.3659,-0.0678,2.07,0.8229,-0.122,1.5922,1.903,1.7093,0.7971,1.0359,1.3698,0.576,0.5683,1.4228,-0.0376,BRCACancer
