@relation data

@attribute id string
@attribute 1437 numeric
@attribute 2056 numeric
@attribute 3562 numeric
@attribute 2322 numeric
@attribute 3479 numeric
@attribute 6348 numeric
@attribute 3552 numeric
@attribute 7042 numeric
@attribute 7040 numeric
@attribute 4254 numeric
@attribute 1440 numeric
@attribute 3569 numeric
@attribute 3578 numeric
@attribute 3589 numeric
@attribute 7043 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1156,0.0686,-0.1283,0.5052,-0.0902,0.6241,-0.0393,0.063,2.0162,0.17,-0.15,0.0682,-0.1827,0.1754,0.0717,Control
A02,0.1744,0.0237,-0.0684,0.3589,-0.0978,0.3565,0.1474,0.0756,2.0252,-0.013,-0.1883,-0.0126,-0.0995,0.1812,0.0059,Control
A03,0.2328,0.0497,-0.0562,0.4757,-0.0914,0.5597,-0.0719,0.1594,2.2099,-0.0538,-0.0485,-0.024,-0.066,0.1341,0.0396,Control
A04,0.1599,0.113,-0.1193,0.2296,-0.0829,0.3404,0.1252,0.0673,2.16,0.0024,0.0819,0.0645,-0.0453,0.1879,0.1117,Control
A05,0.1949,0.1129,-0.0355,0.5586,-0.0227,0.4882,0.1089,0.0423,2.5111,0.0431,0.0352,0.0647,-0.1435,0.1693,0.0054,Control
A06,0.1744,8e-04,-0.0679,0.928,-0.0934,0.2385,0.1683,0.0753,2.0528,-0.095,-0.1203,-0.0902,-0.0876,0.065,0.0395,Control
A07,0.2107,-0.0484,0.0137,0.681,-0.063,0.6065,0.0628,0.0633,2.0773,-0.0655,-0.1092,0.2398,-0.0404,0.0836,-0.043,Control
A08,0.1331,0.1021,-0.0849,0.5654,-0.0671,0.6084,-0.0116,0.0473,1.7626,-0.0619,-0.2089,0.1354,-0.1163,0.118,0.0996,Control
A09,0.1897,0.1204,-0.086,0.3935,-0.0981,0.4666,0.0845,0.0666,2.061,-0.0615,-0.0596,0.1209,0.0112,0.0862,0.0242,Control
A10,0.1738,0.0478,-0.1361,0.4302,-0.0628,0.45,-0.0373,0.0925,2.1105,0.1301,0.0015,-0.076,-0.0906,0.1093,0.0419,Control
A11,0.031,0.0117,-0.0438,0.5617,-0.0712,0.5473,0.09,0.1146,2.0248,-0.0828,-0.1484,0.1171,-0.0096,0.1886,0.0278,Control
A12,0.3087,-0.0507,0.1709,0.284,-0.1152,0.5381,0.1761,0.1544,1.712,-0.0936,-0.091,0.0935,-0.0504,0.0647,0.0105,Control
B01,0.1757,-0.291,0.0944,0.6722,-0.0725,0.9988,-0.0095,0.0729,1.6386,-0.0301,-0.3862,-0.0831,-0.0212,-0.1556,0.2059,Control
B02,0.1671,0.0017,0.0265,0.6921,-0.08,0.6873,0.1074,0.0835,2.0366,-0.0553,0.0162,0.0837,-0.1097,0.0891,0.124,Control
B03,0.0818,-0.0913,-0.0259,0.781,-0.0731,0.842,0.122,0.0398,1.7544,-0.0881,-0.1116,-0.0777,-0.1337,0.0743,0.1701,BRCACancer
B04,0.1216,-0.161,-0.0525,0.4389,-0.0923,0.5167,0.186,0.0602,1.8642,0.0316,-0.1489,-0.0454,0.0572,0.0199,-0.0332,BRCACancer
B05,0.1847,-0.0483,0.0777,0.6569,-0.0708,0.8693,0.1511,0.1443,2.1068,-0.0968,-0.193,-0.0785,0.029,-0.0246,0.0435,BRCACancer
B06,0.0105,-0.3347,-0.0674,0.2216,-0.0464,0.8474,0.435,0.0968,1.3579,-0.0126,-0.371,-0.0569,-0.1719,-0.1681,0.2262,BRCACancer
B07,0.2426,0.018,-0.0771,0.3374,-0.1148,0.6962,0.0768,0.0683,2.1339,-0.0955,-0.1356,-0.0371,-0.0628,0.0999,0.1792,BRCACancer
B08,0.0654,-0.0947,-0.0931,0.5535,-0.0749,0.5452,0.0846,0.1441,2.3817,0.0612,-0.0924,0.0547,-0.0067,0.1653,0.0031,Control
B09,0.1447,-0.0929,-0.0955,0.0554,-0.0642,0.7848,-0.0011,0.0927,1.9542,-0.0481,-0.0649,-0.0347,-0.1344,0.0928,0.0089,Control
B10,0.144,-0.0754,0.0451,0.293,-0.0815,0.2906,0.0036,0.057,1.6541,-0.1265,-0.1232,-0.0171,-0.0993,0.0487,-0.0423,Control
B11,0.1936,0.0545,-0.0794,0.4101,-0.0085,0.2666,-0.0227,0.1012,2.5363,-0.0494,-0.1852,-0.0928,-0.0815,0.1058,-0.0199,Control
B12,0.075,-0.0505,-0.095,0.0122,-0.1373,0.249,0.0966,0.0668,1.5348,-0.1113,-0.1942,-0.0318,-0.0023,0.0669,-0.0477,Control
C01,0.1597,0.0333,-0.0984,0.6468,-0.0417,0.561,0.23,0.0901,2.3079,-0.0656,-0.1602,0.0797,-0.0118,0.158,0.0773,BRCACancer
C02,0.23,0.1833,-0.1184,0.3739,-0.1129,0.4168,0.0289,0.1446,2.3737,0.0313,-0.0501,0.1329,0.1171,0.1662,0.0433,BRCACancer
C03,0.2084,0.0508,-0.081,0.3516,-0.1432,0.8622,0.1016,0.1268,2.4757,-0.1288,-0.0823,0.0194,-0.017,0.2212,0.113,BRCACancer
C04,0.0365,-0.0615,-0.0297,0.3367,-0.0298,0.3609,0.2525,0.1082,2.4826,-0.0519,-0.0849,-0.1314,0.0503,0.0993,0.031,Control
C05,0.1608,-0.0116,-0.0373,0.4154,-0.0806,0.3109,-0.0181,0.1004,1.94,-0.0784,0.0754,-0.0474,0.0452,0.2396,0.029,BRCACancer
