@relation data

@attribute id string
@attribute 84296 numeric
@attribute 1763 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 51659 numeric
@attribute 8318 numeric
@attribute 57804 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 5422 numeric
@attribute 10714 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 5111 numeric
@attribute 84515 numeric
@attribute 4173 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 23649 numeric
@attribute 4176 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5981 numeric
@attribute 9837 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 4171 numeric
@attribute 2237 numeric
@attribute 3978 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.1032,0.4751,0.8292,0.3167,0.0257,0.045,0.9153,0.9032,0.7518,1.4243,0.5104,0.937,0.3897,0.8764,0.9035,0.7065,0.4565,0.788,0.9857,1.0037,0.9998,1.4817,0.2617,0.382,1.486,0.1971,0.4542,1.1096,0.4132,0.2949,0.6555,Control
A02,0.0423,0.2064,0.5779,0.2128,-0.1699,0.01,0.7812,0.6426,0.5097,1.2092,0.3386,0.5755,0.2466,0.7208,0.7473,0.3835,0.3615,0.6,0.6678,0.8758,0.7348,1.1904,0.099,0.285,1.215,0.0733,0.2866,0.9707,0.2821,0.1232,0.4502,Control
A03,0.0869,0.3427,0.5596,0.2911,-0.1482,0.0675,0.9344,0.6376,0.6849,1.3513,0.4342,1.036,0.2993,0.8257,0.9707,0.5521,0.5726,0.7343,0.9903,1.1697,0.9759,1.319,0.2106,0.3595,1.3855,0.1957,0.3673,1.1352,0.3834,0.2784,0.5046,Control
A04,0.1034,0.1692,0.5527,0.1634,-0.079,-0.0619,0.8265,0.6101,0.4767,1.3715,0.3117,0.6365,0.2713,0.8193,0.8223,0.3751,0.3725,0.6015,0.826,1.026,0.7354,1.2993,0.2655,0.371,1.3284,0.0688,0.2206,1.1213,0.3431,0.2047,0.5296,Control
A05,0.0521,0.3361,0.5885,0.2152,-0.128,0.0718,1.0764,0.7925,0.5598,1.3842,0.3877,0.9697,0.2845,0.8622,0.8848,0.4774,0.4319,0.7094,0.9458,1.1395,0.9211,1.4389,0.3148,0.3664,1.4057,0.1374,0.3186,1.2556,0.3894,0.4384,0.535,Control
A06,0.0163,0.2668,0.5236,0.1806,0.0128,0.0177,0.8032,0.7451,0.4897,1.287,0.4295,0.9507,0.2325,0.8196,0.6592,0.4317,0.3802,0.6382,0.7717,0.9665,0.8274,1.2901,0.1924,0.2252,1.3568,0.0438,0.4412,1.161,0.3386,0.0551,0.4429,Control
A07,0.1394,0.3528,0.6477,0.3543,-0.1057,0.0468,0.8621,0.7404,0.5836,1.3544,0.4729,0.9639,0.3008,0.8758,0.8629,0.4825,0.4826,0.7192,0.9225,1.0081,0.8487,1.3969,0.2018,0.3551,1.3942,0.1299,0.4477,1.0976,0.3804,0.2368,0.4896,Control
A08,0.0299,0.3748,0.581,0.489,-0.0768,0.0574,0.716,0.673,0.5327,1.3442,0.5478,0.9739,0.2751,0.7175,0.6613,0.6165,0.4312,0.6932,0.8827,0.8645,0.839,1.2526,0.136,0.351,1.4589,0.066,0.4018,0.8865,0.2229,0.1983,0.5175,Control
A09,0.0676,0.2951,0.7235,0.2837,0.0291,0.0782,0.8269,0.5381,0.5367,1.3771,0.4494,0.8879,0.2256,0.8179,0.7883,0.4808,0.3506,0.6185,0.8811,1.0055,0.8173,1.2673,0.1834,0.3534,1.3819,0.0544,0.4023,0.9568,0.297,0.3958,0.4678,Control
A10,0.0365,0.3184,0.5757,0.379,-0.1335,0.023,0.8239,0.6957,0.5879,1.4058,0.4606,0.8958,0.2379,0.8841,0.7576,0.3742,0.3403,0.6597,0.8586,0.9451,0.8269,1.2472,0.238,0.2448,1.4796,0.1015,0.3815,1.0653,0.2809,0.2151,0.4365,Control
