@relation data

@attribute id string
@attribute 7006 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 2319 numeric
@attribute 5163 numeric
@attribute 1029 numeric
@attribute 57580 numeric
@attribute 6850 numeric
@attribute 51131 numeric
@attribute 5308 numeric
@attribute 27071 numeric
@attribute 695 numeric
@attribute 5728 numeric
@attribute 3710 numeric
@attribute 930 numeric
@attribute 6295 numeric
@attribute 7409 numeric
@attribute 207 numeric
@attribute 23368 numeric
@attribute 208 numeric
@attribute 10211 numeric
@attribute 6196 numeric
@attribute 5290 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 10000 numeric
@attribute 2549 numeric
@attribute 5336 numeric
@attribute 8431 numeric
@attribute 613 numeric
@attribute 4067 numeric
@attribute 5788 numeric
@attribute 6195 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5735,0.7493,0.8186,1.3744,1.9071,0.1299,1.3932,1.0855,1.2965,-0.0998,1.5007,1.5056,1.243,0.8509,0.7253,-0.116,1.448,0.6045,0.2889,0.8246,0.8664,0.1026,1.6169,1.8816,1.1287,0.6002,0.3585,0.5941,0.0075,0.4585,1.322,3.0603,0.9065,Control
A02,0.3588,0.5121,0.6118,1.1392,1.3494,0.071,1.2134,0.9078,1.066,-0.0396,1.263,1.5412,0.647,0.687,0.3752,-0.0345,1.3147,0.5571,0.157,0.607,0.7877,0.1045,1.3286,1.6266,0.926,0.3429,0.2528,0.584,0.0118,0.2356,1.18,3.0621,0.9246,Control
A03,0.4922,0.59,0.8493,1.2716,1.2813,0.182,1.5003,1.2015,1.1995,-0.0855,1.3798,1.6737,0.9196,0.726,0.2452,-0.0493,1.5496,0.6699,0.1734,0.7634,0.8507,0.1148,1.4291,1.8238,1.0404,0.3568,0.3504,0.7859,0.0463,0.4201,1.5735,3.1872,1.0222,Control
A04,0.3784,0.6555,0.5923,1.3239,1.72,0.0708,1.3638,0.8709,0.92,0.045,1.3449,1.424,0.7631,0.7783,0.7072,-0.0671,1.283,0.6114,0.1491,0.6935,0.8176,0.112,1.383,1.7883,0.9026,0.4955,0.3144,0.4817,0.0182,0.3162,1.3977,3.3298,1.0052,Control
A05,0.5765,0.6827,0.8117,1.4793,1.7589,0.1632,1.5127,1.2336,1.0261,-0.0048,1.7524,1.7819,0.9399,0.716,0.6881,-0.0756,1.5542,0.7362,0.2166,0.7698,0.9833,0.1047,1.5208,1.7933,1.0434,0.4795,0.4558,0.7428,-2e-04,0.4354,1.5903,3.1778,1.1126,Control
A06,0.425,0.6173,0.7335,1.3241,1.412,-0.0228,1.4057,1.1513,1.0223,-0.0639,1.1683,1.6045,0.8375,0.6711,0.1279,-0.0252,1.4091,0.6349,0.187,0.7165,0.8169,0.1159,1.4163,1.6432,1.015,0.4153,0.3647,0.6112,0.0231,0.3404,1.3721,2.8826,0.9801,Control
A07,0.5761,0.8001,0.9943,1.2743,1.6234,0.0382,1.5091,1.4313,1.1696,-0.0571,1.5859,1.6179,1.3109,0.6893,0.2269,-0.0657,1.4238,0.5857,0.1717,0.7237,0.802,0.1706,1.6368,1.9955,1.1072,0.7253,0.5979,0.6739,0.0348,0.4033,1.7192,3.4253,0.9852,Control
A08,0.514,0.9849,1.0792,1.1947,1.9146,0.0746,1.4849,1.2774,1.219,-0.1168,1.3542,1.3452,1.5,0.6991,0.2828,-0.1188,1.3149,0.5257,0.2488,0.7148,0.6995,0.1698,1.8021,1.9428,1.1764,1.0592,0.5924,0.7942,0.0538,0.4083,1.9024,3.5552,0.8456,Control
A09,0.4555,0.7599,0.9655,1.2529,1.6297,0.1023,1.5025,1.2825,1.1633,-0.036,1.391,1.5507,1.3575,0.6424,0.3281,-0.0244,1.4389,0.5517,0.1773,0.6732,0.7733,0.1382,1.4941,1.9167,1.066,0.7398,0.4286,0.619,-0.024,0.3896,1.6508,3.4935,0.827,Control
A10,0.6201,0.8006,1.0196,1.2437,1.818,0.1162,1.5904,1.3904,1.1051,-0.0616,1.8414,1.4132,1.3359,0.626,0.5163,-0.091,1.3101,0.5517,0.2169,0.7126,0.8948,0.0611,1.743,1.7865,1.0883,0.7924,0.5336,0.6952,-0.0275,0.4893,1.8161,3.6895,0.9676,Control
