@relation data

@attribute id string
@attribute 5995 numeric
@attribute 221391 numeric
@attribute 94233 numeric
@attribute 611 numeric
@attribute 10692 numeric
@attribute 23596 numeric
@attribute 6010 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1493,-0.0929,0.0187,-0.1216,0.0617,0.7426,-0.0957,Control
A02,-0.1785,-0.0413,0.1008,-0.0928,0.122,0.5585,-0.0148,Control
A03,-0.1247,-0.0828,0.0889,-0.1426,0.04,0.6484,-0.0019,Control
A04,-0.1354,-0.0742,0.0541,-0.004,0.0384,0.5525,-0.0233,Control
A05,-0.1511,-0.0988,0.0502,-0.0093,0.0076,0.8086,-0.0839,Control
A06,-0.1062,-0.0433,0.0186,2e-04,0.0612,0.6474,-0.0093,Control
A07,-0.1748,-0.0104,0.0346,-0.021,0.0875,0.7845,0.0156,Control
A08,-0.1481,-0.0707,0.0605,-0.0858,0.0611,0.6358,-0.0621,Control
A09,-0.1063,-0.1074,0.0495,-0.0529,0.0555,0.5047,-0.0086,Control
A10,-0.0888,-0.0839,0.0381,0.0052,0.0127,0.6032,-0.1008,Control
A11,-0.1786,-0.1092,0.1266,0.0047,0.0095,0.48,-3e-04,Control
A12,-0.0621,0.0605,0.1947,0.0735,0.0484,0.4716,0.0908,Control
B01,-0.1256,0.0429,0.0116,0.0537,0.1025,0.6553,-0.0625,Control
B02,-0.1607,-0.0591,0.1268,0.0393,0.0536,0.6178,-0.0471,Control
B03,-0.1432,0.0173,0.062,-0.0126,-0.0025,0.5437,-0.1182,BRCACancer
B04,-0.1045,-0.0915,0.1032,-0.1427,0.1377,0.5633,-0.0588,BRCACancer
B05,-0.1317,-0.0258,0.0513,0.0019,0.0161,0.5499,-0.0567,BRCACancer
B06,-0.2041,0.1996,-0.0291,-0.0115,0.2106,0.5249,-0.2151,BRCACancer
B07,-0.141,-0.041,0.055,0.0075,0.0551,0.6121,-0.0067,BRCACancer
B08,-0.1041,-0.0795,0.1519,-0.0287,0.032,0.5888,-0.0524,Control
B09,-0.2218,-0.0527,0.0928,0.0292,0.0801,0.3106,-0.101,Control
B10,-0.1343,0.0111,0.0364,0.316,0.076,0.4119,-0.123,Control
B11,-0.1649,-0.0478,0.1243,0.0345,0.025,0.5463,-0.0268,Control
B12,-0.1047,-0.0903,0.0812,-0.1534,0.1474,0.2448,-0.0157,Control
C01,-0.1952,-0.1005,0.0799,-0.0034,0.03,0.7196,-0.0294,BRCACancer
C02,-0.1063,-0.0329,0.0605,-0.0142,0.1141,0.7018,-0.0234,BRCACancer
C03,-0.1345,-0.1197,-0.0435,0.0141,0.1856,0.6844,-0.0647,BRCACancer
C04,-0.0951,-0.0836,0.1726,-0.0458,0.0758,0.3443,-0.0448,Control
C05,-0.1067,-0.07,0.1157,0.0584,0.0392,0.3752,-0.0675,BRCACancer
C06,-0.1237,-0.0371,0.0928,-0.0997,-0.0306,0.1231,-0.0727,Control
C07,-0.1237,-0.0426,0.1056,0.025,0.0909,0.4949,0.0846,Control
C08,-0.1504,-0.0698,0.1505,0.0105,0.0817,0.5132,-0.0455,Control
C09,-0.0724,-0.0436,0.1607,-0.022,0.105,0.3441,0.0503,Control
C10,-0.0988,-0.0959,0.1045,-0.0532,0.08,0.5736,0.0206,BRCACancer
C11,-0.0611,-0.1084,0.0833,-0.0344,0.121,0.5265,-0.0277,Control
C12,-0.1033,-0.0415,0.0821,-0.1199,0.0605,0.3725,0.0215,BRCACancer
D01,-0.0742,-0.033,0.1318,-0.0559,0.016,0.419,0.0752,BRCACancer
D02,-0.1461,-0.1505,0.0836,-0.0887,0.0693,0.6431,-0.0994,BRCACancer
D03,-0.0521,-0.017,0.1002,-0.0506,0.0888,0.4666,0.0235,BRCACancer
D04,-0.1429,-0.1233,0.0265,-0.1438,0.0616,0.474,-0.0256,BRCACancer
D05,-0.0941,-0.0062,0.1054,-0.045,-0.0779,0.5133,-0.0032,BRCACancer
D06,-0.127,-0.0729,0.138,0.0089,0.065,0.6533,-0.0443,BRCACancer
D07,-0.1399,-0.0707,0.1045,-0.0546,0.054,0.5265,-0.0507,Control
D08,-0.0824,-0.0422,0.1656,-0.0742,0.0802,0.4522,0.0554,Control
D09,-0.1572,-0.0058,0.0882,0.0298,-4e-04,0.5735,0.0462,Control
D10,-0.0662,-0.0746,0.1168,-0.0134,-0.0622,0.3951,0.0566,Control
D11,-0.0161,-0.0454,0.2322,0.0449,0.0266,0.2813,0.0211,Control
D12,-0.1067,-0.0517,0.1129,-0.0745,0.0053,0.4469,-0.0848,Control
E01,-0.0261,-0.0312,0.0617,-0.024,-0.0097,0.3746,-0.0035,BRCACancer
E02,-0.1371,-0.0447,-0.0277,0.0544,0.0406,0.7237,-0.0347,Control
E03,-0.0532,-0.0446,0.0783,-0.0915,0.1012,0.5709,-0.014,Control
E04,-0.1224,-0.058,0.0171,0.3181,0.0539,0.6571,-0.1497,Control
E05,-0.1316,-0.0462,0.0941,-0.0101,0.1267,0.6027,-0.0147,Control
E06,-0.147,0.1159,0.0569,-0.0655,0.0553,0.6262,0.0784,BRCACancer
E07,-0.1092,-0.1089,0.0695,-0.0038,0.0602,0.5436,-0.0317,BRCACancer
E08,-0.1261,-0.0492,0.028,-0.0237,0.0395,0.5827,-0.0787,Control
E09,-0.0952,-0.0261,-0.0519,0.0056,0.0189,0.615,-0.0113,BRCACancer
E10,-0.1377,-0.0114,0.0443,0.0085,0.0655,0.7644,0.0026,BRCACancer
E11,-0.1,-0.0117,0.0682,-0.0929,0.0642,0.4007,0.0146,Control
E12,-0.1377,-0.0173,0.0692,0.0439,-0.0459,0.4052,-0.0797,BRCACancer
F01,-0.1743,-0.1019,0.0526,-0.0329,0.1802,0.582,-0.0376,Control
F02,-0.1262,-0.089,-0.0023,-0.0174,0.0555,0.6709,-4e-04,Control
F03,-0.0863,-0.0862,0.0337,-0.0371,0.0732,0.5525,-0.0752,Control
F04,-0.0944,-0.0961,0.0624,-0.0493,0.0379,0.5141,-0.0642,Control
F05,-0.0907,-0.0423,0.0835,-0.0094,0.062,0.5824,-0.0619,Control
F06,-0.1829,-0.1116,0.0504,-0.1419,0.0928,0.5276,0.0111,Control
F07,-0.1002,-0.1677,0.1051,-0.0822,0.1324,0.5497,-0.0161,Control
F09,-0.1376,-0.1364,0.0386,0.0043,0.0381,0.824,-0.0455,Control
F10,-0.1332,-0.0939,0.0317,0.018,0.0951,0.747,-0.1009,Control
F11,-0.0749,-0.0707,0.0602,-0.0018,0.0875,0.6066,-0.0787,Control
F12,-0.1277,-0.0469,0.0539,-0.07,0.028,0.5716,-0.0773,Control
G01,-0.078,-0.0312,0.1583,0.0031,0.0721,0.6435,-0.0278,Control
G02,-0.0231,-0.0822,0.1322,0.0347,-0.0457,0.5153,-0.1258,Control
G03,-0.1539,-0.0466,0.1198,0.0804,0.0558,0.6292,-0.0589,Control
G04,-0.104,-0.1024,0.0503,0.0076,-0.0137,0.719,-0.0026,BRCACancer
G05,-0.0677,-0.0462,0.1367,-0.1225,0.0236,0.2755,-0.0332,BRCACancer
G06,-0.171,-0.0104,0.1001,-0.0276,0.0616,0.6325,0.0129,BRCACancer
G07,-0.106,0.0175,0.0905,-0.0745,-0.0108,0.511,-0.033,Control
G08,-0.1519,-0.0503,0.0545,0.0018,0.0696,0.5108,-0.0266,Control
G09,-0.0349,-0.0787,0.1138,-0.1256,0.0065,0.4188,-0.0401,Control
G10,-0.0969,-0.0567,0.0779,-0.0409,0.1322,0.4832,0.0585,BRCACancer
G11,0.0292,-7e-04,0.1277,0,0.0593,0.2214,-0.1491,BRCACancer
G12,-0.0817,-0.0144,0.0724,-0.1026,0.0561,0.5147,-0.0351,BRCACancer
H01,-0.1189,0.0087,0.0674,-0.0241,0.1223,0.4124,-0.0191,Control
H02,-0.0158,-0.1059,0.0633,-0.0586,-0.0169,0.4311,-0.008,Control
H03,-0.0662,0.0078,0.1307,-0.1597,0.0723,0.5047,-0.0096,Control
H04,-0.0837,-0.0488,0.0897,0.023,0.1818,0.5985,-0.0947,Control
H06,-0.0664,-0.1161,0.0782,0.1018,0.1118,0.4561,0.055,Control
H07,-0.0937,-0.0571,0.1063,-0.0671,0.1836,0.3324,-0.0561,BRCACancer
H08,-0.0744,-0.077,0.1044,-0.1504,0.07,0.3672,-0.0432,BRCACancer
H09,-0.0747,0.0346,0.151,-0.1444,0.0244,0.148,-0.0455,BRCACancer
H10,-0.051,0.0075,0.1333,-0.0395,0.2715,0.3859,-0.0551,BRCACancer
H11,-0.0895,-0.0665,0.0895,-0.0355,0.0571,0.5661,-0.0415,BRCACancer
H12,-0.1251,-0.0686,0.1215,-0.0527,0.0234,0.5918,-0.0474,BRCACancer
I01,-0.0845,-0.0989,0.0226,-0.0363,0.1244,0.4588,-0.0399,Control
I02,-0.121,-0.0627,0.0579,0.1052,0.2086,0.3888,0.0592,Control
I03,-0.1085,-0.0584,0.235,-0.0997,0.0539,0.2956,-0.0303,Control
I04,-0.0637,-0.0725,0.0624,-0.0111,0.0134,0.6715,-0.0212,Control
I05,-0.0661,-0.0371,0.2303,-0.0644,0.0371,0.6373,-0.0099,Control
I06,-0.1206,-0.0571,0.1359,-0.0544,0.0658,0.5977,-0.0594,Control
I07,-0.1575,0.0129,0.0029,-0.0462,0.0882,0.624,-0.0424,Control
I08,-0.0743,-0.0874,0.1427,-0.0905,0.0983,0.6417,-0.0111,Control
I09,-0.1013,0.0099,0.1783,0.0398,0.1537,0.4621,0.0118,Control
I10,-0.1252,-0.0513,0.0778,0.0184,0.0473,0.6909,-0.0242,Control
I11,-0.0338,0.049,0.0714,-0.0341,0.0972,0.5223,-0.0207,Control
I12,-0.1397,-0.0578,0.1159,-0.0361,0.0549,0.5808,-0.1315,Control
I13,-0.082,-0.0803,0.1023,-0.0906,0.0841,0.542,0.0424,Control
J01,-0.0526,-0.1643,0.0887,-0.0088,0.0336,0.3479,-0.001,Control
J02,-0.0961,-0.0327,0.0208,-0.0035,0.0206,0.5014,-0.1061,Control
J03,-0.0687,-0.1196,0.0642,0.1066,0.0624,0.6915,-0.0067,Control
J04,-0.1141,-0.069,0.1033,-0.1274,0.0135,0.6559,-0.027,Control
J05,-0.2174,-0.0368,0.012,-0.1,0.084,0.5521,-0.0129,Control
J06,-0.099,0.0694,0.1021,-0.0743,0.0863,0.4982,-0.0027,Control
J07,-0.1016,-0.0541,0.1406,-0.0395,0.0176,0.7162,-0.0117,Control
J08,-0.1521,-0.013,0.0928,-0.1684,0.1486,0.519,0.0325,Control
J09,-0.1704,0.033,-0.0425,0.0486,0.0437,0.3665,-0.0757,Control
J10,-0.1148,-0.1002,0.0097,-0.1056,0.0308,0.5569,-0.0505,Control
J11,-0.1267,-0.069,0.0396,-0.0123,0.207,0.318,0.0164,Control
J12,-0.1157,-0.0658,0.0897,0.0607,0.0174,0.354,-0.0602,Control
K01,-0.1398,-0.0415,0.0756,-0.0105,0.0347,0.7218,-0.0487,BRCACancer
K02,-0.1519,-0.0501,0.0885,-0.023,0.0469,0.7496,-0.0249,BRCACancer
K03,-0.0924,0.0072,0.142,-0.0557,0.1196,0.4955,-0.0498,BRCACancer
K04,-0.132,-0.1263,0.0526,-0.0137,0.1056,0.5278,-0.0345,BRCACancer
K05,-0.0892,-0.0825,0.04,0.1305,0.0364,0.4259,-0.105,Control
AA_RR-849,-0.1174,-0.0403,0.1407,-0.0323,0.0536,0.3877,-0.0139,BRCACancer
AE_RR-3300,-0.1209,0.0041,0.0784,0.0267,0,0.7923,-4e-04,Control
AF_RR-3276,-0.0915,-0.0435,0.027,-0.2398,0.0997,0.427,-0.0262,Control
AG_RR-3298,-0.0968,-0.0196,0.0277,-0.0361,0.0629,0.3833,0.0642,Control
AH_RR-3295,-0.1319,-0.0561,0.1237,0.0186,0.0594,0.5684,-0.0808,Control
AI_RR-3291,-0.159,-0.0972,0.0825,-0.0573,0.006,0.6929,-0.0585,Control
AJ_RR-3296,-0.0687,0.0051,0.1557,0.0704,0.0473,0.445,0.0302,Control
AM_RR-1949,-0.0959,-0.0122,0.0094,-0.0619,0.044,0.3041,0.035,Control
AN_RR-3297,-0.0817,-0.0997,0.0748,-0.0441,0.0404,0.4344,-0.0608,Control
AO_RR-3288,-0.1105,-0.0339,0.1288,-0.0377,0.0081,0.6289,-0.067,Control
AP_RR-3280,-0.1087,-0.0131,0.0876,-0.0937,-0.0011,0.4179,-0.0572,Control
AR_RR-3278,-0.1624,-0.0577,0.0461,-0.0468,0.0637,0.5858,0.0157,Control
AS_RR-3277,-0.0556,-0.1127,0.2227,-0.0115,0.0355,0.5111,-0.0465,Control
A_RR96-12,-0.139,-0.0515,0.0867,-0.0216,0.0506,0.5621,-0.0337,BRCACancer
B_RR-1519,-0.1065,0.0174,0.048,0.0818,0.1895,0.561,-0.0736,BRCACancer
C_RR-3293,-0.0568,-0.0242,0.0566,0.0063,0.1208,0.6058,-0.0344,BRCACancer
D_RR-3301,-0.0658,-0.1371,0.1092,0.0337,0.0335,0.4686,0.0124,BRCACancer
E_RR-2070,-0.1885,-0.0678,0.0806,-0.0289,0.029,0.6786,0.007,BRCACancer
J_RR-1226,-0.123,0.032,0.0166,0.1192,-0.003,0.606,0.0035,BRCACancer
K_RR-3290,-0.1,-0.0167,0.1039,0.0368,0.0116,0.8527,0.0176,Control
L_RR-3286,-0.1516,0.0161,-0.0334,0.037,0.1116,0.7035,-0.0663,Control
N_RR-3294,-0.2062,-0.1136,0.0242,-0.114,0.0334,0.3497,-0.1243,Control
O_RR-3285,-0.1368,-0.0229,0.0602,-0.1154,0.0756,0.5274,-0.0104,Control
P_RR-3274,-0.1066,-0.1051,0.083,-0.0694,0.0146,0.4948,-0.056,Control
Q_RR-3283,-0.125,-0.0967,0.096,-0.1559,0.1212,0.6335,-0.0654,Control
RR-3275,-0.0397,-0.1557,0.1576,-0.0284,0.077,0.4954,-0.0987,Control
RR-3281,-0.1525,-0.1154,0.1399,-0.1652,0.012,0.2221,-0.161,Control
RR-3287,-0.0296,-0.1086,0.1302,0.0359,0.081,0.4626,-0.0943,BRCACancer
RR-3289,-0.1176,-0.0381,0.0253,0.0367,0.0578,0.6026,0.0191,Control
RR-3299,-0.088,-0.0809,0.1055,0.0846,0.1867,0.5058,0.0239,BRCACancer
T_RR-3292,-0.1736,-0.0423,0.0837,-0.1493,0.0425,0.5402,-0.1117,Control
U_RR-2236,-0.1077,-0.0843,0.0732,-0.0048,0.0714,0.7585,0.0357,BRCACancer
V_RR-1455,-0.1644,-0.0962,0.0539,-0.0081,0.25,0.521,-0.0399,BRCACancer
W_RR-922,-0.0818,-0.0188,0.0474,-0.0217,0.1101,0.556,-0.0186,BRCACancer
