@relation data

@attribute id string
@attribute 3265 numeric
@attribute 51378 numeric
@attribute 5781 numeric
@attribute 7010 numeric
@attribute 6464 numeric
@attribute 3845 numeric
@attribute 285 numeric
@attribute 284 numeric
@attribute 2888 numeric
@attribute 5290 numeric
@attribute 9046 numeric
@attribute 5291 numeric
@attribute 2886 numeric
@attribute 4893 numeric
@attribute 2885 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4236,-0.013,0.5566,-0.079,0.7565,1.5967,-0.0652,0.1491,0.1166,1.5746,1.8308,1.5626,-0.0621,2.7938,1.6355,1.4982,0.2071,1.1256,Control
A02,0.3716,-0.1659,0.4031,-0.1216,0.8046,1.3547,-0.1408,-0.0069,0.0403,1.3014,1.8088,1.4139,-0.0522,2.9993,1.481,1.1993,0.1689,0.9005,Control
A03,0.3757,-0.0837,0.48,-0.1137,0.7989,1.6527,-0.064,0.0205,0.0225,1.3967,2.1774,1.4596,-0.0224,3.0903,1.7658,1.3339,0.2691,1.1275,Control
A04,0.3609,-0.0802,0.3995,-0.0903,0.8019,1.1951,-0.0447,0.027,0.1386,1.353,1.7151,1.4002,0.0215,3.0364,1.4795,1.4882,0.2883,1.028,Control
A05,0.4772,-0.1121,0.4857,-0.0828,0.8988,1.4096,-0.0768,0.1196,0.2524,1.4836,2.1966,1.8548,-0.0322,3.3113,1.8562,1.3381,0.3996,1.0464,Control
A06,0.2467,-0.1281,0.4941,-0.1182,0.7671,1.4336,-0.1012,0.0072,0.1006,1.3845,1.9322,1.4475,-0.1217,2.8748,1.5705,1.3761,0.1914,0.8852,Control
A07,0.364,-0.1125,0.5361,-0.118,0.7989,1.7064,-0.0945,0.0666,0.0946,1.5934,2.0129,1.5467,-0.0661,2.9085,1.8609,1.6231,0.2011,1.1765,Control
A08,0.2967,-0.0897,0.621,-0.086,0.784,1.6216,-0.0207,-0.0222,-0.0048,1.7501,1.5712,1.5683,-0.0779,2.6904,1.7198,1.714,0.168,1.467,Control
A09,0.349,-0.1257,0.4602,-0.0831,0.7778,1.5553,-0.06,0.1519,0.1132,1.4582,1.9503,1.4714,-0.0693,2.8883,1.8278,1.5464,0.1702,0.9988,Control
A10,0.398,-0.1081,0.5199,-0.0718,0.79,1.4415,-0.069,0.2292,0.2428,1.6941,1.91,1.7523,0.0212,2.9966,1.802,1.6535,0.2665,1.3316,Control
