@relation data

@attribute id string
@attribute 130367 numeric
@attribute 1455 numeric
@attribute 166929 numeric
@attribute 5007 numeric
@attribute 56848 numeric
@attribute 253782 numeric
@attribute 10087 numeric
@attribute 91012 numeric
@attribute 8613 numeric
@attribute 340485 numeric
@attribute 123099 numeric
@attribute 9218 numeric
@attribute 8877 numeric
@attribute 5587 numeric
@attribute 8879 numeric
@attribute 79603 numeric
@attribute 259230 numeric
@attribute 29956 numeric
@attribute 55331 numeric
@attribute 55304 numeric
@attribute 81537 numeric
@attribute 8560 numeric
@attribute 125981 numeric
@attribute 151742 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 204219 numeric
@attribute 9217 numeric
@attribute 10558 numeric
@attribute 9517 numeric
@attribute 2531 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2556,0.6328,1.1529,1.0671,0.188,0.5669,1.1663,0.8148,0.0152,0.1467,0.4126,1.4852,0.2215,-0.1107,1.1527,0.285,0.5662,1.6117,0.6034,-0.0916,0.5966,1.4535,0.2519,0.1023,0.2455,0.0943,-0.0312,0.9227,1.2807,0.929,0.8949,Control
A02,0.1839,0.5542,0.9066,0.7914,0.1344,0.3088,1.1152,0.602,0.0728,0.0606,0.3506,1.1012,0.1089,-0.1167,1.043,0.1416,0.2793,1.6648,0.3307,-0.1418,0.4487,1.3442,-0.0135,0.0564,0.0887,0.0759,-0.1178,0.6407,1.132,0.7065,0.6207,Control
A03,0.2635,0.6606,1.2407,1.0097,0.2115,0.4164,1.2384,0.724,0.0545,0.1002,0.4064,1.3611,0.1508,-0.1366,1.2901,0.1907,0.4065,1.6271,0.6125,-0.1412,0.6595,1.2295,0.029,0.2677,0.1119,0.0687,-0.1723,0.7541,1.2247,1.0269,0.6371,Control
A04,0.1944,0.6876,0.9262,0.9622,0.1836,0.3711,1.1355,0.6098,-0.0072,0.0323,0.472,1.1097,0.1936,-0.0857,1.0968,0.2762,0.3218,1.7925,0.3376,-0.1302,0.4715,1.3607,-7e-04,0.1058,0.1458,0.105,-0.0899,0.6812,1.0209,0.649,0.6646,Control
A05,0.1201,0.7996,1.8651,1.054,0.2676,0.4952,1.3185,0.7323,-0.0011,0.1432,0.4172,1.2781,0.3432,-0.094,1.3052,0.2977,0.4674,1.9786,0.6715,-0.0734,0.6963,1.5354,0.0086,0.2266,0.0723,0.1395,-0.0649,0.8453,1.251,0.9574,0.6725,Control
A06,0.0654,0.5528,1.61,0.9848,0.1687,0.4246,1.1112,0.6435,0.0068,0.0702,0.3963,1.2736,0.0529,-0.1688,1.1571,0.177,0.3963,1.625,0.4174,-0.0899,0.4586,1.2539,0.0507,0.1999,0.1002,-0.0012,-0.1453,0.7362,1.146,0.8419,0.6238,Control
A07,0.1924,0.6381,1.5001,0.99,0.1543,0.7763,1.3957,0.7601,-0.0174,0.0973,0.3641,1.4912,0.0775,-0.1302,1.2587,0.2485,0.6284,1.7024,0.6359,-0.1359,0.6842,1.3473,0.0604,0.3936,0.1737,0.1182,-0.1138,0.8783,1.3148,1.0586,0.5513,Control
A08,0.1332,0.4982,1.0678,0.9448,0.1075,0.8729,1.376,0.7717,-0.0648,0.2405,0.3765,1.5317,0.0506,-0.1112,1.0929,0.1695,0.7113,1.3481,0.5691,-0.0637,0.6464,1.0973,0.0299,0.4906,0.3339,0.025,-0.0445,0.9146,1.2134,0.9801,0.6593,Control
A09,0.1893,0.6105,1.0912,0.9346,0.1377,0.61,1.1856,0.6963,0.0784,0.0517,0.3307,1.3655,0.0325,-0.1226,1.209,0.2324,0.5845,1.6645,0.5785,-0.0772,0.6042,1.3373,-0.014,0.2583,0.1733,0.1228,-0.1334,0.7974,1.1925,0.9087,0.6875,Control
A10,0.176,0.6179,1.3565,0.9288,0.189,0.6062,1.336,0.6696,0.0718,0.1125,0.4322,1.3839,0.2084,-0.1135,1.1824,0.1594,0.6153,1.8817,0.6368,-0.1275,0.6169,1.3023,0.0787,0.3402,0.0981,0.1028,-0.0872,0.9025,1.2157,0.922,0.6025,Control
