@relation data

@attribute id string
@attribute 1029 numeric
@attribute 1869 numeric
@attribute 25 numeric
@attribute 25885 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 51082 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 5925 numeric
@attribute 6909 numeric
@attribute 7157 numeric
@attribute 7291 numeric
@attribute 84172 numeric
@attribute 9533 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.1299,0.1718,0.3986,0.8474,1.412,1.5122,1.1085,1.6169,1.8391,1.4782,0.6432,1.0662,-0.0022,0.7723,-0.0605,0.9238,1.0044,Control
Utah__A02,0.071,-2e-04,0.2831,0.6118,1.1895,1.03,0.8666,1.3286,2.0614,1.1561,0.4992,0.8166,-0.0059,0.5902,0.0652,0.6646,0.7118,Control
Utah__A03,0.182,0.2275,0.4244,0.8415,1.5968,0.8428,1.0766,1.4291,2.1951,1.3011,0.7305,1.0876,0.0394,0.8387,0.0868,0.8007,0.868,Control
Utah__A04,0.0708,0.0886,0.3442,0.7331,1.1684,1.4116,1.0346,1.383,2.1245,1.4673,0.4506,0.8373,0.0746,0.598,0.1586,0.7808,0.8161,Control
Utah__A05,0.1632,0.2641,0.391,0.8951,1.3876,1.1201,1.0762,1.5208,2.1197,1.3057,0.6788,1.0736,0.0637,0.7928,0.1155,0.8657,0.8791,Control
Utah__A06,-0.0228,0.1512,0.3918,0.6976,1.2594,1.2447,1.0664,1.4163,1.9994,1.3466,0.5315,0.9123,0.0292,0.6071,0.0558,0.7634,0.7892,Control
Utah__A07,0.0382,0.0944,0.4363,0.793,1.4421,1.1522,1.1954,1.6368,1.974,1.6128,0.7067,1.0503,0.0056,0.6983,0.0097,0.7599,1.0243,Control
Utah__A08,0.0746,0.2278,0.5511,0.8134,1.4586,1.1048,1.2048,1.8021,2.0798,1.7107,0.7992,1.1154,0.0127,0.6576,-0.1076,0.7997,0.8241,Control
Utah__A09,0.1023,0.1499,0.3852,0.6455,1.3379,1.1929,1.0504,1.4941,1.9891,1.5301,0.5778,1.0658,-0.0348,0.5363,0.0794,0.5719,0.7726,Control
Utah__A10,0.1162,0.1431,0.4235,0.8118,1.402,0.9518,1.1741,1.743,2.143,1.6455,0.709,0.9902,0.0119,0.5893,0.0328,0.8222,0.9178,Control
Utah__A11,0.0575,0.0726,0.4148,0.5207,1.2621,0.9927,0.8819,1.2242,1.5704,1.2045,0.4206,0.8532,0.0279,0.5293,-0.2097,0.3191,0.6025,Control
