@relation data

@attribute id string
@attribute 10454 numeric
@attribute 1378 numeric
@attribute 1432 numeric
@attribute 1535 numeric
@attribute 2002 numeric
@attribute 2212 numeric
@attribute 2214 numeric
@attribute 23118 numeric
@attribute 2353 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 3460 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3565 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3654 numeric
@attribute 3676 numeric
@attribute 3684 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 3725 numeric
@attribute 4615 numeric
@attribute 4688 numeric
@attribute 4689 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4843 numeric
@attribute 51135 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5600 numeric
@attribute 5603 numeric
@attribute 5743 numeric
@attribute 5777 numeric
@attribute 5970 numeric
@attribute 6300 numeric
@attribute 65108 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 718 numeric
@attribute 7189 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2804,1.1625,1.4426,1.4613,0.4312,0.5663,1.0327,1.8011,2.8983,1.8408,2.2511,0.6301,3.0447,1.5255,0.064,3.1376,1.0901,0.7344,2.1285,1.3647,-0.0393,1.5545,-0.2431,0.0395,0.0496,-0.0509,0.6257,2.6951,1.6048,2.4355,2.2417,1.8654,1.1832,1.3192,1.4781,2.4812,0.788,1.6889,2.2235,0.878,-0.0259,2.0121,1.0332,1.7309,1.0783,-0.0276,0.9875,2.2148,1.806,1.4148,-0.1615,1.3397,2.3959,1.4603,2.0162,0.063,0.0717,1.9375,2.4406,0.4095,-0.0146,0.8106,Control
Utah__A02,0.1772,0.8626,1.1508,1.4757,0.2767,0.4012,1.7383,1.4216,1.0191,1.9724,2.3441,0.5394,3.2633,1.414,0.2722,3.6276,1.0826,1.6345,2.0411,1.3784,0.1474,0.7205,-0.2101,-0.0722,0.0278,-0.052,0.5548,2.442,1.728,2.1547,2.3892,1.6142,1.0583,0.8029,1.747,2.6353,0.55,1.279,2.0678,0.7342,0.0249,1.6504,0.6697,1.6299,1.0214,-0.0188,0.9234,0.5809,1.8835,1.23,-0.0835,1.3786,2.5766,1.1513,2.0252,0.0756,0.0059,1.5387,2.4631,0.4322,0.0635,0.7424,Control
Utah__A03,0.237,0.931,1.3711,1.5017,0.3461,0.6092,2.0888,1.3773,2.3465,2.2167,2.32,0.6168,3.2587,1.698,0.0989,3.3288,0.3109,2.2035,2.0254,1.5679,-0.0719,0.8663,-0.2254,0.1952,0.0514,0.0619,0.6877,2.7204,1.971,2.3137,2.5258,1.7735,1.4846,1.2073,1.9692,2.6823,0.9503,1.4481,2.7745,1.0606,-0.016,1.9073,0.9489,1.8758,1.0584,0.0192,0.9564,0.6453,1.9537,1.459,-0.0697,1.2104,2.9498,1.3066,2.2099,0.1594,0.0396,1.9723,2.8054,0.5375,0.1874,0.9056,Control
Utah__A04,0.1192,0.9282,1.2559,1.1984,0.3725,0.5026,1.4385,1.5642,1.5126,1.9243,2.1154,0.7192,3.256,1.1807,0.1989,3.5778,0.0915,0.6827,1.8933,1.0777,0.1252,0.4163,0.0048,-0.0464,0.2051,-0.0711,0.6186,2.7132,1.7924,2.3772,2.442,1.9636,0.8542,1.3091,1.8283,2.7057,0.6436,1.4307,2.2888,0.8456,-0.0311,1.4808,0.7891,1.7145,1.0435,0.1305,1.0754,0.4503,1.8892,1.4617,0.0483,1.5356,2.4101,1.2606,2.16,0.0673,0.1117,1.4205,2.264,0.3432,-0.0217,0.7685,Control
Utah__A05,0.2521,1.3084,1.5137,1.5538,0.4351,0.7067,1.9037,1.5814,1.9653,2.2998,2.5246,0.7657,3.3307,1.4126,0.2537,3.5296,1.1502,0.6381,2.31,1.5432,0.1089,0.6999,-0.1382,0.0633,0.1003,-0.0381,0.8184,2.5696,2.2744,2.205,2.6261,1.886,1.2997,1.2428,2.0997,3.0786,1.1677,1.5153,2.4787,1.0843,0.0087,1.7397,0.9233,1.9408,1.1978,0.0999,0.9611,0.7608,2.0146,1.5159,0.0263,1.5087,2.6902,1.3929,2.5111,0.0423,0.0054,2.0974,2.9743,0.365,0.1125,0.825,Control
Utah__A06,0.2171,0.9966,1.2007,1.4725,0.3874,0.7288,1.5514,1.4081,3.1061,1.9422,2.406,0.6325,3.1875,1.5093,0.1825,3.3593,0.2693,0.0789,2.2008,1.4135,0.1683,0.7341,-0.1418,0.0319,0.0585,-5e-04,0.6275,2.2539,2.3146,2.008,2.4693,1.7775,1.0757,0.8136,1.7849,2.8476,0.8148,1.3528,2.4894,0.8697,-0.0127,1.6493,0.8755,1.8446,0.9874,-0.0898,0.8385,0.7428,1.8259,1.312,-0.1287,1.2403,2.2501,1.2752,2.0528,0.0753,0.0395,1.8641,3.0746,0.4132,0.0597,0.7493,Control
Utah__A07,0.2529,1.1138,1.592,1.3394,0.2834,0.7275,1.7759,1.7287,2.7089,1.8919,2.2993,0.7661,2.8594,1.3639,0.0756,3.3186,0.2407,0.9899,2.2185,1.3774,0.0628,1.2177,-0.0543,0.0802,-0.01,-0.0347,0.6122,2.7415,1.8592,2.4902,2.3566,2.0162,1.4165,1.2402,1.7324,2.8106,0.8027,1.6808,1.9854,0.8257,-0.0541,1.9387,1.2903,1.882,0.9702,-0.077,0.9238,0.8905,1.8391,1.2303,-0.1294,1.4069,2.2354,1.5008,2.0773,0.0633,-0.043,2.2541,2.6805,0.4675,-0.0153,0.9049,Control
Utah__A08,0.1911,0.9163,1.6309,1.2587,0.3073,0.2577,1.5127,1.9423,1.6836,1.5099,1.9586,0.401,2.6,1.2623,0.1471,2.8904,0.2157,0.8299,1.8401,1.3456,-0.0116,0.4423,-0.1634,0.0187,-0.0035,-0.038,0.5236,3.0939,1.5443,2.3245,2.0667,2.3186,1.4627,0.8862,1.5837,2.3514,0.5586,1.8517,1.9135,0.7227,0.0139,1.8407,1.3963,1.9122,0.9939,-0.0922,0.7799,0.4104,1.6796,1.2164,-0.107,1.1513,2.6061,1.6185,1.7626,0.0473,0.0996,1.7506,2.0962,0.2445,0.1905,0.8033,Control
Utah__A09,0.1756,0.8596,1.435,1.2681,0.3567,0.444,2.0232,1.7492,2.2224,1.4803,1.9645,0.3074,2.8203,1.109,0.1972,3.0509,0.2228,0.813,1.9492,1.2777,0.0845,0.5926,-0.2085,0.1634,0.1572,-0.0703,0.5653,2.8372,1.6578,2.6012,2.3276,1.9464,1.3629,0.9959,1.5714,2.6372,0.8346,1.6,2.2018,0.808,0.0433,1.8071,1.2298,1.8315,0.99,-0.0205,0.8347,0.6069,1.8284,1.304,-0.0855,1.4351,2.4514,1.3452,2.061,0.0666,0.0242,1.8838,2.5342,0.3484,0.0555,0.7418,Control
Utah__A10,0.2623,1.3602,1.7367,1.3794,0.3201,0.6087,1.4257,1.7556,3.187,1.8458,2.3878,0.3703,2.9707,1.21,0.1049,3.2873,1.1195,1.5987,2.2227,1.3818,-0.0373,1.4944,-0.1695,0.1564,0.0227,-0.0612,0.6289,2.9398,2.0385,2.7505,2.3465,2.0644,1.4231,1.3751,1.7444,2.8865,0.8922,1.6339,2.1342,0.8096,0.0015,1.7708,1.2971,1.9225,0.9237,-0.0018,0.996,1.134,1.8549,1.2969,0.0165,1.3724,2.7478,1.6039,2.1105,0.0925,0.0419,2.5528,2.7952,0.4505,0.0677,0.9223,Control
Utah__A11,0.1351,0.632,1.1233,1.2425,0.307,0.3249,1.8083,1.3488,2.8409,1.3249,1.7397,0.3657,2.8884,0.9221,0.1309,3.194,0.4223,1.7846,1.5924,1.1203,0.09,0.6314,-0.1985,-0.1035,-0.1012,0.0392,0.5158,2.2748,1.7572,2.4501,2.3512,1.6217,0.9662,1.0715,1.19,2.2493,0.6116,1.1125,2.0686,0.6536,-0.0385,1.7687,0.9582,1.8048,0.9765,-0.0624,0.7966,0.6399,1.7052,1.1956,-0.113,1.0411,1.4823,1.0633,2.0248,0.1146,0.0278,1.3526,2.5177,0.1872,-3e-04,0.7483,Control
Utah__A12,0.0696,0.5941,0.8493,0.7577,0.1436,0.1058,1.7899,1.1995,0.8747,1.2325,1.8084,0.4714,2.5652,0.6983,0.2554,3.2817,1.4399,0.728,1.6677,0.7735,0.1761,0.4221,-0.1636,0.1685,-0.0047,0.1071,0.1702,1.9491,0.9552,1.8175,1.7763,1.3664,0.4496,0.7127,1.2792,2.2371,0.2646,1.0664,1.6783,0.4964,-0.0011,0.9909,0.4893,1.2884,0.6537,-0.2465,0.6695,0.1681,1.3549,0.7846,-0.2273,1.0616,1.4875,0.8197,1.712,0.1544,0.0105,0.7856,1.4943,0.0949,-0.0088,0.4091,Control
Utah__B01,0.093,0.777,1.2183,1.095,0.1758,0.5302,1.1247,1.775,1.9307,1.4892,2.0121,0.3667,2.5758,1.4735,0.2031,2.8593,0.2103,0.1716,2.173,1.25,-0.0095,0.9846,-0.2116,0.1327,-0.2013,0.0799,0.1675,2.5478,1.0915,2.099,1.7165,1.7658,0.9717,0.9621,1.2536,2.2188,0.4252,1.5141,2.5522,0.5264,-0.0309,1.9258,0.9193,1.5393,0.7649,-0.3463,0.703,0.4178,1.5214,1.1788,-0.406,0.7867,2.2353,1.3462,1.6386,0.0729,0.2059,1.5377,1.8841,0.221,-0.0505,0.6996,Control
Utah__B02,0.2473,0.9219,1.3113,1.631,0.3923,0.5699,1.9054,1.6152,3.0541,2.049,2.4738,0.6907,3.3457,1.8712,0.1796,3.4823,0.1148,0.8544,2.3646,1.4524,0.1074,1.4302,-0.1473,0.1262,0.0301,-0.1005,0.6555,2.6729,1.6431,2.3005,2.4496,1.8441,0.9603,1.3562,1.8021,2.772,0.7012,1.4393,3.1122,0.9941,0.0401,1.9216,0.7534,1.7139,1.0793,0.0037,1.0242,0.976,1.9612,1.5668,-0.0206,1.4485,2.6152,1.34,2.0366,0.0835,0.124,1.9047,2.4056,0.4265,0.1469,0.8729,Control
Utah__B03,0.1583,1.0344,1.2964,1.3883,0.3166,0.5781,1.4989,1.7276,2.6415,1.77,2.2988,0.3318,2.9946,1.5317,0.1948,3.2169,1.0159,0.7853,2.3633,1.343,0.122,1.2116,-0.2215,0.1331,-0.093,-0.1091,0.495,2.831,1.6061,2.3513,2.2961,1.8402,1.0128,1.1569,1.5754,2.6657,0.6535,1.4807,2.6831,0.7242,0.0057,1.8931,0.8807,1.7231,0.9322,-0.0909,0.914,0.9254,1.786,1.3846,-0.1355,1.1772,2.431,1.3737,1.7544,0.0398,0.1701,2.0194,2.3322,0.1629,0.1031,0.889,BRCACancer
Utah__B04,0.2069,0.6773,1.5574,1.3421,0.2218,0.5669,1.2318,1.9384,0.8639,1.5149,2.0217,0.265,2.5105,1.4969,0.2028,2.6632,0.2728,0.8647,1.7332,1.2436,0.186,0.6154,-0.1581,0.0806,-0.0555,-0.0365,0.4569,3.1187,1.5213,2.6115,2.0841,2.1666,1.3155,0.8223,1.5204,2.1694,0.4392,1.6477,1.6768,0.6067,-0.0544,1.5019,1.5724,1.892,0.7103,-0.0903,0.8283,0.4896,1.5997,1.1066,-0.0923,1.1642,2.445,1.4161,1.8642,0.0602,-0.0332,1.8843,1.5152,0.3204,-0.0399,0.7544,BRCACancer
Utah__B05,0.037,0.5882,1.0531,1.5447,0.1931,0.2217,2.3199,1.3724,1.0309,1.7847,2.0999,0.6911,3.1847,1.4503,0.2273,3.3766,0.3128,0.2659,2.0497,1.2137,0.1511,1.751,-0.1394,0.2059,0.0377,0.0696,0.4789,2.5154,1.1874,2.2374,2.1983,1.7709,0.7915,0.6881,1.8138,2.0787,0.3353,1.2639,2.6534,0.849,-0.0424,1.509,0.8302,1.7712,0.8091,-0.1129,0.6254,0.4876,1.8143,1.2743,-0.1604,1.2231,2.1259,1.0362,2.1068,0.1443,0.0435,0.9064,1.8907,0.3651,0.2281,0.7887,BRCACancer
Utah__B06,-0.0841,0.5687,1.0091,1.222,-0.0943,0.4689,0.7725,1.3674,0.6734,1.5006,2.2572,0.2648,2.6002,1.2863,0.1632,2.8845,0.5698,0.4188,1.7818,1.003,0.435,0.5355,-0.0484,0.1645,-0.1737,0.152,0.0286,2.4239,1.0223,2.0964,1.6977,1.4117,0.734,0.3086,1.0216,2.3823,0.2467,1.2056,1.5007,0.2939,-0.1086,1.5786,0.6881,1.2783,0.5053,-0.3907,0.4015,0.1494,1.296,0.8016,-0.4228,0.6149,2.2731,1.0289,1.3579,0.0968,0.2262,1.4233,1.9739,0.0826,-0.16,0.5568,BRCACancer
