@relation data

@attribute id string
@attribute 1017 numeric
@attribute 10926 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 23649 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 5422 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 55388 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 81620 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 84515 numeric
@attribute 990 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.1608,0.5093,0.0219,0.588,1.0237,0.5117,0.8648,0.5505,1.0302,1.0146,1.5227,0.031,1.1606,1.1405,0.8528,0.5375,0.5853,0.3645,-0.0139,0.8679,0.3425,1.4412,0.8954,0.4075,0.0115,0.3664,0.0589,0.8131,0.0814,Control
Utah__A02,0.8381,0.3007,-0.007,0.3841,0.736,0.3183,0.6288,0.416,0.8851,0.6789,1.187,0.0077,0.7585,0.9182,0.5676,0.3419,0.3365,0.2585,-0.0748,0.602,0.226,1.2154,0.7374,0.2571,-0.0047,0.1384,0.0043,0.4083,-0.1415,Control
Utah__A03,1.1007,0.5555,0.0815,0.5034,0.9977,0.4678,0.7974,0.7149,1.2185,1.0195,1.3353,0.1914,0.8303,0.8777,0.7259,0.4507,0.519,0.3103,-0.0244,0.5826,0.3138,1.3645,0.8439,0.3125,0.1184,0.5145,0.094,0.6196,0.247,Control
Utah__A04,0.8526,0.395,0.0057,0.4076,0.7367,0.4082,0.6307,0.4317,1.0555,0.846,1.3126,0.0307,0.8413,0.9959,0.6191,0.3112,0.401,0.1998,-0.1056,0.5754,0.1708,1.3858,0.8374,0.2831,0.1734,0.2719,-0.1081,0.3978,-0.1461,Control
Utah__A05,1.0948,0.4567,0.182,0.43,0.9382,0.4766,0.7661,0.5157,1.1842,0.9726,1.4734,0.0854,0.9061,0.9657,0.7331,0.3978,0.501,0.3363,0.0024,0.6132,0.2288,1.3991,0.881,0.2969,0.2476,0.2456,0.1008,0.526,0.0984,Control
Utah__A06,0.8466,0.3647,-0.0505,0.475,0.8366,0.4016,0.6768,0.4426,0.988,0.7887,1.3019,0.0827,0.755,0.9009,0.5551,0.4454,0.439,0.2167,-0.1453,0.5446,0.19,1.297,0.8377,0.2424,-0.0131,0.2549,0.0163,0.4688,0.067,Control
Utah__A07,0.928,0.3915,0.1131,0.5579,0.8597,0.4634,0.7784,0.5874,1.0351,0.9479,1.425,0.1282,0.962,1.1407,0.8116,0.4947,0.4581,0.2928,-0.0978,0.6759,0.3846,1.3678,0.8948,0.3141,-0.0079,0.3948,0.0618,0.5323,0.1774,Control
Utah__A08,0.8394,0.4012,-0.1095,0.6366,0.8491,0.2308,0.7458,0.5147,0.8723,0.9058,1.2587,0.0151,1.051,1.2643,0.8461,0.5801,0.492,0.1836,-0.0291,0.6053,0.5355,1.357,0.734,0.2871,-0.0522,0.4051,0.0783,0.7003,-0.0566,Control
Utah__A09,0.8432,0.3511,-0.0386,0.4217,0.8256,0.3402,0.652,0.4007,1.0322,0.9042,1.2757,0.0499,0.8943,0.9826,0.6306,0.4681,0.4179,0.2222,-0.0897,0.7561,0.3055,1.3916,0.836,0.2351,-0.0462,0.1105,0.1107,0.5302,-0.0153,Control
Utah__A10,0.9391,0.3339,0.0127,0.5294,0.836,0.3165,0.7037,0.3861,0.9637,0.8804,1.2525,0.0666,1.0107,1.1849,0.8318,0.4808,0.4745,0.3581,-0.0662,0.5997,0.4123,1.4217,0.9032,0.2481,0.1026,0.2648,0.0245,0.3966,0.0326,Control
