@relation data

@attribute id string
@attribute 805 numeric
@attribute 5230 numeric
@attribute 801 numeric
@attribute 55276 numeric
@attribute 7167 numeric
@attribute 5260 numeric
@attribute 2992 numeric
@attribute 5261 numeric
@attribute 2203 numeric
@attribute 2997 numeric
@attribute 5224 numeric
@attribute 5223 numeric
@attribute 230 numeric
@attribute 2806 numeric
@attribute 4191 numeric
@attribute 4190 numeric
@attribute 2805 numeric
@attribute 5834 numeric
@attribute 5837 numeric
@attribute 5836 numeric
@attribute 5313 numeric
@attribute 2023 numeric
@attribute 5315 numeric
@attribute 5214 numeric
@attribute 10165 numeric
@attribute 5106 numeric
@attribute 5257 numeric
@attribute 5256 numeric
@attribute 5255 numeric
@attribute 5105 numeric
@attribute 178 numeric
@attribute 8789 numeric
@attribute 5213 numeric
@attribute 5210 numeric
@attribute 5211 numeric
@attribute 5209 numeric
@attribute 2597 numeric
@attribute 5208 numeric
@attribute 5207 numeric
@attribute 8908 numeric
@attribute 2027 numeric
@attribute 2026 numeric
@attribute 8402 numeric
@attribute 1468 numeric
@attribute 2632 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 8604 numeric
@attribute 5091 numeric
@attribute 7360 numeric
@attribute 5236 numeric
@attribute 808 numeric
@attribute 26330 numeric
@attribute 6576 numeric
@attribute 2821 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1541,1.6128,2.327,1.5286,0.041,0.0279,0.8662,0.5158,1.1152,0.7751,0.2423,0.4164,0.6856,0.5097,1.46,0.9397,0.6229,0.9352,0.3016,1.4277,-0.1697,1.7871,0.7028,0.6909,0.4125,0.4045,1.5026,0.7875,-0.1064,-0.1054,1.1414,-0.0942,0.6542,0.6607,1.1171,0.8749,0.3989,0.5996,-0.0812,-0.2125,0.2287,1.0552,1.1805,-0.0219,0.4049,0.8895,-0.0761,0.733,0.0986,1.4594,0.4381,2.0788,-0.0019,0.4871,1.0502,Control
A02,0.9777,1.3138,2.3401,1.4874,-0.0605,0.0474,0.8743,0.3542,1.2078,0.6079,0.2232,0.2452,0.4353,0.3421,1.4721,0.7659,0.4765,0.7872,0.1435,1.4069,-0.0443,1.7415,0.5101,0.5181,0.2927,0.2663,1.2723,0.5858,-0.1799,-0.0568,0.8305,-0.1332,0.285,0.5876,0.9504,0.6811,0.3144,0.5705,-0.1313,-0.1818,0.0388,0.7002,0.998,0.0187,0.3179,0.8034,-0.0066,0.5594,0.014,1.2572,0.3759,2.1743,-0.0846,0.48,1.0073,Control
A03,1.2312,1.6252,2.5223,1.5478,0.0386,0.1235,0.9933,0.5018,1.3051,0.7916,0.1667,0.2952,0.4535,0.488,1.5123,0.8623,0.5444,0.8841,0.1275,1.4934,-0.0454,1.7933,0.6352,0.5568,0.4792,0.4182,1.4945,0.7382,-0.1566,-0.1097,0.8913,-0.0987,0.444,0.8229,1.1272,1.1058,0.5757,0.5673,-0.1873,-0.1803,0.0612,0.65,1.2239,-0.0107,0.4399,0.8702,-0.0597,0.6202,0.0439,1.2826,0.5066,2.1303,-0.0086,0.5867,1.1168,Control
A04,1.025,1.3491,2.6032,1.4967,0.1375,0.124,0.8964,0.3962,1.0785,0.6602,0.2805,0.1609,0.5115,0.4196,1.6119,0.8784,0.3582,0.9022,0.1096,1.2989,-0.0254,1.8431,0.3886,0.449,0.361,0.2893,1.305,0.5986,-0.089,-0.1204,0.9589,-0.0655,0.3658,0.5662,1.1093,0.8292,0.4574,0.5188,-0.1461,-0.1115,0.0739,0.7637,1.075,0.1001,0.3444,0.9297,-0.0416,0.5325,0.0445,1.3514,0.406,2.2819,0.0085,0.6342,1.0251,Control
A05,0.9902,1.6063,2.287,1.7041,0.0877,-0.0148,0.943,0.6241,1.5888,0.816,0.3825,0.4036,0.6317,0.4996,1.6987,0.8272,0.4723,1.1985,0.1422,1.7042,-0.1143,1.8653,0.5839,0.5961,0.4506,0.4831,1.6116,0.7671,-0.1255,-0.1233,0.995,-0.081,0.4705,0.8331,1.2197,1.0617,0.5965,0.6834,-0.0806,-0.14,0.0581,0.8134,1.4203,0.0877,0.4739,0.9855,-0.0555,0.6238,0.0666,1.4178,0.5231,2.3833,0.0137,0.7068,1.0918,Control
A06,1.1486,1.5988,2.2428,1.5029,0.0271,0.0934,0.9418,0.422,1.5424,0.6506,0.124,0.3648,0.5232,0.4481,1.4874,0.7469,0.5812,0.9231,0.0839,1.5891,-0.1431,1.81,0.6519,0.3685,0.4375,0.3288,1.4328,0.7297,-0.1519,-0.1389,0.8857,-0.2991,0.3665,0.7999,0.9943,1.1807,0.4005,0.6085,-0.1603,-0.2401,-0.0152,0.7462,1.2063,-0.0571,0.4028,0.8946,-0.132,0.527,0.0393,1.2017,0.4443,2.1363,-0.0533,0.3981,1.0245,Control
A07,1.4495,1.5065,2.296,1.6602,-0.0215,0.1045,1.0435,0.4745,1.2345,0.6377,0.1883,0.2811,0.5496,0.4741,1.5043,0.811,0.5599,0.9143,0.2082,1.5024,-0.0545,1.7162,0.6428,0.4411,0.5483,0.4184,1.608,0.7297,-0.1584,-0.2084,0.9614,-0.2116,0.4426,0.7036,1.0382,0.8874,0.3096,0.7109,-0.1665,-0.1937,0.0178,0.7719,1.2813,1e-04,0.5401,0.8625,-0.1251,0.7023,0.0087,1.462,0.4707,2.1759,-0.0307,0.4775,1.0657,Control
A08,1.2527,1.6348,2.2139,1.2796,-0.0783,0.0226,0.898,0.3207,1.0322,0.66,0.0422,0.2189,0.5112,0.4541,1.414,0.8688,0.502,0.7543,0.1973,1.145,-0.1387,1.5982,0.6578,0.4638,0.742,0.2578,1.6326,0.7741,-0.1399,-0.1226,1.1089,-0.1208,0.4297,0.6733,0.958,0.9522,0.29,0.5057,-0.0546,-0.1677,0.0808,0.7233,0.9861,-0.0638,0.5634,0.7211,-0.0299,0.7111,0.0372,1.3734,0.5127,1.9205,-0.0639,0.4346,0.9927,Control
A09,0.951,1.4668,2.2423,1.2706,0.0216,0.063,0.8838,0.4034,1.2806,0.6153,0.2516,0.1923,0.5446,0.3859,1.4824,0.7176,0.549,0.9649,0.1767,1.3985,0.0072,1.6988,0.613,0.4216,0.4305,0.402,1.6388,0.7068,-0.1161,-0.1624,0.8982,-0.1008,0.4956,0.6052,1.0098,0.8953,0.5008,0.5272,-0.1214,-0.1652,-0.0044,0.8903,1.1365,-0.0334,0.4333,0.8077,-0.0978,0.612,-9e-04,1.357,0.4272,2.3034,-0.0399,0.4007,1.0589,Control
A10,1.2653,1.4505,2.2774,1.6387,0.0482,0.0283,1.219,0.5067,1.1618,0.6971,0.2516,0.2467,0.4568,0.5207,1.5538,0.8057,0.4876,1.004,0.1489,1.6172,-0.0768,1.7574,0.7674,0.5011,0.5514,0.3945,1.7066,0.7639,-0.1076,-0.0894,1.0522,-0.1036,0.5701,0.7096,0.976,0.859,0.3774,0.5217,-0.1164,-0.1519,0.0889,0.8416,1.165,0.0469,0.5243,0.8686,0.002,0.7396,0.0521,1.4278,0.5719,2.2451,-0.0039,0.4383,1.0376,Control
