@relation data

@attribute id string
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 3265 numeric
@attribute 2904 numeric
@attribute 805 numeric
@attribute 815 numeric
@attribute 2905 numeric
@attribute 816 numeric
@attribute 1742 numeric
@attribute 2906 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 801 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 4747 numeric
@attribute 808 numeric
@attribute 88 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1056,-0.0859,0.4247,-0.1633,1.1595,0.0866,-0.1108,0.0146,0.3915,-0.1634,0.8699,0.6253,2.3173,-0.0662,0.7063,0.5656,2.0808,-0.0417,Control
A02,-0.1277,-0.145,0.3701,-0.1543,0.9813,0.2548,-0.1299,0.1389,0.2389,-0.0956,0.6234,0.4398,2.331,-0.1058,0.2933,0.3904,2.1764,-0.0217,Control
A03,-0.1317,-0.1039,0.3745,-0.1832,1.2374,0.2066,-0.069,0.1141,0.4019,-0.0885,0.7986,0.5013,2.5215,-0.0954,0.1586,0.1442,2.1323,-0.0262,Control
A04,-0.0382,-0.1311,0.3589,-0.1303,1.0291,0.1188,-0.0465,0.1004,0.3167,0.0365,0.6924,0.4688,2.6061,-0.0558,0.4507,0.767,2.2841,-0.0176,Control
A05,-0.0388,-0.0886,0.4809,-0.1205,0.994,0.1783,-0.0569,0.0961,0.4794,0.0478,0.7731,0.5309,2.2755,-0.0807,0.3031,0.473,2.3856,-0.0468,Control
A06,-0.1525,-0.0784,0.2391,-0.1435,1.154,0.2193,-0.179,0.0668,0.322,-0.1929,0.5826,0.4753,2.2293,-0.1056,0.3986,0.0845,2.1384,-0.0135,Control
A07,-0.0926,-0.1392,0.3621,-0.1642,1.4581,0.2253,-0.104,0.1203,0.3883,-0.1209,0.9004,0.5806,2.2849,-0.0814,0.5278,0.3903,2.178,-0.0435,Control
A08,-0.1079,-0.1323,0.2915,-0.1544,1.2592,0.1563,-0.1041,0.0455,0.2333,-0.2233,1.2546,0.5916,2.199,-0.0812,0.8429,0.361,1.9223,-0.0501,Control
A09,-0.1162,-0.1105,0.3464,-0.16,0.9544,0.2061,-0.1135,0.1087,0.2885,-0.1044,0.8152,0.5451,2.2287,-0.0684,0.539,0.6178,2.3056,-0.0362,Control
A10,-0.0598,-0.1253,0.3978,-0.1136,1.2719,0.0703,-0.1116,0.0281,0.3303,-0.0326,1.1071,0.5944,2.2654,-0.0778,0.4228,0.4512,2.2472,-0.0463,Control
A11,-0.0855,-0.0936,0.2849,-0.1345,0.7597,0.1415,-0.0813,0.004,0.2128,-0.1944,0.5991,0.4764,2.2432,-0.0327,0.2322,0.403,2.1929,-0.1101,Control
A12,-0.172,-0.0718,0.1934,-0.1089,0.6016,0.5523,-0.2124,0.1559,0.062,-0.3659,0.3965,0.2592,1.7425,-0.0851,0.2531,-0.1658,1.9669,0.0304,Control
B01,-0.3009,-0.0395,0.1464,-0.0784,1.5624,0.3388,-0.2846,-0.0201,0.0854,-0.4958,0.7791,0.4152,2.4417,-0.0715,0.7143,0.334,1.8282,-0.0429,Control
B02,-0.1029,-0.0885,0.3374,-0.1111,1.4678,0.2671,-0.1304,0.0542,0.3497,-0.0583,0.6005,0.5354,2.7387,-0.0467,0.5361,0.2249,2.1911,-0.0541,Control
B03,-0.1563,-0.0379,0.2578,-0.0996,1.5039,0.2584,-0.1455,-0.0126,0.2031,-0.2263,0.6969,0.5053,2.6709,-0.0489,0.4773,0.5702,2.044,-0.0852,BRCACancer
B04,-0.106,-0.1672,0.1672,-0.1837,1.4742,0.154,-0.156,0.0725,0.2429,-0.264,1.1183,0.5783,2.1272,-0.1303,0.5192,-0.0839,1.8986,-0.0644,BRCACancer
