@relation data

@attribute id string
@attribute 2645 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 80201 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.079,0.5717,0.2937,0.9878,0.2966,Control
A02,0.0541,0.5526,0.2837,1.0478,-0.0355,Control
A03,0.0212,0.618,0.3996,1.3083,-0.0589,Control
A04,0.0179,0.5522,0.1925,0.9754,0.0784,Control
A05,-0.0199,0.6542,0.3252,1.5383,0.0375,Control
A06,-0.0175,0.5843,0.3767,1.3223,0.0414,Control
A07,0.0226,0.5947,0.521,1.1888,0.1212,Control
A08,-0.0566,0.5887,0.3328,0.88,0.1394,Control
A09,-0.0163,0.5535,0.4116,1.0357,0.1528,Control
A10,-0.0085,0.5779,0.5346,1.1376,-0.0593,Control
A11,-0.0252,0.4882,0.1873,0.5954,-0.0538,Control
A12,0.1275,0.3371,0.2605,0.5497,-0.1216,Control
B01,-0.0327,0.4536,0.2915,0.6619,-0.0885,Control
B02,-0.0097,0.5499,0.277,1.1303,0.0721,Control
B03,-0.0305,0.5571,0.2988,1.0117,0.014,BRCACancer
B04,-0.0314,0.5254,0.4772,0.953,-0.1328,BRCACancer
B05,0.0516,0.3887,0.3257,0.9177,-0.0737,BRCACancer
B06,-0.1218,0.2873,0.3059,0.7854,-0.1657,BRCACancer
B07,0.0274,0.4957,0.3079,1.1617,0.1006,BRCACancer
B08,-0.062,0.6,0.2764,1.0285,0.0599,Control
B09,-0.095,0.5186,0.2643,0.8619,-0.1585,Control
B10,0.0217,0.4391,0.3624,0.8133,-0.086,Control
B11,-0.0405,0.5402,0.3614,0.9754,-0.0144,Control
B12,-0.0677,0.4051,0.2722,0.7561,-0.076,Control
C01,0.0014,0.6067,0.4897,1.5713,3e-04,BRCACancer
C02,0.0633,0.5747,0.2986,1.2238,-0.022,BRCACancer
C03,-0.0178,0.5831,0.3039,1.6322,0.0165,BRCACancer
C04,-0.058,0.5498,0.2449,0.6939,0.0013,Control
C05,0.0735,0.416,0.2896,1.0303,0.0519,BRCACancer
C06,0.0459,0.2105,0.0888,0.247,-0.2043,Control
C07,0.0039,0.4308,0.2569,0.7319,-0.101,Control
C08,0.0233,0.4898,0.2319,0.9582,0.1154,Control
C09,-0.0658,0.4532,0.1494,0.9718,0.004,Control
C10,0.0238,0.468,0.3035,1.0302,0.0311,BRCACancer
C11,-0.0387,0.5873,0.2729,1.1503,0.135,Control
C12,0.0118,0.4079,0.2037,0.6965,-0.0824,BRCACancer
D01,0.0106,0.5121,0.3779,1.3119,-0.0395,BRCACancer
D02,-0.0531,0.6213,0.2214,0.8592,-0.0259,BRCACancer
D03,0.0124,0.5308,0.294,1.1921,-0.0318,BRCACancer
D04,0.075,0.578,0.3499,1.425,0.0192,BRCACancer
D05,0.0352,0.5521,0.3597,1.5808,-0.0132,BRCACancer
D06,0.0455,0.5783,0.4038,1.2533,0.0467,BRCACancer
D07,-0.0206,0.5611,0.2792,1.1678,-0.0187,Control
D08,0.0522,0.3995,0.2328,0.9526,-0.0494,Control
D09,-0.023,0.506,0.3874,1.0549,0.0402,Control
D10,2e-04,0.4851,0.2812,0.8401,0.0209,Control
D11,0.0332,0.3641,0.0558,0.2982,-0.0997,Control
D12,0.016,0.5311,0.2,0.7544,-0.064,Control
E01,3e-04,0.3225,0.2252,0.9449,-0.0867,BRCACancer
E02,0.0064,0.513,0.2293,0.9722,0.0489,Control
E03,0.0111,0.5607,0.2419,1.194,-0.0036,Control
E04,-0.0105,0.5306,0.2862,1.1224,0.015,Control
E05,0.0099,0.475,0.2711,0.7232,0.018,Control
E06,0.1443,0.3815,0.3308,1.1726,-0.1884,BRCACancer
E07,-0.0438,0.5227,0.2947,1.4793,-0.0622,BRCACancer
E08,-0.0367,0.495,0.2153,1.2478,0.0125,Control
E09,-0.0213,0.4953,0.2491,0.9887,-0.0115,BRCACancer
E10,-0.0278,0.5123,0.3406,1.2144,0.012,BRCACancer
E11,0.0227,0.4897,0.184,0.816,-0.0203,Control
E12,-0.0761,0.349,0.1439,0.7919,-0.0572,BRCACancer
F01,0.0035,0.5594,0.1783,0.9994,0.168,Control
