@relation data

@attribute id string
@attribute 7430 numeric
@attribute 1080 numeric
@attribute 5573 numeric
@attribute 9368 numeric
@attribute 5576 numeric
@attribute 107 numeric
@attribute 5575 numeric
@attribute 5577 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 2778 numeric
@attribute 154 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.8247,-0.1223,1.8462,1.1964,1.1601,-0.0192,0.0738,0.9927,1.1308,-0.1281,0.7364,0.8869,Control
A02,1.6885,-0.0543,1.8492,1.1877,1.0518,0.0821,0.0916,1.124,0.9731,-0.1142,0.5947,1.4668,Control
A03,2.0571,-0.0409,1.9151,1.3453,1.2293,0.0731,0.0982,1.0311,0.9868,-0.1007,0.7013,1.5002,Control
A04,1.885,-0.0613,1.8358,1.2516,1.2172,0.0545,0.1327,1.3233,1.1682,-0.1378,0.6584,1.1408,Control
A05,1.8041,-0.0775,1.969,1.2529,1.2952,0.0309,0.1199,1.4262,1.0421,-0.0876,0.6793,1.4539,Control
A06,1.533,-0.0416,1.9546,1.2171,1.1572,0.0369,0.0659,1.0306,0.8643,-0.1601,0.5895,1.1527,Control
A07,1.8492,-0.0569,2.0169,1.2571,1.2646,0.0671,0.1122,1.1618,1.1382,-0.1365,0.6729,1.4054,Control
A08,1.7269,-0.0982,1.7149,1.1612,1.1512,0.0084,0.0231,0.8313,1.1867,-0.0345,0.6935,1.2253,Control
A09,1.6653,-0.0465,1.9165,1.303,1.0899,0.0396,0.1031,1.1797,1.096,-0.253,0.6166,1.0532,Control
A10,1.8408,-0.0731,1.917,1.3259,1.2472,-0.0054,0.0625,1.4077,1.2565,-0.1074,0.7025,1.7605,Control
A11,1.5159,-0.0519,1.7269,1.3027,0.9303,0.0065,0.0163,0.8754,0.8992,-0.0094,0.6078,1.1858,Control
A12,1.4445,0.0119,1.3679,0.8803,0.8799,0.1418,0.1319,1.3159,0.9088,-0.3354,0.33,0.979,Control
B01,1.6918,-0.0568,1.7933,0.9488,1.0247,0.1211,-0.0478,0.9253,0.9636,-0.275,0.5871,0.5007,Control
B02,1.9793,-0.0708,2.0443,1.3843,1.2542,0.0335,0.0942,1.0405,1.0223,-0.1605,0.7082,1.3154,Control
B03,1.9811,-0.0946,2.0069,1.2593,1.1604,-0.0049,-0.0366,0.5802,1.0227,-0.1774,0.6652,1.0396,BRCACancer
B04,1.7792,-0.1497,1.6295,1.0832,1.0446,0.0414,0.0775,1.2047,1.2316,-0.0269,0.6745,1.7427,BRCACancer
B05,1.7158,-0.019,1.8404,1.1831,1.0019,0.1073,0.0642,1.013,0.8478,-0.1407,0.588,1.174,BRCACancer
B06,1.4342,-0.0086,1.6941,0.7454,0.7634,0.0095,-0.1137,0.9318,0.7287,-0.3896,0.3774,0.7191,BRCACancer
B07,1.9657,-0.0732,2.0046,1.491,1.1927,0.0493,0.0716,1.0142,1.1525,-0.1627,0.7557,1.5956,BRCACancer
B08,1.5822,-0.0843,1.976,1.3128,1.0455,0.0052,0.0471,1.4494,1.0315,-0.0362,0.6875,1.2791,Control
B09,1.6002,-0.1248,1.6531,1.1423,0.8198,-0.0086,0.0159,1.3319,1.0524,-0.1161,0.6824,1.1372,Control
B10,1.611,-0.0669,1.6639,1.0584,0.9708,0.0734,0.0266,1.1453,1.0901,-0.2815,0.4852,1.3203,Control
B11,1.5006,-0.0702,1.7695,1.2225,0.9656,0.0074,0.0972,1.4263,0.885,-0.1812,0.6179,1.4671,Control
B12,1.2851,-0.0322,1.3517,0.6279,0.6309,0.0692,0.0486,1.0468,0.7013,-0.1101,0.5398,0.8764,Control
C01,1.6058,-0.0709,1.89,1.3674,1.2498,0.07,0.0914,1.0673,0.8487,-0.0344,0.7028,1.1035,BRCACancer
