@relation data

@attribute id string
@attribute 1140 numeric
@attribute 1146 numeric
@attribute 207 numeric
@attribute 2185 numeric
@attribute 2309 numeric
@attribute 356 numeric
@attribute 4593 numeric
@attribute 5290 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 572 numeric
@attribute 5747 numeric
@attribute 5913 numeric
@attribute 6714 numeric
@attribute 7015 numeric
@attribute 7533 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.2895,0.1861,0.6045,1.1554,0.583,0.3703,-0.1137,1.6169,1.8391,1.4782,0.2521,0.2618,0.0709,0.3629,-0.0339,1.2277,Control
Utah__A02,0.1295,0.2451,0.5571,0.9821,0.3235,0.5088,-0.1731,1.3286,2.0614,1.1561,0.1564,0.117,0.0113,0.3648,0.0993,1.4211,Control
Utah__A03,0.2524,0.2703,0.6699,1.1527,0.5552,0.7048,-0.1631,1.4291,2.1951,1.3011,0.1963,0.1482,0.0472,0.5956,0.0289,1.4184,Control
Utah__A04,0.265,0.2444,0.6114,1.0681,0.363,0.4199,-0.1309,1.383,2.1245,1.4673,0.2622,0.1496,0.1032,0.3996,0.1038,1.3701,Control
Utah__A05,0.2428,0.1734,0.7362,1.2178,0.5148,0.4669,-0.1269,1.5208,2.1197,1.3057,0.324,0.2717,0.0303,0.6218,0.1216,1.6673,Control
Utah__A06,0.2059,0.2841,0.6349,1.1114,0.4809,0.5095,-0.1056,1.4163,1.9994,1.3466,0.24,0.1119,-0.0762,0.4104,0.0124,1.1575,Control
Utah__A07,0.1479,0.2273,0.5857,1.2608,0.9278,0.5964,-0.1455,1.6368,1.974,1.6128,0.246,0.2084,0.0365,0.3471,0.0791,1.5147,Control
Utah__A08,0.1509,0.1763,0.5257,1.2676,1.0472,0.5226,-0.157,1.8021,2.0798,1.7107,0.0928,0.2121,0.0526,0.3367,-0.0326,1.0448,Control
Utah__A09,0.2513,0.2868,0.5517,1.1629,0.7904,0.3699,-0.1221,1.4941,1.9891,1.5301,0.2173,0.2016,0.0648,0.4405,0.1434,1.4074,Control
Utah__A10,0.195,0.1926,0.5517,1.4018,1.0304,0.6383,-0.1204,1.743,2.143,1.6455,0.2166,0.2453,0.0403,0.4233,0.043,1.5129,Control
Utah__A11,0.2511,0.1097,0.5283,0.862,0.5651,0.415,-0.1334,1.2242,1.5704,1.2045,0.1606,0.1269,0.0487,0.2131,-0.0176,1.3334,Control
Utah__A12,0.1373,0.4736,0.3826,0.6486,0.2961,0.3731,-0.1502,0.9277,1.6025,0.9724,0.0686,0.1012,-0.0456,0.1246,0.0467,1.1176,Control
Utah__B01,0.1435,0.2556,0.3787,0.9569,0.5081,0.2572,-0.1313,1.4936,1.9253,1.579,-0.025,0.2081,-0.0922,0.1548,-0.2069,0.9992,Control
Utah__B02,0.1923,0.2889,0.6586,1.0893,0.4163,0.4005,-0.1124,1.4558,2.0769,1.7588,0.2649,0.1632,0.1096,0.4023,0.0572,1.2788,Control
Utah__B03,0.2062,0.2349,0.5588,1.0493,0.4305,0.3854,-0.1475,1.5497,1.9938,1.9606,0.1564,0.0831,-0.0474,0.2613,-0.0657,1.0836,BRCACancer
Utah__B04,0.1218,0.2621,0.5084,1.4229,1.1553,0.6049,-0.1889,1.609,2.0074,1.5843,0.0836,0.2236,0.0364,0.3358,-0.0222,1.0923,BRCACancer
Utah__B05,0.1021,0.3416,0.4305,0.8942,0.4127,0.445,-0.1806,1.1758,2.163,1.6637,0.134,0.0832,0.0232,0.2762,-0.0137,1.1314,BRCACancer
Utah__B06,0.0379,0.1465,0.1636,0.83,0.4762,0.5253,-0.0705,1.137,1.4569,1.3797,-0.0858,0.1723,-0.1936,-0.0629,-0.2295,0.8639,BRCACancer
Utah__B07,0.1213,0.2895,0.6203,1.2037,0.538,0.6943,-0.1376,1.5902,2.0896,1.5748,0.203,0.1479,0.0476,0.3509,0.0999,1.2898,BRCACancer
Utah__B08,0.2379,0.1601,0.6297,0.8834,0.2982,0.4654,-0.1311,1.3514,1.8077,1.132,0.2826,0.2591,0.1147,0.5257,0.0397,1.734,Control
Utah__B09,0.1379,0.2498,0.4484,1.1795,0.8457,0.3674,-0.0895,1.4071,1.6827,1.491,0.0768,0.2879,0.0782,0.3141,-0.0232,1.1407,Control
Utah__B10,0.0633,0.2934,0.3712,1.0678,0.7948,0.5992,-0.1574,1.4557,2.015,1.4619,0.0931,0.0802,-0.0526,0.2267,0.0889,1.0671,Control
Utah__B11,0.1292,0.3046,0.4509,1.0285,0.5667,0.3673,-0.1428,1.4217,1.9382,1.24,0.2148,0.1845,-0.0795,0.4117,0.0754,1.4782,Control
Utah__B12,0.0115,0.2764,0.3638,1.1205,0.7413,0.1596,-0.1193,1.1501,1.2222,1.1456,0.0569,0.0977,0.1224,0.208,0.005,0.8331,Control
