@relation data

@attribute id string
@attribute 1020 numeric
@attribute 8851 numeric
@attribute 3265 numeric
@attribute 1958 numeric
@attribute 5605 numeric
@attribute 4803 numeric
@attribute 5894 numeric
@attribute 5604 numeric
@attribute 5595 numeric
@attribute 4804 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5311,0.0436,0.4236,2.0217,0.4307,-0.0474,1.7841,0.7341,1.0952,-0.1504,1.76,Control
A02,0.4824,0.15,0.3716,0.4487,0.3006,-0.0102,1.5394,0.48,1.0379,-0.1224,1.6579,Control
A03,0.7743,0.0451,0.3757,0.471,0.4986,-0.0147,1.7337,0.7059,1.0752,-0.072,1.9065,Control
A04,0.5908,0.2542,0.3609,0.3878,0.4277,0.0577,1.6705,0.5113,1.0602,-0.0207,1.7434,Control
A05,0.8706,0.2406,0.4772,0.7044,0.5021,-8e-04,1.8077,0.726,1.2157,-0.0448,1.9721,Control
A06,0.6335,0.1428,0.2467,0.614,0.3564,-0.0398,1.7479,0.6824,1.0037,-0.1887,1.8749,Control
A07,0.675,0.1944,0.364,0.4361,0.4096,0.0403,1.7697,0.8669,0.9863,-0.1494,1.9127,Control
A08,0.4113,0.1844,0.2967,0.1922,0.3414,0.0402,1.7375,0.8829,1.0102,-0.112,1.9432,Control
A09,0.536,0.0687,0.349,0.3119,0.356,0.0405,1.637,0.7767,1.0062,-0.0616,1.8616,Control
A10,0.6306,0.1455,0.398,1.5037,0.4749,-0.0079,1.7832,0.8171,0.9394,-0.0292,1.9537,Control
A11,0.4472,0.1525,0.2904,0.3559,0.4262,0.0184,1.2804,0.6056,0.9926,-0.0693,1.8347,Control
A12,0.2059,-0.3419,0.2032,0.3729,0.1908,0.0649,1.1644,0.3165,0.6672,-0.1383,1.3126,Control
B01,0.1365,-0.1571,0.1584,0.4457,0.1449,0.0463,1.6434,0.6567,0.7793,-0.3335,1.5662,Control
B02,0.6621,0.2322,0.3404,0.818,0.4126,-0.0082,1.8632,0.6188,1.0963,-0.0925,1.7427,Control
B03,0.3629,-0.0031,0.2646,0.9488,0.3093,0.0545,1.7244,0.6536,0.9479,-0.1388,1.7521,BRCACancer
B04,0.3213,0.0485,0.1782,0.4265,0.3653,-0.0157,1.7237,0.8115,0.7243,-0.1762,1.9229,BRCACancer
B05,0.3812,0.0138,0.2381,0.6453,0.3668,0.062,1.4156,0.4972,0.8239,-0.1706,1.8007,BRCACancer
B06,-0.0018,-0.48,-0.0061,0.2474,-0.0057,0.1179,1.4461,0.5394,0.5177,-0.3898,1.3023,BRCACancer
B07,0.5216,0.0486,0.38,0.4628,0.4908,0.0161,1.9525,0.6951,1.0487,-0.1633,1.8217,BRCACancer
B08,0.6865,0.1927,0.3687,0.3669,0.4491,-0.0664,1.5696,0.682,1.0739,-0.0473,1.7268,Control
B09,0.1356,-0.0041,0.2599,0.1991,0.3222,-0.0081,1.5166,0.7372,0.6235,-0.1441,1.8556,Control
B10,0.1947,0.0434,0.2443,0.2812,0.1829,0.0295,1.4615,0.624,0.645,-0.1474,1.7685,Control
B11,0.4795,3e-04,0.4126,0.337,0.4011,0.0174,1.3717,0.5479,0.929,-0.0332,1.6655,Control
B12,0.0873,-0.0223,0.223,0.2745,0.3052,0.0081,1.2848,0.6269,0.5105,-0.1568,1.4468,Control
C01,0.548,0.1379,0.4383,0.5313,0.5572,-0.0218,1.7078,0.8022,1.0546,-0.1292,1.9339,BRCACancer
C02,0.6876,0.3559,0.5255,0.3969,0.5124,0.0975,1.7071,0.5312,1.0889,-0.0776,1.6487,BRCACancer
C03,0.6684,0.1328,0.5881,0.4715,0.6953,0.0361,1.8793,0.6598,1.1527,-0.1299,1.846,BRCACancer
C04,0.4975,0.2128,0.4087,0.2645,0.3635,0.1097,1.0478,0.4523,0.979,-0.0417,1.4608,Control
C05,0.4098,0.2407,0.2967,0.3335,0.2836,0.0552,1.2673,0.3624,0.8706,-0.0786,1.5008,BRCACancer
C06,-0.123,-0.1084,0.1841,0.3428,0.1635,0.0413,0.3671,0.1769,0.3107,-0.1419,0.6402,Control
C07,0.3756,0.0485,0.3607,0.3518,0.2971,0.0114,1.3982,0.3623,0.7954,-0.0674,1.6223,Control
C08,0.48,0.2293,0.4262,0.3526,0.382,-0.0344,1.4462,0.4813,0.9733,-0.1209,1.6232,Control
C09,0.5019,0.1675,0.3085,1.1724,0.3803,0.0401,1.3897,0.4251,0.881,-0.031,1.5206,Control
C10,0.5057,0.1982,0.3185,0.3753,0.3152,-0.0298,1.5438,0.3825,0.854,-0.0531,1.5613,BRCACancer
C11,0.4879,0.4247,0.5101,0.6143,0.4665,-0.0108,1.5467,0.5718,1.0401,-0.0489,1.6979,Control
C12,0.216,0.2596,0.3112,0.3246,0.3275,0.0645,0.9401,0.2652,0.8388,-0.0226,1.4198,BRCACancer
D01,0.1414,0.023,0.372,0.3576,0.3887,-0.002,1.6255,0.8801,0.7586,-0.1407,1.677,BRCACancer
D02,0.3565,0.289,0.4568,0.3427,0.4133,-9e-04,1.3262,0.4381,0.9158,-0.0283,1.712,BRCACancer
D03,0.4033,0.0163,0.3427,0.2846,0.3607,0.0324,1.3647,0.4145,0.9147,0.0063,1.6481,BRCACancer
D04,0.3607,0.1271,0.4717,0.4059,0.3936,0.0294,1.3557,0.5941,0.9905,-0.0748,1.6749,BRCACancer
D05,0.524,0.1985,0.3436,0.6494,0.3797,0.059,1.6067,0.5086,0.8171,-0.0719,1.6996,BRCACancer
D06,0.4422,0.1635,0.5196,0.3469,0.4386,0.0076,1.6435,0.6168,1.0635,-0.069,1.7145,BRCACancer
D07,0.4801,0.2803,0.4464,0.3771,0.4559,0.0259,1.6082,0.5184,0.9348,-0.0613,1.7148,Control
D08,0.2398,0.172,0.3309,0.3453,0.3521,0.0983,1.2116,0.3849,0.8146,-0.1253,1.5336,Control
D09,0.5584,0.3076,0.4244,0.3621,0.4165,0.0136,1.506,0.4905,1.0398,-0.111,1.5693,Control
D10,0.4804,0.1288,0.3991,0.3262,0.3482,0.0032,1.2498,0.4452,0.8457,-0.0767,1.6679,Control
D11,-0.063,0.0112,0.2183,0.2967,0.1474,-0.0314,0.6441,0.46,0.3809,-0.1718,0.9471,Control
D12,0.2663,0.1087,0.352,0.4546,0.3598,0.0124,1.0526,0.4226,0.9554,-0.0419,1.4867,Control
E01,0.2325,0.0911,0.2755,0.7153,0.3564,-0.0258,1.3234,0.4081,0.7767,-0.1044,1.5713,BRCACancer
E02,0.5659,0.2004,0.4329,0.3157,0.3982,0.0101,1.5839,0.5434,1.0066,-0.0696,1.5948,Control
E03,0.6055,0.3926,0.4693,0.3235,0.3878,-8e-04,1.3712,0.5501,1.1335,-0.0335,1.8187,Control
E04,0.5372,0.382,0.5544,0.3991,0.5826,-0.0138,1.6953,0.5435,1.2731,0.0062,1.7083,Control
E05,0.2792,-0.0301,0.3934,0.4271,0.2941,0.0342,1.4116,0.3906,0.8005,-0.1041,1.4644,Control
E06,0.2439,-0.1737,0.1063,1.9242,0.135,0.1017,1.313,0.4472,0.4629,-0.2416,1.4397,BRCACancer
E07,0.3995,0.1882,0.4881,0.5833,0.5533,0.0058,1.6138,0.513,0.9472,-0.0336,1.6894,BRCACancer
E08,0.5136,0.238,0.4382,0.4021,0.4586,-0.0109,1.5744,0.5849,1.0552,-0.005,1.6854,Control
E09,0.4766,0.3366,0.5013,0.2913,0.5049,0.0434,1.3707,0.439,1.0742,-0.018,1.6831,BRCACancer
E10,0.6307,0.3931,0.4769,0.5194,0.4171,0.0172,1.7265,0.7321,0.9698,-0.1065,1.7996,BRCACancer
E11,0.3797,0.1125,0.3426,0.2183,0.3011,0.0174,1.3725,0.4051,0.8395,-0.105,1.577,Control
E12,0.2298,0.1342,0.2372,0.1733,0.2158,0.0132,1.1324,0.3941,0.6402,-0.1018,1.5831,BRCACancer
F01,0.4417,0.1385,0.4206,2.1655,0.4871,-0.0097,1.6937,0.6809,1.167,-0.1713,1.6926,Control
F02,0.6334,0.3577,0.5375,0.3723,0.5672,0.0362,1.7591,0.5864,1.1417,-0.0897,1.6993,Control
F03,0.5425,0.0533,0.3449,0.4599,0.3851,-0.0037,1.4945,0.4162,1.0058,-0.1179,1.7135,Control
F04,0.316,0.0648,0.3469,0.2989,0.449,0.0227,1.6127,0.6779,0.9111,-0.1285,1.7677,Control
F05,0.5868,0.2013,0.4087,0.358,0.3417,0.0342,1.7212,0.5147,1.0555,-0.0556,1.6615,Control
F06,0.5918,0.0208,0.2371,0.2821,0.2911,0.0254,1.3791,0.4672,0.9441,-0.1085,1.5601,Control
F07,0.3422,0.3028,0.3191,0.2308,0.3625,-0.0314,1.5711,0.6281,0.9762,-0.0915,1.7124,Control
F09,0.8802,0.3516,0.5695,0.4973,0.4992,-0.0529,1.8769,0.5816,1.302,0.0073,1.6961,Control
F10,0.9094,0.4064,0.4589,0.4335,0.4468,0.0096,1.8179,0.6598,1.2103,-0.0564,1.7674,Control
F11,0.8043,0.374,0.4491,0.4952,0.4699,0.031,1.563,0.4879,1.1665,-0.0808,1.7113,Control
F12,0.5725,-0.2031,0.309,0.2806,0.4032,-0.0578,1.7082,0.829,0.9593,-0.117,1.871,Control
G01,0.4152,0.1027,0.3893,0.4943,0.505,0.0482,1.4293,0.6109,0.9913,-0.0675,1.6799,Control
G02,0.2929,0.3304,0.3428,0.3728,0.3968,-0.0453,1.3864,0.4389,0.9558,0.022,1.5815,Control
G03,0.621,0.3549,0.416,0.4328,0.4818,0.0393,1.7813,0.6067,1.1056,-0.1238,1.757,Control
G04,0.7175,0.3242,0.5087,0.4367,0.4263,0.0632,1.699,0.4615,1.1757,0.0251,1.5369,BRCACancer
G05,-0.0348,-0.1035,0.246,0.3518,0.2348,0.0317,1.0968,0.3904,0.7052,-0.2225,1.2311,BRCACancer
G06,0.6257,-0.0082,0.2548,0.5766,0.369,-0.004,1.6359,0.4727,1.0116,-0.1028,1.6839,BRCACancer
G07,0.3218,0.136,0.3281,0.2723,0.3183,-0.022,1.3305,0.4056,0.9459,-0.1174,1.5574,Control
G08,0.4945,0.1395,0.3193,0.9003,0.3273,0.018,1.6323,0.5442,1.1241,-0.1348,1.7574,Control
