@relation data

@attribute id string
@attribute 1387 numeric
@attribute 1499 numeric
@attribute 1855 numeric
@attribute 2033 numeric
@attribute 2932 numeric
@attribute 3065 numeric
@attribute 324 numeric
@attribute 51176 numeric
@attribute 5308 numeric
@attribute 5469 numeric
@attribute 7471 numeric
@attribute 8295 numeric
@attribute 8312 numeric
@attribute 8321 numeric
@attribute 8861 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.4419,2.1612,0.3595,1.911,0.6542,1.3107,0.6744,1.8985,-0.0998,1.9415,0.136,1.3499,0.318,0.1809,1.597,Control
Utah__A02,1.1941,1.955,0.3645,1.6897,0.4588,1.1606,0.524,0.9233,-0.0396,1.7265,0.143,1.0313,0.2239,0.2691,1.3477,Control
Utah__A03,1.4161,2.2554,0.3705,1.9277,0.6001,1.2239,0.6483,0.7885,-0.0855,1.8374,0.1646,1.2038,0.3962,0.3103,1.4805,Control
Utah__A04,1.2536,2.1372,0.4707,1.63,0.4958,1.1921,0.4394,1.1649,0.045,1.65,0.227,1.2238,0.2628,0.3443,1.3945,Control
Utah__A05,1.4082,2.1443,0.489,1.9476,0.5918,1.1558,0.5986,1.0277,-0.0048,1.9021,0.1999,1.2742,0.3402,0.536,1.5186,Control
Utah__A06,1.3394,2.0873,0.3902,1.8282,0.5257,1.0555,0.5501,1.0148,-0.0639,1.8069,0.009,1.1538,0.2547,0.1727,1.3827,Control
Utah__A07,1.4397,2.27,0.4336,1.9341,0.8174,1.2779,0.7132,1.6061,-0.0571,1.7885,0.1383,1.2191,0.3653,0.3995,1.459,Control
Utah__A08,1.5649,2.3026,0.3026,2.0256,1.0598,1.1225,0.8398,2.2662,-0.1168,1.5911,0.1054,1.4183,0.3652,0.1141,1.4591,Control
Utah__A09,1.4149,2.2015,0.4221,1.9246,0.707,1.1692,0.5787,1.8463,-0.036,1.821,0.0887,1.2014,0.2977,0.3721,1.5037,Control
Utah__A10,1.4738,2.3949,0.3399,1.9583,0.907,1.1755,0.7359,1.2251,-0.0616,1.7671,0.1665,1.2947,0.3538,0.3271,1.4511,Control
