@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 5440 numeric
@attribute 5887 numeric
@attribute 6117 numeric
@attribute 10714 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 5441 numeric
@attribute 2067 numeric
@attribute 5981 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 7508 numeric
@attribute 7507 numeric
@attribute 56949 numeric
@attribute 4331 numeric
@attribute 2072 numeric
@attribute 2071 numeric
@attribute 2074 numeric
@attribute 2073 numeric
@attribute 57804 numeric
@attribute 2068 numeric
@attribute 1643 numeric
@attribute 5111 numeric
@attribute 1642 numeric
@attribute 5427 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 3978 numeric
@attribute 6917 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 1161 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4354,1.1959,0.9817,0.7223,0.2219,0.8808,1.0054,0.8334,1.14,1.0292,1.4412,0.9371,0.4075,0.8954,0.836,0.6467,1.5203,0.5067,1.1557,0.9234,1.0116,0.7743,0.3124,0.8943,0.9849,0.7672,1.8901,0.9524,0.3669,0.9609,1.0378,1.7293,0.3645,0.2778,0.4044,0.5853,0.9641,0.5802,0.6637,0.4679,2.0825,1.5522,0.8088,1.16,0.3019,0.3275,1.6417,1.3044,Control
A02,1.1562,0.9626,0.8539,0.3854,0.1063,0.7347,0.6915,0.538,0.9461,0.8027,1.2154,0.5681,0.2571,0.7374,0.7074,0.6062,1.2453,0.3013,1.0017,0.5541,0.6942,0.6698,0.1154,0.6114,0.7292,0.4829,1.6433,0.8119,0.2626,0.6619,0.8338,1.6196,0.2585,0.1041,0.2926,0.3365,0.6071,0.3655,0.4443,0.2526,2.0833,1.3891,0.6644,0.8994,0.1771,0.1366,1.1906,0.9392,Control
A03,1.3708,1.0552,1.0277,0.6997,0.1499,0.8758,0.6856,0.7519,1.1323,1.0831,1.3645,1.0381,0.3125,0.8439,0.7009,0.6786,1.4183,0.4002,1.1841,0.7729,0.9078,0.7834,0.1977,0.7153,0.9585,0.6395,1.7559,0.9725,0.413,0.9137,1.1256,1.7104,0.3103,0.2232,0.3785,0.519,0.7964,0.5555,0.5025,0.4456,2.055,1.5684,0.7828,1.1302,0.2303,0.2466,1.5435,1.1066,Control
A04,1.2516,1.0876,0.9127,0.5693,0.3144,0.9022,0.6525,0.4979,1.143,0.9146,1.3858,0.6304,0.2831,0.8374,0.799,0.5758,1.3603,0.2204,1.1687,0.8042,0.8009,0.7543,0.1644,0.5919,0.7792,0.4511,1.6024,0.8594,0.3413,0.7619,0.9317,1.6878,0.1998,0.2818,0.3917,0.401,0.5536,0.5596,0.5292,0.2764,2.1358,1.4578,0.6845,1.0701,0.2081,0.2567,1.4379,0.8619,Control
A05,1.448,1.0842,1.1475,0.7293,0.4329,0.9387,0.8721,0.5992,1.0415,0.9613,1.3991,0.9705,0.2969,0.881,0.9498,0.7353,1.4388,0.3405,1.3177,0.8616,0.8662,0.8684,0.1852,0.7069,0.8769,0.6688,1.6731,1.1212,0.4677,0.8476,1.0134,1.8042,0.3363,0.3345,0.3864,0.501,0.6421,0.5538,0.535,0.3512,2.1131,1.5719,0.771,1.0463,0.2911,0.3328,1.4466,1.0592,Control
A06,1.3463,1.0566,0.9961,0.6284,0.2293,0.951,0.8151,0.5136,1.0075,0.8805,1.297,0.9511,0.2424,0.8377,0.8847,0.6894,1.3892,0.4908,1.2128,0.7025,0.735,0.7337,0.136,0.77,0.8123,0.6128,1.6791,0.835,0.3095,0.7435,0.7188,1.7144,0.2167,0.2038,0.2237,0.439,0.6933,0.5002,0.4366,0.2346,2.013,1.45,0.6504,1.0496,0.2568,0.3044,1.4245,1.0497,Control
A07,1.2636,1.0864,0.9622,0.7287,0.1682,0.7372,0.8094,0.6282,0.9531,1.0082,1.3678,0.9645,0.3141,0.8948,0.6864,0.6962,1.4271,0.4987,1.1425,0.7698,1.0799,0.7095,0.3864,0.8304,0.9036,0.7101,1.7222,0.8968,0.3495,0.7482,0.9848,1.7069,0.2928,0.2139,0.3733,0.4581,0.8235,0.536,0.4865,0.3841,2.1069,1.4774,0.8238,1.0936,0.3497,0.3143,1.7306,1.117,Control
A08,1.1024,0.8803,0.6375,0.5887,0.0336,0.8896,0.7281,0.5661,0.9223,1.0377,1.357,0.9747,0.2871,0.734,0.6422,0.6012,1.4928,0.4425,0.9084,0.826,0.9531,0.6373,0.5927,0.8104,0.9421,0.7749,1.7726,0.7437,0.2823,0.9732,0.7216,1.5388,0.1836,0.1436,0.3686,0.492,0.7888,0.6008,0.5163,0.6374,2.0036,1.5842,0.6566,0.9022,0.3198,0.1607,1.8361,1.0224,Control
A09,1.3495,0.9737,0.8945,0.5617,0.2329,0.9042,0.5657,0.571,0.8756,0.9019,1.3916,0.8869,0.2351,0.836,0.6051,0.5558,1.4147,0.4432,0.9864,0.6759,0.8905,0.7688,0.3814,0.6825,0.8333,0.6978,1.7751,0.8598,0.2424,0.7565,0.8874,1.6643,0.2222,0.1942,0.3713,0.4179,0.6481,0.5342,0.4632,0.4018,2.0307,1.4547,0.7091,0.9718,0.2231,0.172,1.6176,1.183,Control
A10,1.3085,1.0401,0.9445,0.65,0.3371,0.935,0.7555,0.6335,1.0417,0.9092,1.4217,0.895,0.2481,0.9032,0.7454,0.586,1.5138,0.4177,1.1066,0.6895,0.9987,0.7111,0.3743,0.6988,0.9836,0.7267,1.6974,0.8566,0.3422,0.8014,0.8474,1.7006,0.3581,0.2525,0.2464,0.4745,0.651,0.6226,0.4297,0.3606,2.1681,1.5175,0.6642,0.9752,0.3292,0.2017,1.9214,1.0047,Control
A11,1.2716,0.7226,0.8787,0.6716,0.119,0.7384,0.5927,0.6037,0.8672,0.836,1.3142,0.7194,0.2318,0.7893,0.7701,0.5914,1.1283,0.3423,0.9085,0.4087,0.8042,0.6393,0.3321,0.7022,0.5912,0.5976,1.5315,0.7237,0.328,0.7652,0.9438,1.63,0.184,0.15,0.2676,0.3169,0.5843,0.4857,0.4351,0.2987,1.7225,1.3667,0.4526,1.042,0.2244,0.0898,1.1617,1.1051,Control
A12,1.1824,0.8087,0.6102,0.5162,0.1324,0.9184,0.6987,0.3425,0.9726,0.4947,0.8597,0.3576,0.2224,0.7871,0.5034,0.4678,1.0684,0.0838,0.7363,0.3276,0.5143,0.4121,0.0425,0.2452,0.5299,0.2259,1.0569,0.4098,0.2251,0.4395,0.3436,1.1389,0.0817,-0.0291,0.3551,0.0923,0.3564,0.4064,0.2264,0.0583,1.8362,0.7273,0.591,0.7768,0.0707,0.0199,0.9335,0.471,Control
B01,1.2766,0.9092,0.4992,0.546,-0.2973,0.7368,0.6862,0.6409,1.0444,0.882,1.1754,0.7208,0.3831,0.5839,0.3241,0.4952,1.3453,0.6345,0.944,0.6916,1.103,0.4876,0.2817,0.6688,0.8416,0.5355,1.8552,0.5482,0.0845,0.8444,0.629,1.4478,0.1744,-0.1363,0.3596,0.3651,0.7214,0.5145,0.4345,0.3912,1.9572,1.3113,0.6236,0.9645,0.2451,0.0956,1.5871,1.0664,Control
B02,1.6352,1.1503,1.0207,0.705,0.2611,1.0054,0.8448,0.7749,1.2293,0.9047,1.4498,0.7079,0.3584,0.9334,0.7827,0.6517,1.5483,0.4655,1.226,0.825,0.9455,0.873,0.181,0.6673,0.9875,0.563,1.9034,1.0384,0.4327,1.0426,0.9639,1.7471,0.2536,0.2554,0.4192,0.5079,0.6942,0.5819,0.6325,0.3438,2.2267,1.5552,0.8158,1.2193,0.2882,0.2937,1.7122,1.2324,Control
B03,1.3454,1.0079,0.7946,0.5866,0.062,0.8367,0.6204,0.6086,1.2198,0.9311,1.2804,0.6422,0.3372,0.7518,0.6183,0.5794,1.4241,0.4915,1.0954,0.6766,0.9968,0.7056,0.271,0.6811,0.9663,0.5565,1.859,0.7197,0.2794,0.9118,0.876,1.6039,0.1392,0.1618,0.3799,0.4298,0.661,0.5173,0.4537,0.462,2.1865,1.4318,0.6852,1.0362,0.2033,0.2011,1.7017,1.0281,BRCACancer
B04,0.986,0.8703,0.5853,0.4586,-0.1271,0.5794,0.4761,0.3422,0.6375,0.8592,1.0217,0.6613,0.2063,0.7367,0.3993,0.4892,1.2786,0.3704,0.7952,0.7723,0.727,0.4804,0.4884,0.5987,0.8736,0.5571,1.5187,0.6277,0.1925,0.7624,0.3858,1.2995,0.2296,0.0495,0.3884,0.4243,0.6193,0.499,0.425,0.5072,1.9054,1.4234,0.6141,0.6223,0.2725,0.104,1.6148,0.5741,BRCACancer
B05,1.5202,0.9485,0.6942,0.6626,0.0966,0.8322,0.7083,0.4799,0.7017,0.8715,1.0901,0.5368,0.2932,0.9128,0.6395,0.6143,1.1501,0.3448,0.9516,0.5342,0.8092,0.4835,0.2033,0.3922,0.7381,0.3854,1.5264,0.7734,0.2578,0.9004,0.7238,1.4827,0.2279,0.0861,0.3684,0.3648,0.4582,0.4024,0.3964,0.3407,1.8668,1.5146,0.5847,0.8548,0.093,0.0935,1.3459,0.648,BRCACancer
B06,0.8952,0.7325,0.3153,0.418,-0.4543,0.3949,0.5263,0.3969,0.5883,0.5681,0.6928,0.6556,0.1442,0.2653,0.1873,0.3373,1.1518,0.5329,0.7253,0.3742,0.5992,0.2965,0.1418,0.5105,0.7157,0.4062,1.5443,0.3323,-0.0805,0.6742,0.2133,1.1574,-0.13,-0.2924,0.2235,0.1413,0.522,0.3758,0.1733,0.2143,1.9022,0.9265,0.5372,0.6722,0.0947,-0.0319,1.1789,0.6333,BRCACancer
B07,1.352,1.2583,0.9469,0.5051,0.0527,0.872,0.9581,0.7667,1.0091,0.9305,1.2889,0.8793,0.3537,0.9409,0.6099,0.6451,1.5676,0.501,1.1296,0.7491,0.9958,0.7261,0.2818,0.774,1.0334,0.6681,1.9271,0.8969,0.3978,1.2304,0.9476,1.7003,0.1881,0.1868,0.4428,0.5573,0.8358,0.6062,0.5437,0.3993,2.276,1.5364,0.7191,1.0309,0.3281,0.2823,1.8064,1.1918,BRCACancer
B08,1.4011,1.0074,1.0181,0.7413,0.2484,0.7363,0.6669,0.54,0.8062,0.8607,1.4711,0.7295,0.2212,0.7755,0.9499,0.6932,1.1764,0.4233,0.9968,0.509,0.9303,0.8234,0.1851,0.7403,0.7139,0.5274,1.6217,0.9394,0.3988,0.8368,1.0509,1.7413,0.4858,0.2443,0.2951,0.438,0.6893,0.4136,0.5249,0.3268,1.997,1.3428,0.5083,1.0448,0.2035,0.26,1.3434,1.0729,Control
B09,0.9449,0.5836,0.5402,0.4023,-0.1576,0.3948,0.4022,0.2798,0.7297,0.937,0.9807,0.4954,0.1245,0.4568,0.3914,0.319,1.1353,0.4079,0.6966,0.6966,0.7846,0.4865,0.4253,0.3741,0.6439,0.4986,1.5476,0.5623,0.1343,0.7514,0.1473,1.0933,0.1139,0.1798,0.1755,0.4795,0.5354,0.4157,0.4359,0.6232,1.4348,1.3779,0.4487,0.5509,0.1785,-6e-04,1.3187,0.453,Control
B10,0.8762,0.8426,0.5,0.4913,-0.0593,0.5467,0.5682,0.2839,0.713,0.723,1.0862,0.5397,0.2148,0.6831,0.3824,0.3951,1.1504,0.1956,0.9079,0.5659,0.701,0.4369,0.2671,0.4438,0.6694,0.4583,1.3735,0.5107,0.0709,0.4452,0.4338,1.3147,0.0761,0.0171,0.25,0.2933,0.4862,0.3786,0.2953,0.2358,1.9537,1.2165,0.4665,0.637,0.1768,0.0899,1.366,0.5227,Control
B11,1.5108,0.8503,0.8706,0.8358,0.4095,1.0639,0.8893,0.5108,1.0614,0.8527,1.0307,0.6463,0.2742,0.976,0.7661,0.6375,1.2496,0.233,0.9094,0.5401,0.7927,0.5297,0.2329,0.5876,0.6552,0.461,1.3105,0.787,0.3609,0.5626,0.8614,1.466,0.3256,0.1473,0.3934,0.3025,0.6326,0.3483,0.3484,0.2721,1.8836,1.3734,0.5911,0.6929,0.2544,0.1851,1.5162,0.6969,Control
B12,0.5788,0.6084,0.3767,0.1692,-0.1462,0.4324,0.1268,0.0139,0.3089,0.6547,0.4864,0.4319,0.0976,0.1498,0.2568,0.2122,0.8186,0.2747,0.4262,0.501,0.5627,0.3123,0.3217,0.1943,0.5742,0.2626,1.206,0.4071,0.1008,0.4799,-0.2843,0.7894,-0.0811,0.0365,0.0383,0.2538,0.4165,0.2577,0.2876,0.4103,1.2855,1.074,0.2952,0.3624,0.08,0.0375,1.0536,0.2854,Control
C01,1.346,1.074,1.0743,0.6879,0.1975,1.0085,0.6206,0.5558,0.8749,0.8469,1.1457,0.8453,0.2379,0.7568,0.8819,0.816,1.2222,0.3109,1.0426,0.67,0.8608,0.69,0.156,0.7227,0.9715,0.601,1.5734,1.0813,0.4589,0.8271,0.786,1.6783,0.2568,0.2288,0.4409,0.5595,0.7123,0.4887,0.5006,0.3553,1.8173,1.6116,0.7034,1.0758,0.2149,0.3131,1.5264,0.9963,BRCACancer
C02,1.285,1.1712,1.1332,0.7022,0.3054,1.0323,0.8599,0.4552,1.0388,0.7332,1.2916,0.5996,0.328,0.8183,0.9991,0.6818,1.2958,0.2773,1.1478,0.7331,0.7607,0.7964,0.1039,0.6023,0.971,0.5459,1.6167,0.9889,0.4737,0.7153,0.9166,1.7174,0.2374,0.3184,0.497,0.4644,0.5685,0.5224,0.5525,0.2133,2.0323,1.4512,0.7512,1.0604,0.2568,0.3363,1.4554,1.0334,BRCACancer
C03,1.4418,1.317,1.2579,0.7578,0.308,1.0071,0.6871,0.6539,1.0357,0.879,1.2608,0.8994,0.246,0.8885,1.123,0.7312,1.3579,0.2732,1.0881,0.9723,0.9709,0.8888,0.1633,0.7605,1.1428,0.6597,1.8229,1.0787,0.4962,1.1948,0.8578,1.7357,0.1411,0.3634,0.4891,0.7425,0.7141,0.5433,0.6679,0.4082,2.011,1.7467,0.756,1.2044,0.3286,0.3497,1.6244,0.8876,BRCACancer
C04,1.0345,0.7594,1.0724,0.3885,0.1013,0.4666,0.2569,0.4228,0.6851,0.6425,0.9675,0.2828,0.1441,0.3608,0.7852,0.5574,0.7397,0.0277,0.6267,0.4175,0.4758,0.6127,0.0884,0.387,0.4972,0.2617,1.1612,0.5495,0.2085,0.4472,0.4013,1.4163,0.188,0.2505,0.1272,0.2985,0.315,0.2662,0.4466,0.2598,1.3418,1.2537,0.3557,0.7722,-0.0266,0.0635,0.7406,0.4955,Control
C05,0.9492,0.6499,0.8879,0.3673,0.0729,0.6411,0.3936,0.1861,0.581,0.6015,0.9575,0.3295,0.2483,0.4978,0.8347,0.5689,0.7699,0.0278,0.7472,0.4592,0.5242,0.6005,0.0972,0.4852,0.5632,0.3386,1.0961,0.6129,0.2935,0.417,0.5192,1.5586,0.1071,0.2157,0.2241,0.2982,0.321,0.2679,0.4127,0.2417,1.6228,1.3277,0.3535,0.839,0.1445,0.1483,0.7021,0.4435,BRCACancer
C06,0.6191,0.2617,0.3255,0.3318,-0.1614,0.1761,0.13,-0.07,0.2273,0.2327,0.2135,-0.0964,-0.0336,-0.1548,0.5779,0.203,0.2172,-0.0557,0.2317,0.1297,0.2496,0.1789,-0.0069,0.0837,0.1084,0.014,0.4971,0.2517,0.1383,0.2173,-0.0911,0.362,-0.0579,-0.0055,0.1643,0.0681,0.0228,0.1924,0.1425,0.1388,0.422,0.4086,0.1368,0.3721,-0.1312,-0.2697,0.102,-0.1478,Control
C07,1.0048,0.8029,0.9252,0.5414,0.1922,0.6896,0.3359,0.3258,0.8413,0.5579,1.1379,0.2302,0.1829,0.6508,0.7961,0.5293,1.0778,0.0996,0.9424,0.4569,0.6296,0.6245,0.1001,0.4328,0.591,0.3838,1.3028,0.629,0.2436,0.4899,0.6274,1.6412,0.2151,0.1481,0.2599,0.404,0.3875,0.3902,0.367,0.2066,1.891,1.3655,0.5046,0.8293,0.1077,0.1593,1.0167,0.5991,Control
C08,1.2626,0.9153,0.8857,0.6903,0.1405,0.798,0.6561,0.4652,0.8915,0.7803,1.256,0.6695,0.2139,0.7648,0.946,0.7079,1.2568,0.2756,1.0599,0.5921,0.7868,0.8031,0.1714,0.7172,0.7466,0.5624,1.4928,0.9251,0.4097,0.6763,0.8521,1.6761,0.4066,0.2424,0.3994,0.381,0.6133,0.441,0.5241,0.1965,1.9124,1.5478,0.6621,1.1103,0.1324,0.3147,1.1413,1.179,Control
C09,1.0328,0.9249,0.7891,0.5323,0.1608,0.8478,0.4775,0.3558,0.7341,0.5435,1.0358,0.2475,0.2135,0.8139,0.8688,0.4976,1.0483,0.1577,0.848,0.5016,0.4703,0.7022,0.1101,0.4456,0.6562,0.2991,1.2093,0.7107,0.2865,0.5609,0.5814,1.534,0.1532,0.1843,0.3391,0.3388,0.3296,0.3766,0.4078,0.3257,1.9958,1.3308,0.5684,0.7943,0.0482,0.204,1.2118,0.5672,Control
C10,1.0024,0.8461,0.9301,0.5235,0.1939,0.6597,0.4892,0.207,0.8415,0.6081,1.0685,0.2671,0.2669,0.7084,0.959,0.4865,1.0583,0.1436,0.9493,0.4855,0.4948,0.6465,0.0933,0.3777,0.8134,0.3222,1.1336,0.8006,0.2619,0.4574,0.5381,1.5253,0.1519,0.1768,0.3611,0.2801,0.379,0.2963,0.4186,0.1641,1.9727,1.2065,0.5995,0.8199,0.1649,0.1936,1.0892,0.5353,BRCACancer
C11,1.3901,0.9473,1.1118,0.6369,0.2915,0.8441,0.5615,0.5116,0.874,0.8405,1.3283,0.5239,0.1902,0.7354,1.0201,0.6909,1.1295,0.3165,0.9586,0.6747,0.7996,0.7701,0.1839,0.6319,0.7705,0.4864,1.6556,0.9075,0.4236,0.7661,0.9359,1.748,0.3072,0.3094,0.3169,0.5476,0.5036,0.4677,0.5567,0.3622,1.8532,1.522,0.5913,0.9829,0.1042,0.2271,1.1661,0.9363,Control
C12,0.9473,0.5586,0.834,0.3767,0.1825,0.5002,0.3916,0.1965,0.591,0.5821,0.848,0.213,0.1063,0.4301,0.9278,0.4584,0.6749,0.0203,0.5649,0.3784,0.5235,0.5319,0.0976,0.2921,0.4293,0.2401,0.9549,0.6103,0.224,0.3604,0.4167,1.392,0.1502,0.1671,0.2709,0.2274,0.2754,0.2081,0.3667,0.1567,1.2612,1.1617,0.2848,0.6188,0.0187,0.0529,0.6529,0.2165,BRCACancer
D01,1.0069,0.9008,0.7314,0.4109,-0.0561,0.584,0.4155,0.3283,0.5165,0.8127,0.8359,0.6604,0.1832,0.4641,0.4168,0.4718,1.1048,0.4215,0.7033,0.7115,0.8154,0.4687,0.435,0.4134,0.7875,0.4964,1.71,0.6096,0.3196,0.8703,0.411,1.2117,-0.0396,0.075,0.3684,0.5602,0.5278,0.3528,0.5427,0.4814,1.5562,1.3323,0.4519,0.7049,0.1528,0.2111,1.4767,0.3806,BRCACancer
D02,0.9646,0.9094,1.0181,0.5404,0.2107,0.6069,0.4294,0.3706,0.7776,0.6788,1.1064,0.3015,0.1713,0.5473,0.9811,0.4906,1.1311,0.1803,0.8987,0.511,0.5962,0.6998,0.1866,0.4192,0.54,0.4084,1.3174,0.77,0.3537,0.4955,0.703,1.6324,0.2608,0.2535,0.1903,0.3622,0.4119,0.3216,0.455,0.2532,1.8169,1.4985,0.5016,0.8605,0.0668,0.0917,0.9121,0.7022,BRCACancer
D03,0.9495,0.7436,1.0268,0.3031,0.143,0.5813,0.3704,0.3149,0.5125,0.6472,0.9092,0.2977,0.2183,0.483,0.9107,0.4862,0.8791,0.1168,0.8004,0.4713,0.5536,0.6017,0.0492,0.3462,0.5426,0.2717,1.2025,0.6939,0.2617,0.554,0.4814,1.5519,0.152,0.1654,0.2814,0.2392,0.3589,0.3138,0.345,0.2732,1.7117,1.4563,0.4952,0.7336,0.0339,0.2488,0.9264,0.542,BRCACancer
D04,1.2014,0.7633,1.0213,0.5594,0.1762,0.7519,0.4345,0.2811,0.6637,0.7544,1.106,0.5016,0.1332,0.6055,1.0027,0.6045,1.0154,0.3087,0.8866,0.5206,0.605,0.6475,0.0782,0.4563,0.5982,0.4574,1.375,0.7259,0.378,0.5158,0.6001,1.6409,0.1732,0.2186,0.2723,0.401,0.3921,0.399,0.3984,0.2872,1.6646,1.4413,0.4716,0.9022,0.1235,0.0942,1.2043,0.7096,BRCACancer
