@relation data

@attribute id string
@attribute 10111 numeric
@attribute 10714 numeric
@attribute 146956 numeric
@attribute 25788 numeric
@attribute 4361 numeric
@attribute 4683 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 57804 numeric
@attribute 5888 numeric
@attribute 5889 numeric
@attribute 5890 numeric
@attribute 5892 numeric
@attribute 5893 numeric
@attribute 6117 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 641 numeric
@attribute 6742 numeric
@attribute 675 numeric
@attribute 7156 numeric
@attribute 7516 numeric
@attribute 7517 numeric
@attribute 7979 numeric
@attribute 80198 numeric
@attribute 8438 numeric
@attribute 8940 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4331,0.9371,-0.0924,0.369,1.2456,1.4596,0.2778,0.4044,0.9524,0.1735,0.3666,0.2424,0.4318,0.5015,1.4412,0.8954,0.4075,0.587,1.4997,0.6319,0.8157,0.2289,0.1339,0.6366,0.8271,-0.0903,0.6243,Control
A02,1.2285,0.5681,-0.1287,0.114,0.7287,1.2727,0.1041,0.2926,0.8119,0.0286,0.1713,0.0485,0.151,0.23,1.2154,0.7374,0.2571,0.2216,1.2145,0.2402,0.6436,0.307,0.0034,0.4857,0.6118,0.0368,0.3713,Control
A03,1.2969,1.0381,0.0162,0.2337,1.0128,1.5079,0.2232,0.3785,0.9725,0.2877,0.3183,0.0998,0.4117,0.3892,1.3645,0.8439,0.3125,0.502,1.3795,0.5669,0.8416,0.0865,0.1429,0.5022,0.8295,0.0952,0.5881,Control
A04,1.2333,0.6304,-0.0874,0.1383,0.6142,1.1332,0.2818,0.3917,0.8594,0.1501,0.1551,0.0915,0.2883,0.2155,1.3858,0.8374,0.2831,0.2598,1.396,0.2453,0.555,0.142,0.0731,0.4287,0.6404,0.0788,0.3721,Control
A05,1.3432,0.9705,-0.0444,0.1445,0.9245,1.3935,0.3345,0.3864,1.1212,0.2341,0.2257,0.0998,0.4273,0.3619,1.3991,0.881,0.2969,0.3675,1.338,0.3443,0.7663,0.544,0.0936,0.5112,0.8153,0.0444,0.5306,Control
A06,1.1882,0.9511,-0.0309,0.1716,0.804,1.2698,0.2038,0.2237,0.835,0.2275,0.1362,0.0827,0.2896,0.2193,1.297,0.8377,0.2424,0.3128,1.2675,0.3562,0.818,0.1662,0.0183,0.4644,0.6511,0.0579,0.4732,Control
A07,1.3172,0.9645,0.023,0.2767,1.0633,1.482,0.2139,0.3733,0.8968,0.1459,0.3392,0.282,0.4049,0.4675,1.3678,0.8948,0.3141,0.4231,1.3203,0.2816,0.761,0.213,0.0285,0.7317,0.7247,0.1004,0.5362,Control
A08,1.4653,0.9747,-0.0176,0.204,1.0797,1.3794,0.1436,0.3686,0.7437,0.1869,0.3473,0.4506,0.3058,0.4907,1.357,0.734,0.2871,0.3803,1.4377,0.4473,0.7312,0.002,0.0929,0.8159,0.6431,0.0042,0.5511,Control
A09,1.2017,0.8869,0.0689,0.2321,0.9832,1.4573,0.1942,0.3713,0.8598,0.1219,0.1874,0.266,0.3083,0.3239,1.3916,0.836,0.2351,0.3058,1.2849,0.3304,0.621,0.0282,0.0545,0.531,0.6999,0.0339,0.4322,Control
A10,1.5891,0.895,-0.0191,0.057,0.9336,1.3605,0.2525,0.2464,0.8566,-0.0034,0.232,0.3201,0.3905,0.4154,1.4217,0.9032,0.2481,0.3654,1.3672,0.3325,0.6787,0.2376,0.0926,0.7063,0.6961,-0.0123,0.7145,Control
A11,0.8797,0.7194,0.0724,0.1418,0.8177,1.1589,0.15,0.2676,0.7237,-0.0371,0.1281,0.1826,0.3165,0.345,1.3142,0.7893,0.2318,0.3992,1.0372,0.2731,0.6299,-0.0012,0.0638,0.3733,0.6853,-0.1574,0.3808,Control
A12,0.9902,0.3576,0.0766,-0.1188,0.3299,0.688,-0.0291,0.3551,0.4098,-0.0738,-0.0067,-0.0271,0.0745,0.1139,0.8597,0.7871,0.2224,0.0751,1.1038,0.0673,0.231,-1e-04,-0.1065,0.3169,0.4331,0.0307,0.1513,Control
B01,1.3216,0.7208,0.2281,0.1206,0.9667,1.2908,-0.1363,0.3596,0.5482,0.062,0.1466,0.2302,0.2664,0.2403,1.1754,0.5839,0.3831,0.2968,1.8361,0.331,0.5535,0.3659,-0.1245,0.8524,0.4874,-0.0099,0.4424,Control
B02,1.3056,0.7079,0.0364,0.0817,0.8718,1.3242,0.2554,0.4192,1.0384,0.174,0.1609,0.1,0.4667,0.3374,1.4498,0.9334,0.3584,0.3438,1.7589,0.1838,0.6882,0.1916,0.1273,0.883,0.8538,0.0782,0.5706,Control
B03,1.3715,0.6422,0.1711,0.1007,0.9283,1.3459,0.1618,0.3799,0.7197,0.1434,0.1479,0.1483,0.3843,0.3026,1.2804,0.7518,0.3372,0.3003,1.7471,0.22,0.6189,0.2087,0.0405,0.8598,0.7019,-0.0307,0.4849,BRCACancer
B04,1.2878,0.6613,-0.0791,0.1144,0.8649,1.0887,0.0495,0.3884,0.6277,0.0574,0.1592,0.3302,0.2213,0.3831,1.0217,0.7367,0.2063,0.2665,1.3038,0.2397,0.6671,0.1917,0.112,0.7999,0.5941,0.0186,0.478,BRCACancer
B05,1.0292,0.5368,0.0249,0.0134,0.724,1.1264,0.0861,0.3684,0.7734,0.1059,0.04,0.03,0.1185,0.1811,1.0901,0.9128,0.2932,0.2932,1.428,0.3764,0.4969,0.0906,0.0347,0.462,0.6203,0.0101,0.361,BRCACancer
B06,1.1311,0.6556,0.1853,-0.0243,0.7201,1.0371,-0.2924,0.2235,0.3323,0.0488,-0.0653,0.1232,0.0372,0.1808,0.6928,0.2653,0.1442,0.163,1.2718,-0.0411,0.4095,0.3349,-0.2203,0.6836,0.4068,0.0588,0.2106,BRCACancer
B07,1.5406,0.8793,0.0358,0.0258,0.9926,1.4605,0.1868,0.4428,0.8969,0.1523,0.2346,0.0895,0.4496,0.4555,1.2889,0.9409,0.3537,0.4302,1.6427,0.2188,0.789,0.4226,0.1662,0.8337,0.9039,0.0257,0.5888,BRCACancer
B08,1.0805,0.7295,0.0406,0.2764,0.8778,1.2901,0.2443,0.2951,0.9394,0.1973,0.3091,0.0653,0.3118,0.4159,1.4711,0.7755,0.2212,0.4362,1.1566,0.2955,0.6699,0.1543,0.1309,0.393,0.7686,-0.0395,0.4285,Control
B09,1.0541,0.4954,-0.0573,0.0433,0.9394,1.0945,0.1798,0.1755,0.5623,0.0532,0.0981,0.3293,0.3133,0.27,0.9807,0.4568,0.1245,0.2355,1.3051,0.2258,0.5525,0.1464,0.1548,0.5548,0.4935,-0.0363,0.39,Control
B10,1.1395,0.5397,-0.0681,-0.0259,0.6193,0.9677,0.0171,0.25,0.5107,-0.1266,0.1254,0.1566,0.1718,0.1358,1.0862,0.6831,0.2148,0.1501,1.2043,0.1114,0.4259,0.1207,0.0093,0.4747,0.4091,-0.0332,0.2796,Control
B11,1.1396,0.6463,-0.0295,0.1154,0.7273,1.1815,0.1473,0.3934,0.787,0.2807,0.241,0.1359,0.1562,0.2468,1.0307,0.976,0.2742,0.2896,1.2679,0.2424,0.5783,0.259,0.0893,0.4451,0.5887,-0.0129,0.3139,Control
B12,0.7622,0.4319,-0.0371,0.0015,0.5359,0.582,0.0365,0.0383,0.4071,0.0251,0.0255,0.2926,0.0523,0.2053,0.4864,0.1498,0.0976,-0.0122,0.9007,0.0814,0.2915,0.085,0.11,0.5102,0.3872,0.0109,0.2225,Control
C01,1.1575,0.8453,-0.0514,0.1802,0.8579,1.2258,0.2288,0.4409,1.0813,0.1028,0.1318,0.1437,0.3956,0.4589,1.1457,0.7568,0.2379,0.3262,1.0928,0.1933,0.8221,0.2456,0.1076,0.4985,0.8927,0.0791,0.6385,BRCACancer
C02,1.216,0.5996,-0.0861,0.2037,0.8256,1.1574,0.3184,0.497,0.9889,0.04,0.1384,0.0293,0.3748,0.3848,1.2916,0.8183,0.328,0.271,1.2774,0.2182,0.5967,0.3141,0.1067,0.4672,0.8263,0.1159,0.6321,BRCACancer
C03,1.2541,0.8994,-0.0529,0.1571,0.8181,1.2672,0.3634,0.4891,1.0787,0.1503,0.1605,0.0283,0.4991,0.509,1.2608,0.8885,0.246,0.4499,1.3204,0.2972,0.8303,0.2394,0.1625,0.7523,1.0971,0.1488,0.8426,BRCACancer
C04,0.4583,0.2828,-0.2061,0.1408,0.2834,0.6291,0.2505,0.1272,0.5495,0.1155,0.1733,0.0151,0.144,0.021,0.9675,0.3608,0.1441,0.1135,0.8226,0.294,0.3972,0.0618,0.0848,0.1605,0.6234,-0.0616,0.3397,Control
C05,0.3945,0.3295,-0.1094,0.0054,0.4045,0.6796,0.2157,0.2241,0.6129,0.1143,0.035,0.0162,0.1765,0.1053,0.9575,0.4978,0.2483,0.1363,0.7533,0.26,0.3847,-0.0973,0.0111,0.3341,0.5698,0.0287,0.3285,BRCACancer
C06,-0.1394,-0.0964,-0.1688,-0.1238,0.0629,0.0497,-0.0055,0.1643,0.2517,-0.0542,-0.1577,0.0267,0.0757,0.0344,0.2135,-0.1548,-0.0336,0.0167,0.307,-0.0125,0.044,0.1808,0.0214,0.2227,0.2074,-0.1155,-0.0238,Control
C07,0.9368,0.2302,-0.1512,0.0994,0.4302,0.9118,0.1481,0.2599,0.629,0.0436,0.149,-0.0201,0.2357,0.1404,1.1379,0.6508,0.1829,0.1312,0.9788,0.2283,0.4326,0.2177,0.0344,0.266,0.6278,-0.0285,0.336,Control
C08,1.0824,0.6695,0.0791,0.181,0.6866,1.1376,0.2424,0.3994,0.9251,-0.0095,0.1419,0.0692,0.2742,0.346,1.256,0.7648,0.2139,0.355,1.0449,0.3135,0.6308,0.0781,0.0742,0.3636,0.7134,0.0094,0.458,Control
C09,0.9541,0.2475,0.0562,0.0866,0.4513,0.804,0.1843,0.3391,0.7107,0.125,0.1466,0.0208,0.211,0.2298,1.0358,0.8139,0.2135,0.1654,0.9925,0.2602,0.4017,0.0114,0.0488,0.2876,0.6404,-0.0167,0.3653,Control
C10,0.9701,0.2671,-0.1575,0.0427,0.4486,0.7349,0.1768,0.3611,0.8006,0.206,0.0678,-0.0127,0.1819,0.247,1.0685,0.7084,0.2669,0.0959,1.1015,0.1215,0.3704,0.0722,0.0689,0.3761,0.5559,0.098,0.3757,BRCACancer
C11,0.9902,0.5239,-0.0091,0.1254,0.7625,1.0852,0.3094,0.3169,0.9075,0.0135,0.225,0.0742,0.3866,0.3878,1.3283,0.7354,0.1902,0.2773,0.9939,0.232,0.6551,0.28,0.0686,0.3074,0.8593,-0.0727,0.4909,Control
C12,0.4862,0.213,-0.2014,-0.0201,0.3574,0.5707,0.1671,0.2709,0.6103,-0.0077,0.1577,-0.0071,0.1226,0.1307,0.848,0.4301,0.1063,0.1017,0.6501,0.0975,0.2773,0.0969,-0.0497,0.2979,0.5291,-0.1375,0.2753,BRCACancer
D01,1.1091,0.6604,-0.1017,0.132,0.9416,1.0271,0.075,0.3684,0.6096,-0.0601,0.0728,0.517,0.4207,0.3929,0.8359,0.4641,0.1832,0.2407,1.3987,0.1014,0.5142,0.1511,0.1373,0.7985,0.7478,0.0364,0.5522,BRCACancer
D02,0.8081,0.3015,-0.0207,0.0287,0.6118,0.8265,0.2535,0.1903,0.77,0.2035,0.1896,0.0709,0.2641,0.2892,1.1064,0.5473,0.1713,0.2517,0.9555,0.1454,0.5016,0.1201,0.0673,0.2656,0.6539,-0.0018,0.3906,BRCACancer
D03,0.7825,0.2977,-0.0752,-0.0567,0.3573,0.712,0.1654,0.2814,0.6939,-0.0574,0.0554,0.0501,0.2591,0.1988,0.9092,0.483,0.2183,0.1161,0.9093,0.1181,0.4356,-0.0117,-0.0239,0.3423,0.6685,-0.0102,0.3789,BRCACancer
D04,0.8071,0.5016,0.0016,0.0412,0.6445,0.9061,0.2186,0.2723,0.7259,-0.077,0.2411,0.0529,0.203,0.2739,1.106,0.6055,0.1332,0.1812,1.069,0.1814,0.5653,-0.0024,0.0774,0.3357,0.7167,0.0642,0.4716,BRCACancer
D05,0.7518,0.4571,-0.1153,0.007,0.5334,0.9281,0.1605,0.3475,0.6504,0.0941,0.0386,0.0146,0.2571,0.2159,1.1129,0.4995,0.2699,0.051,1.093,0.1397,0.502,0.1451,0.0419,0.3468,0.7344,0.1183,0.395,BRCACancer
D06,1.0854,0.6134,-0.0307,0.1305,0.8648,1.1083,0.3118,0.3574,0.8405,-0.0083,0.2693,0.0977,0.3611,0.3885,1.2971,0.7108,0.2258,0.3714,1.1151,0.2777,0.7388,0.1027,0.1268,0.4446,0.9101,-0.0251,0.5852,BRCACancer
D07,0.94,0.5016,-0.1406,0.0886,0.6581,1.0852,0.2397,0.2401,0.7015,-0.0484,0.1915,0.0447,0.3317,0.3077,1.2979,0.7438,0.1503,0.2557,1.0114,0.242,0.5893,0.0635,0.1414,0.4513,0.8228,-0.0076,0.4917,Control
D08,0.588,0.2876,0.0214,0.0541,0.4114,0.7395,0.151,0.29,0.474,-0.0025,0.0059,-0.0194,0.1289,0.1281,0.9702,0.406,0.1454,0.1099,0.8191,0.1489,0.3685,0.1552,0.0916,0.2317,0.6139,0.0013,0.3144,Control
D09,0.985,0.5329,-0.0817,0.1448,0.5779,0.9296,0.2091,0.3493,0.8186,0.0634,0.1586,0.0392,0.269,0.2785,1.2091,0.6769,0.1657,0.1669,1.0174,0.1025,0.5483,0.277,-0.0078,0.3531,0.723,0.025,0.4568,Control
D10,0.8246,0.4634,0.0012,0.0622,0.5549,1.0378,0.1853,0.3557,0.8482,0.135,0.1854,0.0364,0.1693,0.2767,1.0767,1.0386,0.2588,0.333,1.0408,0.276,0.4339,0.0722,0.0025,0.2867,0.6326,-0.0533,0.2873,Control
D11,0.34,0.1736,-0.0735,-0.0928,0.0479,0.2832,-0.1293,0.1622,0.1725,0.2559,-0.052,0.0224,0.0166,0.1213,0.558,0.1404,-0.0072,0.0612,0.5745,0.1077,0.2158,0.1248,0.0127,0.0928,0.3829,0.0272,0.1521,Control
D12,0.5799,0.337,-0.0658,-0.011,0.5445,0.7493,0.2057,0.2512,0.5775,0.0518,0.1868,0.026,0.2563,0.231,1.0407,0.3908,0.1013,0.2302,0.838,0.1634,0.3401,0.0112,-0.026,0.1689,0.5726,-0.0845,0.3004,Control
E01,0.777,0.3807,-0.0339,-0.0929,0.35,0.7709,0.1309,0.248,0.5296,0.1772,0.0095,0.0092,0.2646,0.2056,0.8555,0.5099,0.2011,0.0787,1.0658,0.166,0.3786,0.0511,-0.1208,0.3228,0.5749,0.0458,0.3549,BRCACancer
E02,1.2869,0.3993,-0.101,0.192,0.6201,1.0756,0.307,0.3875,0.7657,0.2376,0.2356,0.0263,0.3916,0.2905,1.3133,1.0453,0.3234,0.351,1.231,0.2836,0.5369,0.2047,0.0859,0.4362,0.6728,0.0929,0.4277,Control
E03,0.894,0.5564,-0.1026,0.055,0.6286,1.0598,0.3413,0.3305,0.9052,0.136,0.1746,0.0462,0.2496,0.2847,1.2854,0.5971,0.1079,0.2132,1.0052,0.2098,0.5796,0.1888,0.0793,0.2474,0.728,-0.0018,0.421,Control
E04,1.1116,0.5009,-0.0038,0.1824,0.7005,0.9388,0.429,0.4398,0.9998,0.0581,0.2099,0.022,0.3473,0.4448,1.3436,0.806,0.2438,0.2437,1.3001,0.2388,0.5456,0.0978,0.156,0.3615,0.8972,0.0754,0.6318,Control
E05,1.2224,0.3732,-0.0453,0.038,0.5515,0.8339,0.1032,0.4589,0.5717,-0.005,0.1473,0.011,0.1142,0.1821,1.1222,0.7413,0.3407,0.2452,1.1879,0.1955,0.3696,0.0672,0.0195,0.4343,0.6272,0.0496,0.3657,Control
E06,0.8631,0.3466,0.0199,-0.1504,0.4187,0.7901,-0.1044,0.3709,0.3643,-0.0827,-0.1386,0.022,0.0441,0.0781,0.6702,0.355,0.2006,0.0601,0.9733,0.0772,0.3667,0.2126,0.0021,0.5669,0.4145,0.0609,0.265,BRCACancer
E07,1.0361,0.487,0.0131,0.0773,0.6162,0.8764,0.2873,0.3209,0.7426,0.0548,0.212,0.0306,0.1724,0.3166,1.1462,0.5894,0.2104,0.2115,1.2064,0.2182,0.5367,0.1654,0.0808,0.422,0.7637,0.0506,0.4928,BRCACancer
E08,1.1104,0.5754,-0.114,0.1138,0.6142,1.1228,0.2833,0.3327,0.7901,0.0446,0.1177,0.0314,0.2849,0.2942,1.3417,0.6951,0.1959,0.2626,1.1324,0.2578,0.5998,0.2102,0.0978,0.4411,0.7661,0.0319,0.5757,Control
E09,0.9395,0.4958,-0.035,0.0331,0.5054,0.9922,0.2726,0.2964,0.946,0.1464,0.1492,0.0328,0.2965,0.2211,1.1175,1.0899,0.2705,0.1868,1.1018,0.1702,0.4576,-0.1014,0.1127,0.4201,0.6931,0.112,0.3701,BRCACancer
E10,1.2806,0.7826,0.0069,0.1676,0.7565,1.2051,0.184,0.4313,0.7603,0.1898,0.2177,0.0575,0.324,0.33,1.2807,0.7146,0.2667,0.4073,1.298,0.1857,0.7187,0.1724,0.0558,0.6481,0.7146,0.1686,0.483,BRCACancer
E11,0.7729,0.3415,-0.103,0.0474,0.4115,0.8444,0.1651,0.274,0.5069,0.069,0.1259,-0.0133,0.1496,0.1608,1.1521,0.5238,0.1643,0.2166,0.9686,0.1348,0.3742,0.0581,0.0158,0.2475,0.5619,-0.042,0.3017,Control
E12,0.5604,0.244,0.0147,-0.0566,0.3561,0.7495,0.0934,0.1272,0.4711,0.0419,-0.0028,0.0458,0.1072,0.0957,0.8969,0.3662,0.132,0.0787,0.9053,0.1355,0.285,-0.0092,-0.1376,0.0853,0.3951,-0.0375,0.1593,BRCACancer
F01,1.2098,0.7423,-0.0177,0.207,0.8923,1.1636,0.3144,0.439,0.8762,0.054,0.2413,0.131,0.3948,0.4407,1.3373,0.7957,0.2423,0.4143,1.2658,0.3356,0.7221,0.226,0.1864,0.4525,0.8438,-0.0083,0.6535,Control
F02,1.212,0.6755,0.0627,0.1412,0.8581,1.1311,0.3257,0.4575,1.0183,0.1382,0.211,0.0627,0.4589,0.4299,1.3015,0.8824,0.2782,0.4304,1.3488,0.3249,0.7541,0.2959,0.1326,0.4742,0.9222,0.0995,0.6255,Control
F03,0.9644,0.5545,0.0376,0.1139,0.5677,0.9413,0.2696,0.342,0.6892,-0.0505,0.1409,0.0147,0.2653,0.219,1.2549,0.8548,0.2312,0.1618,1.0305,0.3347,0.5727,0.3083,0.053,0.3417,0.7216,0.0778,0.5163,Control
F04,0.9457,0.7755,0.0301,0.0662,1.0086,1.2556,0.1045,0.2473,0.707,-0.0385,0.0656,0.1882,0.285,0.3892,1.1366,0.5439,0.162,0.3468,1.0491,0.2371,0.7253,0.1297,0.0886,0.4709,0.8384,-0.0916,0.6836,Control
F05,1.1102,0.5975,0.0201,0.118,0.6863,1.1067,0.2716,0.4265,0.7938,0.0069,0.2172,0.0152,0.3059,0.339,1.2509,0.7535,0.2244,0.2429,1.2549,0.2834,0.6106,0.213,0.0932,0.4021,0.7406,0.0282,0.4675,Control
F06,0.7957,0.4091,-0.1205,0.0401,0.3711,0.7891,0.1441,0.2599,0.7547,0.0237,0.0636,-0.0124,0.1439,0.1536,1.1081,0.6188,0.1369,0.2938,0.892,0.2942,0.5245,0.275,-0.0218,0.3475,0.5344,-0.0453,0.3173,Control
F07,1.2523,0.5411,-0.0627,0.2842,0.7016,1.0181,0.2525,0.3318,0.7734,-0.0509,0.2243,0.2674,0.358,0.3724,1.1743,0.7427,0.1975,0.3519,1.2192,0.2508,0.581,0.0491,0.1167,0.643,0.7383,-0.0044,0.5052,Control
F09,1.4491,0.9139,-0.0812,0.287,0.847,1.2619,0.423,0.4534,1.0536,0.2181,0.3087,0.0656,0.3506,0.4476,1.3749,1.1127,0.314,0.3132,1.4758,0.322,0.874,0.3149,0.1416,0.591,0.9081,0.0022,0.5801,Control
F10,1.4092,0.7121,0.0528,0.1444,0.7748,1.1886,0.3146,0.359,0.9879,0.0834,0.27,0.1311,0.4691,0.4072,1.3084,0.8571,0.2689,0.3371,1.361,0.2868,0.7255,0.2001,0.0885,0.5728,0.9048,0.0451,0.5839,Control
F11,0.9562,0.6121,0.0446,0.1044,0.5561,1.0776,0.3037,0.299,0.9169,0.0852,0.2885,0.0039,0.3455,0.3529,1.3367,0.7523,0.2266,0.2195,0.9585,0.3123,0.6242,0.1837,0.0506,0.3184,0.8364,0.0274,0.5072,Control
F12,1.2458,0.8359,-0.1149,0.0622,0.8653,1.1095,0.1396,0.2778,0.5846,0.1673,0.193,0.2136,0.2142,0.2942,1.1355,0.6564,0.115,0.2662,1.186,0.2635,0.674,-0.1052,0.0172,0.5914,0.6644,-0.0617,0.568,Control
G01,0.9731,0.498,-0.0369,0.0666,0.6259,0.981,0.1531,0.3132,0.696,-0.0462,0.2679,0.0532,0.2334,0.2703,1.0611,0.6856,0.2005,0.2399,1.0237,0.2908,0.6042,0.0385,0.1109,0.2753,0.646,0.0096,0.488,Control
G02,0.82,0.4358,-0.0569,0.096,0.4445,0.8329,0.1794,0.3283,0.6322,0.1338,0.1325,0.0206,0.0776,0.1835,1.0908,0.4218,0.2026,0.2545,0.9056,0.1319,0.4632,0.205,0.027,0.2376,0.6325,-0.0062,0.3716,Control
G03,1.351,0.7273,0.1333,0.1589,0.9284,1.1442,0.2527,0.4733,0.7467,0.145,0.2148,0.0387,0.4115,0.3857,1.3334,1.0196,0.3634,0.3147,1.3104,0.2598,0.6993,0.1815,0.1084,0.5261,0.8233,0.0331,0.5812,Control
G04,1.2685,0.5076,0.0186,0.1402,0.4706,0.8438,0.4049,0.4944,0.8629,0.2652,0.1537,0.0547,0.396,0.3252,1.4738,0.7908,0.268,0.2783,1.1448,0.2539,0.6628,0.2094,0.1067,0.4003,0.724,-0.0035,0.513,BRCACancer
G05,0.5059,0.3927,-0.0631,-0.1549,0.4929,0.6028,-0.0297,0.1818,0.4714,0.0619,0.0217,0.0419,0.1473,0.1335,0.783,0.072,-0.0213,0.127,0.8196,0.0842,0.3674,0.1622,-0.0165,0.2787,0.5365,-0.1023,0.4443,BRCACancer
G06,1.2163,0.5961,-0.1132,0.0744,0.5684,0.8626,0.1325,0.3374,0.6177,0.0862,0.1204,0.0451,0.1839,0.1623,1.0307,0.5445,0.2144,0.1946,1.236,0.3361,0.5869,0.1048,0.0664,0.4368,0.5299,0.1318,0.4593,BRCACancer
G07,0.8889,0.3327,0.0056,0.1489,0.5353,0.9147,0.172,0.3612,0.6057,0.0353,0.1195,0.0168,0.1976,0.2533,1.2536,0.4699,0.1533,0.2972,0.9177,0.1808,0.4999,0.1259,-0.009,0.3389,0.609,0.0283,0.4173,Control
G08,1.1555,0.7368,-0.0397,0.2225,0.8871,1.2398,0.2014,0.2364,0.8372,-0.0997,0.1407,0.0647,0.3138,0.3852,1.3357,0.7064,0.296,0.3914,1.1664,0.3016,0.7352,-0.0372,0.0433,0.3966,0.7097,0.0154,0.5333,Control
G09,0.6586,0.5069,-0.03,0.0231,0.607,0.7275,0.2102,0.1598,0.6002,0.1636,0.2131,0.0296,0.2254,0.1994,0.9984,0.3628,0.1017,0.1307,0.9571,0.1873,0.4064,-0.0799,0.0472,0.1521,0.4924,-0.0448,0.2907,Control
G10,0.9993,0.3269,-0.2185,-0.0571,0.4307,0.874,0.0591,0.3035,0.3377,0.1158,0.1131,0.0256,0.1535,0.1363,0.8664,0.4947,0.1757,0.2329,0.9697,0.0875,0.3533,0.0073,-0.0083,0.3985,0.4904,-0.0632,0.2828,BRCACancer
G11,0.4202,0.3381,-0.3268,0.0716,0.2848,0.584,0.0657,0.0722,0.395,-0.0701,0.1661,0.1059,0.003,0.138,0.8212,0.158,0.1399,0.3046,0.5952,-0.0175,0.3592,0.0157,0.0116,0.229,0.2382,-0.141,0.264,BRCACancer
G12,1.022,0.4222,-0.1852,0.0306,0.5461,0.864,0.1253,0.2961,0.4826,-0.1671,0.0666,0.0347,0.2642,0.1694,0.9308,0.395,0.146,0.1537,1.0245,0.02,0.4623,0.1626,0.061,0.5826,0.5007,-0.0467,0.3282,BRCACancer
H01,0.8291,0.4147,-0.1694,-0.0537,0.38,0.5866,0.0924,0.3058,0.5513,0.0332,0.2356,-0.0277,0.0612,0.1476,0.9432,0.5249,0.1742,0.1686,0.8112,0.2415,0.364,-0.1214,-0.0308,0.384,0.4399,0.1363,0.3196,Control
H02,0.6278,0.4349,-0.1342,0.0257,0.5271,0.8639,0.3231,0.2035,0.7415,0.1426,0.1888,0.0247,0.285,0.2416,1.1643,0.4595,0.1249,0.2274,0.7615,0.2511,0.4805,-0.0296,0.1088,0.2664,0.556,0.0425,0.4226,Control
H03,0.86,0.5673,-0.0128,0.0692,0.5404,0.8419,0.119,0.3769,0.513,-0.1664,0.1235,0.0606,0.2929,0.308,1.0534,0.4514,0.1057,0.2622,0.8842,0.1451,0.4603,0.025,0.0361,0.302,0.6551,-0.0709,0.4073,Control
