@relation data

@attribute id string
@attribute 10673 numeric
@attribute 10803 numeric
@attribute 10850 numeric
@attribute 23308 numeric
@attribute 23495 numeric
@attribute 2826 numeric
@attribute 29851 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3558 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3569 numeric
@attribute 3586 numeric
@attribute 3600 numeric
@attribute 3601 numeric
@attribute 3676 numeric
@attribute 3695 numeric
@attribute 4055 numeric
@attribute 5284 numeric
@attribute 56477 numeric
@attribute 57379 numeric
@attribute 608 numeric
@attribute 6370 numeric
@attribute 6387 numeric
@attribute 7040 numeric
@attribute 7852 numeric
@attribute 8174 numeric
@attribute 9020 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.3979,0.2144,0.1349,0.5896,0.4566,0.1323,1.4468,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,-0.0738,-0.2431,-0.0358,0.0868,0.0038,0.3762,0.4249,2.696,1.9721,0.4199,0.0355,0.4187,-0.0275,0.3929,-0.0805,-0.0791,2.044,2.7268,-0.0806,0.7681,2.0683,0.3386,0.8489,0.7441,1.4973,Control
Utah__A02,1.243,0.0452,-0.0137,0.4469,0.5001,-0.023,0.8186,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,0.0386,-0.2105,-0.0625,0.0155,-0.0899,0.3062,0.4809,2.4488,1.9595,0.3879,0.0512,0.2842,-0.0135,-0.0085,-0.0303,-0.0476,2.0529,2.4224,-0.0505,0.528,1.3671,0.1308,0.8305,0.6453,1.0077,Control
Utah__A03,1.6317,0.1331,0.1662,0.4934,0.3591,-0.0069,0.9395,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,-0.0552,-0.2256,-0.0242,0.0054,0.1344,0.5331,0.6838,2.7206,2.1622,0.512,0.1172,0.1989,-0.0149,0.1759,0.0316,0.0356,2.233,2.2371,-0.1495,0.7605,1.1903,0.3489,1.0305,0.6315,0.7903,Control
Utah__A04,1.0851,0.1454,0.011,0.5263,0.378,0.1032,1.0673,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,0.0745,0.002,-0.1614,0.0835,-0.0683,0.2752,0.4305,2.7136,2.0598,0.3564,0.0661,0.3902,-0.098,0.2019,0.0938,-0.0252,2.1844,3.1235,0.0209,0.6381,1.8681,0.1898,0.7714,0.67,1.186,Control
Utah__A05,1.5689,0.1558,-0.0187,0.5816,0.5689,0.2796,0.8688,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,0.0385,-0.1394,0.0742,0.0837,0.0238,0.449,0.4794,2.5734,1.8728,0.7243,0.0264,0.2968,-0.045,0.4521,0.0855,0.0069,2.5268,2.5718,0.0633,0.6988,1.4142,0.1691,1.1358,0.8111,1.01,Control
Utah__A06,1.6217,-0.135,-0.021,0.455,0.3594,-0.0187,0.8304,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,0.1258,-0.1429,-0.0316,-0.0531,-0.0026,0.3124,0.3589,2.2651,1.5727,0.4647,-0.0428,0.3168,-0.0449,0.0361,0.0018,5e-04,2.0798,3.0026,-0.0978,0.6021,1.4178,0.1506,1.1886,0.4565,0.9542,Control
Utah__A07,1.7334,0.0749,-6e-04,0.3321,0.5163,0.1664,0.9929,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,0.005,-0.0564,-0.003,0.2383,0.038,0.5756,0.4129,2.7412,1.89,0.5064,0.0689,0.2942,-0.17,0.3451,-0.087,-0.1415,2.1037,2.2907,-0.0319,0.7746,1.7139,0.224,1.2324,0.5399,1.2476,Control
Utah__A08,1.279,-0.0891,0.0436,0.4929,0.3921,0.1017,1.0674,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,-0.0872,-0.1643,-0.1885,0.1461,-0.0136,0.7961,0.4693,3.0853,1.6864,0.2554,-0.0127,0.3124,-0.0893,0.0966,-0.1181,-0.0901,1.7967,2.3261,-0.2343,0.7477,2.0481,0.1523,0.975,0.5853,1.2509,Control
Utah__A09,1.4096,0.2499,0.0411,0.2626,0.5382,0.0764,1.0948,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,-0.0099,-0.2088,0.082,0.1333,0.1078,0.5007,0.432,2.8347,1.9861,0.3259,0.0648,0.2921,-0.1285,0.2305,0.0063,-0.0697,2.0877,2.5767,-0.0751,0.6974,1.8234,0.2479,0.9961,0.3447,1.1236,Control
Utah__A10,1.5856,0.203,0.0601,0.3011,0.6637,0.065,1.0324,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,0.011,-0.1703,-0.1082,-0.0405,0.1019,0.632,0.4705,2.9349,1.952,0.5087,0.0351,0.2798,-0.0316,-0.1059,0.0707,-0.0068,2.136,2.3087,-0.0461,0.73,1.5408,0.2632,1.2449,0.5378,1.0042,Control
Utah__A11,1.0927,-0.224,-0.0543,0.389,0.4859,0.2365,0.6412,1.2714,1.7007,0.3524,2.8119,0.9494,0.1166,3.124,0.404,0.0744,-0.199,-0.1365,0.1299,-0.1162,0.1088,0.4112,2.2855,1.9771,0.3292,0.0249,0.2839,-0.088,-0.0087,0.0847,-0.0726,2.0524,2.286,-0.2188,0.6114,1.1116,0.1908,0.7548,0.333,0.8875,Control
Utah__A12,0.7127,0.0798,0.073,0.1313,0.4496,-0.0373,0.5963,1.1795,1.7701,0.4539,2.4849,0.7225,0.2403,3.2121,1.423,0.0104,-0.1645,0.0434,0.1091,0.1121,0.1273,0.167,1.9675,1.4066,0.1026,0.1421,0.1636,-0.1309,-0.0627,-0.1,0.0249,1.7473,2.6898,-0.0185,0.2742,0.966,0.3364,0.7512,0.2438,0.6383,Control
Utah__B01,1.1217,0.082,0.0139,0.3845,0.4475,-0.2117,1.1119,1.4348,1.9761,0.3534,2.4956,1.5085,0.1883,2.7881,0.1918,-0.1119,-0.2119,-0.3013,-0.0468,0.082,0.2484,0.314,2.5521,1.443,0.0966,0.0576,0.3461,-0.2315,-0.1387,-0.2444,-0.01,1.6757,2.611,-0.3066,0.5932,1.8629,0.2918,1.1053,0.5042,1.1234,Control
