@relation data

@attribute id string
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 11181 numeric
@attribute 178 numeric
@attribute 2538 numeric
@attribute 2548 numeric
@attribute 2595 numeric
@attribute 2632 numeric
@attribute 2645 numeric
@attribute 280 numeric
@attribute 2821 numeric
@attribute 283209 numeric
@attribute 2990 numeric
@attribute 2997 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 5167 numeric
@attribute 5169 numeric
@attribute 5236 numeric
@attribute 54490 numeric
@attribute 55276 numeric
@attribute 57733 numeric
@attribute 57818 numeric
@attribute 5834 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 6476 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 80146 numeric
@attribute 80201 numeric
@attribute 9365 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0339,-0.032,0.0078,1.1414,-0.0539,0.5746,1.0407,0.4049,-0.079,0.5483,1.0502,0.9118,1.0093,0.7751,0.5717,0.2937,0.9878,-0.0316,0.1442,0.4381,-0.2267,1.5286,-0.0815,-0.0488,0.9352,1.4277,0.3016,-0.1163,0.6879,1.4594,-0.1379,-0.1386,0.115,0.2189,-0.1241,0.7025,0.2966,-0.0685,Control
A02,-0.3408,-0.0064,-0.0076,0.8305,-0.0648,0.4286,0.7043,0.3179,0.0541,0.3365,1.0073,0.5689,0.9441,0.6079,0.5526,0.2837,1.0478,-0.0643,0.2002,0.3759,-0.0367,1.4874,-0.0844,-0.0206,0.7872,1.4069,0.1435,-0.0522,0.4189,1.2572,-0.0893,-6e-04,0.0484,0.1848,-0.2003,0.5642,-0.0355,-0.1115,Control
A03,-0.1232,0.035,-0.0464,0.8913,-0.0883,0.6898,0.9591,0.4399,0.0212,0.4363,1.1168,0.7691,1.1149,0.7916,0.618,0.3996,1.3083,-0.0667,0.1415,0.5066,-0.2328,1.5478,-0.069,-0.061,0.8841,1.4934,0.1275,-0.0659,0.6299,1.2826,-0.1718,-0.1039,-0.1172,0.3533,-0.0905,0.6183,-0.0589,-0.0293,Control
A04,-0.2851,-0.0389,-0.0515,0.9589,-0.1049,0.6062,0.7307,0.3444,0.0179,0.3632,1.0251,0.5396,0.9613,0.6602,0.5522,0.1925,0.9754,0.025,0.0763,0.406,-0.024,1.4967,-0.0026,-0.0745,0.9022,1.2989,0.1096,-0.0312,0.5214,1.3514,-0.0908,-0.0303,0.0448,0.241,-0.0614,0.5952,0.0784,-0.0065,Control
A05,-0.1899,0.0248,-0.117,0.995,-0.066,0.9676,1.0152,0.4739,-0.0199,0.3719,1.0918,0.7985,1.2427,0.816,0.6542,0.3252,1.5383,0.0171,0.1467,0.5231,-0.0149,1.7041,-0.0385,-0.0753,1.1985,1.7042,0.1422,-0.0641,0.6671,1.4178,-0.1496,-0.0217,0.0095,0.0123,-0.068,0.666,0.0375,0.0407,Control
A06,-0.1986,0.0289,-0.0381,0.8857,-0.0756,0.6594,0.8559,0.4028,-0.0175,0.3889,1.0245,0.4999,1.1046,0.6506,0.5843,0.3767,1.3223,0.0374,0.0631,0.4443,-0.0683,1.5029,-0.0739,-0.1001,0.9231,1.5891,0.0839,-0.105,0.6419,1.2017,-0.1727,-0.1421,-0.0105,0.2446,-0.0896,0.6014,0.0414,0.092,Control
A07,-0.1134,-5e-04,-0.1061,0.9614,-0.0778,0.5377,1.0936,0.5401,0.0226,0.5525,1.0657,0.7676,1.061,0.6377,0.5947,0.521,1.1888,-0.0311,0.0449,0.4707,-0.111,1.6602,-0.1082,-0.0482,0.9143,1.5024,0.2082,-0.0553,0.5706,1.462,-0.1185,-0.1344,-0.0127,0.2499,-0.0629,0.7343,0.1212,-0.0699,Control
A08,-0.1783,0.1163,-0.0178,1.1089,-0.0531,0.5139,1.1499,0.5634,-0.0566,0.5876,0.9927,0.6059,0.91,0.66,0.5887,0.3328,0.88,-0.078,0.164,0.5127,-0.0846,1.2796,-0.0998,-0.03,0.7543,1.145,0.1973,-0.1272,0.455,1.3734,-0.2234,-0.0912,-0.127,0.1022,-0.0941,0.8007,0.1394,-0.1137,Control
A09,-0.2292,-0.023,-0.0362,0.8982,-0.0801,0.4825,0.9914,0.4333,-0.0163,0.4429,1.0589,0.6898,0.955,0.6153,0.5535,0.4116,1.0357,-0.0735,0.0651,0.4272,-0.049,1.2706,-0.1035,-0.1467,0.9649,1.3985,0.1767,-0.0844,0.5308,1.357,-0.165,-0.0011,-0.031,0.0796,-0.1619,0.6969,0.1528,-0.096,Control
A10,-0.2546,-0.0138,-0.0554,1.0522,-0.0779,0.6566,1.0749,0.5243,-0.0085,0.5498,1.0376,0.6143,1.0038,0.6971,0.5779,0.5346,1.1376,-0.0452,0.053,0.5719,-0.1153,1.6387,-0.1129,-0.0743,1.004,1.6172,0.1489,-0.0801,0.5521,1.4278,-0.1161,-0.0633,-0.026,0.15,-0.1561,0.659,-0.0593,-0.0727,Control
