@relation data

@attribute id string
@attribute 1719 numeric
@attribute 2356 numeric
@attribute 248 numeric
@attribute 249 numeric
@attribute 251 numeric
@attribute 2643 numeric
@attribute 4337 numeric
@attribute 4338 numeric
@attribute 5805 numeric
@attribute 5860 numeric
@attribute 6697 numeric
@attribute 8836 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.3174,0.5698,-0.1073,0.1307,0.7116,1.0104,-0.1441,0.9256,0.9849,0.3908,0.0816,0.378,Control
Utah__A02,0.0485,0.3429,-0.045,0.1136,0.5744,0.8845,-0.0621,0.7014,0.5823,0.2309,-0.1296,0.0413,Control
Utah__A03,0.0257,0.5653,-0.0036,0.1491,0.6146,1.3554,-0.0715,0.7895,1.0745,0.3384,-0.0418,0.2807,Control
Utah__A04,0.1143,0.4971,0.0312,0.0574,0.734,0.7284,-0.0686,0.5991,0.7861,0.2323,-0.0702,0.1622,Control
Utah__A05,0.1337,0.518,-0.012,0.0327,0.6512,0.9566,-0.1238,0.7856,0.8253,0.2452,0.2171,0.2745,Control
Utah__A06,0.0092,0.4645,-0.0966,0.0808,0.5199,0.8872,-0.0247,0.6989,0.9539,0.2933,0.0536,0.2014,Control
Utah__A07,0.3159,0.4646,-0.0227,0.1338,0.5669,1.0905,-0.0377,0.7845,0.9172,0.347,0.0414,0.3116,Control
Utah__A08,0.1825,0.5053,-0.0626,0.0649,0.562,1.0225,-0.1991,0.8411,0.987,0.2833,0.0023,0.2335,Control
Utah__A09,0.2319,0.4277,-0.0222,0.1455,0.6183,1.0617,-0.0704,0.6641,0.6781,0.2885,-0.0583,0.0048,Control
Utah__A10,0.2769,0.3959,-0.067,-0.0558,0.6567,0.9653,-0.1124,0.7656,0.9191,0.3038,0.0238,0.1146,Control
Utah__A11,-0.0218,0.3586,-0.1252,-0.0087,0.4728,0.7548,-0.1022,0.515,0.6645,0.1451,0.0025,0.0993,Control
Utah__A12,0.0218,0.155,-0.0045,0.2999,0.6454,0.3214,0.061,0.6382,0.382,0.1302,-0.0128,0.2103,Control
Utah__B01,0.2539,0.3443,-0.226,0.0603,0.5275,0.8379,-0.0755,0.9429,1.0589,0.3166,-0.2146,0.1997,Control
Utah__B02,0.2353,0.5744,-0.0725,0.1376,0.6231,0.9604,-0.0615,0.9044,1.1144,0.3718,0.0377,0.2577,Control
Utah__B03,0.159,0.4477,-0.2204,-0.0093,0.6978,0.9107,-0.1386,0.8294,1.1014,0.2165,0.0146,0.1253,BRCACancer
Utah__B04,0.2842,0.3433,-0.0482,0.0566,0.5538,0.9282,-0.1752,0.5192,0.825,0.1536,-9e-04,0.0692,BRCACancer
Utah__B05,-0.008,0.4648,0.0368,0.1343,0.5447,0.8162,-0.1279,0.6349,0.9501,0.2663,-0.0555,0.3733,BRCACancer
Utah__B06,0.2334,0.0849,-0.2019,-0.048,0.575,0.6602,-0.1684,0.6883,0.7679,0.0817,-0.097,0.0295,BRCACancer
Utah__B07,0.3079,0.5685,-0.0397,0.0419,0.8897,1.0578,-0.1192,0.9446,0.97,0.393,-0.0304,0.1855,BRCACancer
Utah__B08,0.1501,0.4567,-0.0319,0.0272,0.5747,1.017,-0.0922,0.6256,0.6979,0.0794,-0.0316,0.302,Control
Utah__B09,0.1186,0.384,-0.2151,0.0548,0.8247,0.8635,-0.205,0.4693,0.9997,1e-04,-0.0599,0.017,Control
Utah__B10,0.1726,0.3105,-0.079,0.0808,0.8154,0.7908,-0.0582,0.5401,0.6981,0.0948,-0.0747,-0.1721,Control
Utah__B11,0.0781,0.3644,-0.115,0.1363,0.732,0.8292,-0.2239,0.6084,0.5683,0.2699,0.1658,0.3188,Control
Utah__B12,0.162,0.3208,-0.0029,0.0642,0.7075,0.5457,-0.1327,0.3026,0.5979,-0.1131,-0.0529,-0.0882,Control
Utah__C01,0.2291,0.5696,0.0271,0.1207,0.553,0.9714,-0.1075,0.7729,0.8118,0.1291,0.0393,0.1868,BRCACancer
Utah__C02,0.1819,0.62,0.0452,0.1932,0.5893,0.8935,-0.0509,0.828,0.6351,0.2243,0.134,0.1756,BRCACancer
Utah__C03,0.2369,0.7555,0.1118,0.1154,0.714,1.1109,-0.0261,0.8351,0.7666,0.3605,0.0815,0.2629,BRCACancer
Utah__C04,-0.0223,0.3955,0.0887,0.155,0.6881,0.567,-0.074,0.3497,0.4406,0.0552,-0.0307,0.0865,Control
Utah__C05,0.0427,0.2265,0.0468,0.13,0.6488,0.5504,-0.0251,0.4843,0.3492,-0.035,-0.0116,0.1378,BRCACancer
Utah__C06,-0.1925,0.1949,4e-04,0.1795,0.721,0.005,-0.2016,0.1628,0.1325,-0.206,0.0944,-0.0399,Control
Utah__C07,-0.0178,0.3635,0.0632,0.0825,0.8385,0.5297,-0.0864,0.456,0.4296,0.0771,0.0521,0.0943,Control
Utah__C08,0.0377,0.5369,0.0569,0.1653,0.7006,0.783,-0.0517,0.7166,0.4771,0.2224,-0.0403,0.1707,Control
Utah__C09,0.1966,0.4054,-0.0854,0.1101,0.6504,0.5658,-0.0831,0.571,0.5052,0.0822,-0.0789,0.0014,Control
Utah__C10,0.1457,0.3177,0.0443,0.1135,0.6832,0.5757,-0.0377,0.6926,0.278,0.1065,0.0248,0.0249,BRCACancer
Utah__C11,0.0594,0.6902,0.0098,0.0641,0.6554,0.8879,-0.0722,0.708,0.6454,0.1098,0.0571,0.0309,Control
Utah__C12,0.0012,0.3136,0.0801,0.1418,0.5264,0.4146,-0.0388,0.2951,0.3038,0.0043,-0.0784,0.0267,BRCACancer
Utah__D01,0.2102,0.4538,-0.0179,0.1695,0.9011,0.8292,-0.1725,0.4544,0.904,0.1308,-0.0233,-0.0204,BRCACancer
Utah__D02,0.0656,0.4379,-0.1004,0.0962,0.5368,0.6108,-0.1061,0.5039,0.3988,0.1093,-0.0864,0.1168,BRCACancer
Utah__D03,0.1404,0.3827,-0.0435,0.0767,0.4656,0.6799,-0.0336,0.5146,0.4288,-0.0159,-0.0335,0.0638,BRCACancer
Utah__D04,-0.0306,0.4062,-0.0923,0.1603,0.7192,0.7744,-0.087,0.5834,0.544,0.0474,0.1422,0.1189,BRCACancer
Utah__D05,0.0138,0.4006,0.0833,0.1321,0.6746,0.7922,-2e-04,0.6524,0.5071,0.1244,0.0201,-0.0311,BRCACancer
Utah__D06,0.0303,0.5585,-0.0075,0.0767,0.7451,0.7738,-0.0963,0.7589,0.6737,0.2964,0.0711,0.293,BRCACancer
Utah__D07,0.0647,0.5525,0.0013,0.0817,0.5737,0.7964,-0.089,0.5382,0.5137,0.1537,0.0773,-0.0399,Control
Utah__D08,0.0668,0.3535,0.0172,0.159,0.6363,0.5923,-0.0554,0.5179,0.3471,0.0158,0.0477,0.0029,Control
Utah__D09,0.003,0.4688,-0.0057,0.1185,0.4319,0.739,-0.1063,0.8011,0.4653,0.1539,0.0725,0.2623,Control
Utah__D10,0.0285,0.3572,-0.0576,0.0725,0.7501,0.6469,-0.1043,0.5317,0.4147,0.1714,0.0724,0.5298,Control
Utah__D11,-0.1787,0.0646,-0.0464,0.0685,0.7635,0.1735,-0.1445,0.3038,0.2984,-0.2038,-0.0015,-0.0362,Control
Utah__D12,-0.0205,0.3769,-0.0677,0.0993,0.6183,0.4679,-0.17,0.3529,0.3421,-0.0316,-0.099,-0.0084,Control
Utah__E01,0.0403,0.3748,-0.002,0.0372,0.5727,0.7002,-0.1329,0.5076,0.398,0.1003,-0.0685,-0.0122,BRCACancer
