@relation data

@attribute id string
@attribute 10228 numeric
@attribute 112755 numeric
@attribute 127833 numeric
@attribute 2054 numeric
@attribute 23673 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6809 numeric
@attribute 6810 numeric
@attribute 6811 numeric
@attribute 6843 numeric
@attribute 6844 numeric
@attribute 6857 numeric
@attribute 8417 numeric
@attribute 8675 numeric
@attribute 8676 numeric
@attribute 8677 numeric
@attribute 9482 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.8695,-0.0294,-0.0979,0.8124,1.1161,-0.1866,0.1288,0.7881,1.0204,1.1846,1.3648,1.6468,-0.1168,1.3126,1.5601,0.8351,1.3948,0.2348,Control
Utah__A02,0.7741,-0.0432,0.01,0.6909,0.9405,-0.2104,0.1328,0.529,0.9782,0.8993,1.1311,1.5163,-0.1283,1.08,1.2655,0.7509,1.3081,0.0948,Control
Utah__A03,0.8476,-0.0922,0.0344,0.9305,1.1332,-0.1978,0.1501,0.6774,1.0566,1.1275,1.2278,1.6783,-0.1119,1.2582,1.3932,1.2837,1.4919,0.2211,Control
Utah__A04,0.6998,-0.0323,0.058,0.7507,0.9556,-0.1371,0.1791,0.4641,0.8248,0.9239,1.1555,1.6138,-0.0984,1.1507,1.2388,1.0075,1.3259,0.1313,Control
Utah__A05,0.8642,-0.0087,-0.0228,0.653,1.254,-0.1701,0.248,0.8568,1.1212,1.0694,1.112,1.6052,-0.0814,1.3806,1.3232,1.2833,1.7813,0.2092,Control
Utah__A06,0.8735,-0.0606,-0.0844,0.5273,1.0314,-0.1542,0.106,0.7885,0.889,1.0606,1.1152,1.4958,-0.1419,1.0815,1.3134,1.1541,1.4436,0.0641,Control
Utah__A07,1.0892,-0.0317,0.036,0.856,1.1733,-0.1742,0.1642,0.8121,0.9826,1.0768,1.2468,1.3859,-0.1426,1.5705,1.4917,1.1799,1.4341,0.2521,Control
Utah__A08,0.9585,-0.0248,-0.1262,0.7837,1.1192,-0.1325,0.07,0.6613,0.9297,1.0138,1.3037,1.4104,-0.1207,1.4972,1.5527,1.2211,1.1204,0.4198,Control
Utah__A09,0.8461,-0.0623,0.0047,0.9138,0.9053,-0.1538,0.1886,0.6652,0.9508,0.9244,0.99,1.4981,-0.1236,1.3116,1.4724,1.1249,1.2782,0.2228,Control
Utah__A10,0.9427,0.0327,-0.0426,0.7374,1.1391,-0.1619,0.1582,0.909,0.9527,1.0473,1.1785,1.5479,-0.1094,1.4755,1.3944,1.6166,1.286,0.2871,Control
