@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 196883 numeric
@attribute 2641 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2791 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 55811 numeric
@attribute 55970 numeric
@attribute 59345 numeric
@attribute 94235 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0192,-0.0698,0.3841,-0.0392,0.0464,1.6991,-0.1513,0.2716,0.1129,-0.0255,0.7364,1.414,0.5399,-0.0227,0.1248,-0.0547,1.0856,1.6097,0.026,1.0858,0.9255,1.1308,-0.1281,1.8462,0.0738,1.1601,0.9927,-0.1255,-0.0685,0.919,0.4775,Control
Utah__A02,0.0821,-0.0157,0.2867,0.0397,-0.0129,1.5213,-0.1765,0.2021,0.0076,0.0182,0.5947,1.3774,0.5789,-0.0064,0.1585,0.0724,0.7634,1.3471,0.1274,1.022,0.8176,0.9731,-0.1142,1.8492,0.0916,1.0518,1.124,-0.0981,0.0029,1.0066,0.1854,Control
Utah__A03,0.0731,-0.0248,0.3348,0.048,0.0306,1.9512,-0.1891,0.3941,0.1578,0.112,0.7013,1.4718,0.7336,0.0315,0.2682,0.0226,1.2042,1.5199,0.0957,1.2814,1.0298,0.9868,-0.1007,1.9151,0.0982,1.2293,1.0311,-0.0751,-0.0297,1.1432,0.2562,Control
Utah__A04,0.0545,-0.0445,0.3642,0.0045,0.0729,1.5568,-0.1467,0.2332,0.0398,0.0476,0.6584,1.4544,0.6723,-0.0315,0.1309,0.013,0.8648,1.4955,0.1156,0.9732,0.8067,1.1682,-0.1378,1.8358,0.1327,1.2172,1.3233,-0.0518,-0.0499,0.9454,0.3302,Control
Utah__A05,0.0309,-0.033,0.3725,-0.0212,0.1413,1.8737,-0.1501,0.3688,0.1368,0.0091,0.6793,1.553,0.7587,-0.0312,0.1017,0.0179,1.1603,2.287,0.1322,1.0752,1.1361,1.0421,-0.0876,1.969,0.1199,1.2952,1.4262,-0.0656,-0.0418,1.296,0.4779,Control
Utah__A06,0.0369,-0.0237,0.2447,-0.0242,0.0033,1.7448,-0.2133,0.2657,0.0614,0.0059,0.5895,1.3984,0.5575,-0.0332,0.1002,-0.01,0.988,1.2718,0.0493,1.3107,0.9951,0.8643,-0.1601,1.9546,0.0659,1.1572,1.0306,-0.0435,0.0125,1.039,0.2435,Control
Utah__A07,0.0671,-0.0186,0.3432,0.036,0.0158,1.8456,-0.1774,0.3064,0.041,0.0253,0.6729,1.5046,0.6289,-0.0204,0.0665,0.0088,0.9953,1.6179,0.0263,1.4486,0.8796,1.1382,-0.1365,2.0169,0.1122,1.2646,1.1618,-0.034,0.0084,1.1347,0.2152,Control
Utah__A08,0.0084,-0.0576,0.2198,-0.0264,0.0577,1.7018,-0.1798,0.2902,0.1695,-0.0116,0.6935,1.4784,0.4918,-0.0321,0.1109,-0.0448,0.9791,1.384,0.1487,1.595,0.9732,1.1867,-0.0345,1.7149,0.0231,1.1512,0.8313,-0.0798,-0.0654,0.873,0.5065,Control
Utah__A09,0.0396,-0.0078,0.3145,0.0421,0.071,1.7021,-0.1879,0.1972,0.104,-0.0056,0.6166,1.3959,0.5252,-0.0672,0.1913,0.0346,0.7509,1.8706,-0.0284,1.4451,1.0136,1.096,-0.253,1.9165,0.1031,1.0899,1.1797,-0.0701,-0.0253,0.9565,0.1661,Control
Utah__A10,-0.0054,-0.0518,0.2785,-0.0574,0.1104,1.674,-0.149,0.3406,0.1028,-0.0178,0.7025,1.4977,0.5499,-0.0698,0.1182,0.0059,1.0795,2.1093,0.0718,1.5315,0.9161,1.2565,-0.1074,1.917,0.0625,1.2472,1.4077,-0.0753,-0.0291,1.0972,0.13,Control
