@relation data

@attribute id string
@attribute 659 numeric
@attribute 64750 numeric
@attribute 657 numeric
@attribute 658 numeric
@attribute 57154 numeric
@attribute 93 numeric
@attribute 92 numeric
@attribute 9241 numeric
@attribute 9350 numeric
@attribute 91851 numeric
@attribute 650 numeric
@attribute 7321 numeric
@attribute 64388 numeric
@attribute 11167 numeric
@attribute 7323 numeric
@attribute 9765 numeric
@attribute 4090 numeric
@attribute 4089 numeric
@attribute 6497 numeric
@attribute 4093 numeric
@attribute 4092 numeric
@attribute 4086 numeric
@attribute 4091 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4811,0.9344,0.0059,-0.1385,0.7723,0.3868,0.8682,1.5709,0.0062,-0.0962,-0.0754,1.5193,0.0767,0.1527,1.4061,1.0987,0.6491,1.5515,0.4164,-0.0487,0.2131,0.0818,-0.0978,Control
A02,0.4031,0.6763,0.0425,-0.0709,0.569,0.2099,0.6192,0.7177,-0.0783,-0.1326,-0.0415,1.3464,0.0922,0.1305,1.0749,0.7934,0.5266,1.1748,0.3672,-0.0219,0.2682,0.1542,-0.0937,Control
A03,0.5044,0.7301,-0.0923,-0.0737,0.7428,0.2479,0.6635,0.3183,-0.0746,-0.106,-0.0483,1.6434,0.0238,0.0641,1.325,1.1075,0.6319,1.2843,0.4243,-0.0208,0.432,0.2542,-0.0139,Control
A04,0.3722,0.6228,-0.0406,-0.0563,0.6147,0.3096,0.5754,0.6796,-0.1754,-0.1388,0.0914,1.2153,0.0925,0.1568,1.3066,0.8151,0.5953,1.1688,0.4817,-0.0444,0.3065,0.1524,-0.0123,Control
A05,0.4793,0.7655,-0.0255,-0.0714,0.7716,0.2515,0.7552,0.7538,-0.1225,-0.0748,0.0225,1.4989,0.0261,0.1405,1.2993,1.0964,0.6717,1.2846,0.5757,-0.0368,0.379,0.24,0.0136,Control
A06,0.4309,0.7616,0.0562,-0.0691,0.6084,0.2902,0.5827,1.0017,-0.224,-0.1488,-0.071,1.6268,0.0413,0.0838,1.2147,0.9823,0.667,1.2586,0.3575,-0.0711,0.2558,0.186,-0.0761,Control
A07,0.4923,0.8691,-0.0066,-0.0527,0.8456,0.3303,0.942,1.0745,-0.2343,-0.1286,-0.0533,1.7912,-0.012,0.0813,1.5236,1.265,0.6879,1.5482,0.4897,-0.0823,0.2791,0.2404,-0.0903,Control
A08,0.5503,1.0851,0.087,-0.1427,0.9104,0.4275,1.0494,1.1943,-0.0637,-0.1041,0.0705,1.6501,0.0382,-0.0044,1.6101,1.3091,0.658,1.6738,0.425,-0.0068,0.2676,0.1538,-0.1029,Control
A09,0.3941,0.8423,-0.0142,-0.1034,0.7082,0.3044,0.7964,1.2158,-0.1451,-0.1031,-0.0405,1.6457,0.0891,0.2475,1.3035,0.953,0.4861,1.4823,0.423,-0.1087,0.1115,0.1704,-0.0647,Control
A10,0.5364,0.8998,0.0282,-0.0799,0.7773,0.2512,0.9307,0.3093,0.0064,-0.1293,0.0052,1.684,0.0091,0.2273,1.5507,1.2337,0.9419,1.4478,0.3935,-0.0598,0.3424,0.2611,-0.0488,Control
A11,0.3119,0.7474,0.1568,-0.081,0.4686,0.2265,0.7007,0.5763,-0.1528,-0.095,-0.0147,1.274,0.0097,0.0232,0.9557,0.6999,0.5321,1.3103,0.2149,-0.0364,0.3048,0.0884,-0.0635,Control
A12,0.3338,0.4043,0.0173,-0.0372,0.3532,0.3628,0.3962,0.7294,-0.1923,-0.0407,-0.2186,0.924,0.0261,0.2628,0.6999,0.4878,0.5664,0.793,0.3003,-0.084,0.0395,0.1057,-0.1231,Control
B01,0.3987,0.8206,-0.0027,-0.1666,0.6815,0.5002,0.8177,1.428,-0.1119,-0.0425,-0.2992,1.3255,0.0658,0.1427,1.4272,0.9296,0.5329,1.5175,0.2162,-0.108,0.1224,0.1411,-0.1044,Control
B02,0.4194,0.7653,-0.0529,-0.1096,0.7399,0.4703,0.7289,1.2921,-0.0608,-0.1156,-0.03,1.4291,0.078,0.1311,1.3146,0.9382,0.6652,1.327,0.4295,-0.0891,0.4004,0.1426,-0.0121,Control
B03,0.4442,0.7815,0.0333,-0.1308,0.7072,0.4383,0.8661,0.7755,-0.0855,-0.0321,-0.0509,1.3973,0.016,-0.0389,1.4158,0.9547,0.6877,1.3191,0.2721,-0.0916,0.3137,0.0831,0.0074,BRCACancer
B04,0.5281,0.9533,-0.0369,-0.1261,0.9756,0.3141,1.0368,0.4162,-0.084,-0.1398,-0.0966,1.2734,0.0429,0.1305,1.4846,1.2182,0.6959,1.3157,0.5973,-0.0729,0.2167,0.1614,-0.1112,BRCACancer
B05,0.4159,0.6124,-0.016,-0.0478,0.6235,0.2337,0.5914,0.2397,-0.1409,-0.1062,-0.2154,1.049,0.0302,0.0712,1.1243,0.7658,0.576,1.1662,0.418,-0.0972,0.2814,0.1875,-0.0949,BRCACancer
B06,0.2137,0.6606,0.0202,-0.102,0.4349,0.304,0.5545,0.8067,-0.0939,0.0445,-0.3791,1.2569,-0.0347,0.1641,1.0763,0.8439,0.4699,1.0354,0.0352,-0.0856,-0.0025,0.097,-0.2257,BRCACancer
B07,0.4757,0.8604,0.0658,-0.0922,0.7398,0.4457,0.7945,1.0678,-0.0979,-0.1236,-0.1253,1.4631,0.0026,0.1017,1.3867,1.121,0.7187,1.4615,0.4466,-0.0957,0.4106,0.1025,-0.0825,BRCACancer
B08,0.3099,0.7258,0.0522,-0.1075,0.5386,0.1939,0.6275,1.0385,-0.0893,-0.0598,-0.043,1.4782,0.0233,0.1911,1.0488,0.7882,0.5491,1.3162,0.2909,-0.0203,0.2928,0.108,9e-04,Control
B09,0.3627,0.9231,0.0021,-0.1391,0.7486,0.2709,0.8816,0.3236,-0.137,-0.035,-0.2132,0.9355,0.149,0.1643,1.4652,0.8843,0.5579,1.2654,0.4739,-0.0958,0.2266,0.1134,-0.0165,Control
B10,0.3908,0.7388,-0.0661,-0.0823,0.6384,0.2307,0.7613,0.5543,-0.2406,-0.1424,-0.1376,1.0944,0.0639,0.0338,1.36,0.9792,0.572,1.2354,0.438,-0.0898,0.1533,0.1154,-0.0719,Control
B11,0.5055,0.6351,-0.0596,-0.0873,0.6075,0.2239,0.68,1.1091,-0.1165,-0.0862,0.0144,1.4073,-0.054,0.195,1.1353,0.8575,0.5354,1.2639,0.427,0.0043,0.2667,0.1827,-0.0282,Control
B12,0.2708,0.658,0.0058,-0.0787,0.641,0.2218,0.6918,0.3654,-0.143,-0.1032,0.0202,0.5627,0.0872,0.0545,1.1126,0.7903,0.4073,0.9706,0.5695,-0.0347,0.0376,-0.0101,-0.0697,Control
