@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1385 numeric
@attribute 1463 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 375790 numeric
@attribute 3845 numeric
@attribute 4684 numeric
@attribute 4893 numeric
@attribute 4902 numeric
@attribute 51332 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 5747 numeric
@attribute 57731 numeric
@attribute 5786 numeric
@attribute 5894 numeric
@attribute 64096 numeric
@attribute 6654 numeric
@attribute 6708 numeric
@attribute 6709 numeric
@attribute 6710 numeric
@attribute 6711 numeric
@attribute 6712 numeric
@attribute 6714 numeric
@attribute 6900 numeric
@attribute 7529 numeric
@attribute 775 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 8128 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9048 numeric
@attribute 9252 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.182,-0.1116,-0.0259,-0.0329,-0.059,-0.0738,-0.0599,-0.089,-0.1505,-0.1103,-0.1113,0.0461,0.1346,0.061,-0.0734,-0.0271,0.005,-0.1388,1.8416,-0.0631,0.1561,1.5632,-0.0199,-0.1358,-0.0774,-0.0735,1.6544,0.4247,0.0897,1.5983,0.0846,2.847,-0.1323,0.0197,1.7309,1.0783,0.718,0.4255,0.8698,0.0117,0.2618,-0.0959,0.7475,1.7847,-0.1338,1.1294,-0.0844,1.9443,0.0264,0.8199,-0.0047,0.3629,-0.036,2.4348,-0.0953,0.045,-0.0528,0.2081,-0.0619,0.1804,-0.0405,1.4693,-0.026,0.2611,-0.0922,-0.0716,-0.164,0.9589,Control
Utah__A02,-0.1832,-0.0539,0.0211,0.0551,-0.0568,-0.0676,-0.0204,-0.0375,-0.1406,-0.0821,-0.0759,0.0774,0.1882,0.0713,-0.0031,0.0202,0.0331,-0.0829,1.5349,-0.0922,-0.0042,1.1722,-0.0666,-0.0139,-0.1163,-0.052,1.493,0.3701,0.0679,1.3547,0.0342,3.0554,-0.218,-0.0168,1.6299,1.0214,0.4692,0.2945,0.7634,-0.0289,0.117,-0.0663,0.6249,1.5429,-0.1567,0.9018,0.059,1.6226,0.0473,0.5878,-8e-04,0.3648,-0.013,2.3385,-0.0989,-0.0492,-0.0015,0.2312,-0.1007,0.0527,-0.065,1.1867,-0.0756,0.1629,-0.0081,-0.0379,-0.0229,0.4939,Control
Utah__A03,-0.175,-0.1058,0.0056,0.0464,-0.0712,-0.056,-0.0626,-0.0643,-0.156,-0.0911,-0.0882,0.0429,0.2035,0.0765,-0.0089,0.0415,0.0322,-0.0818,1.7089,-0.0708,0.0806,1.401,-0.0562,-0.0378,-0.0911,0.1078,1.7906,0.3745,0.1261,1.6547,0.1871,3.1476,-0.1594,0.0035,1.8758,1.0584,0.6904,0.494,1.0907,-0.0071,0.1482,-0.0739,0.7103,1.7349,-0.182,1.1313,0.1621,1.8201,0.1186,0.7095,-0.0413,0.5956,-0.0057,2.5751,-0.0946,-2e-04,0.0239,0.2692,-0.0743,0.1354,0.0034,1.4813,-0.0426,0.0572,-0.0763,-0.0168,-0.0169,0.6912,Control
Utah__A04,-0.0899,-0.0786,0.0361,0.0187,-0.0407,-0.0385,-0.0242,-0.0519,-0.1442,-0.0298,-0.0461,0.1694,0.2975,0.1078,-0.0137,0.0864,0.1913,-0.0654,1.6942,-0.0572,-0.0124,1.3783,-0.071,0.0677,-0.0906,-0.0632,1.4914,0.3589,0.157,1.1941,0.0864,3.093,-0.0153,0.0875,1.7145,1.0435,0.4999,0.4226,1.1057,-0.048,0.1496,-0.0059,0.5924,1.6725,-0.0252,1.0307,-0.0602,1.7226,0.0413,0.7095,0.0495,0.3996,-0.0449,2.4407,-0.0924,-0.0321,-0.0175,0.2617,-0.0677,0.1396,-0.0383,1.2022,-0.0558,0.2042,0.051,-0.004,0.0385,0.575,Control
Utah__A05,-0.0477,-0.0967,0.0564,1e-04,-0.0519,-0.0384,-0.0628,-0.0696,-0.1197,-0.0482,-0.0898,0.1369,0.2617,0.168,-0.0321,0.0726,0.1621,-0.0844,1.7835,-0.0021,0.0489,1.4167,-0.0453,0.0032,-0.085,0.0972,1.8851,0.4809,0.1521,1.41,0.1769,3.3716,0.0144,0.0674,1.9408,1.1978,0.7099,0.4974,0.9066,-0.0203,0.2717,0.0079,0.7409,1.808,0.0064,1.0492,-7e-04,1.6116,0.2381,0.6821,0.0055,0.6218,-0.0366,2.4214,-0.0865,-0.0051,-0.0313,0.2586,-0.0783,0.115,0.0017,1.4344,-0.0325,0.1777,0.0588,0.008,-0.01,0.7205,Control
Utah__A06,-0.162,-0.0637,-0.0713,0.0235,-0.0703,-0.0826,-0.0311,-0.026,-0.1659,-0.1065,-0.0836,0.0056,0.2061,0.0856,-0.0439,-0.0304,-0.0321,-0.0733,1.6261,-0.1268,0.07,1.3172,-0.0191,0.0136,-0.1019,0.0272,1.5864,0.2391,0.0098,1.4342,0.212,2.9291,-0.3125,-0.036,1.8446,0.9874,0.6673,0.3508,0.87,0.1061,0.1119,-0.0826,0.6446,1.7489,-0.1524,0.8863,-0.0662,1.5229,-0.0109,0.6882,-0.0585,0.4104,-0.0101,2.4879,-0.1004,-0.0178,-0.0275,0.1053,-0.1211,0.0708,0.0194,1.2413,-0.0618,0.039,-0.1319,-0.0604,-0.1311,0.5788,Control
Utah__A07,-0.1879,-0.0849,-0.0871,0.029,-0.0739,-0.1088,-0.0268,-0.019,-0.1716,-0.118,-0.0481,0.0638,0.222,0.075,-0.0304,0.0908,0.0345,-0.1027,1.8447,-0.0922,0.0486,1.855,0.0349,0.0427,-0.1314,0.0351,1.89,0.3621,0.0361,1.7087,0.2226,2.9633,-0.1329,0.0039,1.882,0.9702,0.8479,0.4043,0.863,-0.0722,0.2084,-0.0753,0.749,1.7704,-0.0704,1.1809,-0.0177,1.6544,-0.0069,0.6678,-0.0015,0.3471,0.0087,2.4863,-0.1378,-0.0384,-0.0165,0.179,-0.116,0.0126,0.0052,1.6995,-0.0709,0.1723,-0.0583,-0.0557,0.0059,0.8572,Control
Utah__A08,-0.1948,-0.1163,-0.034,-0.0241,-0.0544,-0.0944,-0.0922,-0.0773,-0.1524,-0.1306,-0.0915,0.0176,0.1793,0.0316,-0.0339,-0.0759,-0.0028,-0.1565,1.9244,-0.0953,0.0876,2.0099,-0.0561,-0.061,-0.0917,-0.0801,1.7425,0.2915,0.0337,1.6234,0.3434,2.7421,-0.3375,0.0013,1.9122,0.9939,0.8635,0.3356,0.7723,0.0478,0.2121,-0.0895,0.8405,1.7386,-0.1973,1.4746,-0.0927,1.8142,-0.0573,0.933,-0.0085,0.3367,-0.0582,2.3514,-0.0779,0.0101,-0.0834,0.1668,-0.0911,0.0953,0.0489,1.5829,-0.0416,0.1159,-0.0837,-0.0161,-0.1562,1.0747,Control
Utah__A09,-0.1405,-0.0969,-0.0166,0.0287,-0.0867,-0.0903,0.0074,-0.0575,-0.1814,-0.1177,-0.0773,-0.0179,0.2234,0.0745,-0.024,0.042,0.0218,-0.0587,1.7073,-0.0811,0.0256,1.6972,-0.0509,0.0246,-0.0993,-0.0026,1.8554,0.3464,0.0032,1.5566,0.0835,2.9428,-0.0997,0.0528,1.8315,0.99,0.7596,0.3503,0.9647,-0.0236,0.2016,-0.0647,0.7309,1.6393,-0.1121,1.0011,-0.0863,1.8236,0.0323,0.6786,-0.0418,0.4405,0.0156,2.6039,-0.093,-0.0496,0.0159,0.1524,-0.1086,0.1382,-0.0227,1.4043,-0.0675,0.2063,-0.0647,-0.0128,-0.0158,0.8702,Control
Utah__A10,-0.1477,-0.0991,0.0137,-0.013,-0.0619,-0.0286,-0.0553,-0.0288,-0.1402,-0.0821,-0.1007,0.0685,0.4375,0.0643,-0.046,0.0416,0.1155,-0.1116,1.9621,-0.0297,0.0455,1.978,-0.0633,0.0152,-0.0836,-0.037,1.8284,0.3978,0.0735,1.4421,0.095,3.0526,-0.0752,0.0553,1.9225,0.9237,0.7992,0.4701,0.8222,0.0595,0.2453,-0.0293,0.7931,1.7838,-0.1012,1.3376,-0.0791,1.7171,0.0972,0.6804,-0.006,0.4233,-0.0807,2.4635,-0.096,-0.0091,-0.0699,0.3116,-0.0843,0.1364,0.0145,1.8151,-0.0213,0.1387,0.022,-0.032,-0.0522,0.8147,Control
