@relation data

@attribute id string
@attribute 114 numeric
@attribute 115 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 5577 numeric
@attribute 111 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 196883 numeric
@attribute 55811 numeric
@attribute 109 numeric
@attribute 5573 numeric
@attribute 108 numeric
@attribute 5576 numeric
@attribute 107 numeric
@attribute 5575 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.1515,0.2911,0.0494,1.7333,1.0216,-0.0442,0.945,1.1287,-0.1227,0.1272,-0.1296,0.3687,1.8555,-0.0756,1.1825,-0.0295,0.0687,Control
A02,-0.1772,0.2222,-0.0038,1.5533,1.1411,0.0331,0.8462,0.9806,-0.1089,0.0269,-0.1032,0.2795,1.8585,-0.0214,1.0744,0.0718,0.0861,Control
A03,-0.1901,0.4127,0.0352,1.9885,1.0566,0.0413,1.0405,0.9935,-0.0955,0.1701,-0.0809,0.3236,1.9244,-0.0304,1.2517,0.0628,0.0926,Control
A04,-0.1469,0.2531,0.0731,1.5892,1.3226,-0.0013,0.8362,1.1638,-0.1322,0.0576,-0.0584,0.3505,1.8452,-0.0503,1.2396,0.0443,0.1265,Control
A05,-0.1504,0.3876,0.1343,1.91,1.4163,-0.0265,1.1378,1.0454,-0.0826,0.15,-0.0717,0.3581,1.9782,-0.0387,1.3175,0.0207,0.1139,Control
A06,-0.2147,0.2854,0.0107,1.7796,1.0561,-0.0294,1.0087,0.8785,-0.1543,0.0781,-0.0503,0.241,1.9638,-0.0293,1.1796,0.0266,0.061,Control
A07,-0.1782,0.3257,0.0219,1.8816,1.1756,0.0295,0.903,1.1356,-0.131,0.0587,-0.0411,0.3313,2.0261,-0.0242,1.2869,0.0569,0.1063,Control
A08,-0.1807,0.3097,0.0594,1.7361,0.8746,-0.0316,0.9887,1.1812,-0.03,0.1812,-0.0854,0.2182,1.7243,-0.0634,1.1737,-0.0018,0.0189,Control
A09,-0.1889,0.2174,0.0714,1.7364,1.1918,0.0355,1.0256,1.096,-0.2464,0.1188,-0.076,0.3049,1.9258,-0.0134,1.1124,0.0294,0.0974,Control
A10,-0.1492,0.3596,0.1067,1.7079,1.3995,-0.062,0.9363,1.2467,-0.1022,0.1176,-0.0811,0.272,1.9263,-0.0575,1.2695,-0.0156,0.0576,Control
A11,-0.1336,0.4234,0.1431,1.647,0.9148,-0.0329,0.9115,0.9113,-0.0051,0.1056,-0.0949,0.1771,1.7363,-0.0447,0.9531,-0.0037,0.0123,Control
A12,-0.1268,0.0378,0.1753,0.9007,1.3159,0.106,0.786,0.9203,-0.3279,0.0937,-0.0249,0.2876,1.3776,0.0846,0.9027,0.1315,0.1257,Control
B01,-0.1404,0.1165,0.1403,1.2525,0.9602,0.0013,0.7574,0.9718,-0.2682,0.1035,-0.0701,0.25,1.8027,0.0389,1.0473,0.1108,-0.0505,Control
B02,-0.1385,0.3118,0.1148,1.7995,1.0651,-0.0035,0.9736,1.0268,-0.1548,0.1452,-0.0721,0.2884,2.0535,-0.0187,1.2766,0.0233,0.0887,Control
B03,-0.1297,0.2259,0.112,1.5743,0.646,-0.009,0.9021,1.0272,-0.1715,0.1393,-0.0732,0.2657,2.0162,-0.0213,1.1829,-0.0151,-0.0396,BRCACancer
