@relation data

@attribute id string
@attribute 10449 numeric
@attribute 10455 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 126129 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1374 numeric
@attribute 1376 numeric
@attribute 1579 numeric
@attribute 1632 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23205 numeric
@attribute 23305 numeric
@attribute 2639 numeric
@attribute 284541 numeric
@attribute 30 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 501 numeric
@attribute 51 numeric
@attribute 51703 numeric
@attribute 81616 numeric
@attribute 8310 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1969,0.9564,-0.1225,-0.3161,-0.0114,-0.0909,1.037,-0.1644,-0.1322,0.8865,0.8255,-0.2567,0.4131,0.8901,0.135,1.6643,1.0651,1.0963,0.6635,1.5634,0.9881,0.0087,0.2825,0.5048,-0.2064,0.8276,1.1599,1.2891,0.5768,-0.1394,1.0043,0.2149,0.8411,1.4448,0.7569,0.5342,-0.0272,1.1311,1.542,-0.0243,0.4076,Control
A02,1.1241,0.6822,-0.1407,-0.069,-0.0446,0.0807,0.8198,-0.1558,-0.0795,0.8548,0.668,-0.1966,0.3178,0.7871,0.0579,1.3972,0.8227,0.839,0.441,1.5552,0.7555,-0.0178,0.2456,0.1996,-0.0815,0.8058,1.1523,1.1754,0.4198,-0.0856,0.8649,0.2164,0.5257,1.3291,0.479,0.4143,-0.0235,0.8866,1.5211,-0.0846,0.3229,Control
A03,1.3982,0.7804,-0.049,-0.3161,-0.0371,-0.0771,0.8609,-0.1815,-0.0216,0.9775,0.8104,-0.2037,0.4249,1.0209,0.1521,1.8388,0.9808,1.1687,0.4609,1.5461,0.9664,-0.0317,0.2047,0.3766,-0.2487,0.9301,1.1682,1.202,0.469,-0.0871,0.8416,0.3056,0.5291,1.527,0.6671,0.5772,-0.0215,1.0101,1.7457,-0.161,0.4091,Control
A04,1.1638,0.7537,-0.1087,-0.0735,-0.02,-0.0306,0.8373,-0.0939,-0.1319,1.008,0.6823,-0.2152,0.3978,0.8266,0.1165,1.5272,0.8288,0.8156,0.5069,1.5284,0.5866,-0.0335,0.2914,0.3435,-0.2286,0.8529,1.2003,1.1672,0.5026,-0.063,0.8305,0.2918,0.5724,1.4936,0.3765,0.4649,-0.0733,0.7678,1.4343,-0.1176,0.351,Control
A05,1.3385,0.8766,-0.0859,-0.2627,-0.0084,-0.049,0.7904,-0.0775,-0.1289,0.9554,0.9663,-0.199,0.5587,0.9297,0.1434,1.8088,1.0686,1.1295,0.6886,1.5898,0.901,0.078,0.1854,0.421,-0.1562,1.0181,1.2788,1.3561,0.4871,-0.0793,0.9614,0.329,0.5573,1.6093,0.5874,0.6167,0.0117,1.219,1.52,-0.1224,0.398,Control
A06,1.2291,0.72,-0.1302,-0.2259,-0.0956,-0.0126,0.7643,-0.1286,-0.0889,0.8249,0.6657,-0.1187,0.3698,0.9459,0.141,1.8226,0.9261,1.0251,0.5175,1.452,0.8496,-0.0131,0.233,0.3372,-0.1244,0.8911,1.2335,1.254,0.4834,-0.1274,0.7652,0.1917,0.6026,1.4469,0.4733,0.4916,0.0509,1.1067,1.4624,-0.0955,0.3789,Control
A07,1.4142,0.7943,-0.1117,-0.3183,-0.0427,0.0456,0.873,-0.1117,-0.0789,1.081,0.9043,-0.1427,0.4339,0.9011,0.1306,1.6679,1.0057,1.1521,0.4778,1.6874,0.9331,-0.0302,0.248,0.3662,-0.1305,0.9778,1.2682,1.3116,0.4734,-0.1158,1.082,0.2236,0.6782,1.5834,0.488,0.5129,0.0243,1.1348,1.5768,-0.1338,0.4339,Control
A08,1.2745,0.9526,-0.1294,-0.1831,-0.0855,-0.052,1.0591,-0.1574,-0.0798,0.8842,0.6571,-0.2163,0.2883,0.7779,0.0589,1.444,1.1438,1.172,0.3392,1.4958,0.9161,-0.0313,0.2129,0.2163,-0.2704,0.7452,1.1668,1.0822,0.5782,-0.149,0.9356,0.1331,0.737,1.2396,0.5553,0.4537,-0.0609,0.9998,1.4426,-0.0387,0.4412,Control
A09,1.1723,0.7316,-0.1342,-0.2127,0.002,-0.0316,0.8976,-0.0911,-0.1516,0.8652,0.6623,-0.0905,0.3586,0.9698,0.1017,1.5262,0.8763,1.1282,0.4496,1.5758,0.8398,0.0505,0.2366,0.2642,-0.1229,0.7409,1.1229,1.0428,0.3964,-0.0991,0.8881,0.1927,0.614,1.3636,0.5565,0.4324,-0.023,0.975,1.4954,-0.1322,0.4065,Control
A10,1.2505,0.8797,-0.0931,-0.1429,-0.0643,-0.0035,0.9918,-0.103,-0.1105,0.8282,0.7674,-0.1573,0.3695,0.8973,0.1243,1.9929,1.1117,1.2189,0.4359,1.5754,0.7986,0.0692,0.1925,0.3084,-0.2136,0.8436,1.2645,1.2099,0.4292,-0.1087,1.0145,0.1804,0.6391,1.3835,0.5883,0.4576,-0.0278,1.0746,1.653,-0.0955,0.3562,Control
A11,1.1597,0.5973,-0.1401,-0.313,3e-04,0.057,0.7191,-0.1722,-0.1469,0.6935,0.6124,-0.199,0.28,0.9693,0.1785,1.1156,0.6637,0.9399,0.5832,1.2186,0.7891,-0.0057,0.111,0.2996,-0.3221,0.5843,0.9999,0.8438,0.3226,-0.1414,0.7149,0.2068,0.5753,1.296,0.4769,0.2889,0.007,0.9671,1.536,-0.047,0.2223,Control
A12,0.7003,0.6259,-0.0268,-0.3019,0.0555,0.052,0.673,-0.0592,-0.0489,0.4284,0.5283,0.0785,0.2097,0.8663,0.0958,1.0662,0.7237,0.522,0.1729,1.3231,0.4644,-0.0533,0.1229,0.0381,-0.1062,0.6403,1.0268,0.8814,0.3486,-0.0648,0.6619,0.0291,0.331,0.8211,0.3766,0.3625,-0.0364,0.497,1.2018,-0.0721,0.3622,Control
B01,1.2334,0.8553,-0.198,-0.4904,-0.0819,0.042,1.1447,-0.1038,-0.0598,0.7533,0.6269,-0.2553,0.0695,0.8397,0.0762,1.502,1.0326,0.9653,0.259,1.4298,0.9233,-0.0431,0.283,0.1358,-0.1521,0.7104,1.0413,1.1186,0.5842,-0.1811,0.8537,-0.0685,0.7416,1.2254,0.458,0.4867,0.0173,0.7862,1.2854,-0.0058,0.2823,Control
B02,1.3489,0.9914,-0.0831,-0.2653,-0.0429,-0.0551,1.156,-0.1071,-0.1367,0.8931,0.797,-0.187,0.487,0.9975,0.1108,1.6313,1.0054,0.9407,0.5802,1.7799,0.9816,-0.0103,0.3003,0.3777,-0.1751,1.0371,1.1835,1.3955,0.551,-0.0943,1.0077,0.2774,0.7421,1.5992,0.5219,0.5428,-0.0266,1.0047,1.5482,-0.0821,0.3791,Control
