@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2277 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 253314 numeric
@attribute 25989 numeric
@attribute 27330 numeric
@attribute 3091 numeric
@attribute 3479 numeric
@attribute 5170 numeric
@attribute 51719 numeric
@attribute 5228 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54541 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 57521 numeric
@attribute 6009 numeric
@attribute 6194 numeric
@attribute 6195 numeric
@attribute 6196 numeric
@attribute 6197 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 64223 numeric
@attribute 673 numeric
@attribute 6794 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 7424 numeric
@attribute 81617 numeric
@attribute 8408 numeric
@attribute 8503 numeric
@attribute 92335 numeric
@attribute 9470 numeric
@attribute 9706 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6233,1.1179,0.5757,0.1832,0.6157,0.8453,-0.1893,1.4389,1.0383,1.8849,0.165,0.5708,-0.0835,2.0124,-0.0909,0.7923,1.212,0.0085,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,0.9495,1.3645,-0.1198,1.76,1.0952,0.3022,0.4841,1.5806,0.9079,0.1016,1.9037,1.1348,0.8074,0.3965,0.5978,0.6759,1.2576,0.3057,0.3026,0.6611,0.075,0.4316,0.6765,0.0818,0.7901,0.7154,0.8907,Control
Utah__A02,0.3831,0.7284,0.4203,0.1712,0.5686,0.6275,-0.1553,1.1486,0.8076,1.4736,0.232,0.4685,-0.0829,1.4549,-0.0973,0.6688,0.9859,0.0364,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,0.6282,1.2001,-0.0866,1.6579,1.0379,0.1805,0.3301,1.339,0.9261,0.1035,1.6531,0.9374,0.5416,0.332,0.4645,0.54,0.8433,0.2579,0.3642,0.3554,0.1467,0.2142,0.5551,0.0895,0.4717,0.6565,0.6788,Control
Utah__A03,0.396,0.9144,0.5343,0.293,0.6805,0.7841,-0.0913,1.5932,1.0044,1.6646,0.2101,0.5903,-0.1467,1.9841,-0.0919,0.8003,1.16,0.0216,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,0.9212,1.268,-0.0897,1.9065,1.0752,0.3268,0.6044,1.5262,1.0247,0.114,1.847,1.0488,0.7409,0.4396,0.5178,0.6891,1.1573,0.325,0.5036,0.3572,0.1139,0.4061,0.791,0.2042,0.6716,0.895,0.99,Control
Utah__A04,0.5255,0.7203,0.4748,0.2937,0.6225,0.7141,-0.0932,1.374,0.953,1.6612,0.2094,0.5609,-0.1081,1.7827,-0.0847,0.7491,1.0775,-0.0224,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,0.9153,1.2616,-0.1042,1.7434,1.0602,0.2345,0.438,1.6338,1.0075,0.1111,1.8121,0.9145,0.6969,0.3908,0.5636,0.6337,0.9134,0.2905,0.368,0.5374,0.0959,0.3131,0.6758,0.0407,0.5314,0.6918,0.6373,Control
Utah__A05,0.5106,0.694,0.4721,0.3405,0.7463,0.7904,-0.1057,1.5816,1.0559,1.6544,0.1308,0.5446,-0.052,1.9273,-0.034,0.8948,1.2342,-0.0134,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,1.0053,1.3124,-0.101,1.9721,1.2157,0.2618,0.5214,1.3085,1.116,0.1037,1.8169,1.0517,0.8303,0.4851,0.6105,0.7859,1.1537,0.3768,0.4864,0.4471,0.151,0.461,0.8096,0.1426,0.6931,0.7915,0.9727,Control
Utah__A06,0.4506,0.7464,0.3823,0.2689,0.6458,0.7372,-0.1294,1.4575,0.9456,1.5707,0.1833,0.4749,-0.0929,2.1021,-0.0936,0.7874,0.9925,-0.0137,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,1.5307,1.1944,-0.1136,1.8749,1.0037,0.2003,0.4394,1.4327,0.9822,0.115,1.6695,1.024,0.6887,0.3235,0.5021,0.5551,1.1108,0.2751,0.524,0.5215,0.0657,0.34,0.6774,0.0877,0.6022,0.7305,0.8845,Control
Utah__A07,0.74,0.8215,0.6261,0.2793,0.597,0.7443,-0.13,1.4083,0.982,1.8248,0.1702,0.5286,-0.1165,2.0336,-0.0679,0.8207,1.356,-0.0949,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,1.1526,1.3474,-0.0605,1.9127,0.9863,0.2598,0.6814,1.374,0.9873,0.1706,2.0157,1.1139,0.6782,0.3672,0.7036,0.6262,1.2173,0.2991,0.5229,0.4973,0.0713,0.3395,0.652,0.1594,0.7398,0.7994,0.9905,Control
Utah__A08,1.0516,0.9807,0.7036,0.2097,0.5375,0.7355,-0.1516,1.3564,1.0594,2.1937,0.2224,0.5124,-0.0935,2.049,-0.0714,0.8395,1.4567,-0.1175,1.7501,1.5683,1.321,2.0579,1.714,0.168,0.6511,1.4309,-0.134,1.9432,1.0102,0.4101,0.6607,1.3828,0.8463,0.1697,1.9639,1.1814,0.5888,0.3279,0.87,0.5115,1.2264,0.2897,0.2297,0.4721,0.0174,0.2977,0.5958,0.1918,0.7976,0.7996,0.9241,Control
Utah__A09,0.7535,0.8228,0.5664,0.2428,0.5633,0.6938,-0.1379,1.3804,0.8822,1.7465,0.1907,0.5832,-0.0892,2.2261,-0.0975,0.8331,1.3005,-0.0634,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.889,1.2799,-0.0669,1.8616,1.0062,0.3098,0.4808,1.2496,0.8276,0.1377,1.9382,1.0737,0.6974,0.3416,0.6839,0.6075,1.1534,0.2581,0.4237,0.5443,0.1131,0.3818,0.5609,0.0917,0.6433,0.6979,0.8238,Control
Utah__A10,0.8026,0.8065,0.528,0.1753,0.5633,0.7332,-0.1061,1.4485,1.0156,2.0044,0.1644,0.579,-0.0571,2.0473,-0.0678,0.8665,1.4159,0.0218,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,0.9159,1.4463,-0.1587,1.9537,0.9394,0.3304,0.7202,1.2527,0.9696,0.0595,1.8103,1.0955,0.6944,0.3939,0.7899,0.5374,1.1768,0.3007,0.3448,0.3356,0.2105,0.403,0.6355,0.2381,0.7103,0.8385,0.7929,Control
