@relation data

@attribute id string
@attribute 2769 numeric
@attribute 10672 numeric
@attribute 10681 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2782 numeric
@attribute 2793 numeric
@attribute 54331 numeric
@attribute 51764 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2797,1.7735,0.5839,0.0521,0.6485,1.0574,0.917,-0.0233,0.5434,-0.0578,0.1401,1.5828,-0.119,1.4299,0.3293,1.1149,0.0313,-0.0728,0.5015,-0.0927,Control
A02,1.2616,1.4435,0.2715,-0.0126,0.2358,0.7396,1.0017,-0.0075,0.5823,0.0681,0.1733,1.3293,-0.0204,1.392,0.2552,1.0578,0.1333,-0.0023,0.2071,-0.0986,Control
A03,1.5122,1.8814,0.3099,0.1317,0.4627,1.1743,1.1338,0.0291,0.7367,0.0188,0.281,1.4961,-0.1335,1.4897,0.7692,1.2897,0.1014,-0.0344,0.2784,-0.1027,Control
A04,1.2302,1.6237,0.4148,0.1109,0.3177,0.8395,0.9425,-0.0317,0.6755,0.0093,0.1461,1.4725,-0.0544,1.4717,0.2128,1.0142,0.1214,-0.0544,0.353,-0.0731,Control
A05,1.8127,1.7266,0.4684,0.1874,0.4844,1.1311,1.2816,-0.0315,0.7617,0.0142,0.1174,2.2365,-0.0887,1.5737,0.5169,1.1054,0.1381,-0.0464,0.502,-0.0925,Control
A06,1.4718,1.5995,0.3232,0.0136,0.3651,0.961,1.033,-0.0333,0.561,-0.0135,0.1159,1.2565,-0.116,1.4137,0.4062,1.3159,0.0547,0.0072,0.2656,-0.1224,Control
A07,1.4516,1.7416,0.3603,0.0426,0.8957,0.9683,1.1256,-0.021,0.6322,0.0051,0.0828,1.5907,-0.1604,1.5236,0.5092,1.4391,0.0316,0.0032,0.2371,-0.1308,Control
A08,1.0412,1.5767,0.4944,0.0033,1.0393,0.9523,0.8725,-0.0323,0.4954,-0.0479,0.1265,1.3649,-0.0941,1.4965,0.443,1.57,0.1547,-0.0697,0.5308,-0.0956,Control
A09,1.2293,1.6964,0.5019,-0.009,0.8753,0.7273,0.9532,-0.0661,0.5287,0.0307,0.2054,1.8345,-0.1405,1.4111,0.4885,1.436,-0.0234,-0.0302,0.1876,-0.0912,Control
A10,1.2476,1.6903,0.4699,0.1062,0.8224,1.0513,1.0893,-0.0687,0.5533,0.0022,0.1336,2.065,-0.1499,1.5165,0.5021,1.5133,0.0774,-0.0338,0.1512,-0.0728,Control
A11,1.2068,1.5243,0.3964,-0.0695,0.5344,0.6265,0.7087,0.0107,0.3723,-0.0489,0.0339,0.9685,-0.1745,1.2608,0.454,1.3549,0.0476,-0.0209,0.1365,-0.0351,Control
A12,0.8677,1.148,0.2514,-0.0414,0.1356,0.4115,0.6133,0.0854,0.2616,0.1394,0.3757,1.7903,-0.0473,1.191,0.1024,0.7516,0.1566,0.095,-0.0779,-0.0202,Control
B01,0.7913,1.5163,0.4829,-0.0625,0.5769,0.9723,0.6775,-0.1128,0.2732,-0.0012,0.1499,1.146,-0.1225,1.281,0.2193,1.0452,-0.12,0.0782,-0.1934,-0.0206,Control
B02,1.2331,1.7296,0.4206,0.0707,0.34,1.1341,1.0695,-0.0399,0.6816,8e-04,0.0361,1.4113,-0.1637,1.5051,0.5787,1.0782,0.0257,-0.0279,0.2053,-0.0856,Control
B03,1.0137,1.7912,0.4381,-0.0014,0.4581,1.1148,0.966,-0.0239,0.4854,0.0163,0.2013,0.2213,-0.2162,1.4294,0.3647,1.1925,0.0251,0.0149,0.0841,-0.0059,BRCACancer
B04,0.8468,1.4023,0.361,-0.0557,1.0542,0.8287,0.6787,-0.0164,0.4694,-0.0029,0.03,1.2394,-0.091,1.6404,0.1527,1.4998,0.0264,-3e-04,0.1028,-0.0783,BRCACancer
B05,1.0354,1.5482,0.2433,-0.1221,0.2673,0.8703,0.731,0.0079,0.5488,0.0128,0.1764,1.2338,0.0184,1.3874,0.498,1.3468,0.0217,0.0152,0.2308,-0.1208,BRCACancer
B06,0.4157,1.3335,0.2756,-0.1509,0.3375,0.6493,0.4354,-0.1567,0.0972,-0.0151,0.158,0.6675,-0.0494,1.1324,-0.0243,1.0517,-0.2604,0.1692,-0.6426,-0.011,BRCACancer
B07,1.1554,1.7359,0.4335,0.0306,0.3625,1.0967,0.9927,-0.0345,0.6322,-0.028,0.0456,1.2039,-0.0841,1.5522,0.4957,1.2703,-0.0141,-0.0232,-0.0036,-0.0939,BRCACancer
B08,1.5012,1.657,0.4731,0.1001,0.2896,0.6847,1.0682,0.0658,0.5694,-0.0375,0.1366,1.9803,-0.0815,1.3505,0.2553,0.9433,0.234,-0.0402,0.1336,-0.041,Control
B09,0.5807,1.7236,0.4962,-0.0155,0.9284,0.9397,0.5315,-0.0079,0.3378,-0.0194,0.1868,1.6008,-0.1619,1.3029,0.2334,1.5843,0.0929,-0.0185,-6e-04,-0.0588,Control
B10,0.5858,1.4209,0.2487,0.0453,0.6993,0.4954,0.7147,-0.0174,0.3708,0.0497,0.0183,1.0643,-0.1081,1.3645,0.4563,1.3474,0.2025,0.0461,-0.0939,-0.0723,Control
B11,1.3682,1.5289,0.3846,0.0817,0.5084,0.6355,1.0235,-0.0258,0.6596,0.0752,0.028,2.2638,0.0122,1.2939,0.4512,1.0835,0.1992,-0.0296,0.2282,-0.0593,Control
B12,0.3905,1.0055,0.3023,-0.0173,0.8178,0.6112,0.2404,-0.0173,0.3562,0.005,0.1299,0.6506,-0.0481,1.1821,-0.1943,0.9873,0.0183,0.0085,-0.039,-0.0926,Control
C01,1.485,1.6619,0.3165,0.0405,0.7247,1.0507,0.8786,-0.052,0.7261,-0.0159,0.0776,1.6944,0.074,1.537,0.4884,1.3751,-0.0087,-0.002,0.3143,-0.0706,BRCACancer
C02,1.4294,1.5121,0.3771,0.0695,0.2526,0.7869,0.9686,0.0013,0.6939,0.0616,0.1717,1.9183,-0.1219,1.4394,0.4597,1.0367,0.1475,0.0321,0.4152,-0.1229,BRCACancer
C03,1.4549,1.6845,0.3922,0.0898,0.3465,1.0023,0.9367,0.0168,0.9692,0.0149,0.0187,1.3355,-0.1468,1.4731,0.6008,1.406,0.115,-0.0017,0.2486,-0.1083,BRCACancer
