@relation data

@attribute id string
@attribute 6204 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6207 numeric
@attribute 6208 numeric
@attribute 6209 numeric
@attribute 6210 numeric
@attribute 8668 numeric
@attribute 1973 numeric
@attribute 2197 numeric
@attribute 8669 numeric
@attribute 1974 numeric
@attribute 27335 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 3921 numeric
@attribute 6217 numeric
@attribute 1981 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 3646 numeric
@attribute 6194 numeric
@attribute 26986 numeric
@attribute 6189 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 8894 numeric
@attribute 1968 numeric
@attribute 6231 numeric
@attribute 6232 numeric
@attribute 8662 numeric
@attribute 1965 numeric
@attribute 8661 numeric
@attribute 1964 numeric
@attribute 6230 numeric
@attribute 8667 numeric
@attribute 6235 numeric
@attribute 8666 numeric
@attribute 8665 numeric
@attribute 6233 numeric
@attribute 8664 numeric
@attribute 6234 numeric
@attribute 6229 numeric
@attribute 6203 numeric
@attribute 6228 numeric
@attribute 6202 numeric
@attribute 6227 numeric
@attribute 6201 numeric
@attribute 7458 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4726,1.604,1.865,1.571,0.9494,0.283,1.1548,1.8657,1.8662,0.9686,1.0331,2.1165,1.2193,1.1179,0.5757,1.4659,1.6026,1.4793,1.2758,0.4425,0.8037,1.2543,-0.0465,0.4558,1.2398,1.5806,2.3413,1.4004,1.5247,0.9805,0.7258,2.3257,1.0137,1.6783,1.156,1.3309,2.1306,1.1475,1.6334,1.1776,2.2032,1.4139,0.694,0.7531,1.1695,0.7299,1.1999,1.7573,1.512,0.3352,1.2223,0.7116,1.2354,Control
A02,0.2954,1.2242,1.1892,1.3346,0.8013,0.2567,0.9651,1.8934,1.7522,0.4073,0.8486,1.8069,1.14,0.7284,0.4203,1.064,1.3822,1.3423,0.7375,0.3144,0.5973,0.9646,-0.0906,0.3735,0.9373,1.339,1.9422,1.1092,1.3561,0.8303,0.4748,2.2595,0.791,1.2291,1.0447,1.1569,2.0392,0.7795,1.438,0.9562,1.9943,1.1658,0.5762,0.4343,0.9959,0.4765,0.8071,1.4048,1.287,0.1547,0.9858,0.5159,1.0149,Control
A03,0.3992,1.5427,1.4646,1.7022,1.0217,0.3034,1.27,1.9374,2.2543,0.9313,0.97,2.1599,1.1655,0.9144,0.5343,1.331,1.523,1.4772,0.9007,0.4839,0.6532,1.0625,-0.1338,0.4979,1.0006,1.5262,2.384,1.1074,1.425,1.1178,0.5402,2.0812,1.1025,1.3928,1.1206,1.3394,2.0488,1.2685,1.6352,1.1109,2.2105,1.3112,0.743,0.6541,1.1272,0.736,0.962,1.8125,1.4658,0.0682,1.0272,0.6497,1.2813,Control
A04,0.3445,1.3033,1.5568,1.7796,1.0421,0.3551,1.0301,2.2091,1.8524,0.8544,0.7461,2.1067,1.0543,0.7203,0.4748,1.5133,1.6461,1.4762,0.7914,0.3429,0.7067,0.9396,-0.0411,0.4546,0.9843,1.6338,2.2077,1.2468,1.4263,1.0815,0.4569,2.2021,0.7454,1.6173,1.1833,1.147,1.9416,0.9591,1.6835,0.9559,2.1769,1.2437,0.6085,0.5483,1.1084,0.4177,0.7027,1.4775,1.6182,0.5311,1.1458,0.6527,1.2214,Control
A05,0.3276,1.2392,1.4613,1.5919,0.9492,0.3344,0.9527,2.1186,1.7783,0.9395,0.8425,1.854,1.1798,0.694,0.4721,1.1925,1.4879,1.7308,0.9208,0.3477,0.6239,0.8552,-0.0327,0.4457,0.9533,1.3085,2.1096,0.9868,1.3263,0.9592,0.4714,2.0874,0.9839,1.5379,1.2418,1.2592,2.088,0.9823,1.4631,0.9852,2.0209,1.4558,0.5984,0.5591,1.0601,0.7516,0.6995,1.8034,1.7265,0.4375,1.0637,0.5157,1.2639,Control
A06,0.36,1.4179,1.4881,1.6037,1.0365,0.2268,1.1306,1.9845,2.0417,0.7754,0.8791,1.9042,1.1719,0.7464,0.3823,1.3002,1.6715,1.5194,0.8636,0.3207,0.7448,1.1845,-0.0607,0.3647,0.9881,1.4327,2.2244,1.1464,1.3341,1.0953,0.5533,2.2636,1.0005,1.4779,1.1706,1.1872,1.9758,0.902,1.4594,1.0191,2.0512,1.399,0.6918,0.5282,1.0631,0.8404,0.9119,1.8565,1.6644,0.2668,1.082,0.6414,1.1578,Control
A07,0.413,1.2098,1.5383,1.2722,0.7534,0.2026,0.8866,1.922,1.6949,0.6706,0.9528,1.7643,1.1523,0.8215,0.6261,1.0773,1.3379,1.4711,0.978,0.3746,0.5207,1.0186,-0.1209,0.3514,1.2429,1.374,2.3023,1.0996,1.3497,0.9747,0.644,2.2825,0.6487,1.2623,1.187,1.3152,2.0664,0.9687,1.4995,1.2862,1.8233,1.3004,0.7051,0.4217,1.1186,0.3722,1.2612,1.6405,1.4203,0.2058,1.1782,0.6836,1.2357,Control
A08,0.2879,1.2717,1.3416,1.313,0.7647,0.186,0.8562,1.7816,1.8875,0.5709,1.0273,1.9116,1.1372,0.9807,0.7036,1.4532,1.5648,1.3477,0.8865,0.2998,0.7097,0.9308,-0.0678,0.3239,1.3589,1.3828,2.4528,1.1312,1.206,0.7558,0.6476,2.1588,0.8423,1.3901,1.1279,1.1752,1.9198,0.9789,1.5088,1.3939,1.9915,1.1237,0.8037,0.5092,1.1283,0.2745,0.8665,1.3143,1.3258,0.0317,1.1386,0.483,1.2737,Control
A09,0.3185,1.2719,1.4601,1.315,0.83,0.2749,0.8955,1.9576,1.8755,0.681,0.9083,1.7305,1.1072,0.8228,0.5664,1.2787,1.5373,1.3751,0.7691,0.2622,0.47,0.9627,-0.0908,0.3871,1.1769,1.2496,2.2959,0.8149,1.3403,0.8742,0.5013,2.2171,0.8004,1.5067,1.1476,1.2498,2.0185,0.9214,1.3762,1.286,2.0887,1.2472,0.5524,0.3534,1.0267,0.5767,0.7941,1.5095,1.4685,0.1902,1.1502,0.4637,1.0485,Control
A10,0.383,1.2683,1.5709,1.3823,0.7604,0.1975,0.8608,1.9677,1.89,0.6621,0.8546,1.866,1.1639,0.8065,0.528,1.2438,1.4002,1.4812,0.7166,0.3893,0.582,1.0258,-0.033,0.3364,1.1714,1.2527,2.1875,0.9653,1.0289,1.0001,0.5286,2.1378,0.7263,1.4248,1.0964,1.3176,1.9374,0.9587,1.2819,1.2343,1.8171,1.1967,0.6746,0.2705,1.0573,0.499,0.7931,1.5469,1.3045,0.4322,1.1492,0.5659,1.0464,Control
