@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10297 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2002 numeric
@attribute 2064 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2309 numeric
@attribute 23533 numeric
@attribute 2885 numeric
@attribute 29119 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3265 numeric
@attribute 3611 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4292 numeric
@attribute 4609 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5728 numeric
@attribute 5894 numeric
@attribute 595 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7157 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 83439 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute 999 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6233,-0.1207,0.3646,-0.1079,2.1378,0.6001,-0.0836,0.4506,0.1521,0.6157,0.8453,0.5948,1.4389,1.6355,-0.1056,0.6628,0.6808,0.4236,1.5602,1.3732,1.5967,0.4802,1.4375,2.7938,1.8281,0.7923,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,1.76,1.0952,0.7341,0.4307,0.2409,1.2392,1.7841,0.1356,1.1256,1.3471,0.5978,1.5458,0.3152,0.7493,0.3495,0.4814,-0.0468,0.8967,0.0818,0.0981,Control
A02,0.3831,-0.0986,0.3017,-0.0664,1.9406,0.4306,-0.0018,0.2934,0.2583,0.5686,0.6275,0.373,1.1486,1.481,-0.1274,0.4686,0.5297,0.3716,1.5947,1.136,1.3547,0.3165,1.0182,2.9993,0.9496,0.6688,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,1.6579,1.0379,0.48,0.3006,0.1478,0.6452,1.5394,0.1049,0.9005,1.2046,0.4645,1.0057,0.3427,0.5887,0.2528,0.128,-0.0104,0.6211,0.0895,-0.0641,Control
A03,0.396,-0.0757,0.4994,-0.0814,2.228,0.4898,-0.0179,0.364,0.2874,0.6805,0.7841,0.571,1.5932,1.7658,-0.1282,0.609,0.6545,0.3757,1.7237,1.4067,1.6527,0.3821,0.8555,3.0903,0.8281,0.8003,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,1.9065,1.0752,0.7059,0.4986,0.1867,0.9168,1.7337,0.1251,1.1275,1.3774,0.5178,0.8256,0.6523,0.8079,0.4299,0.112,-0.0412,0.9002,0.2042,0.05,Control
A04,0.5255,7e-04,0.3274,-0.0806,2.1149,0.406,-0.029,0.3909,0.2938,0.6225,0.7141,0.4068,1.374,1.4795,-0.099,0.5054,0.4447,0.3609,1.475,1.2239,1.1951,0.3328,1.35,3.0364,1.1672,0.7491,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,1.7434,1.0602,0.5113,0.4277,0.2507,0.7608,1.6705,0.2164,1.028,1.2203,0.5636,1.3867,0.2924,0.5955,0.2928,0.182,-0.0409,0.7648,0.0407,0.0031,Control
A05,0.5106,0.014,0.525,-0.092,2.1217,0.8132,-0.0454,0.4547,0.3689,0.7463,0.7904,0.5365,1.5816,1.8562,-0.0943,0.6009,0.6046,0.4772,1.9049,1.3362,1.4096,0.422,1.0965,3.3113,1.0436,0.8948,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,1.9721,1.2157,0.726,0.5021,0.3108,0.9371,1.8077,0.1872,1.0464,1.3739,0.6105,1.1059,0.4474,0.7673,0.3723,0.1914,-0.0642,0.998,0.1426,0.0296,Control
A06,0.4506,-0.1653,0.3738,-0.0535,2.0671,0.4684,-0.0159,0.4061,0.285,0.6458,0.7372,0.5076,1.4575,1.5705,-0.1174,0.5351,0.5559,0.2467,1.5765,1.3004,1.4336,0.3661,1.2048,2.8748,1.0319,0.7874,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,1.8749,1.0037,0.6824,0.3564,0.2291,0.835,1.7479,0.0491,0.8852,1.3309,0.5021,1.1287,0.3386,0.6036,0.2844,0.1166,-0.0456,0.9565,0.0877,-0.0117,Control
A07,0.74,-0.0867,0.494,-0.0716,2.242,0.4347,-0.019,0.3002,0.2977,0.597,0.7443,0.8894,1.4083,1.8609,-0.1418,0.8251,0.7198,0.364,1.6132,1.2829,1.7064,0.4377,1.1245,2.9085,1.5647,0.8207,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,1.9127,0.9863,0.8669,0.4096,0.2349,1.3069,1.7697,0.1216,1.1765,1.4837,0.7036,1.2988,0.7088,0.684,0.3981,0.1793,-0.0328,0.8172,0.1594,-0.0456,Control
A08,1.0516,-0.1347,0.5131,-0.105,2.2731,0.2616,-0.0439,0.3245,0.2675,0.5375,0.7355,0.9915,1.3564,1.7198,-0.0935,1.0661,0.8468,0.2967,1.2902,1.2091,1.6216,0.5239,1.0832,2.6904,2.1593,0.8395,1.7501,1.5683,1.321,2.0579,1.714,0.168,1.9432,1.0102,0.8829,0.3414,0.086,1.4954,1.7375,0.0853,1.467,1.4271,0.87,1.5945,0.977,0.6482,0.3981,0.2834,-0.0766,0.7257,0.1918,-0.058,Control
A09,0.7535,-0.0761,0.4136,-0.0661,2.1764,0.5351,-0.0328,0.3747,0.1983,0.5633,0.6938,0.772,1.3804,1.8278,-0.1021,0.7154,0.5846,0.349,1.5787,1.2521,1.5553,0.3598,1.1598,2.8883,1.7811,0.8331,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,1.8616,1.0062,0.7767,0.356,0.207,1.3533,1.637,0.0974,0.9988,1.3188,0.6839,1.4003,0.7113,0.5412,0.3286,0.2849,-0.0255,0.7466,0.0917,-0.0029,Control
A10,0.8026,-0.041,0.5452,-0.0827,2.3614,0.7675,-0.0615,0.3376,0.2637,0.5633,0.7332,0.9771,1.4485,1.802,-0.1117,0.9142,0.7425,0.398,1.7299,1.1456,1.4415,0.4652,0.9502,2.9966,1.2214,0.8665,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,1.9537,0.9394,0.8171,0.4749,0.2064,1.3318,1.7832,0.1256,1.3316,1.3713,0.7899,1.1232,0.5359,0.5878,0.3863,0.1135,-0.0689,0.9483,0.2381,0.0168,Control
A11,0.5676,-0.1146,0.2304,-0.1056,1.8734,0.2605,-0.018,0.3242,0.3532,0.54,0.6814,0.5794,1.3016,1.5523,-0.1167,0.4848,0.3841,0.2904,1.4545,1.1705,1.4146,0.3323,0.9858,2.4753,0.9207,0.738,1.2025,1.0402,0.9811,1.5981,1.2442,0.1945,1.8347,0.9926,0.6056,0.4262,0.1519,0.9839,1.2804,0.118,0.7415,1.1993,0.477,0.7619,0.3638,0.5349,0.2831,0.1887,-0.0608,0.5884,0.0324,0.0683,Control
A12,0.3938,-0.2807,0.1767,0.0243,1.615,0.5833,0.1048,0.1578,0.1255,0.3955,0.4581,0.3496,0.7748,1.1373,-0.1509,0.3984,0.354,0.2032,1.2408,0.8099,0.8721,0.2378,0.9286,2.575,0.7845,0.4944,0.9215,1.1023,0.7648,1.6271,1.0289,-0.1111,1.3126,0.6672,0.3165,0.1908,0.0625,0.3508,1.1644,0.002,0.5292,0.783,0.3712,0.7174,0.1106,0.1924,0.1583,0.0465,0.055,0.5065,0.0743,0.0047,Control
B01,0.7023,-0.4383,0.2315,-0.0526,2.2274,0.4203,0.0118,0.1905,-0.0543,0.3916,0.6181,0.5308,1.0235,1.5002,-0.1206,0.6768,0.559,0.1584,1.3972,1.3595,1.5366,0.5913,1.0881,2.5536,1.7142,0.5477,1.4577,1.3226,1.0757,1.9184,1.5918,-0.161,1.5662,0.7793,0.6567,0.1449,-0.0285,1.093,1.6434,-0.198,0.9141,1.2709,0.5276,1.5057,0.5719,0.6532,0.1723,0.3688,-0.0223,0.7169,0.0047,-0.0333,Control
B02,0.5192,-0.0794,0.3128,-0.0967,2.3355,0.4014,-0.0267,0.411,0.2792,0.6693,0.8367,0.4523,1.3879,1.6034,-0.088,0.5494,0.4993,0.3404,1.6042,1.5389,1.5341,0.4418,1.1427,3.1429,1.3256,0.7354,1.4219,1.4237,1.3587,2.0553,1.7587,0.2193,1.7427,1.0963,0.6188,0.4126,0.2533,0.837,1.8632,0.1092,0.8807,1.2116,0.5114,1.5713,0.4183,0.8116,0.3799,0.2768,-0.0466,0.87,0.1269,0.0063,Control
B03,0.6398,-0.1642,0.3107,-0.0708,2.3868,0.0772,-0.0568,0.334,0.1054,0.5703,0.6643,0.4644,1.1755,1.5674,-0.1108,0.6557,0.547,0.2646,1.4093,1.4142,1.6305,0.4869,1.0069,2.9071,1.3481,0.7817,1.5109,1.3201,1.1338,1.9803,1.9459,0.104,1.7521,0.9479,0.6536,0.3093,0.1479,1.0128,1.7244,0.0353,0.9276,1.2222,0.5587,1.4131,0.4352,0.7021,0.2555,0.2951,-0.05,0.7021,0.1189,0.042,BRCACancer
B04,1.008,-0.1901,0.5572,-0.1013,2.1299,0.4419,-0.0234,0.2374,0.2069,0.5203,0.647,1.0838,1.4169,1.6385,-0.1367,1.0929,0.807,0.1782,1.3662,1.1114,1.3969,0.5369,0.9881,2.4183,1.8222,0.8342,1.5671,1.5308,1.2611,1.9926,1.5967,0.1145,1.9229,0.7243,0.8115,0.3653,0.0771,1.4959,1.7237,0.0221,1.4335,1.2706,0.83,1.3954,1.0028,0.5137,0.4053,0.1837,-0.0392,0.6354,0.1694,-0.0584,BRCACancer
B05,0.537,-0.2176,0.2583,-0.0436,1.9932,0.2665,0.0386,0.2082,0.2357,0.443,0.7198,0.4493,1.2177,1.4949,-0.1466,0.5382,0.4993,0.2381,1.3554,1.3448,1.2745,0.4269,0.857,2.3386,0.7677,0.72,1.1566,1.1614,0.9971,2.133,1.6704,0.0153,1.8007,0.8239,0.4972,0.3668,0.1261,0.7624,1.4156,0.0472,0.7814,1.2163,0.4643,1.0139,0.6239,0.5965,0.2799,0.0795,0.0045,0.6323,0.1142,-0.013,BRCACancer
B06,0.4838,-0.5258,0.1896,0.0484,1.9638,0.3649,-0.0104,-0.0844,-0.0803,0.1783,0.3886,0.5035,0.8211,1.1292,-0.1105,0.4945,0.4693,-0.0061,1.1549,0.9088,1.0451,0.5174,0.6699,2.0849,1.0744,0.3761,1.1199,1.072,0.73,1.4956,1.4068,-0.3234,1.3023,0.5177,0.5394,-0.0057,-0.0875,0.7256,1.4461,-0.2305,0.7812,1.0038,0.3334,0.8462,0.247,0.2316,-0.0263,-0.0182,0.0151,0.5456,0.0727,-0.0763,BRCACancer
B07,0.6255,-0.0756,0.345,-0.0658,2.3083,0.4331,-0.02,0.2864,0.2795,0.6313,0.7869,0.5563,1.475,1.6266,-0.1065,0.6372,0.6638,0.38,1.7019,1.4616,1.5831,0.5221,1.1266,2.8997,1.2821,0.7645,1.5493,1.4722,1.3599,2.0668,1.5879,0.1999,1.8217,1.0487,0.6951,0.4908,0.1931,1.0076,1.9525,0.1043,1.1751,1.3281,0.5888,1.3473,0.316,0.7397,0.4158,0.166,-0.0386,0.7445,0.2103,-0.0861,BRCACancer
B08,0.3527,-0.0285,0.2699,-0.0933,1.9576,0.6665,-0.0716,0.3701,0.3511,0.6407,0.7274,0.3514,1.206,1.6339,-0.0823,0.4347,0.3935,0.3687,1.8558,1.33,1.4559,0.2858,1.1628,3.0033,0.98,0.7453,1.3231,1.6166,1.0708,1.8123,1.1769,0.1944,1.7268,1.0739,0.682,0.4491,0.2705,0.7892,1.5696,0.2294,0.7597,1.3019,0.3995,1.0273,0.2886,0.5384,0.2935,0.2779,-0.0382,0.8397,0.0576,0.0117,Control
B09,1.0255,-0.1747,0.3087,-0.1018,1.9563,0.562,-0.0452,0.1553,0.1961,0.4608,0.642,0.8193,1.4013,1.6507,-0.1279,0.8491,0.5864,0.2599,1.4419,1.1245,1.1881,0.3816,0.7963,2.1589,1.4732,0.7545,1.3758,1.4133,1.0565,1.6995,1.5101,0.144,1.8556,0.6235,0.7372,0.3222,0.0705,1.4452,1.5166,0.1065,1.2186,1.2673,0.7441,1.3495,0.9062,0.477,0.404,0.2028,-0.0342,0.3871,0.109,-0.0729,Control
B10,0.7207,-0.1175,0.3761,-0.0692,2.0855,0.2694,-0.0056,0.1797,0.2316,0.3842,0.5007,0.7758,1.1319,1.509,-0.1088,0.8535,0.5924,0.2443,1.2563,0.9953,1.2227,0.4046,0.818,2.6593,1.4456,0.6656,1.4219,1.3009,1.0549,1.9994,1.4831,0.0571,1.7685,0.645,0.624,0.1829,0.0864,1.0377,1.4615,0.0549,1.0541,1.1165,0.6893,1.089,0.7187,0.402,0.1787,0.1342,-0.0073,0.5618,0.1161,0.0052,Control
B11,0.4927,-0.1219,0.3704,-0.0601,1.9142,0.6144,-0.0224,0.2409,0.1422,0.4632,0.7053,0.5808,1.1918,1.7392,-0.0918,0.6309,0.5527,0.4126,1.6545,1.1775,1.3354,0.3575,1.0313,2.6495,1.1874,0.7307,1.3896,1.4039,1.0719,1.9301,1.2771,0.1549,1.6655,0.929,0.5479,0.4011,0.2046,0.873,1.3717,0.1078,0.949,1.2658,0.5503,1.1257,0.5208,0.591,0.208,0.1577,-0.0104,0.6359,0.1512,-0.011,Control
B12,0.8104,-0.117,0.2521,-0.0983,1.7457,0.1879,-0.0631,0.1437,0.0791,0.3769,0.5241,0.73,1.0066,1.3322,-0.1236,0.7771,0.5059,0.223,1.0693,0.815,0.938,0.3587,0.7445,1.1387,2.0384,0.6438,1.1323,1.1321,1.0143,1.2838,1.1896,0.0881,1.4468,0.5105,0.6269,0.3052,0.0512,1.1894,1.2848,0.0587,1.0091,0.8422,0.6144,1.5516,0.5687,0.2056,0.2544,0.1613,-0.0213,0.3324,0.0081,-0.0379,Control
C01,0.5244,-0.1014,0.486,-0.096,1.9741,0.4123,-0.0174,0.3199,0.3409,0.6952,0.8207,0.7588,1.7372,1.7966,-0.1607,0.6791,0.6331,0.4383,1.7115,1.4135,1.499,0.3955,0.9109,2.7168,1.0208,0.784,1.3372,1.393,1.334,2.0178,1.2928,0.2341,1.9339,1.0546,0.8022,0.5572,0.221,1.2172,1.7078,0.0762,1.0332,1.3664,0.5761,1.0786,0.793,0.7721,0.4666,0.1203,-0.0167,0.7952,0.1324,-0.0956,BRCACancer
C02,0.499,0.0168,0.3158,-0.0594,1.9038,0.5748,0.0131,0.4445,0.4028,0.7123,0.8006,0.4472,1.6205,1.5019,-0.1365,0.4696,0.4989,0.5255,1.7104,1.3014,1.2044,0.3588,1.3049,2.9549,1.2142,0.7057,1.3839,1.4194,1.3959,1.9151,1.3266,0.2982,1.6487,1.0889,0.5312,0.5124,0.277,0.7415,1.7071,0.1977,0.9069,1.1897,0.559,1.4013,0.2548,0.6421,0.3727,0.2253,-0.0147,0.879,0.1497,-0.0107,BRCACancer
C03,0.4905,0.0139,0.4207,-0.048,2.1384,0.4901,-0.0228,0.5012,0.5958,0.9317,0.9966,0.57,1.9703,1.5147,-0.1218,0.5803,0.6197,0.5881,1.8691,1.5992,1.3542,0.4923,1.1726,2.8229,1.1665,0.763,1.4737,1.33,1.4918,2.1142,1.2561,0.4421,1.846,1.1527,0.6598,0.6953,0.3606,0.8584,1.8793,0.1281,1.1291,1.3069,0.5534,1.3435,0.4999,0.7382,0.566,0.2868,0.0034,0.9414,0.2831,-0.065,BRCACancer
C04,0.291,0.0121,0.1595,-0.0717,1.3453,0.5658,-0.0217,0.3704,0.2151,0.5797,0.6529,0.2275,1.2788,1.2632,-0.0899,0.2982,0.229,0.4087,1.6359,1.0429,0.8652,0.134,1.0028,1.7678,0.8311,0.5627,0.7962,1.1358,0.8722,1.3741,0.8383,0.3168,1.4608,0.979,0.4523,0.3635,0.2397,0.5566,1.0478,0.1791,0.4603,0.9061,0.353,1.0095,0.2049,0.4208,0.2024,0.2017,-0.0128,0.3835,-0.0838,-9e-04,Control
C05,0.2704,-0.0237,0.2318,-0.0533,1.4874,0.0764,-0.0049,0.4282,0.2554,0.582,0.6006,0.3255,1.1354,1.1596,-0.093,0.2458,0.2878,0.2967,1.3864,1.0011,0.8837,0.147,1.0743,2.1059,0.8043,0.5872,0.9303,1.1334,1.0602,1.6573,0.928,0.2336,1.5008,0.8706,0.3624,0.2836,0.0823,0.5074,1.2673,0.1613,0.4962,0.9784,0.4159,0.9882,0.1922,0.3612,0.1271,0.0887,-0.0335,0.5035,0.0156,-0.016,BRCACancer
C06,0.0968,-0.1858,0.0054,-0.0504,0.5687,0.0799,0.0186,0.0872,0.0971,0.264,0.2491,0.2425,0.5006,0.5665,-0.0755,0.1294,-0.0398,0.1841,0.6202,0.5355,0.3249,0.1375,0.311,0.4953,0.1668,0.2414,0.2515,0.2098,0.3034,0.5143,0.4412,-0.0017,0.6402,0.3107,0.1769,0.1635,0.1031,0.2861,0.3671,0.1471,0.0704,0.214,0.1502,0.323,0.0817,0.1605,0.1038,0.0729,0.0025,0.0213,-8e-04,-0.0093,Control
C07,0.4051,-0.0471,0.216,-0.058,1.683,0.5179,0.0054,0.3642,0.2485,0.5626,0.6757,0.3764,1.2615,1.2704,-0.105,0.3844,0.3893,0.3607,1.4767,1.0245,1.0226,0.2354,0.9365,2.6198,0.812,0.5747,1.1545,1.1209,1.0919,1.8435,1.0885,0.2044,1.6223,0.7954,0.3623,0.2971,0.2168,0.5401,1.3982,0.1802,0.6274,1.04,0.4549,0.9839,0.1106,0.3267,0.2294,0.1002,-0.0172,0.614,0.0758,-0.0392,Control
