@relation data

@attribute id string
@attribute 2167 numeric
@attribute 51099 numeric
@attribute 5346 numeric
@attribute 5501 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 857 numeric
@attribute 3991 numeric
@attribute 11343 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.23,1.1893,-0.1402,2.3607,1.8182,1.834,0.945,1.1287,-0.1227,-0.0865,0.2066,0.1638,Control
A02,-0.284,0.9958,-0.1172,2.4743,2.055,1.7465,0.8462,0.9806,-0.1089,-0.1157,0.0703,0.2399,Control
A03,-0.2581,1.2128,-0.1102,2.3717,2.0834,1.7879,1.0405,0.9935,-0.0955,-0.002,0.1133,0.2264,Control
A04,-0.1661,1.0401,-0.0647,2.4773,2.2124,1.9132,0.8362,1.1638,-0.1322,-0.0584,0.1363,0.2524,Control
A05,-0.2252,1.4117,-0.1023,2.3286,2.2298,1.9153,1.1378,1.0454,-0.0826,-0.0049,0.1418,0.2959,Control
A06,-0.2657,1.4346,-0.1312,2.213,1.9267,1.7717,1.0087,0.8785,-0.1543,-0.084,0.0656,0.2222,Control
A07,-0.2248,1.3828,-0.1189,2.4706,2.0551,1.9496,0.903,1.1356,-0.131,-0.0743,0.0519,0.3215,Control
A08,-0.208,1.2063,-0.1371,2.1783,1.6567,1.9258,0.9887,1.1812,-0.03,-0.1327,0.138,0.0683,Control
A09,-0.1701,1.0022,-0.1509,2.494,2.0501,1.8912,1.0256,1.096,-0.2464,-0.0557,0.0866,0.2687,Control
A10,-0.1892,1.4251,-0.1206,2.2784,1.979,1.9215,0.9363,1.2467,-0.1022,-0.0635,0.0991,0.2669,Control
A11,-0.2303,0.9793,-0.1454,2.3685,2.0735,1.6938,0.9115,0.9113,-0.0051,-0.1113,0.0889,0.0865,Control
A12,-0.2743,0.9618,-0.2302,2.2305,1.6335,1.5974,0.786,0.9203,-0.3279,0.0016,0.0097,0.3247,Control
B01,-0.3631,1.0029,-0.2678,2.3297,1.2807,1.7726,0.7574,0.9718,-0.2682,-0.2354,-0.0982,0.2317,Control
B02,-0.2192,1.1213,-0.0859,2.5529,2.0593,2.0246,0.9736,1.0268,-0.1548,-0.1231,0.1374,0.208,Control
B03,-0.168,0.9831,-0.2083,2.5353,1.885,2.0091,0.9021,1.0272,-0.1715,-0.1967,0.075,0.1455,BRCACancer
B04,-0.1981,0.9958,-0.1816,2.0291,1.5295,1.8303,0.8631,1.2233,-0.0225,-0.0826,0.0577,0.2696,BRCACancer
B05,-0.2174,0.9318,-0.131,2.402,1.9327,1.7941,0.9923,0.8631,-0.1351,-0.1264,0.028,0.2898,BRCACancer
B06,-0.4256,0.9728,-0.3398,2.0922,1.0626,1.5014,0.5286,0.7513,-0.3816,-0.2369,-0.2477,0.0937,BRCACancer
B07,-0.2461,1.1063,-0.0861,2.409,1.8936,1.9246,1.0257,1.149,-0.1569,-0.0846,0.0984,0.1879,BRCACancer
B08,-0.207,1.1286,-0.0144,2.5428,2.1281,1.8436,1.0223,1.0355,-0.0317,-0.0621,0.1423,0.3127,Control
B09,-0.2653,0.8696,-0.1109,1.9465,1.2588,1.5946,0.7716,1.0551,-0.1108,-0.1948,0.0465,0.2158,Control
B10,-0.23,0.9855,-0.1218,2.308,1.7756,1.8776,0.7027,1.0905,-0.2745,-0.0795,0.0531,0.1911,Control
B11,-0.1645,1.2337,-0.1336,2.4062,1.9509,1.7919,1.1206,0.8979,-0.1753,-0.0742,0.1481,0.2351,Control
B12,-0.2916,0.6241,-0.1216,1.6786,0.9381,1.3402,0.6792,0.7255,-0.1048,-0.1109,0.1092,0.0845,Control
C01,-0.2264,1.3085,-0.2109,2.1841,1.9478,1.6862,1.0811,0.8639,-0.0299,-0.0491,0.0988,0.2767,BRCACancer
C02,-0.2228,1.2,-0.032,2.3093,2.0719,1.7534,0.9256,1.0809,-0.1685,-0.0245,0.1706,0.3139,BRCACancer
C03,-0.2408,1.2109,-0.0309,2.2205,2.045,1.7537,0.9695,1.0198,-0.1013,-0.0517,0.1348,0.3225,BRCACancer
C04,-0.227,0.8617,-0.0041,2.0621,2.0477,1.3461,0.883,0.7329,-0.0527,-0.0532,0.1148,0.2679,Control
C05,-0.2401,0.8365,-0.0392,2.0544,2.1164,1.5384,0.7746,0.8033,-0.1001,-0.0925,0.0857,0.1699,BRCACancer
C06,-0.4668,0.2653,0.0032,0.7847,0.7679,0.5905,0.5181,0.2386,-0.0712,-0.0584,-0.0564,0.1623,Control
C07,-0.165,1.0671,-0.0941,2.2018,2.1633,1.6802,0.7731,1.0296,-0.0334,-0.0962,0.0987,0.2504,Control
C08,-0.223,1.0946,-0.0658,2.2648,2.0518,1.6282,0.9547,0.9672,-0.0554,-0.088,0.1042,0.2521,Control
C09,-0.1755,0.898,-0.0363,2.1306,2.1535,1.7207,0.7457,0.9538,-0.0345,-0.0402,0.107,0.2416,Control
C10,-0.0887,1.1528,-0.077,2.1217,2.1678,1.7943,0.7909,1.1131,-0.0991,0.017,0.139,0.216,BRCACancer
C11,-0.201,0.9537,0.0242,2.2808,2.1166,1.601,1.0607,0.9707,-0.168,-0.0765,0.2122,0.235,Control
C12,-0.2343,0.5192,-0.0052,1.967,1.9787,1.3439,0.7046,0.8246,-0.1347,-0.083,0.1332,0.2248,BRCACancer
D01,-0.2009,0.8505,-0.0531,1.9853,1.2286,1.4842,0.8265,0.8162,-0.1095,-0.1726,0.0527,0.1185,BRCACancer
D02,-0.1307,0.808,-0.0428,2.2502,2.2089,1.6483,0.8747,0.9929,-0.0224,-0.0519,0.2152,0.3061,BRCACancer
D03,-0.1966,0.8259,-0.0116,2.2118,2.1466,1.6237,0.791,0.8793,-0.0579,-0.0931,0.0968,0.3304,BRCACancer
D04,-0.2631,1.0418,-0.0558,2.233,2.0789,1.579,0.9614,0.8964,-0.1218,-0.0804,0.1107,0.3181,BRCACancer
