@relation data

@attribute id string
@attribute 55135 numeric
@attribute 128312 numeric
@attribute 1763 numeric
@attribute 10856 numeric
@attribute 8360 numeric
@attribute 3012 numeric
@attribute 5984 numeric
@attribute 8361 numeric
@attribute 5985 numeric
@attribute 8364 numeric
@attribute 6117 numeric
@attribute 65057 numeric
@attribute 6119 numeric
@attribute 10714 numeric
@attribute 8366 numeric
@attribute 6118 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8367 numeric
@attribute 8970 numeric
@attribute 8349 numeric
@attribute 23649 numeric
@attribute 5981 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 55651 numeric
@attribute 8294 numeric
@attribute 8290 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 57804 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 5422 numeric
@attribute 8345 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 5111 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 5427 numeric
@attribute 7014 numeric
@attribute 7015 numeric
@attribute 7013 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 3018 numeric
@attribute 26277 numeric
@attribute 1736 numeric
@attribute 8607 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 54386 numeric
@attribute 3017 numeric
@attribute 2237 numeric
@attribute 3978 numeric
@attribute 25913 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 8330 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.438,0.3413,0.5964,0.7008,0.9351,1.7531,1.0054,1.8227,0.8334,2.6072,1.4412,0.4244,0.4075,0.9371,0.6906,0.8954,1.0924,0.8347,1.3904,0.1317,1.5379,1.0237,1.5203,0.5067,1.1557,0.0284,0.7573,-0.4296,1.7702,1.1844,0.8679,0.3425,0.9524,0.4671,0.5971,0.5375,0.72,-0.214,1.4522,1.0378,0.9978,1.0607,0.3645,1.1137,-0.0339,0.6133,0.2778,0.4044,0.5853,-0.1414,1.6206,1.5434,0.7985,0.2241,1.3013,1.8985,0.3579,0.3003,0.6637,1.1571,0.4975,0.3715,3.7005,1.2688,Control
A02,0.339,0.3986,0.2361,0.4863,0.3783,1.6672,0.6915,1.7081,0.538,2.3644,1.2154,0.2252,0.2571,0.5681,0.2996,0.7374,1.3258,0.4892,1.1064,0.1382,1.8371,0.736,1.2453,0.3013,1.0017,0.0461,0.5642,-0.2229,1.3418,1.0957,0.602,0.226,0.8119,0.0672,0.3447,0.3419,0.5859,-0.0081,1.1316,0.8338,1.0613,0.8675,0.2585,0.9588,0.0993,0.4646,0.1041,0.2926,0.3365,0.1373,1.3707,1.157,0.5769,0.0999,0.8635,1.5709,0.1662,0.1179,0.4443,0.8145,0.2011,0.1492,3.9185,1.0499,Control
A03,0.4711,0.401,0.4188,0.6854,0.908,1.6712,0.6856,1.7648,0.7519,2.7238,1.3645,0.3234,0.3125,1.0381,0.5741,0.8439,1.1162,0.9301,1.3377,0.1254,1.2806,0.9977,1.4183,0.4002,1.1841,0.1302,0.8211,-0.1669,1.8903,1.0582,0.5826,0.3138,0.9725,0.1927,0.6845,0.4507,0.6752,-0.0078,1.0137,1.1256,1.7075,1.3743,0.3103,1.0346,0.0289,0.4711,0.2232,0.3785,0.519,0.3705,1.6875,1.2854,0.7499,0.2874,1.2166,1.9093,0.214,0.2828,0.5025,0.8953,0.8289,0.2427,3.6475,1.2563,Control
A04,0.3477,0.4485,0.1862,0.5375,0.5681,2.146,0.6525,2.1226,0.4979,3.2416,1.3858,0.3713,0.2831,0.6304,0.926,0.8374,1.1824,1.0055,1.5887,0.4951,1.8865,0.7367,1.3603,0.2204,1.1687,0.2036,0.8461,-0.089,2.0084,1.2313,0.5754,0.1708,0.8594,0.2357,0.6856,0.3112,0.8336,0.0624,1.3063,0.9317,1.3152,1.226,0.1998,0.9092,0.1038,0.5222,0.2818,0.3917,0.401,0.1796,1.4658,1.0925,0.6162,0.241,1.0932,1.7856,0.3706,0.2045,0.5292,0.8878,0.4552,0.2862,4.3601,1.4062,Control
A05,0.4791,0.4588,0.4099,0.7343,1.1477,2.1399,0.8721,2.0983,0.5992,3.1506,1.3991,0.4687,0.2969,0.9705,0.853,0.881,1.7305,0.8148,1.6442,0.4198,2.0864,0.9382,1.4388,0.3405,1.3177,0.2374,1.2422,-0.0435,2.2056,1.8651,0.6132,0.2288,1.1212,0.4048,0.8687,0.3978,1.1531,0.2799,1.4958,1.0134,1.6156,1.4362,0.3363,1.0369,0.1216,0.3931,0.3345,0.3864,0.501,0.2232,1.7248,1.3056,0.6836,0.4985,0.9989,1.8523,0.5495,0.4528,0.535,0.9216,0.7932,0.3809,4.486,1.5501,Control
A06,0.4411,0.239,0.317,0.5866,0.41,1.5753,0.8151,1.5806,0.5136,2.0622,1.297,0.2193,0.2424,0.9511,0.3009,0.8377,0.8038,0.451,1.1206,0.055,1.6108,0.8366,1.3892,0.4908,1.2128,0.1524,0.5477,-0.4066,1.5258,0.7729,0.5446,0.19,0.835,0.079,0.3722,0.4454,0.475,-0.047,1.1737,0.7188,0.856,1.0825,0.2167,0.9268,0.0124,0.5148,0.2038,0.2237,0.439,-0.1527,1.5691,1.2154,0.5389,0.1733,1.0378,1.7223,0.1938,0.0456,0.4366,0.8674,0.4849,0.2755,3.6232,1.0787,Control
A07,0.4883,0.4585,0.4324,0.6039,0.579,1.5873,0.8094,1.8733,0.6282,2.6553,1.3678,0.3501,0.3141,0.9645,0.6397,0.8948,0.9467,0.6937,1.2023,0.2249,1.4674,0.8597,1.4271,0.4987,1.1425,0.0821,0.6749,-0.3733,1.4589,0.8733,0.6759,0.3846,0.8968,0.1592,0.6429,0.4947,0.4853,-0.0329,1.176,0.9848,1.3929,1.1972,0.2928,1.0305,0.0791,0.5369,0.2139,0.3733,0.4581,-0.015,1.5836,1.3755,0.6298,0.3188,0.9764,1.7594,0.2163,0.2386,0.4865,1.0203,0.8477,0.2267,3.9075,0.9732,Control
A08,0.3794,0.2762,0.4619,0.4184,0.3481,1.5099,0.7281,1.8323,0.5661,2.2722,1.357,0.2771,0.2871,0.9747,0.3798,0.734,0.7523,0.6856,0.8453,0.0166,1.5532,0.8491,1.4928,0.4425,0.9084,0.0805,0.3103,-0.3498,1.2926,0.9528,0.6053,0.5355,0.7437,0.0703,0.4391,0.5801,0.7421,0.0042,1.1215,0.7216,0.6688,0.793,0.1836,0.9781,-0.0326,0.7468,0.1436,0.3686,0.492,-0.2775,1.3635,1.2291,0.633,0.0245,0.9861,1.6963,0.216,0.1978,0.5163,1.0169,0.4601,0.1211,3.568,1.1791,Control
A09,0.3688,0.2508,0.355,0.5571,0.4585,1.5457,0.5657,1.7791,0.571,2.5707,1.3916,0.3155,0.2351,0.8869,0.6229,0.836,0.913,0.3372,1.2046,0.1547,1.3676,0.8256,1.4147,0.4432,0.9864,0.0623,0.533,-0.39,1.1941,0.8522,0.7561,0.3055,0.8598,0.327,0.533,0.4681,0.8388,-0.1017,1.2437,0.8874,1.2164,1.0949,0.2222,1.0498,0.1434,0.3898,0.1942,0.3713,0.4179,-0.0389,1.5479,1.3842,0.5739,0.2578,1.0109,1.833,0.3075,0.4076,0.4632,0.8542,0.2758,0.2195,3.8191,0.9738,Control
A10,0.4149,0.4177,0.3862,0.554,0.7568,1.8028,0.7555,1.9301,0.6335,3.412,1.4217,0.3547,0.2481,0.895,0.8344,0.9032,1.3015,0.6666,1.3723,0.3195,1.7682,0.836,1.5138,0.4177,1.1066,0.1159,0.6959,-0.2961,1.5046,1.1608,0.5997,0.4123,0.8566,0.1878,0.6817,0.4808,0.7773,-0.0434,1.2984,0.8474,0.9139,1.1102,0.3581,1.063,0.043,0.5497,0.2525,0.2464,0.4745,0.1644,1.5768,1.2605,0.6902,0.248,0.8664,1.7627,0.3377,0.2156,0.4297,0.9922,0.4209,0.234,4.2479,1.4062,Control
