@relation data

@attribute id string
@attribute 11035 numeric
@attribute 1147 numeric
@attribute 148022 numeric
@attribute 3551 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 5970 numeric
@attribute 7098 numeric
@attribute 8517 numeric
@attribute 8737 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.948,1.5171,0.4491,1.1591,1.6981,1.1558,2.2123,0.9055,1.4383,0.2954,0.3604,1.4118,Control
Utah__A02,0.7762,1.302,0.4437,0.9319,1.2732,0.9284,2.0603,0.76,1.258,0.3949,0.3492,1.2609,Control
Utah__A03,1.0786,1.5398,0.4999,1.0697,1.4485,1.0624,2.7503,1.0903,1.4813,0.4339,0.3742,1.4831,Control
Utah__A04,0.7834,1.079,0.4268,0.9555,1.4304,1.0316,2.2761,0.8727,1.484,0.2126,0.3772,1.3343,Control
Utah__A05,0.927,1.4435,0.6004,1.0728,1.5181,1.126,2.4615,1.1142,1.5368,0.388,0.6097,1.487,Control
Utah__A06,0.8134,1.3907,0.4481,0.9844,1.3497,0.8596,2.472,0.8971,1.338,0.23,0.3246,1.4109,Control
Utah__A07,0.9,1.4674,0.513,1.1473,1.6897,0.9967,1.9798,0.8526,1.2584,0.2713,0.3276,1.4606,Control
Utah__A08,0.7681,1.3187,0.4629,1.198,1.8669,0.8752,1.9095,0.7484,1.2448,0.206,0.1674,1.4451,Control
Utah__A09,0.8656,1.4072,0.5017,1.047,1.606,0.9958,2.1911,0.8347,1.3302,0.2266,0.2539,1.3453,Control
Utah__A10,0.8537,1.4266,0.4559,1.1476,1.641,0.983,2.1251,0.8363,1.3233,0.5289,0.3962,1.4193,Control
Utah__A11,0.7532,1.3304,0.5025,0.7748,1.1005,0.8018,2.0611,0.6785,1.2245,0.3718,0.326,1.1039,Control
Utah__A12,0.4895,0.8268,0.2839,0.759,1.0527,0.544,1.6799,0.5195,0.8238,0.2598,0.1215,0.9329,Control
Utah__B01,0.6806,1.2599,0.137,0.984,1.5169,0.7541,2.5332,0.5498,1.2082,0.2028,0.0231,1.2376,Control
Utah__B02,0.9751,1.2798,0.3978,1.1073,1.4394,1.13,3.0801,1.023,1.5865,0.3757,0.3715,1.3566,Control
Utah__B03,0.7822,1.2715,0.3182,1.0527,1.4822,0.9092,2.6611,0.75,1.4088,0.3004,0.1943,1.3666,BRCACancer
Utah__B04,0.7234,1.0648,0.3415,1.3054,1.6554,0.6823,1.6784,0.631,1.1378,0.2818,0.1092,1.2819,BRCACancer
Utah__B05,0.8076,1.014,0.4041,0.875,1.2575,0.7533,2.6321,0.8762,1.3013,0.2033,0.0503,1.1517,BRCACancer
Utah__B06,0.6012,1.0869,0.0627,0.8773,1.1971,0.4613,1.5065,0.3146,0.8403,0.2518,-0.1238,1.0414,BRCACancer
