@relation data

@attribute id string
@attribute 122809 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2645 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3551 numeric
@attribute 3643 numeric
@attribute 3651 numeric
@attribute 3767 numeric
@attribute 389692 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5590 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 6514 numeric
@attribute 6517 numeric
@attribute 6833 numeric
@attribute 7124 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 777 numeric
@attribute 80201 numeric
@attribute 8471 numeric
@attribute 8503 numeric
@attribute 8651 numeric
@attribute 8660 numeric
@attribute 8835 numeric
@attribute 8913 numeric
@attribute 9021 numeric
@attribute 9370 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.4705,1.4389,1.0383,-0.079,0.5717,0.2937,0.9878,1.1591,0.1618,-0.0527,-0.129,0.1007,1.5746,1.5626,1.3366,1.8406,1.4982,0.2071,-0.1697,0.7028,1.1704,0.3323,0.162,1.76,1.0952,1.4087,1.1297,-0.0399,-0.0739,-0.137,-0.0575,0.4149,-0.0358,-0.0521,-0.0944,-0.0675,0.2966,-0.1876,0.0818,0.0596,0.5042,0.5255,-0.0729,0.619,-0.1192,Control
A02,1.1306,1.1486,0.8076,0.0541,0.5526,0.2837,1.0478,0.9319,0.0844,-0.0188,-0.2626,-0.0017,1.3014,1.4139,1.1106,2.0413,1.1993,0.1689,-0.0443,0.5101,1.3198,0.2192,0.2103,1.6579,1.0379,0.986,0.9926,0.0138,-0.0885,-0.0413,-0.0336,0.4378,-0.0521,-0.0237,-0.098,0.0066,-0.0355,-0.2256,0.0895,-0.1021,0.281,0.2843,-0.0395,0.4328,-0.0143,Control
A03,1.3074,1.5932,1.0044,0.0212,0.618,0.3996,1.3083,1.0697,0.1984,-0.0133,-0.0738,0.0735,1.3967,1.4596,1.2772,2.162,1.3339,0.2691,-0.0454,0.6352,1.4141,0.3369,0.145,1.9065,1.0752,1.223,1.1122,-0.02,-0.0981,0.0319,-0.0749,0.5438,-0.0338,-0.0422,-0.0937,-0.0316,-0.0589,-0.2291,0.2042,-0.0609,0.4254,0.3085,-0.0185,0.8413,0.0726,Control
A04,0.9882,1.374,0.953,0.0179,0.5522,0.1925,0.9754,0.9555,0.1081,-0.0077,-0.203,0.2137,1.353,1.4002,1.2477,2.0983,1.4882,0.2883,-0.0254,0.3886,1.3003,0.2924,0.2273,1.7434,1.0602,0.9854,1.0731,-0.0106,-0.0762,-0.0038,-0.0664,0.3481,-0.037,9e-04,-0.0914,-0.0221,0.0784,-0.1543,0.0407,0.1671,0.5054,0.351,-0.0058,1.3056,-0.1556,Control
A05,1.1617,1.5816,1.0559,-0.0199,0.6542,0.3252,1.5383,1.0728,0.2531,0.0065,-0.0713,0.3186,1.4836,1.8548,1.357,2.0939,1.3381,0.3996,-0.1143,0.5839,1.6499,0.3437,0.1864,1.9721,1.2157,1.1338,1.1431,-0.0216,-0.072,-0.0224,-0.0663,0.3701,-0.0317,-0.0102,-0.0855,-0.0423,0.0375,-0.0878,0.1426,0.0527,0.6518,0.3493,0.0061,0.9278,0.013,Control
A06,1.0838,1.4575,0.9456,-0.0175,0.5843,0.3767,1.3223,0.9844,0.2006,-0.0924,-0.2003,0.0513,1.3845,1.4475,1.2439,1.9853,1.3761,0.1914,-0.1431,0.6519,1.3316,0.2962,0.1263,1.8749,1.0037,1.1657,1.0094,-0.032,-0.0628,-0.0726,-0.0577,0.4186,-0.0513,-0.0437,-0.0996,-0.0272,0.0414,-0.1667,0.0877,0.0167,0.7248,0.1894,-0.0618,0.857,-0.0866,Control
A07,1.4211,1.4083,0.982,0.0226,0.5947,0.521,1.1888,1.1473,0.1514,-0.0646,-0.1418,0.0852,1.5934,1.5467,1.2997,1.9624,1.6231,0.2011,-0.0545,0.6428,1.4198,0.4192,0.2053,1.9127,0.9863,1.3766,1.1036,-0.0162,-0.06,-0.154,-0.0707,0.4733,-0.0759,-0.071,-0.1374,-0.0195,0.1212,-0.1697,0.1594,-0.005,0.611,0.2323,-0.0572,0.5311,-0.0448,Control
A08,1.0721,1.3564,1.0594,-0.0566,0.5887,0.3328,0.88,1.198,0.1657,-0.0744,-0.1018,0.0095,1.7501,1.5683,1.321,2.0579,1.714,0.168,-0.1387,0.6578,1.1173,0.5599,0.1313,1.9432,1.0102,1.5009,1.2435,-0.0486,-0.1361,-0.1261,-0.0462,0.2487,-0.0549,-0.0548,-0.0768,-0.0513,0.1394,-0.2117,0.1918,-0.0957,0.4644,0.272,-0.0179,0.493,-0.1281,Control
A09,1.2529,1.3804,0.8822,-0.0163,0.5535,0.4116,1.0357,1.047,0.1091,-0.1182,-0.1727,0.0958,1.4582,1.4714,1.2447,1.976,1.5464,0.1702,0.0072,0.613,1.265,0.4159,0.1693,1.8616,1.0062,1.3752,1.0012,-0.0209,-0.0712,-0.1023,-0.0386,0.3534,-0.0514,-0.0075,-0.0921,-0.0106,0.1528,-0.1636,0.0917,0.0082,0.5505,0.3006,-0.0146,0.7608,-0.0143,Control
A10,1.2481,1.4485,1.0156,-0.0085,0.5779,0.5346,1.1376,1.1476,0.151,-0.0314,-0.0786,0.2296,1.6941,1.7523,1.2718,2.115,1.6535,0.2665,-0.0768,0.7674,1.3904,0.4842,0.1522,1.9537,0.9394,1.2385,1.1969,-0.006,-0.1175,-0.0393,-0.0509,0.4561,-0.0433,-0.0288,-0.0951,-0.0582,-0.0593,-0.1117,0.2381,-0.0182,0.6655,0.2028,-0.0336,0.9115,-0.0279,Control
A11,1.1783,1.3016,0.6633,-0.0252,0.4882,0.1873,0.5954,0.7748,0.1322,0.0303,-0.066,0.0632,1.2025,1.0402,0.9811,1.5981,1.2442,0.1945,-0.0371,0.5845,0.9922,0.2252,0.1154,1.8347,0.9926,1.1692,0.9096,-0.012,-0.0537,-0.059,-0.0346,0.191,-0.0244,-0.0133,-0.0803,-0.0531,-0.0538,-0.22,0.0324,-0.0811,0.5716,0.2477,-0.0243,0.564,-0.0644,Control
A12,0.5796,0.7748,0.6272,0.1275,0.3371,0.2605,0.5497,0.759,-0.0813,-0.1198,-0.2105,-0.1877,0.9215,1.1023,0.7648,1.6271,1.0289,-0.1111,-0.0057,0.2492,0.9975,0.2279,0.1915,1.3126,0.6672,0.7211,0.8992,-0.0032,-0.0614,-0.081,3e-04,0.098,-0.036,0.0239,-0.0359,0.0654,-0.1216,-0.3022,0.0743,-0.2734,0.268,-0.002,0.0058,0.0893,0.0588,Control
B01,1.14,1.0235,0.8853,-0.0327,0.4536,0.2915,0.6619,0.984,0.0761,-0.2875,-0.2818,-0.3839,1.4577,1.3226,1.0757,1.9184,1.5918,-0.161,-0.2451,0.8251,0.918,0.3689,0.0118,1.5662,0.7793,1.4726,1.1077,-0.027,-0.0986,-0.2768,0.0288,0.2251,-0.0778,-0.0604,-0.0381,0.0435,-0.0885,-0.5132,0.0047,-0.4583,0.3348,-0.002,-0.1959,0.5217,0.1183,Control
B02,1.118,1.3879,0.9693,-0.0097,0.5499,0.277,1.1303,1.1073,0.1482,-0.0765,-0.1453,0.0891,1.4219,1.4237,1.3587,2.0553,1.7587,0.2193,-0.0801,0.8034,1.3109,0.2691,0.1869,1.7427,1.0963,1.2781,1.2259,-0.0273,-0.1171,-0.0992,-0.0323,0.432,-0.0489,-0.0087,-0.0632,-0.0251,0.0721,-0.1776,0.1269,0.0264,0.5585,0.2067,-0.0247,1.0861,0.003,Control
B03,1.1969,1.1755,0.9023,-0.0305,0.5571,0.2988,1.0117,1.0527,0.1221,-0.1294,-0.1676,-0.0618,1.5109,1.3201,1.1338,1.9803,1.9459,0.104,-0.1564,0.855,1.1496,0.3117,0.0782,1.7521,0.9479,1.2859,1.1588,-0.0395,-0.0889,-0.165,0.0122,0.1665,-0.0215,-0.0106,-0.0499,-0.0196,0.014,-0.3215,0.1189,-0.1104,0.4749,0.1627,-0.0793,0.961,-0.0139,BRCACancer
B04,0.9773,1.4169,1.0325,-0.0314,0.5254,0.4772,0.953,1.3054,0.1557,-0.1064,-0.1515,-0.0765,1.5671,1.5308,1.2611,1.9926,1.5967,0.1145,-0.0839,0.6753,1.1215,0.5275,0.1632,1.9229,0.7243,1.159,1.1528,-0.0128,-0.1287,-0.1301,-0.0791,0.3252,-0.0823,-0.0692,-0.1014,-0.0337,-0.1328,-0.2789,0.1694,-0.1528,0.3932,0.1256,-0.1285,0.2495,0.0594,BRCACancer
B05,0.9108,1.2177,0.8083,0.0516,0.3887,0.3257,0.9177,0.875,0.0863,-0.0922,-0.0838,-0.1012,1.1566,1.1614,0.9971,2.133,1.6704,0.0153,-0.0157,0.5178,1.0903,0.319,0.1338,1.8007,0.8239,1.0395,0.96,0.0035,-0.1063,-0.1442,-0.0711,0.3702,-0.0803,-0.0429,-0.1106,0.0249,-0.0737,-0.3323,0.1142,-0.0557,0.5559,0.0621,-0.0653,0.2551,-0.0451,BRCACancer
B06,0.8404,0.8211,0.6961,-0.1218,0.2873,0.3059,0.7854,0.8773,-0.0093,-0.3386,-0.2821,-0.4245,1.1199,1.072,0.73,1.4956,1.4068,-0.3234,-0.2464,0.5847,0.8558,0.2753,-0.0689,1.3023,0.5177,0.9915,0.8689,0.0677,0.0313,-0.42,-0.082,0.0857,-0.1017,-0.1753,-0.0897,0.0989,-0.1657,-0.5018,0.0727,-0.7027,0.0922,-0.2194,-0.2828,-0.0019,0.0289,BRCACancer
B07,1.4059,1.475,0.9697,0.0274,0.4957,0.3079,1.1617,1.23,0.0678,-0.0696,-0.1933,0.1864,1.5493,1.4722,1.3599,2.0668,1.5879,0.1999,-0.045,0.7993,1.3787,0.2896,0.2388,1.8217,1.0487,1.4248,1.2841,-0.0073,-0.0941,-0.1395,-0.079,0.1955,-0.0987,-0.0418,-0.1119,-0.0366,0.1006,-0.2258,0.2103,-0.0162,0.3846,0.3239,-0.0483,0.4935,-0.0708,BRCACancer
