@relation data

@attribute id string
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 23658 numeric
@attribute 9924 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 54512 numeric
@attribute 25929 numeric
@attribute 255967 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 1973 numeric
@attribute 1974 numeric
@attribute 1975 numeric
@attribute 79084 numeric
@attribute 23404 numeric
@attribute 11097 numeric
@attribute 1977 numeric
@attribute 53371 numeric
@attribute 56915 numeric
@attribute 11157 numeric
@attribute 9972 numeric
@attribute 8021 numeric
@attribute 23225 numeric
@attribute 51010 numeric
@attribute 51013 numeric
@attribute 4686 numeric
@attribute 9818 numeric
@attribute 23644 numeric
@attribute 96764 numeric
@attribute 4849 numeric
@attribute 57122 numeric
@attribute 54464 numeric
@attribute 4848 numeric
@attribute 5073 numeric
@attribute 23165 numeric
@attribute 1981 numeric
@attribute 55802 numeric
@attribute 1656 numeric
@attribute 7175 numeric
@attribute 9688 numeric
@attribute 4850 numeric
@attribute 29883 numeric
@attribute 10762 numeric
@attribute 26986 numeric
@attribute 79760 numeric
@attribute 50628 numeric
@attribute 11340 numeric
@attribute 6637 numeric
@attribute 6635 numeric
@attribute 79023 numeric
@attribute 6636 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 27257 numeric
@attribute 246175 numeric
@attribute 118460 numeric
@attribute 9883 numeric
@attribute 8487 numeric
@attribute 9125 numeric
@attribute 25804 numeric
@attribute 51808 numeric
@attribute 23019 numeric
@attribute 348995 numeric
@attribute 27258 numeric
@attribute 25904 numeric
@attribute 23016 numeric
@attribute 22894 numeric
@attribute 8480 numeric
@attribute 9631 numeric
@attribute 57472 numeric
@attribute 6628 numeric
@attribute 79833 numeric
@attribute 57819 numeric
@attribute 167227 numeric
@attribute 10419 numeric
@attribute 11218 numeric
@attribute 8086 numeric
@attribute 5903 numeric
@attribute 5393 numeric
@attribute 10073 numeric
@attribute 85456 numeric
@attribute 80153 numeric
@attribute 28960 numeric
@attribute 22916 numeric
@attribute 10605 numeric
@attribute 55571 numeric
@attribute 129401 numeric
@attribute 6632 numeric
@attribute 196513 numeric
@attribute 81929 numeric
@attribute 1207 numeric
@attribute 9337 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2719,1.559,1.0949,1.3976,1.5518,1.0152,0.2341,0.8951,1.7438,1.8716,1.7406,1.8574,2.1257,1.0955,1.7274,1.651,0.9331,0.572,1.0429,0.978,0.9088,1.6197,1.1994,1.4126,1.6852,1.2152,1.7778,1.4573,1.3175,1.288,0.6335,1.2246,1.8039,1.3985,1.0213,1.781,1.4818,0.926,1.9768,1.9711,0.8706,1.0521,1.4486,0.9924,2.3623,0.4802,0.7534,1.2378,0.7039,0.5601,1.113,0.6954,0.9925,1.6084,0.7166,1.5781,0.9584,0.7887,0.2843,1.2863,0.4075,0.9628,2.5118,1.6503,0.914,1.0193,0.7277,1.8056,0.9643,1.7616,1.1823,1.5583,0.7953,0.3569,1.2247,1.111,1.2093,1.16,2.4923,1.6125,0.6668,0.1122,0.623,0.5328,1.2732,0.1095,1.2803,0.707,0.7504,0.4811,1.475,1.2142,2.0999,Control
A02,1.0194,1.231,0.688,0.949,1.149,0.6466,0.3384,0.6369,1.4063,1.5999,1.4673,1.7453,1.8208,0.7115,1.3626,1.2642,0.5968,0.4218,0.809,0.6629,0.7003,1.4304,0.9104,1.0923,1.2183,0.9647,1.5028,1.1014,1.1729,1.0644,0.4818,0.8946,1.614,1.1416,0.7452,1.4507,1.3412,0.7582,1.6755,1.6312,0.742,0.7072,1.2066,0.7877,1.9458,0.3427,0.4065,0.789,0.5467,0.2774,0.8601,0.3828,0.7538,1.6787,0.5918,1.1822,0.8735,0.463,0.1341,0.9996,0.3187,0.6011,2.4822,1.2745,0.7103,0.8456,0.4167,1.4612,0.7338,1.418,0.9362,1.3869,0.6057,0.2104,1.0941,0.8565,0.9522,0.8312,2.2523,1.3295,0.3949,0.0543,0.3648,0.3904,0.9801,0.1167,1.0969,0.3625,0.3773,0.1935,1.1084,0.9234,1.9205,Control
A03,1.1758,1.4163,0.7776,1.0784,1.2156,0.8692,0.4262,0.7577,1.6042,1.6654,1.5975,2.2392,2.1684,0.8949,1.5131,1.4164,0.7366,0.532,0.9157,0.8169,0.7974,1.5408,1.1255,1.4092,1.3671,1.0851,1.6978,1.3599,1.2477,1.2647,0.5571,1.0998,1.8303,1.3805,0.9444,1.6501,1.4796,0.8473,1.9166,1.785,0.9594,0.855,1.4243,1.0438,2.4069,0.5033,0.5234,0.8731,0.6466,0.2844,1.0509,0.6611,0.8981,1.6272,0.7529,1.3872,1.1223,0.7508,0.1309,1.2056,0.3668,0.7579,2.543,1.2742,0.7247,0.9049,0.5863,1.6512,0.9729,1.6312,1.0782,1.7121,0.5722,0.3069,1.1904,1.0584,0.9648,0.9591,2.2838,1.4685,0.4783,0.0589,0.4938,0.5543,1.1279,0.0354,1.113,0.4868,0.595,0.3059,1.261,1.0544,1.9988,Control
A04,1.0599,1.2665,0.7772,0.9511,1.0713,0.6269,0.3135,0.7449,1.3785,1.6618,1.4678,1.8439,2.1161,0.7035,1.6497,1.3074,0.5699,0.4744,0.839,0.7927,0.7838,1.4799,0.9735,1.4377,1.2067,0.9242,1.4159,1.0888,1.209,1.1524,0.4904,0.8743,1.7086,1.1328,0.8192,1.5614,1.4786,0.8015,1.8696,1.7619,0.7138,0.7743,1.2061,0.6573,2.2228,0.3617,0.4463,0.7327,0.5927,0.3541,0.7024,0.5876,0.9939,1.7941,0.5753,1.4086,1.1826,0.5594,0.1724,1.2244,0.3907,0.6103,2.4838,1.3348,0.8,0.8444,0.5348,1.3297,0.8062,1.5554,0.9846,1.544,0.6977,0.3308,1.0659,0.8854,0.9324,0.728,2.4381,1.4305,0.4374,0.1097,0.4046,0.4115,1.1048,0.1681,1.1453,0.5264,0.4482,0.2425,1.0613,0.9463,2.1452,Control
A05,1.1941,1.3788,0.8961,1.1543,1.2609,0.7466,0.4071,0.8732,1.5487,1.5829,1.634,1.771,1.8672,0.6776,1.6239,1.4868,0.816,0.4719,0.8649,0.9643,0.812,1.5712,1.1461,1.3625,1.3327,1.0726,1.6112,1.2936,1.2996,1.1963,0.6567,0.9672,1.7901,1.2448,0.9266,1.5985,1.7398,0.8326,1.6667,1.797,0.9219,0.872,1.3038,0.8523,2.1204,0.4061,0.5309,0.7743,0.7029,0.2459,0.9305,0.4857,0.9257,1.7828,0.7715,1.3121,1.1852,0.7742,0.1333,1.1115,0.4357,0.8579,2.5357,1.4387,0.8249,0.9878,0.5118,1.5316,0.9451,1.6548,1.1588,1.494,0.5776,0.4158,1.3092,1.0943,1.0952,1.0226,2.3341,1.479,0.5803,0.0758,0.4804,0.5251,1.1098,0.1361,1.1747,0.4824,0.4592,0.3286,1.2879,1.0766,2.1416,Control
A06,1.1345,1.3327,0.8191,1.1447,1.2489,0.7531,0.323,0.7465,1.5233,1.5326,1.5316,2.0301,1.9166,0.7292,1.337,1.4296,0.7379,0.385,0.7973,0.9887,0.8574,1.4058,1.1105,1.2983,1.2881,0.9999,1.6022,1.2429,1.2396,1.2291,0.494,0.9473,1.563,1.1939,0.9224,1.5396,1.5228,0.8395,1.785,1.5999,0.8654,0.8011,1.3813,0.8937,2.2403,0.3914,0.596,0.8551,0.5915,0.3558,0.8531,0.3788,0.9279,1.7072,0.6966,1.3215,0.9514,0.58,0.083,1.067,0.2854,0.6461,2.477,1.2963,0.7615,0.8794,0.5213,1.4984,0.8893,1.5439,1.0218,1.5846,0.5235,0.267,1.1924,1.0712,0.9674,1.0083,2.3524,1.3686,0.4331,0.01,0.4418,0.4962,0.9918,-0.0124,1.0906,0.4659,0.4746,0.2622,1.2153,1.0434,1.9654,Control
A07,1.1774,1.2873,0.98,1.1997,1.4262,0.9098,0.3808,0.7669,1.9123,1.6565,1.6599,1.6889,1.7788,0.8033,1.6978,1.4871,0.8727,0.6208,0.9505,0.8246,0.9061,1.5655,1.2095,1.4037,1.5667,1.182,1.7455,1.4865,1.2261,1.2828,0.5372,1.0432,1.7179,1.4687,0.9631,1.6216,1.4733,0.9336,1.9591,1.778,0.9113,1.0737,1.3188,0.9877,2.3216,0.5896,0.6631,0.9895,0.5667,0.4852,0.9491,0.623,0.8242,1.7323,0.5955,1.6607,1.1133,0.8226,0.1747,1.1892,0.3099,0.8231,2.5535,1.4989,0.9673,0.936,0.626,1.7291,0.9469,1.6005,1.0807,1.5144,0.6454,0.3054,1.467,1.019,1.0774,0.9487,2.4787,1.3626,0.5492,0.0176,0.5614,0.4862,1.2027,0.2126,1.1877,0.6323,0.6052,0.3592,1.3738,1.1189,2.0667,Control
A08,1.2138,1.3448,0.7309,1.1388,1.4512,0.8676,0.2716,0.8345,2.0911,1.6717,1.6303,1.8784,1.9239,0.9603,1.5513,1.3023,0.7243,0.6957,1.0533,0.6006,1.0376,1.6948,1.3571,1.4937,1.3684,1.0328,1.7312,1.5301,1.1622,1.2961,0.5147,1.0932,1.9729,1.5346,1.1111,1.6363,1.3466,1.0026,1.9006,2.0249,0.9033,1.1988,1.2749,0.9117,2.4787,0.3591,0.5046,0.8803,0.5291,0.2066,0.8774,0.5524,0.9733,1.3926,0.5945,2.0586,0.924,0.9083,0.1859,1.3174,0.2985,0.6713,2.4602,1.4121,0.6736,0.9706,0.7429,1.6396,0.8257,1.6376,1.0881,1.4152,0.4639,0.2625,1.3409,0.7901,1.051,0.8335,2.5038,1.3676,0.4081,0.0602,0.5281,0.4578,1.0755,0.1628,1.2211,0.8816,0.5533,0.3544,1.2391,1.1806,1.893,Control
A09,1.0276,1.3604,0.829,1.1368,1.3406,0.7555,0.207,0.7775,1.9007,1.6925,1.6396,1.8666,1.7455,0.8046,1.3493,1.4202,0.7401,0.563,0.7615,0.7726,0.8111,1.4506,1.19,1.3474,1.3463,1.0918,1.6358,1.365,1.23,1.1562,0.49,1.1025,1.6542,1.5023,1.0001,1.4965,1.3748,0.807,1.868,1.7107,0.8824,0.9191,1.3416,0.943,2.3149,0.2014,0.4014,0.9119,0.4482,0.2743,0.9604,0.6109,0.9753,1.6966,0.7063,1.6265,1.1317,0.6299,0.1219,1.0811,0.3096,0.6637,2.5623,1.2829,0.8368,0.917,0.5083,1.6824,0.898,1.4273,0.9298,1.4898,0.4622,0.2364,1.176,0.9685,0.9014,0.935,2.2813,1.3904,0.5164,0.0335,0.5302,0.4771,1.0068,0.0768,1.1565,0.5181,0.4477,0.3465,1.2932,1.1231,1.8811,Control
A10,1.2229,1.3589,0.7451,1.0191,1.2814,0.809,0.2718,0.8439,1.8797,1.5354,1.6361,1.8809,1.8789,0.7885,1.466,1.3372,0.7537,0.5259,0.9648,0.7924,0.931,1.6748,1.2353,1.4806,1.326,1.0792,1.6504,1.5062,1.2066,1.1724,0.6018,1.082,1.8915,1.4259,0.9828,1.733,1.4837,0.9929,1.7457,1.8496,0.8718,1.0887,1.1847,0.949,2.2018,0.3541,0.4171,0.7809,0.6179,0.3517,0.8929,0.5268,1.0316,1.6282,0.7328,1.747,1.0377,0.7326,0.1485,1.2491,0.3928,0.8015,2.5754,1.4783,0.813,0.9893,0.588,1.5991,0.8681,1.7359,1.0317,1.4367,0.5435,0.2933,1.3959,0.8805,1.1045,0.838,2.5811,1.4987,0.4955,0.064,0.5224,0.4729,1.0887,0.1721,1.2238,0.8031,0.4697,0.4395,1.1613,1.0248,1.9988,Control
