@relation data

@attribute id string
@attribute 107 numeric
@attribute 1387 numeric
@attribute 1445 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 3122 numeric
@attribute 3932 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 5577 numeric
@attribute 5788 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7535 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,-0.0295,1.4764,1.2814,0.7306,1.4299,-0.119,3.0674,1.9358,1.1287,-0.1227,1.8555,0.0687,1.1825,1.0216,3.057,0.2158,0.2182,1.0187,2.2237,2.1629,2.3193,0.8229,1.7101,Control
Utah__A02,0.0718,1.2354,1.2458,0.5967,1.392,-0.0204,3.5593,1.6874,0.9806,-0.1089,1.8585,0.0861,1.0744,1.1411,3.0587,0.0504,0.1727,0.9277,1.9545,1.8928,2.2847,0.553,1.4691,Control
Utah__A03,0.0628,1.4513,1.4648,0.6975,1.4897,-0.1335,3.2594,1.7151,0.9935,-0.0955,1.9244,0.0926,1.2517,1.0566,3.1701,0.0932,0.1455,0.9848,1.9088,1.7685,2.3295,0.729,1.6093,Control
Utah__A04,0.0443,1.2933,1.2871,0.6569,1.4717,-0.0544,3.5094,1.9667,1.1638,-0.1322,1.8452,0.1265,1.2396,1.3226,3.2973,0.1022,0.159,1.0408,1.9522,1.8416,2.3071,0.7673,1.5742,Control
Utah__A05,0.0207,1.4436,1.4266,0.6767,1.5737,-0.0887,3.4609,1.6797,1.0454,-0.0826,1.9782,0.1139,1.3175,1.4163,3.1618,0.0507,0.1504,0.9256,1.5601,1.5813,1.9438,0.7984,1.8284,Control
Utah__A06,0.0266,1.3768,1.2077,0.5918,1.4137,-0.116,3.29,1.611,0.8785,-0.1543,1.9638,0.061,1.1796,1.0561,2.8986,0.0867,0.1557,0.9177,1.5133,1.5251,1.7701,0.7589,1.6971,Control
Utah__A07,0.0569,1.4744,1.323,0.6707,1.5236,-0.1604,3.2491,1.7129,1.1356,-0.131,2.0261,0.1063,1.2869,1.1756,3.3824,0.0921,0.2024,0.9472,1.7971,1.761,2.0687,1.1167,1.6769,Control
Utah__A08,-0.0018,1.5962,1.2379,0.6901,1.4965,-0.0941,2.8193,1.5609,1.1812,-0.03,1.7243,0.0189,1.1737,0.8746,3.4982,0.1369,0.1601,0.9309,1.6824,1.826,1.9766,1.4459,1.4848,Control
Utah__A09,0.0294,1.4502,1.3017,0.6175,1.4111,-0.1405,2.9804,1.828,1.096,-0.2464,1.9258,0.0974,1.1124,1.1918,3.4433,0.1261,0.1713,0.847,2.0098,1.8301,2.2759,0.958,1.6385,Control
Utah__A10,-0.0156,1.5075,1.2891,0.6986,1.5165,-0.1499,3.2177,1.8784,1.2467,-0.1022,1.9263,0.0576,1.2695,1.3995,3.618,0.127,0.1456,0.9689,2.0305,1.9018,2.2764,0.9953,1.5195,Control
Utah__A11,-0.0037,1.3339,1.2159,0.6091,1.2608,-0.1745,3.124,1.6506,0.9113,-0.0051,1.7363,0.0123,0.9531,0.9148,2.9418,0.0893,0.1168,0.7507,2.0683,1.8037,2.1946,0.7513,1.4484,Control
Utah__A12,0.1315,0.7983,0.6894,0.3465,1.191,-0.0473,3.2121,1.4307,0.9203,-0.3279,1.3776,0.1257,0.9027,1.3159,2.6525,-0.0411,0.2178,0.6909,1.8233,1.4626,2.1972,0.4875,0.9411,Control
Utah__B01,0.1108,1.305,1.0331,0.5895,1.281,-0.1225,2.7881,1.4554,0.9718,-0.2682,1.8027,-0.0505,1.0473,0.9602,3.0532,0.1506,0.2948,0.711,1.8587,1.8616,1.9259,0.7999,1.3262,Control
Utah__B02,0.0233,1.342,1.3823,0.704,1.5051,-0.1637,3.4135,2.0057,1.0268,-0.1548,2.0535,0.0887,1.2766,1.0651,3.2716,0.1291,0.1819,1.0717,2.2224,1.9896,2.3159,0.7977,1.605,Control
Utah__B03,-0.0151,1.3124,1.1858,0.6633,1.4294,-0.2162,3.1471,1.8247,1.0272,-0.1715,2.0162,-0.0396,1.1829,0.646,3.3711,0.1295,0.1505,0.8866,2.0875,1.928,2.2308,0.7362,1.4273,BRCACancer
Utah__B04,0.0312,1.5339,1.1611,0.6721,1.6404,-0.091,2.5913,1.589,1.2233,-0.0225,1.639,0.0723,1.0672,1.2146,3.6222,0.0721,0.1595,1.0479,1.7798,1.6774,1.8617,1.2485,0.9942,BRCACancer
Utah__B05,0.0971,1.3523,1.2096,0.5904,1.3874,0.0184,3.3073,1.3683,0.8631,-0.1351,1.8498,0.0593,1.0246,1.0401,3.0657,-0.0163,0.1815,0.9038,1.7458,1.5625,1.6891,0.7467,1.3487,BRCACancer
Utah__B06,-8e-04,0.9722,0.72,0.3913,1.1324,-0.0494,2.8133,1.1402,0.7513,-0.3816,1.7036,-0.1152,0.7864,0.9661,3.1833,0.1045,0.3013,0.6222,1.367,1.396,1.5834,0.5349,0.8346,BRCACancer
Utah__B07,0.0391,1.4398,1.3323,0.7489,1.5522,-0.0841,3.0899,2.0284,1.149,-0.1569,2.0138,0.0665,1.2151,1.0411,3.4779,0.1273,0.2,1.2205,2.1967,2.042,2.399,0.852,1.4458,BRCACancer
Utah__B08,-0.0051,1.2348,1.2959,0.6844,1.3505,-0.0815,3.1689,1.7152,1.0355,-0.0317,1.9852,0.0425,1.0681,1.4374,2.8629,0.099,0.1314,0.7975,1.8577,1.735,2.1856,0.5472,1.6695,Control
Utah__B09,-0.0189,1.42,1.1465,0.6796,1.3029,-0.1619,2.3066,1.1918,1.0551,-0.1108,1.6626,0.0119,0.8428,1.3304,3.3649,0.0435,0.1394,0.8615,1.0941,1.6522,1.3136,1.4387,0.8931,Control
Utah__B10,0.0631,1.2259,1.0055,0.4932,1.3645,-0.1081,2.7686,1.555,1.0905,-0.2745,1.6734,0.0224,0.9935,1.1605,3.7943,0.0445,0.1135,0.8525,1.5382,1.7357,1.9387,1.0385,0.9695,Control
Utah__B11,-0.0029,1.3433,1.179,0.6187,1.2939,0.0122,3.233,1.4096,0.8979,-0.1753,1.7789,0.0916,0.9883,1.4164,2.9867,0.0731,0.1454,0.6942,2.0711,1.5131,1.9301,0.6083,1.4106,Control
Utah__B12,0.0589,1.2857,0.8547,0.5449,1.1821,-0.0481,2.3598,1.0659,0.7255,-0.1048,1.3614,0.044,0.654,1.0709,3.4553,-0.0029,0.0993,0.867,0.8855,1.2247,0.6883,1.2054,0.5738,Control
Utah__C01,0.0598,1.5436,1.5851,0.6989,1.537,0.074,2.769,1.5805,0.8639,-0.0299,1.8994,0.086,1.2721,1.0896,3.137,0.067,0.1604,0.97,1.52,1.6565,1.8839,0.9237,1.5839,BRCACancer
Utah__C02,0.0502,1.2473,1.4015,0.6217,1.4394,-0.1219,3.0079,1.9668,1.0809,-0.1685,1.7968,0.1118,1.2637,1.3757,3.0521,0.0542,0.2294,1.1243,1.8474,1.9699,2.1965,0.7432,1.4798,BRCACancer
Utah__C03,0.0459,1.5083,1.6779,0.7864,1.4731,-0.1468,2.8232,2.0464,1.0198,-0.1013,2.0433,0.1303,1.3665,1.0878,3.2391,0.076,0.187,1.4598,2.0737,2.0717,2.4621,0.9764,1.519,BRCACancer
Utah__C04,0.0535,1.0889,1.1652,0.6261,1.2114,0.0306,2.8481,1.4599,0.7329,-0.0527,1.7243,0.1222,0.748,1.4431,2.3609,0.0029,0.1243,0.833,1.5864,1.7615,1.9319,0.4544,1.3048,Control
Utah__C05,0.0764,1.0149,1.1247,0.5259,1.2582,-0.0955,3.3104,1.6196,0.8033,-0.1001,1.6893,0.0715,0.7946,0.9962,2.8029,-0.0078,0.146,0.847,1.5636,1.6326,1.9464,0.4521,1.3431,BRCACancer
Utah__C06,0.0366,0.5342,0.4859,0.302,0.4976,-0.0226,1.5148,0.6474,0.2386,-0.0712,0.7922,0.1012,0.2525,0.3976,0.9052,-0.073,0.0264,0.3572,0.7669,0.9764,0.8649,0.2612,0.4559,Control
Utah__C07,0.0318,1.1525,1.0743,0.5501,1.3167,-0.0775,3.002,1.8538,1.0296,-0.0334,1.7439,0.119,1.0876,1.5688,2.9546,0.019,0.1654,0.8826,1.9807,1.9472,2.6194,0.5717,1.1911,Control
Utah__C08,0.082,1.3209,1.2218,0.584,1.2741,-0.1783,2.908,1.7599,0.9672,-0.0554,1.7684,0.0856,1.2054,1.1237,2.7065,0.1105,0.2218,0.8823,1.9382,2.0522,2.3782,0.6171,1.5614,Control
Utah__C09,0.0285,1.17,1.2049,0.5718,1.3115,-0.1576,3.0768,1.785,0.9538,-0.0345,1.602,0.0738,1.0114,1.2905,3.0082,0.0277,0.136,0.9619,1.8153,1.7214,2.2364,0.5408,1.2047,Control
Utah__C10,0.0757,1.0482,1.171,0.4975,1.4762,-0.0442,3.2487,1.8911,1.1131,-0.0991,1.5008,0.1381,1.0904,1.496,2.9802,0.0047,0.1553,0.9971,1.7169,1.7324,1.9869,0.6646,1.3798,BRCACancer
Utah__C11,0.0156,1.3615,1.4261,0.7479,1.2917,-0.1051,2.8457,1.8211,0.9707,-0.168,1.7259,0.0988,1.094,1.3767,2.8343,0.1569,0.1766,1.0848,2.0495,2.3141,2.4246,0.7067,1.6217,Control
Utah__C12,0.0465,0.9045,1.0388,0.5255,1.1446,0.0953,2.7382,1.4716,0.8246,-0.1347,1.4375,0.0915,0.5978,1.6225,2.3964,0.0033,0.0944,0.7969,1.5943,1.8413,2.109,0.3972,1.0429,BRCACancer
Utah__D01,0.0472,1.4633,1.2242,0.6689,1.3783,-0.0747,2.7066,1.2833,0.8162,-0.1095,1.5554,0.0203,0.8913,0.7507,3.4148,0.0633,0.16,0.9003,1.1482,1.8907,1.6752,1.2738,1.087,BRCACancer
Utah__D02,0.0135,1.3231,1.3964,0.6655,1.3525,-0.0226,3.5199,1.54,0.9929,-0.0224,1.7481,0.1137,0.9028,1.6749,2.8847,0.0529,0.0944,0.7853,1.3539,1.8628,2.1616,0.5357,1.3752,BRCACancer
Utah__D03,0.064,1.1635,1.2779,0.5709,1.3707,-0.0976,3.2818,1.5561,0.8793,-0.0579,1.7646,0.1077,0.858,1.6077,2.9806,0.0165,0.1387,0.743,1.5264,1.4718,2.1659,0.4832,1.215,BRCACancer
Utah__D04,0.0149,1.2884,1.3128,0.5935,1.3169,-0.1203,2.9595,1.4476,0.8964,-0.1218,1.7879,0.0916,1.0383,1.3858,2.8744,0.0801,0.1161,0.7791,1.3943,1.8927,2.0614,0.4749,1.572,BRCACancer
Utah__D05,0.0696,1.1492,1.3274,0.5039,1.5058,-0.052,3.3174,1.5393,0.9383,-0.1235,1.8644,0.1303,1.1803,1.6395,3.1226,-0.0288,0.1685,0.9202,1.2331,1.5699,2.0618,0.6157,1.436,BRCACancer
Utah__D06,0.0101,1.3435,1.423,0.7045,1.398,-0.0755,2.9277,1.7367,0.9729,-0.0271,1.7852,0.0748,1.1832,1.2384,2.9375,0.0896,0.1628,0.9348,1.7307,1.9822,2.2455,0.7346,1.5215,BRCACancer
Utah__D07,0.0485,1.2675,1.3768,0.6069,1.3678,-0.142,3.1505,1.7927,1.0382,-0.0681,2.0129,0.1091,1.1204,1.5107,3.0718,0.0477,0.1428,1.0305,1.6058,2.1802,2.3432,0.6489,1.4147,Control
