@relation data

@attribute id string
@attribute 10000 numeric
@attribute 117145 numeric
@attribute 1326 numeric
@attribute 1445 numeric
@attribute 1493 numeric
@attribute 151888 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23308 numeric
@attribute 2475 numeric
@attribute 253260 numeric
@attribute 2534 numeric
@attribute 2885 numeric
@attribute 29126 numeric
@attribute 29851 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 3122 numeric
@attribute 3127 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5133 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 57761 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 5879 numeric
@attribute 64223 numeric
@attribute 6714 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 7409 numeric
@attribute 7525 numeric
@attribute 79109 numeric
@attribute 80380 numeric
@attribute 8764 numeric
@attribute 9020 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 920 numeric
@attribute 940 numeric
@attribute 9402 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 998 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.6233,0.998,0.7111,1.2814,1.5756,1.7224,0.6157,0.8453,0.5896,1.0383,1.8849,1.6042,1.6355,0.4094,1.4468,1.7846,2.2176,0.6063,2.9699,1.5611,0.0501,3.0674,1.0727,1.9358,1.3216,1.1544,1.0093,0.5194,0.7923,1.5746,1.4982,1.7098,0.8892,1.3951,1.0472,1.5217,0.631,1.4624,1.0884,0.1189,1.8033,0.5566,0.6575,0.3965,0.3755,0.2158,0.2182,1.4581,0.3196,0.5277,0.0662,0.8469,0.7681,2.2237,2.1629,2.3193,0.8229,1.7101,2.0683,1.6651,0.3386,0.8489,1.3548,Control
Utah__A02,0.3831,0.6473,0.7713,1.2458,0.7525,1.1601,0.5686,0.6275,0.4469,0.8076,1.4736,1.263,1.481,0.2173,0.8186,1.9155,2.3118,0.5192,3.1911,1.4482,0.257,3.5593,1.0652,1.6874,1.1848,1.1633,0.8765,0.6268,0.6688,1.3014,1.1993,1.5505,0.6903,1.195,0.8042,1.3281,0.5406,1.0187,1.0223,0.1156,1.8803,0.4031,0.5148,0.332,0.3775,0.0504,0.1727,1.3267,0.1729,0.2836,0.0031,0.7759,0.528,1.9545,1.8928,2.2847,0.553,1.4691,1.3671,1.3515,0.1308,0.8305,1.0825,Control
Utah__A03,0.396,0.6176,0.9819,1.4648,1.1068,1.0477,0.6805,0.7841,0.4934,1.0044,1.6646,1.4626,1.7658,0.3896,0.9395,2.1584,2.2874,0.5935,3.1864,1.7361,0.0848,3.2594,0.2925,1.7151,1.5638,1.4142,0.9832,0.769,0.8003,1.3967,1.3339,1.7523,0.9187,1.3815,0.9485,1.494,0.8018,1.3884,1.1628,0.1526,1.95,0.48,0.7441,0.4396,0.6195,0.0932,0.1455,1.5584,0.3404,0.529,0.1516,0.8738,0.7605,1.9088,1.7685,2.3295,0.729,1.6093,1.1903,1.4328,0.3489,1.0305,1.3582,Control
Utah__A04,0.5255,1.0036,0.8159,1.2871,1.0034,1.5685,0.6225,0.7141,0.5263,0.953,1.6612,1.4429,1.4795,0.0933,1.0673,1.8677,2.0805,0.6918,3.1836,1.2116,0.1842,3.5094,0.0729,1.9667,1.3945,1.0138,0.9574,0.5594,0.7491,1.353,1.4882,1.7078,0.6057,1.4064,0.6822,1.3379,0.5604,1.2109,1.0777,0.2226,1.8859,0.3995,0.4666,0.3908,0.414,0.1022,0.159,1.2953,0.3208,0.4347,8e-04,0.8464,0.6381,1.9522,1.8416,2.3071,0.7673,1.5742,1.8681,1.5026,0.1898,0.7714,1.2386,Control
Utah__A05,0.5106,0.7198,0.914,1.4266,1.0982,1.1609,0.7463,0.7904,0.5816,1.0559,1.6544,1.4763,1.8562,0.1548,0.8688,2.2411,2.4942,0.7365,3.2592,1.4467,0.2387,3.4609,1.1329,1.6797,1.5799,1.356,1.0515,0.5128,0.8948,1.4836,1.3381,1.7874,0.8883,1.5397,0.8529,1.5543,0.7541,1.1808,1.1295,0.2709,2.0105,0.4857,0.6929,0.4851,0.6469,0.0507,0.1504,1.5629,0.2929,0.5105,-0.0285,0.8855,0.6988,1.5601,1.5813,1.9438,0.7984,1.8284,1.4142,1.6692,0.1691,1.1358,1.2977,Control
Utah__A06,0.4506,0.7504,0.9658,1.2077,0.9091,0.8956,0.6458,0.7372,0.455,0.9456,1.5707,1.3895,1.5705,0.1884,0.8304,1.8854,2.3743,0.6086,3.1144,1.5448,0.1679,3.29,0.2508,1.611,1.3697,1.2821,0.8871,0.4689,0.7874,1.3845,1.3761,1.5855,0.7009,1.375,0.757,1.3851,0.6482,1.1202,0.9649,0.0788,1.823,0.4941,0.5468,0.3235,0.4253,0.0867,0.1557,1.4198,0.3391,0.4516,-0.0375,0.7686,0.6021,1.5133,1.5251,1.7701,0.7589,1.6971,1.4178,1.2811,0.1506,1.1886,1.1472,Control
Utah__A07,0.74,0.9666,0.8382,1.323,1.205,1.17,0.597,0.7443,0.3321,0.982,1.8248,1.8589,1.8609,0.2078,0.9929,1.8354,2.2665,0.7369,2.7825,1.3973,0.0617,3.2491,0.2222,1.7129,1.7041,1.3527,1.0399,0.5466,0.8207,1.5934,1.6231,1.762,1.0068,1.4216,0.9246,1.4774,0.4864,1.4992,1.0159,0.0222,1.8362,0.5361,0.7206,0.3672,0.359,0.0921,0.2024,1.4343,0.3682,0.615,-0.054,0.8442,0.7746,1.7971,1.761,2.0687,1.1167,1.6769,1.7139,1.6121,0.224,1.2324,1.571,Control
Utah__A08,1.0516,1.0072,0.8126,1.2379,0.9686,1.1854,0.5375,0.7355,0.4929,1.0594,2.1937,1.9941,1.7198,0.2651,1.0674,1.4555,1.922,0.3863,2.52,1.2944,0.1327,2.8193,0.1972,1.5609,1.8806,1.1951,1.2064,0.4316,0.8395,1.7501,1.714,1.654,0.767,1.2584,1.0312,1.5864,0.5186,1.6722,0.9696,0.0337,1.6778,0.621,0.8123,0.3279,0.3481,0.1369,0.1601,1.3268,0.4985,0.7545,-0.0475,0.6879,0.7477,1.6824,1.826,1.9766,1.4459,1.4848,2.0481,1.6622,0.1523,0.975,1.6801,Control
Utah__A09,0.7535,0.8251,0.7689,1.3017,1.021,1.1046,0.5633,0.6938,0.2626,0.8822,1.7465,1.7212,1.8278,0.251,1.0948,1.426,1.9279,0.2964,2.7429,1.1389,0.1825,2.9804,0.2043,1.828,1.6382,1.2691,0.9376,0.5955,0.8331,1.4582,1.5464,1.6406,0.7961,1.3688,0.9102,1.3386,0.5664,1.4674,0.9724,0.0229,1.8256,0.4602,0.5927,0.3416,0.4569,0.1261,0.1713,1.4492,0.2847,0.5832,0.1157,0.7641,0.6974,2.0098,1.8301,2.2759,0.958,1.6385,1.8234,1.7659,0.2479,0.9961,1.4154,Control
Utah__A10,0.8026,0.8348,0.9184,1.2891,0.9775,1.1302,0.5633,0.7332,0.3011,1.0156,2.0044,1.9662,1.802,0.4159,1.0324,1.7895,2.3559,0.3569,2.8951,1.2414,0.0908,3.2177,1.1022,1.8784,1.7975,1.3532,1.0688,0.4862,0.8665,1.6941,1.6535,1.7064,0.7449,1.331,0.9284,1.5766,0.5633,1.6014,0.9809,0.121,1.8519,0.5199,0.7228,0.3939,0.4388,0.127,0.1456,1.3221,0.3193,0.6533,0.0028,0.8073,0.73,2.0305,1.9018,2.2764,0.9953,1.5195,1.5408,1.8946,0.2632,1.2449,1.5851,Control
