@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10297 numeric
@attribute 1499 numeric
@attribute 1630 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 26060 numeric
@attribute 2932 numeric
@attribute 2956 numeric
@attribute 324 numeric
@attribute 332 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4292 numeric
@attribute 4436 numeric
@attribute 4437 numeric
@attribute 4609 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5604 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 5900 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7157 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 83439 numeric
@attribute 836 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6002,-0.1172,2.1612,-0.1125,0.6045,0.8246,2.8983,1.3891,1.7164,0.6542,0.5174,0.6744,-0.0208,1.3626,1.3192,1.5983,0.7773,1.2685,0.8226,1.5527,0.4706,0.2215,0.5257,1.5122,1.8985,1.6169,1.5303,1.3241,1.8391,1.4782,0.1982,0.7163,1.7309,1.0783,1.4021,1.121,-0.0344,0.718,0.2521,0.8923,0.6432,1.5768,0.0374,1.7847,0.5947,0.1429,1.598,0.5902,1.561,0.2725,2.0162,0.063,0.0717,1.338,1.8205,0.7723,0.318,0.4947,-0.0434,1.24,0.8952,0.1026,Control
A02,0.3429,-0.0947,1.955,-0.107,0.5571,0.607,1.0191,1.0974,1.6114,0.4588,0.4474,0.524,-0.0321,1.1266,0.8029,1.3547,0.5327,0.9556,0.5356,1.1608,0.3049,0.1671,0.3432,1.03,0.9233,1.3286,1.3861,1.0956,2.0614,1.1561,0.1599,0.7423,1.6299,1.0214,0.9672,0.983,0.0192,0.4692,0.1564,0.8377,0.4992,1.469,-0.0162,1.5429,0.4844,0.1112,0.7606,0.4558,0.97,0.3016,2.0252,0.0756,0.0059,1.203,1.3679,0.5902,0.2239,0.1022,-0.007,1.2187,0.614,0.1135,Control
A03,0.3568,-0.0715,2.2554,-0.1261,0.6699,0.7634,2.3465,1.5442,1.6453,0.6001,0.4104,0.6483,0.2125,1.396,1.2073,1.6547,0.88,1.1458,0.7217,1.2748,0.3713,0.1863,0.5342,0.8428,0.7885,1.4291,1.4305,1.2641,2.1951,1.3011,0.2603,0.9311,1.8758,1.0584,1.211,1.1034,-0.0146,0.6904,0.1963,1.0834,0.7305,1.5848,0.0577,1.7349,0.6353,0.132,0.6724,0.5095,0.7731,0.6281,2.2099,0.1594,0.0396,1.378,1.5703,0.8387,0.3962,0.0844,-0.0378,1.3606,0.8989,0.2773,Control
A04,0.4955,0.0062,2.1372,-0.1131,0.6114,0.6935,1.5126,1.3239,1.7911,0.4958,0.2971,0.4394,0.0132,1.2141,1.3091,1.1941,0.4995,1.0123,0.6842,1.1546,0.3213,0.197,0.4012,1.4116,1.1649,1.383,1.3728,1.2342,2.1245,1.4673,0.2795,0.7592,1.7145,1.0435,0.9665,1.064,-0.0052,0.4999,0.2622,0.878,0.4506,1.5612,0.1433,1.6725,0.5736,0.2259,0.8481,0.5557,1.3869,0.2486,2.16,0.0673,0.1117,1.2382,1.6568,0.598,0.2628,0.1622,-0.0375,1.1395,0.7606,0.0439,Control
A05,0.4795,0.0198,2.1443,-0.0806,0.7362,0.7698,1.9653,1.5325,1.7998,0.5918,0.4175,0.5986,0.0503,1.3258,1.2428,1.41,0.6563,1.1842,0.6578,1.2751,0.4118,0.0855,0.4733,1.1201,1.0277,1.5208,1.8135,1.3448,2.1197,1.3057,0.3911,0.7999,1.9408,1.1978,1.1192,1.1345,-0.0161,0.7099,0.324,1.072,0.6788,1.5812,0.007,1.808,0.5654,0.1959,0.8722,0.6029,1.0797,0.412,2.5111,0.0423,0.0054,1.3004,1.6985,0.7928,0.3402,0.1727,-0.0608,1.4523,0.9986,0.1894,Control
A06,0.4153,-0.1626,2.0873,-0.134,0.6349,0.7165,3.1061,1.4078,1.6473,0.5257,0.2073,0.5501,-0.016,1.2902,0.8136,1.4342,0.5764,1.1364,0.6253,1.248,0.3551,0.1949,0.3233,1.2447,1.0148,1.4163,1.4187,1.2303,1.9994,1.3466,0.1824,0.7842,1.8446,0.9874,1.1521,0.9999,-0.0265,0.6673,0.24,0.8501,0.5315,1.5216,0.0317,1.7489,0.4883,0.0539,0.7888,0.4936,1.1047,0.2973,2.0528,0.0753,0.0395,1.2619,1.6303,0.6071,0.2547,0.0895,-0.0422,1.162,0.9562,0.1109,Control
A07,0.7253,-0.0826,2.27,-0.1344,0.5857,0.7237,2.7089,1.3584,1.6964,0.8174,0.5553,0.7132,-5e-04,1.2727,1.2402,1.7087,0.8147,1.3702,0.7816,1.5493,0.4276,0.1924,0.4833,1.1522,1.6061,1.6368,1.5148,1.2868,1.974,1.6128,0.1921,0.7672,1.882,0.9702,1.3691,1.0948,-0.0107,0.8479,0.246,0.8711,0.7067,1.6623,0.0088,1.7704,0.4933,0.1284,1.3272,0.6968,1.2907,0.6877,2.0773,0.0633,-0.043,1.579,1.9951,0.6983,0.3653,0.1591,-0.0294,1.4389,0.8141,0.2134,Control
A08,1.0592,-0.1314,2.3026,-0.127,0.5257,0.7148,1.6836,1.3062,1.6807,1.0598,0.5773,0.8398,-0.0014,1.1993,0.8862,1.6234,0.8852,1.4384,1.0076,1.68,0.5148,0.3946,0.585,1.1048,2.2662,1.8021,1.5358,1.3083,2.0798,1.7107,0.159,0.5666,1.9122,0.9939,1.4969,1.2356,-0.0431,0.8635,0.0928,0.7049,0.7992,1.4029,-0.0271,1.7386,0.5258,0.0912,1.971,0.8646,1.6142,0.9705,1.7626,0.0473,0.0996,1.604,2.234,0.6576,0.3652,0.2748,-0.0732,1.041,0.7207,0.2596,Control
A09,0.7398,-0.0719,2.2015,-0.1036,0.5517,0.6732,2.2224,1.3303,1.6198,0.707,0.3662,0.5787,0.0845,1.2421,0.9959,1.5566,0.5829,1.3274,0.8599,1.4807,0.3487,0.1342,0.4823,1.1929,1.8463,1.4941,1.4418,1.2311,1.9891,1.5301,0.1611,0.6669,1.8315,0.99,1.3676,0.9917,-0.0155,0.7596,0.2173,0.8757,0.5778,1.4845,-0.0012,1.6393,0.5309,0.1035,1.6289,0.677,1.4018,0.6903,2.061,0.0666,0.0242,1.4083,1.8341,0.5363,0.2977,0.2765,-0.0221,1.0344,0.7421,0.1167,Control
A10,0.7924,-0.0362,2.3949,-0.088,0.5517,0.7126,3.187,1.3987,1.7826,0.907,0.4372,0.7359,-0.016,1.1361,1.3751,1.4421,0.7836,1.3434,0.8622,1.4449,0.4554,0.2171,0.5092,0.9518,1.2251,1.743,1.7142,1.2585,2.143,1.6455,0.2578,0.5994,1.9225,0.9237,1.2269,1.1887,-6e-04,0.7992,0.2166,0.8864,0.709,1.5632,0.0614,1.7838,0.5917,0.1325,1.1995,0.7838,1.0986,0.5053,2.1105,0.0925,0.0419,1.6761,2.0411,0.5893,0.3538,0.0861,-0.0655,1.2447,0.9479,0.3257,Control
