@relation data

@attribute id string
@attribute 10672 numeric
@attribute 10842 numeric
@attribute 123745 numeric
@attribute 1392 numeric
@attribute 1394 numeric
@attribute 23236 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2781 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2895 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3479 numeric
@attribute 3480 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 391013 numeric
@attribute 4067 numeric
@attribute 4842 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 6261 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 773 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.7735,0.0483,0.0015,-0.0736,0.0389,0.4579,0.0968,0.0521,0.3538,0.0531,0.7412,1.6225,0.0528,0.6485,0.7306,0.5758,-0.1013,-0.1559,-0.1027,-0.1404,-0.1684,-0.133,-0.1477,0.4762,0.3959,-0.1522,0.4236,-0.0909,0.4989,1.3732,0.7579,0.8352,0.8558,1.5967,-0.132,1.3216,-0.1288,2.7938,-0.1039,-0.0466,-0.0914,0.523,-0.2078,1.7231,0.5973,-0.0566,1.7098,0.8892,1.3951,1.0472,0.5534,1.0586,-0.0574,-0.0742,0.1392,1.76,1.0952,0.7341,0.4307,1.7841,-0.0537,-0.0036,0.5978,-0.0358,0.4136,0.4736,0.2286,-0.0756,0.7093,Control
Utah__A02,1.4435,0.3155,0.0295,-0.0187,-0.0051,0.2609,0.1203,-0.0126,0.3205,0.0345,0.8012,1.6462,-0.0301,0.2358,0.5967,0.5389,-0.0893,-0.08,-0.128,-0.0797,-0.1016,-0.1801,-0.1567,0.5232,0.4393,0.0099,0.3716,-0.0973,0.1816,1.136,0.5221,0.6307,0.6946,1.3547,0.0261,1.1848,-0.0998,2.9993,-0.0095,-0.0652,0.0508,0.4043,-0.1956,1.687,0.5059,-0.0793,1.5505,0.6903,1.195,0.8042,0.2001,0.7032,-0.1301,-0.1221,-0.0102,1.6579,1.0379,0.48,0.3006,1.5394,-0.0428,0.0424,0.4645,-0.0521,0.3688,0.2575,-0.0179,-0.0602,0.3165,Control
Utah__A03,1.8814,0.3566,-0.0168,-0.0371,0.0431,0.3328,0.2122,0.1317,0.345,0.0376,0.92,1.7211,0.0423,0.4627,0.6975,0.4988,-0.0914,-0.0855,-0.1402,-0.0995,-0.0954,-0.1616,-0.1664,0.4622,0.3916,-0.0818,0.3757,-0.0919,0.1979,1.4067,0.5995,0.8656,0.7329,1.6527,0.0464,1.5638,-0.1631,3.0903,-0.0294,-0.0441,0.0131,0.4922,-0.1102,2.0214,0.7325,-0.1062,1.7523,0.9187,1.3815,0.9485,0.1966,0.9762,-0.1328,-0.1128,0.0038,1.9065,1.0752,0.7059,0.4986,1.7337,0.0128,-0.07,0.5178,-0.0338,0.2676,0.4119,-0.0181,-0.1226,0.532,Control
Utah__A04,1.6237,0.4009,0.0164,-0.0388,0.0451,0.219,0.1521,0.1109,0.3853,0.0186,0.8901,1.769,-0.0058,0.3177,0.6569,0.6344,-0.1044,-0.0429,-0.0852,-0.0644,-0.1004,-0.1059,-0.143,0.4834,0.4362,-0.1012,0.3609,-0.0847,0.2293,1.2239,0.6647,0.6114,0.7843,1.1951,-0.1153,1.3945,-0.115,3.0364,0.0022,0.0471,0.0173,0.3103,-0.1551,1.6421,0.5226,-0.07,1.7078,0.6057,1.4064,0.6822,0.3061,0.82,0.0051,-0.0907,0.0416,1.7434,1.0602,0.5113,0.4277,1.6705,-0.0336,-0.0519,0.5636,-0.037,0.2813,0.3379,-0.2072,-0.1678,0.4096,Control
Utah__A05,1.7266,0.3285,-0.0337,0.019,0.0339,0.4891,0.1864,0.1874,0.4589,0.0445,1.0476,1.7746,-1e-04,0.4844,0.6767,0.8382,-0.0863,-0.0927,-0.0873,-0.0848,-0.103,-0.0921,-0.154,0.7323,0.5706,-0.1298,0.4772,-0.034,0.3115,1.3362,0.6917,0.8284,0.7231,1.4096,-0.0703,1.5799,-0.112,3.3113,0.0331,0.0312,-0.0761,0.632,-0.1311,1.8765,0.8434,-0.0587,1.7874,0.8883,1.5397,0.8529,0.3059,0.9512,-0.0102,-0.0609,-0.0269,1.9721,1.2157,0.726,0.5021,1.8077,0.0126,0.0101,0.6105,-0.0317,0.3628,0.3634,0.0768,-0.0557,0.516,Control
Utah__A06,1.5995,0.1643,-0.0198,-0.1205,0.0687,0.3865,0.0274,0.0136,0.3636,0.0635,0.8391,1.6716,0.0225,0.3651,0.5918,0.5939,-0.0785,-0.08,-0.1027,-0.1009,-0.1162,-0.1561,-0.1279,0.5236,0.3484,-0.0286,0.2467,-0.0936,0.331,1.3004,0.6267,0.7511,0.679,1.4336,0.0544,1.3697,-0.1234,2.8748,-0.0167,0.0563,-5e-04,0.3969,-0.1697,1.7549,0.6445,-0.0795,1.5855,0.7009,1.375,0.757,0.296,0.9045,-0.1858,-0.0988,0.0982,1.8749,1.0037,0.6824,0.3564,1.7479,-0.054,-0.0373,0.5021,-0.0513,0.3894,0.3762,-0.0622,-0.0665,0.4933,Control
Utah__A07,1.7416,0.4244,-0.0656,0.0042,-0.0367,0.8525,0.1859,0.0426,0.5123,0.0356,0.9528,1.7793,-0.0232,0.8957,0.6707,0.5566,-0.0722,-0.0754,-0.1462,-0.096,-0.0906,-0.1378,-0.1816,0.4838,0.3837,-0.0357,0.364,-0.0679,0.5224,1.2829,0.8084,1.009,0.6968,1.7064,-0.0287,1.7041,-0.1526,2.9085,-0.0193,-0.0982,-0.0333,0.5996,-0.1399,1.796,0.6633,-0.0871,1.762,1.0068,1.4216,0.9246,0.5102,1.3099,-0.1581,-0.1029,0.0492,1.9127,0.9863,0.8669,0.4096,1.7697,-0.0224,0.0285,0.7036,-0.0759,0.7245,0.2901,-0.0644,-0.1175,0.4322,Control
Utah__A08,1.5767,-0.0333,0.0351,0.0397,0.053,0.6443,-0.0231,0.0033,0.4784,-0.0088,0.8292,1.4607,-0.0041,1.0393,0.6901,0.3838,-0.1318,-0.143,-0.1403,-0.1162,-0.1814,-0.1396,-0.1794,0.4011,0.233,-0.0628,0.2967,-0.0714,0.8759,1.2091,0.9922,1.0928,0.7065,1.6216,-0.081,1.8806,-0.0947,2.6904,-0.0293,0.007,-0.0129,0.4074,-0.1271,1.7709,0.4362,-0.0906,1.654,0.767,1.2584,1.0312,0.8364,1.4137,-0.1612,-0.1226,-0.0329,1.9432,1.0102,0.8829,0.3414,1.7375,-0.0457,0.0035,0.87,-0.0549,0.5435,0.3643,0.043,-0.0778,0.5499,Control
Utah__A09,1.6964,0.4554,-0.0207,-0.0536,0.0329,0.7299,0.1106,-0.009,0.3885,-0.0266,0.8156,1.6021,-0.0036,0.8753,0.6175,0.7539,-0.0688,-0.0608,-0.1085,-0.0838,-0.0978,-0.139,-0.1515,0.4448,0.3866,-0.0624,0.349,-0.0975,0.5908,1.2521,0.7685,0.9804,0.6507,1.5553,-0.0432,1.6382,-0.1624,2.8883,0.0331,-0.0254,0.0282,0.3952,-0.1278,1.6671,0.6203,-0.0575,1.6406,0.7961,1.3688,0.9102,0.5718,1.2508,-0.1546,-0.1015,0.0061,1.8616,1.0062,0.7767,0.356,1.637,-0.0434,-0.001,0.6839,-0.0514,0.4695,0.2801,0.1236,-0.1208,0.5486,Control
Utah__A10,1.6903,0.1672,-0.0016,-0.0038,0.0499,0.9457,0.0874,0.1062,0.4226,0.1115,0.853,1.722,0.1605,0.8224,0.6986,0.7402,-0.1004,-0.0835,-0.0946,-0.0931,-0.1043,-0.0982,-0.1315,0.6382,0.5023,-0.0339,0.398,-0.0678,0.3276,1.1456,0.8089,1.0339,0.6346,1.4415,-0.0726,1.7975,-0.1291,2.9966,0.0631,-0.0399,-0.0251,0.6761,-0.1106,1.7443,0.5606,-0.0546,1.7064,0.7449,1.331,0.9284,0.3781,1.3167,-0.0174,-0.0716,0.0658,1.9537,0.9394,0.8171,0.4749,1.7832,-0.0472,-0.0291,0.7899,-0.0433,0.4728,0.355,-0.0692,-0.0989,0.4395,Control
