@relation data

@attribute id string
@attribute 8694 numeric
@attribute 2710 numeric
@attribute 2819 numeric
@attribute 57678 numeric
@attribute 8613 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 2194 numeric
@attribute 10554 numeric
@attribute 10555 numeric
@attribute 32 numeric
@attribute 56894 numeric
@attribute 56895 numeric
@attribute 55326 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.6909,0.4981,0.0101,0.5703,0.0152,0.2455,0.0943,0.4001,0.9442,0.1724,0.4402,0.6969,0.2393,0.9298,Control
A02,0.6472,0.0911,4e-04,0.2238,0.0728,0.0887,0.0759,0.2694,0.8378,0.2022,0.17,0.5882,0.174,0.6541,Control
A03,0.7138,0.3361,0.0488,0.5073,0.0545,0.1119,0.0687,0.4241,0.9427,0.2964,0.2356,0.8588,0.3705,0.8365,Control
A04,0.6939,0.1592,0.0143,0.2695,-0.0072,0.1458,0.105,0.4369,0.9841,0.2795,0.2333,0.5589,0.2389,0.7643,Control
A05,0.8287,0.3303,-0.0081,0.3618,-0.0011,0.0723,0.1395,0.5348,1.2579,0.3414,0.2992,0.8061,0.3769,0.9041,Control
A06,0.6754,0.1931,-0.0091,0.4,0.0068,0.1002,-0.0012,0.3337,1.0015,0.2214,0.307,0.6833,0.2908,0.7176,Control
A07,0.7218,0.314,-0.0443,0.5778,-0.0174,0.1737,0.1182,0.2736,0.9596,0.2022,0.2645,0.7338,0.4181,0.792,Control
A08,0.5359,0.481,-0.0527,0.5043,-0.0648,0.3339,0.025,0.2836,0.7807,0.0833,0.4254,0.7505,0.3974,0.9197,Control
A09,0.6338,0.4214,0.0048,0.3925,0.0784,0.1733,0.1228,0.2624,1.0287,0.1913,0.2447,0.675,0.2805,0.6479,Control
A10,0.6412,0.3464,0.0194,0.4653,0.0718,0.0981,0.1028,0.3517,1.1229,0.262,0.329,0.7103,0.4461,0.7445,Control
A11,0.5225,0.1823,0.0198,0.4637,0.0705,0.1028,0.1114,0.2521,0.7456,0.2091,0.2951,0.5543,0.1953,0.4475,Control
A12,0.4264,-0.0366,0.0837,0.0536,0.1772,0.1784,-0.0405,0.0558,0.9423,0.0431,0.0503,0.3083,0.1721,0.3118,Control
B01,0.4729,0.3103,0.0793,0.3986,0.091,0.3036,-0.1242,0.0171,0.7777,-0.1181,0.3689,0.5277,0.1457,0.5446,Control
B02,0.7576,0.1599,0.0347,0.3606,0.0783,0.1427,0.1179,0.4253,1.0336,0.2608,0.3248,0.6737,0.2254,0.4404,Control
B03,0.6551,0.2114,0.0534,0.3731,0.005,0.1652,-0.0146,0.2764,0.6844,0.1626,0.3041,0.5801,0.2237,0.427,BRCACancer
B04,0.5431,0.4816,4e-04,0.3141,0.0509,0.176,-0.0383,0.2269,0.7941,0.0912,0.2885,0.7734,0.4817,0.7328,BRCACancer
B05,0.5949,0.1182,-0.0645,0.1497,0.075,0.1342,0.0041,0.2666,0.752,0.1645,0.1105,0.5669,0.2643,0.3568,BRCACancer
B06,0.3535,0.1405,-0.0526,0.2756,0.2727,0.1743,-0.2969,-0.2081,0.4415,-0.2247,0.1235,0.2315,0.2366,0.218,BRCACancer
B07,0.7146,0.2392,-0.0272,0.5172,0.0891,0.164,0.1228,0.3185,0.9629,0.1857,0.4109,0.6466,0.3778,0.5616,BRCACancer
B08,0.7107,0.2373,0.0345,0.3923,0.0664,0.0814,0.1026,0.3043,1.1478,0.2958,0.2445,0.5856,0.1817,0.4127,Control
B09,0.4512,0.3529,0.0835,0.1768,0.1183,0.2562,0.1029,0.2068,0.7543,0.0629,0.3,0.7897,0.313,0.5733,Control
B10,0.4406,0.272,0.059,0.2383,0.0107,0.1319,0.1256,0.1767,0.746,0.0594,0.1954,0.4764,0.2767,0.4896,Control
B11,0.6243,0.2531,-0.0086,0.2686,0.0613,0.0884,0.171,0.2728,1.098,0.2156,0.1773,0.6487,0.1574,0.4672,Control
B12,0.4088,0.2425,-0.0506,-0.0037,0.0974,0.1358,0.05,0.0578,0.4038,0.0385,0.1983,0.5884,0.1837,0.3507,Control
C01,0.7472,0.4632,0.0327,0.3387,0.0433,0.1054,0.0649,0.4763,1.0106,0.2943,0.2464,0.7843,0.3017,0.4816,BRCACancer
C02,0.8071,-0.0038,-0.0475,0.3735,0.1093,0.1089,0.1342,0.5114,1.0749,0.343,0.3112,0.5586,0.1896,0.5108,BRCACancer
C03,0.9319,0.1857,-0.0016,0.4616,0.0229,0.0994,0.1404,0.6712,1.1301,0.389,0.4148,0.7047,0.4388,0.4766,BRCACancer
C04,0.5569,0.0965,0.0389,-0.0039,0.0276,0.0444,0.124,0.3607,1.0411,0.2517,0.2276,0.4455,-0.0031,0.2304,Control
C05,0.6248,0.0845,0.0423,0.1344,0.0812,0.0613,0.0653,0.2786,0.7319,0.2828,0.1609,0.4693,0.0769,0.195,BRCACancer
C06,0.2031,-0.1698,0.185,-0.154,0.1485,0.0076,0.0298,0.0387,0.3269,0.1126,0.0266,0.1884,0.0359,-0.0648,Control
C07,0.5722,-0.0205,0.0278,0.2202,0.0799,0.1036,0.0688,0.2911,0.9642,0.2339,0.2017,0.4521,0.1578,0.2022,Control
C08,0.6673,0.1499,0.1054,0.4157,0.0891,0.1287,0.0916,0.4144,0.9491,0.2285,0.4253,0.5818,0.1761,0.3873,Control
C09,0.5936,0.0383,0.0467,0.0837,0.0934,0.0491,0.1344,0.332,0.9419,0.2284,0.2332,0.4833,0.088,0.2948,Control
C10,0.625,0.071,0.0104,0.1809,0.0964,0.1059,0.1431,0.416,1.1409,0.2653,0.1545,0.4428,0.1485,0.4875,BRCACancer
C11,0.7223,0.1519,0.096,0.4175,-0.0118,-0.0144,0.2116,0.6201,1.2096,0.2762,0.4397,0.6529,0.122,0.4892,Control
C12,0.477,0.0162,0.042,0.022,-0.0598,0.0262,0.1733,0.2833,1.3196,0.181,0.1219,0.3716,-0.0165,0.2429,BRCACancer
D01,0.5825,0.2846,0.105,0.1674,-0.0806,0.0887,0.0403,0.2124,0.5985,0.0888,0.4699,0.7516,0.3277,0.5213,BRCACancer
D02,0.6364,0.074,0.0531,0.1708,-0.0075,0.0683,0.1637,0.4444,1.4558,0.3092,0.25,0.5172,0.1082,0.7223,BRCACancer
D03,0.64,0.1318,-0.0063,0.084,0.0505,0.0284,0.1553,0.3577,1.2803,0.2161,0.0773,0.4948,0.1287,0.51,BRCACancer
D04,0.7211,0.0824,0.1068,0.1563,0.0108,0.0775,0.1368,0.4321,1.2981,0.3288,0.1798,0.584,0.1134,0.4902,BRCACancer
D05,0.7277,0.0927,0.0129,0.1647,0.1583,0.0666,0.0917,0.3671,1.4199,0.2479,0.157,0.5552,0.2346,0.3922,BRCACancer
D06,0.7733,0.1427,0.1033,0.3507,0.0289,0.0793,0.09,0.5741,1.2519,0.3275,0.4026,0.6381,0.2111,0.6634,BRCACancer
D07,0.7465,0.1182,0.0582,0.2446,0.0964,0.0414,0.2051,0.4885,1.3815,0.2972,0.3312,0.5415,0.2851,0.5533,Control
D08,0.5527,0.0215,0.0889,0.1076,0.0727,0.0976,0.065,0.2739,0.935,0.1808,0.1473,0.458,0.1172,0.3027,Control
D09,0.6969,0.0741,0.0139,0.2557,0.0611,0.0278,0.0237,0.4495,1.1628,0.2654,0.241,0.5564,0.1192,0.5879,Control
D10,0.5582,-0.0034,0.045,0.1585,0.058,0.0339,0.1463,0.2843,1.0376,0.2285,0.2165,0.5281,0.156,0.4038,Control
D11,0.27,-0.0494,0.0879,-0.1558,-0.0164,0.0215,-0.0658,0.0566,0.667,0.0226,0.0668,0.354,0.0448,0.0847,Control
D12,0.5084,0.0138,0.1191,0.1104,-0.0327,0.0013,0.1698,0.3391,0.7326,0.2295,0.2173,0.45,-0.0017,0.3142,Control
E01,0.5783,0.1359,-0.0158,0.0914,0.1167,0.0968,0.1167,0.3453,0.6704,0.225,0.0983,0.4228,0.0763,0.1459,BRCACancer
E02,0.7112,0.0846,0.0806,0.4338,0.0084,0.1294,0.1128,0.5028,1.5461,0.1991,0.3468,0.4934,0.1968,0.6486,Control
E03,0.7433,0.0795,0.0059,0.2349,0.04,0.0789,0.1885,0.5822,1.2909,0.2948,0.2808,0.6306,0.0855,0.3332,Control
E04,0.8675,0.2793,-0.0154,0.3486,0.03,0.0852,0.2076,0.6286,1.4353,0.3253,0.4494,0.5755,0.1388,0.6373,Control
E05,0.5268,-0.0333,-0.0082,0.263,0.0679,0.1117,0.0307,0.3192,1.28,0.0243,0.313,0.3857,0.1779,0.709,Control
E06,0.3907,0.074,0.0352,0.0679,0.0323,0.044,-0.0675,0.0456,0.6893,0.0037,0.0964,0.4008,0.2126,0.4097,BRCACancer
E07,0.73,0.0577,0.0564,0.2408,0.0573,0.1093,0.1694,0.5373,1.5225,0.214,0.3178,0.5986,0.1674,0.5154,BRCACancer
E08,0.7548,-0.0229,0.008,0.4098,0.0726,0.0632,0.1879,0.4505,1.3264,0.248,0.2971,0.6116,0.1276,0.4931,Control
E09,0.7082,0.079,0.1023,0.2634,0.0663,0.0674,0.1575,0.4408,1.4964,0.2724,0.2758,0.5038,0.1289,0.4671,BRCACancer
E10,0.7303,0.2151,4e-04,0.3565,0.1342,0.1503,0.21,0.4884,1.1125,0.2008,0.2121,0.5447,0.3022,0.6882,BRCACancer
E11,0.5508,-0.0074,-0.0107,0.1053,0.0422,-0.0386,0.1458,0.3429,1.2467,0.1896,0.2092,0.4648,0.0631,0.4239,Control
E12,0.4293,0.0455,0.0107,0.1286,0.1784,-0.0098,0.1581,0.1856,0.8541,0.07,0.0761,0.262,0.0347,0.1795,BRCACancer
F01,0.7226,0.2025,-0.0014,0.308,0.0499,0.1466,0.0838,0.6217,1.0561,0.2262,0.4345,0.65,0.1815,0.777,Control
F02,0.8164,0.1931,0.0289,0.4247,0.0903,0.1267,0.0931,0.5702,1.0734,0.2792,0.3671,0.6151,0.2398,0.8448,Control
F03,0.6825,0.0599,0.0039,0.2458,0.1799,0.1022,0.0475,0.4426,1.1625,0.2389,0.3096,0.5595,0.2075,0.5961,Control
F04,0.6166,0.3041,0.0011,0.3639,-0.0565,0.0734,0.0571,0.3128,0.8539,0.1336,0.2061,0.6112,0.2319,0.5922,Control
F05,0.6894,0.0717,0.083,0.2559,0.0705,0.0853,0.125,0.4593,1.3798,0.2225,0.2899,0.5686,0.161,0.7054,Control
F06,0.5524,0.0513,0.02,0.0703,0.1522,0.0664,-0.1126,0.29,1.2804,0.1703,0.1264,0.4992,0.1002,0.5366,Control
F07,0.5825,0.2408,0.0316,0.3583,-0.0156,0.1641,0.1244,0.466,1.062,0.2465,0.4529,0.5848,0.2103,0.8891,Control
F09,0.8748,0.1619,0.0681,0.496,-0.0016,0.0839,0.1792,0.6209,1.1851,0.3644,0.4037,0.7294,0.2735,0.7845,Control
