@relation data

@attribute id string
@attribute 8968 numeric
@attribute 128312 numeric
@attribute 8360 numeric
@attribute 3012 numeric
@attribute 8361 numeric
@attribute 8364 numeric
@attribute 8366 numeric
@attribute 8365 numeric
@attribute 8368 numeric
@attribute 8367 numeric
@attribute 8970 numeric
@attribute 8349 numeric
@attribute 8932 numeric
@attribute 8350 numeric
@attribute 7343 numeric
@attribute 8355 numeric
@attribute 5595 numeric
@attribute 8294 numeric
@attribute 8354 numeric
@attribute 8353 numeric
@attribute 8352 numeric
@attribute 8357 numeric
@attribute 8356 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 121504 numeric
@attribute 8346 numeric
@attribute 8345 numeric
@attribute 8348 numeric
@attribute 8347 numeric
@attribute 8342 numeric
@attribute 8341 numeric
@attribute 3018 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3021 numeric
@attribute 3020 numeric
@attribute 8335 numeric
@attribute 85236 numeric
@attribute 8334 numeric
@attribute 8330 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.5407,0.3413,0.9351,1.7531,1.8227,2.6072,0.6906,1.0924,0.8347,1.3904,0.1317,1.5379,0.9415,1.1566,1.3116,0.8743,1.0783,0.7573,3.1817,0.5828,0.5913,1.4752,0.0111,1.7702,1.1844,0.4671,0.5971,0.72,-0.214,1.4522,0.9978,1.0607,-0.1414,0.2241,1.3013,0.3579,2.1261,2.0773,0.4975,0.3715,3.7005,1.2688,Control
A02,0.4513,0.3986,0.3783,1.6672,1.7081,2.3644,0.2996,1.3258,0.4892,1.1064,0.1382,1.8371,0.7325,0.7323,1.0477,0.2553,1.0214,0.5642,2.6733,0.4687,0.0664,1.4617,-0.0535,1.3418,1.0957,0.0672,0.3447,0.5859,-0.0081,1.1316,1.0613,0.8675,0.1373,0.0999,0.8635,0.1662,1.8333,1.7359,0.2011,0.1492,3.9185,1.0499,Control
A03,0.8223,0.401,0.908,1.6712,1.7648,2.7238,0.5741,1.1162,0.9301,1.3377,0.1254,1.2806,1.0676,1.0498,1.1549,1.443,1.0584,0.8211,3.3538,0.5138,0.7779,1.2356,0.5219,1.8903,1.0582,0.1927,0.6845,0.6752,-0.0078,1.0137,1.7075,1.3743,0.3705,0.2874,1.2166,0.214,2.0144,2.2212,0.8289,0.2427,3.6475,1.2563,Control
A04,0.5678,0.4485,0.5681,2.146,2.1226,3.2416,0.926,1.1824,1.0055,1.5887,0.4951,1.8865,0.7466,1.2988,1.2713,0.5499,1.0435,0.8461,4.0282,0.3899,0.7067,2.0673,0.2347,2.0084,1.2313,0.2357,0.6856,0.8336,0.0624,1.3063,1.3152,1.226,0.1796,0.241,1.0932,0.3706,2.1178,1.9819,0.4552,0.2862,4.3601,1.4062,Control
A05,1.0668,0.4588,1.1477,2.1399,2.0983,3.1506,0.853,1.7305,0.8148,1.6442,0.4198,2.0864,0.9531,1.1418,1.3062,1.2297,1.1978,1.2422,3.4758,0.5382,0.9619,2.6784,0.3449,2.2056,1.8651,0.4048,0.8687,1.1531,0.2799,1.4958,1.6156,1.4362,0.2232,0.4985,0.9989,0.5495,2.2702,1.949,0.7932,0.3809,4.486,1.5501,Control
A06,0.519,0.239,0.41,1.5753,1.5806,2.0622,0.3009,0.8038,0.451,1.1206,0.055,1.6108,0.8712,0.9732,1.1332,0.3401,0.9874,0.5477,3.051,0.449,0.2348,1.5562,-0.1808,1.5258,0.7729,0.079,0.3722,0.475,-0.047,1.1737,0.856,1.0825,-0.1527,0.1733,1.0378,0.1938,2.0735,1.9586,0.4849,0.2755,3.6232,1.0787,Control
A07,0.6894,0.4585,0.579,1.5873,1.8733,2.6553,0.6397,0.9467,0.6937,1.2023,0.2249,1.4674,1.1412,0.7693,1.1419,1.0738,0.9702,0.6749,3.215,0.6253,0.732,1.4855,0.3434,1.4589,0.8733,0.1592,0.6429,0.4853,-0.0329,1.176,1.3929,1.1972,-0.015,0.3188,0.9764,0.2163,1.8867,1.9544,0.8477,0.2267,3.9075,0.9732,Control
A08,0.5469,0.2762,0.3481,1.5099,1.8323,2.2722,0.3798,0.7523,0.6856,0.8453,0.0166,1.5532,1.173,0.8022,1.1233,0.6485,0.9939,0.3103,2.788,0.4031,0.1836,1.2574,-0.0517,1.2926,0.9528,0.0703,0.4391,0.7421,0.0042,1.1215,0.6688,0.793,-0.2775,0.0245,0.9861,0.216,1.7035,2.0176,0.4601,0.1211,3.568,1.1791,Control
A09,0.7831,0.2508,0.4585,1.5457,1.7791,2.5707,0.6229,0.913,0.3372,1.2046,0.1547,1.3676,1.1637,0.5235,1.2662,0.6235,0.99,0.533,2.859,0.3841,0.2179,1.4236,-0.1541,1.1941,0.8522,0.327,0.533,0.8388,-0.1017,1.2437,1.2164,1.0949,-0.0389,0.2578,1.0109,0.3075,1.9224,1.8754,0.2758,0.2195,3.8191,0.9738,Control
A10,0.5925,0.4177,0.7568,1.8028,1.9301,3.412,0.8344,1.3015,0.6666,1.3723,0.3195,1.7682,1.1001,0.6731,1.1702,0.4948,0.9237,0.6959,2.9452,0.2351,0.4201,2.485,-0.0412,1.5046,1.1608,0.1878,0.6817,0.7773,-0.0434,1.2984,0.9139,1.1102,0.1644,0.248,0.8664,0.3377,1.799,1.9127,0.4209,0.234,4.2479,1.4062,Control
A11,0.3216,0.2202,0.3971,1.4629,1.5108,2.4076,0.26,0.5475,0.5433,1.0314,0.0932,0.7846,0.8896,0.7425,1.0538,0.4542,0.9765,0.3804,3.3486,0.381,0.0399,0.5026,-0.2359,0.9851,0.5337,-0.0285,0.2376,0.2434,-0.2723,1.0144,0.7636,0.9286,-0.1363,0.205,0.6362,-0.0159,1.6853,1.4147,0.2396,0.0273,3.4194,0.7054,Control
A12,0.4898,0.1513,0.1663,1.5431,1.3295,1.9254,0.1747,1.0008,0.2146,0.6437,-0.1598,1.7709,0.5129,0.4382,0.6209,0.3135,0.6537,0.1574,2.3276,0.0769,-0.1319,1.07,-0.3018,1.3935,0.9831,-0.3099,0.0832,0.2374,-0.0391,0.7495,0.8579,0.6323,-0.2947,-0.1,0.8627,0.2447,1.322,1.0501,-0.1064,0.3734,3.5617,0.8356,Control
B01,0.0921,0.0847,0.0968,1.123,1.1528,1.6916,-0.0155,0.7309,-0.0313,0.6838,-0.4301,1.223,0.8544,0.5892,1.0083,0.3661,0.7649,-0.0727,2.1022,0.0456,-0.2605,0.5158,-0.6774,1.2964,0.6357,0.0079,-0.033,0.3675,-0.1729,0.8471,0.1511,0.5068,-0.1636,-0.3952,1.6599,0.1296,1.8111,2.1051,0.1564,0.2919,3.1441,1.0598,Control
