@relation data

@attribute id string
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10991 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116443 numeric
@attribute 116444 numeric
@attribute 123745 numeric
@attribute 156 numeric
@attribute 157 numeric
@attribute 1742 numeric
@attribute 196883 numeric
@attribute 22941 numeric
@attribute 23236 numeric
@attribute 246213 numeric
@attribute 26279 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2752 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2897 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2911 numeric
@attribute 2912 numeric
@attribute 2913 numeric
@attribute 2914 numeric
@attribute 2915 numeric
@attribute 2916 numeric
@attribute 2917 numeric
@attribute 2918 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 50944 numeric
@attribute 51764 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 54331 numeric
@attribute 54407 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55970 numeric
@attribute 5613 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 59345 numeric
@attribute 63928 numeric
@attribute 64600 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 7220 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 81539 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 85358 numeric
@attribute 8681 numeric
@attribute 9229 numeric
@attribute 94235 numeric
@attribute 9454 numeric
@attribute 9456 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,0.5839,-0.0295,-0.0756,0.3687,-0.0853,-0.0442,0.0494,1.0959,1.7333,-0.1515,0.2911,-0.0931,0.0975,0.0015,1.1867,1.4757,0.4022,0.1272,-0.0488,0.4579,-0.1663,0.0968,0.1875,1.5484,1.3302,0.0531,0.7412,1.6225,0.0528,0.6485,0.7306,1.4299,0.5434,-0.0233,0.1401,-0.0578,1.0574,1.5828,-0.119,0.3293,-0.1013,-0.1559,-0.1027,-0.1339,-0.1407,-0.0352,-0.0597,0.0422,-0.1117,-0.0837,-0.1622,-0.1089,-0.1708,-0.1684,-0.0586,-0.1101,0.0561,-0.133,-0.1216,-0.1361,-0.1228,-0.1522,0.7579,0.8352,0.8558,-0.1367,-0.132,-0.1039,-0.0553,0.0313,-0.0466,-0.0914,0.523,-0.2078,1.7231,0.5973,-0.0566,0.2835,0.5932,1.1149,2.9139,0.7429,1.2926,1.379,1.3074,0.945,1.1287,-0.1227,0.5534,1.0586,-0.0574,1.76,1.0952,-0.0728,1.142,-0.0308,-0.1107,0.917,-0.1833,-0.0036,-0.0806,-0.0975,-0.0093,-0.0292,0.0894,0.2822,-0.0358,-0.0944,2.1441,0.4136,0.4736,0.2286,-0.0756,-0.0843,0.7093,-0.0655,0.5015,0.2942,0.0574,Control
Utah__A02,0.2715,0.0718,-0.0214,0.2795,0.0075,0.0331,-0.0038,1.2156,1.5533,-0.1772,0.2222,-0.0887,0.1482,0.0295,1.05,1.3157,0.2515,0.0269,-0.0438,0.2609,-0.1818,0.1203,-0.0132,1.2471,1.0841,0.0345,0.8012,1.6462,-0.0301,0.2358,0.5967,1.392,0.5823,-0.0075,0.1733,0.0681,0.7396,1.3293,-0.0204,0.2552,-0.0893,-0.08,-0.128,-0.124,-0.0447,0.0042,-0.0835,0.0563,-0.1337,-0.143,-0.1532,-0.1274,-0.1038,-0.1016,0.1067,-0.0659,0.1233,-0.1801,-0.0269,-0.0768,-0.0731,0.0099,0.5221,0.6307,0.6946,-0.0374,0.0261,-0.0095,-0.0824,0.1333,-0.0652,0.0508,0.4043,-0.1956,1.687,0.5059,-0.0793,0.215,0.4826,1.0578,2.8934,0.6208,0.9495,1.0794,1.0986,0.8462,0.9806,-0.1089,0.2001,0.7032,-0.1301,1.6579,1.0379,-0.0023,0.9562,-0.0054,-0.1346,1.0017,-0.162,0.0424,-0.1459,-0.1065,0.0318,-0.0654,0.2105,0.0761,-0.0521,-0.098,1.8236,0.3688,0.2575,-0.0179,-0.0602,-0.0376,0.3165,-0.116,0.2071,0.3021,-0.0238,Control
Utah__A03,0.3099,0.0628,-0.0304,0.3236,-0.018,0.0413,0.0352,1.2948,1.9885,-0.1901,0.4127,-0.0981,0.1575,-0.0168,1.2579,1.5468,0.4125,0.1701,-0.032,0.3328,-0.1628,0.2122,-0.003,1.2937,1.4724,0.0376,0.92,1.7211,0.0423,0.4627,0.6975,1.4897,0.7367,0.0291,0.281,0.0188,1.1743,1.4961,-0.1335,0.7692,-0.0914,-0.0855,-0.1402,-0.1464,-0.0555,-0.0083,-0.0272,0.0286,-0.1377,-0.1018,-0.1821,-0.0683,-0.0968,-0.0954,0.1362,-0.0765,0.1376,-0.1616,-0.1333,-0.102,-0.1033,-0.0818,0.5995,0.8656,0.7329,-0.1033,0.0464,-0.0294,-0.0529,0.1014,-0.0441,0.0131,0.4922,-0.1102,2.0214,0.7325,-0.1062,0.3412,0.6078,1.2897,2.8429,0.7759,1.2205,1.157,1.2768,1.0405,0.9935,-0.0955,0.1966,0.9762,-0.1328,1.9065,1.0752,-0.0344,1.0907,0.0383,-0.0818,1.1338,-0.1684,-0.07,-0.0868,-0.1428,0.0452,-0.1197,0.24,0.0033,-0.0338,-0.0937,1.7786,0.2676,0.4119,-0.0181,-0.1226,-0.0792,0.532,-0.0856,0.2784,0.2964,-0.0066,Control
Utah__A04,0.4148,0.0443,-0.0503,0.3505,0.0228,-0.0013,0.0731,1.2501,1.5892,-0.1469,0.2531,-0.1037,0.2206,0.0164,1.1386,1.2537,0.3283,0.0576,-0.0285,0.219,-0.171,0.1521,0.0225,1.2923,1.2109,0.0186,0.8901,1.769,-0.0058,0.3177,0.6569,1.4717,0.6755,-0.0317,0.1461,0.0093,0.8395,1.4725,-0.0544,0.2128,-0.1044,-0.0429,-0.0852,-0.1066,-0.0463,-0.0311,-0.0209,0.1253,-0.0447,-0.1291,-0.1293,-0.0465,0.0267,-0.1004,0.0258,-0.0624,0.1237,-0.1059,0.01,-0.0955,-0.0876,-0.1012,0.6647,0.6114,0.7843,-0.1448,-0.1153,0.0022,0.0159,0.1214,0.0471,0.0173,0.3103,-0.1551,1.6421,0.5226,-0.07,0.1654,0.499,1.0142,2.7408,0.692,0.9394,1.2377,1.2271,0.8362,1.1638,-0.1322,0.3061,0.82,0.0051,1.7434,1.0602,-0.0544,0.9348,-0.0143,-0.0972,0.9425,-0.123,-0.0519,-0.0874,-0.1314,-0.0047,-0.0406,0.1686,0.1717,-0.037,-0.0914,1.9781,0.2813,0.3379,-0.2072,-0.1678,0.0183,0.4096,-0.0631,0.353,0.3645,0.0519,Control
Utah__A05,0.4684,0.0207,-0.0387,0.3581,-0.0366,-0.0265,0.1343,1.4293,1.91,-0.1504,0.3876,-0.0804,0.2378,-0.0337,1.3225,1.6545,0.4891,0.15,-0.021,0.4891,-0.1007,0.1864,0.0141,1.2717,1.5311,0.0445,1.0476,1.7746,-1e-04,0.4844,0.6767,1.5737,0.7617,-0.0315,0.1174,0.0142,1.1311,2.2365,-0.0887,0.5169,-0.0863,-0.0927,-0.0873,-0.1198,-0.0881,-0.0608,0.0048,0.0649,-0.0453,-0.0864,-0.1196,-0.0566,0.0378,-0.103,0.0893,-0.0742,0.0874,-0.0921,-0.0142,-0.0946,-0.09,-0.1298,0.6917,0.8284,0.7231,-0.0673,-0.0703,0.0331,0.0032,0.1381,0.0312,-0.0761,0.632,-0.1311,1.8765,0.8434,-0.0587,0.3947,0.7869,1.1054,2.7545,0.7965,1.0923,1.1578,1.3083,1.1378,1.0454,-0.0826,0.3059,0.9512,-0.0102,1.9721,1.2157,-0.0464,1.0738,-0.0194,-0.0692,1.2816,-0.0599,0.0101,-0.0864,-0.0445,-0.0173,-0.0185,0.1664,0.1308,-0.0317,-0.0855,1.792,0.3628,0.3634,0.0768,-0.0557,0.0135,0.516,-0.0723,0.502,0.591,0.006,Control
Utah__A06,0.3232,0.0266,-0.0293,0.241,-0.0589,-0.0294,0.0107,1.3792,1.7796,-0.2147,0.2854,-0.1185,0.0731,-0.0198,1.1441,1.415,0.3335,0.0781,-0.0352,0.3865,-0.1703,0.0274,0.103,1.1584,1.4537,0.0635,0.8391,1.6716,0.0225,0.3651,0.5918,1.4137,0.561,-0.0333,0.1159,-0.0135,0.961,1.2565,-0.116,0.4062,-0.0785,-0.08,-0.1027,-0.1428,-0.0939,0.0157,-0.1218,6e-04,-0.1583,-0.0762,-0.1424,-0.1751,-0.2,-0.1162,-0.0551,-0.1097,0.0889,-0.1561,-0.1285,-0.0785,-0.095,-0.0286,0.6267,0.7511,0.679,-0.081,0.0544,-0.0167,-0.1073,0.0547,0.0563,-5e-04,0.3969,-0.1697,1.7549,0.6445,-0.0795,0.4212,0.6532,1.3159,2.7225,0.6451,0.9526,0.9225,1.1683,1.0087,0.8785,-0.1543,0.296,0.9045,-0.1858,1.8749,1.0037,0.0072,1.0469,-0.0654,-0.105,1.033,-0.0916,-0.0373,-0.0709,-0.1459,-1e-04,-0.0462,0.1675,0.0384,-0.0513,-0.0996,1.8182,0.3894,0.3762,-0.0622,-0.0665,-0.0941,0.4933,-0.1056,0.2656,0.3408,0.0373,Control
Utah__A07,0.3603,0.0569,-0.0242,0.3313,0.0484,0.0295,0.0219,1.3022,1.8816,-0.1782,0.3257,-0.0921,0.1391,-0.0656,1.1623,1.833,0.3991,0.0587,-0.0704,0.8525,-0.2367,0.1859,0.0531,1.639,1.2752,0.0356,0.9528,1.7793,-0.0232,0.8957,0.6707,1.5236,0.6322,-0.021,0.0828,0.0051,0.9683,1.5907,-0.1604,0.5092,-0.0722,-0.0754,-0.1462,-0.1348,-0.0981,-0.0239,-0.0645,0.0457,-0.0988,-0.1371,-0.1631,-0.1023,-0.1288,-0.0906,0.0461,-0.0736,0.1481,-0.1378,0.0119,-0.0992,-0.0865,-0.0357,0.8084,1.009,0.6968,-0.0971,-0.0287,-0.0193,-0.0969,0.0316,-0.0982,-0.0333,0.5996,-0.1399,1.796,0.6633,-0.0871,0.4207,0.5874,1.4391,3.0507,1.0466,1.3272,1.1807,1.5577,0.903,1.1356,-0.131,0.5102,1.3099,-0.1581,1.9127,0.9863,0.0032,1.0479,-0.0162,-0.1289,1.1256,-0.1397,0.0285,-0.1318,-0.14,0.05,-0.0811,0.214,0.2201,-0.0759,-0.1374,2.097,0.7245,0.2901,-0.0644,-0.1175,-0.0489,0.4322,-0.1267,0.2371,0.3712,0.0314,Control
Utah__A08,0.4944,-0.0018,-0.0634,0.2182,-0.043,-0.0316,0.0594,1.1024,1.7361,-0.1807,0.3097,-0.1064,0.0934,0.0351,1.0552,1.6889,0.2459,0.1812,-0.0151,0.6443,-0.1844,-0.0231,0.1337,1.9035,1.0057,-0.0088,0.8292,1.4607,-0.0041,1.0393,0.6901,1.4965,0.4954,-0.0323,0.1265,-0.0479,0.9523,1.3649,-0.0941,0.443,-0.1318,-0.143,-0.1403,-0.1344,-0.1321,-0.0593,-0.0885,0.0028,-0.114,-0.1302,-0.1534,-0.1024,-0.23,-0.1814,-0.061,-0.1257,0.0841,-0.1396,-0.126,-0.1164,-0.1149,-0.0628,0.9922,1.0928,0.7065,-0.1459,-0.081,-0.0293,-0.066,0.1547,0.007,-0.0129,0.4074,-0.1271,1.7709,0.4362,-0.0906,0.3023,0.4546,1.57,2.6221,1.1754,1.4644,1.5305,1.735,0.9887,1.1812,-0.03,0.8364,1.4137,-0.1612,1.9432,1.0102,-0.0697,1.0982,-0.0327,-0.148,0.8725,-0.2384,0.0035,-0.0309,-0.1208,-0.0306,-0.0081,0.1943,0.3556,-0.0549,-0.0768,2.2755,0.5435,0.3643,0.043,-0.0778,-0.0777,0.5499,-0.0799,0.5308,0.2245,0.0615,Control
Utah__A09,0.5019,0.0294,-0.0134,0.3049,0.0606,0.0355,0.0714,1.2395,1.7364,-0.1889,0.2174,-0.0986,0.1599,-0.0207,1.0908,1.7472,0.3004,0.1188,-0.0259,0.7299,-0.1793,0.1106,0.1175,1.5251,1.0585,-0.0266,0.8156,1.6021,-0.0036,0.8753,0.6175,1.4111,0.5287,-0.0661,0.2054,0.0307,0.7273,1.8345,-0.1405,0.4885,-0.0688,-0.0608,-0.1085,-0.1224,-0.0863,-0.0048,-0.0849,0.0353,-0.1222,-0.1084,-0.1589,-0.1115,-0.1126,-0.0978,0.0122,-0.105,0.1455,-0.139,-0.061,-0.068,-0.0939,-0.0624,0.7685,0.9804,0.6507,-0.1642,-0.0432,0.0331,-0.0924,-0.0234,-0.0254,0.0282,0.3952,-0.1278,1.6671,0.6203,-0.0575,0.2386,0.5144,1.436,2.9299,0.8882,1.2405,1.1693,1.3777,1.0256,1.096,-0.2464,0.5718,1.2508,-0.1546,1.8616,1.0062,-0.0302,1.0489,-0.0057,-0.1505,0.9532,-0.1799,-0.001,-0.0853,-0.1316,0.0135,-0.0872,0.1685,0.1251,-0.0514,-0.0921,2.1747,0.4695,0.2801,0.1236,-0.1208,-0.0618,0.5486,-0.0896,0.1876,0.2874,0.0438,Control
Utah__A10,0.4699,-0.0156,-0.0575,0.272,-0.0432,-0.062,0.1067,1.2083,1.7079,-0.1492,0.3596,-0.0837,0.2072,-0.0016,1.1341,1.7062,0.3417,0.1176,-0.042,0.9457,-0.1516,0.0874,0.0416,1.7119,1.3118,0.1115,0.853,1.722,0.1605,0.8224,0.6986,1.5165,0.5533,-0.0687,0.1336,0.0022,1.0513,2.065,-0.1499,0.5021,-0.1004,-0.0835,-0.0946,-0.1079,-0.0926,-0.0563,-0.0694,0.0413,-0.0662,-0.1233,-0.1127,-0.1097,-0.0417,-0.1043,9e-04,-0.102,0.1088,-0.0982,-0.1039,-0.1101,-0.1152,-0.0339,0.8089,1.0339,0.6346,-0.0771,-0.0726,0.0631,-0.0698,0.0774,-0.0399,-0.0251,0.6761,-0.1106,1.7443,0.5606,-0.0546,0.4108,0.6228,1.5133,2.7497,1.0953,1.2521,1.4239,1.6032,0.9363,1.2467,-0.1022,0.3781,1.3167,-0.0174,1.9537,0.9394,-0.0338,1.0175,0.0022,-0.0624,1.0893,-0.1298,-0.0291,-0.0652,-0.0911,0.0095,-0.0357,0.1295,0.2189,-0.0433,-0.0951,2.1222,0.4728,0.355,-0.0692,-0.0989,-0.0157,0.4395,-0.0766,0.1512,0.4134,0.124,Control
